Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
65,Yassine Benrahou,FRA,FW|MF,Bordeaux,20,1999,1.9,3,0,1,1,1,2,5,40.0,3,1,0,1,2,5,1,0
66,Yassine Benrahou,FRA,MF|FW,Nîmes,20,1999,8.5,13,8,3,3,7,5,16,31.3,11,1,0,1,2,15,0,0
67,Yassine Benzia,ALG,MF,Dijon,24,1994,1.9,3,2,2,1,0,1,6,16.7,5,4,2,2,3,6,1,0
68,Robert Berić,SVN,FW,Saint-Étienne,28,1991,4.6,3,2,0,2,1,0,5,0.0,5,2,0,2,4,7,2,0
69,Paul Bernardoni,FRA,GK,Nîmes,22,1997,24.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,1
70,Juan Bernat,ESP,DF|MF,Paris S-G,26,1993,15.4,42,27,19,16,7,20,51,39.2,31,13,1,12,10,52,26,0
71,Dimitry Bertaud,FRA,GK,Montpellier,21,1998,2.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
72,El Bilal Touré,MLI,FW,Reims,17,2001,5.0,3,3,1,0,2,0,0,,0,6,0,6,1,4,1,0
73,Ludovic Blas,FRA,FW|MF,Nantes,21,1997,20.5,26,18,7,15,4,5,26,19.2,21,17,1,16,14,40,11,0
74,Alexis Blin,FRA,MF,Amiens,22,1996,20.5,39,25,18,15,6,20,61,32.8,41,25,6,19,16,55,49,0
75,Antonin Bobichon,FRA,MF,Nîmes,23,1995,2.0,4,3,1,3,0,3,3,100.0,0,1,0,1,1,5,0,0
76,Antonin Bobichon,FRA,MF,Angers,23,1995,7.2,9,4,4,5,0,2,19,10.5,17,7,0,7,7,16,4,0
77,Mathieu Bodmer,FRA,MF|FW,Amiens,36,1982,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
78,Sacha Boey,FRA,DF,Rennes,18,2000,1.9,6,4,3,1,2,4,8,50.0,4,0,0,0,2,8,5,0
79,Quentin Boisgard,FRA,MF|FW,Toulouse,22,1997,12.7,31,19,10,14,7,14,35,40.0,21,11,0,11,12,43,4,1
80,Gabriel Boschilia,BRA,MF|FW,Monaco,23,1996,1.4,3,1,0,3,0,1,5,20.0,4,1,1,0,2,5,2,0
81,Denis Bouanga,GAB,FW|MF,Saint-Étienne,24,1994,22.7,45,34,10,25,10,20,55,36.4,35,30,0,30,10,55,15,0
82,Hicham Boudaoui,ALG,MF|FW,Nice,19,1999,5.4,20,10,6,11,3,9,23,39.1,14,10,3,7,13,33,7,0
83,Ryad Boudebouz,ALG,MF|FW,Saint-Étienne,29,1990,17.7,25,16,9,14,2,8,25,32.0,17,14,1,13,7,32,5,0
84,Farid Boulaya,ALG,FW,Metz,26,1993,9.1,14,10,7,4,3,7,19,36.8,12,5,0,5,6,20,3,0
85,Benjamin Bourigeaud,FRA,MF,Rennes,25,1994,21.1,40,12,18,20,2,17,68,25.0,51,38,7,31,20,60,25,0
86,Bilal Boutobba,FRA,MF,Montpellier,20,1998,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
87,John Boye,GHA,DF,Metz,32,1987,23.5,30,19,25,5,0,19,32,59.4,13,31,18,13,31,61,116,0
88,Domagoj Bradarić,CRO,DF,Lille,19,1999,15.8,28,11,9,17,2,12,27,44.4,15,16,3,13,22,50,28,0
89,Anthony Briançon,FRA,DF,Nîmes,24,1994,19.3,29,19,20,9,0,17,34,50.0,17,22,16,6,39,68,80,0
90,Jimmy Briand,FRA,FW,Bordeaux,33,1985,16.9,12,8,5,4,3,3,13,23.1,10,8,4,4,6,18,12,0
91,Dylan Bronn,TUN,DF,Metz,24,1995,9.0,7,5,6,1,0,4,7,57.1,3,11,9,2,6,13,42,0
92,Lucas Buadés,FRA,MF|FW,Nîmes,21,1997,1.3,4,4,3,1,0,1,5,20.0,4,0,0,0,1,5,3,0
93,Patrick Burner,MTQ,DF,Nice,23,1996,15.9,35,25,15,17,3,14,25,56.0,11,11,2,9,30,65,37,0
94,Ludovic Butelle,FRA,GK,Angers,36,1983,26.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,10,4
95,Marcin Bułka,POL,GK,Paris S-G,19,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
96,Yohan Cabaye,FRA,MF,Saint-Étienne,33,1986,9.5,29,18,11,14,4,14,25,56.0,11,10,0,10,22,51,7,1
97,Manuel Cabit,MTQ,DF,Metz,26,1993,3.0,3,1,1,2,0,2,10,20.0,8,5,0,5,4,7,5,0
98,Anthony Caci,FRA,DF,Strasbourg,22,1997,7.7,29,17,19,9,1,8,17,47.1,9,15,5,10,19,48,15,1
99,Jhonder Cádiz,VEN,FW|MF,Dijon,24,1995,8.9,16,8,6,7,3,3,7,42.9,4,4,2,2,1,17,9,0
100,Mathieu Cafaro,FRA,FW|MF,Reims,22,1997,10.3,12,6,5,5,2,6,17,35.3,11,13,0,13,2,14,0,0
101,Jonathan Cafu,BRA,DF,Bordeaux,28,1991,2.2,7,3,4,3,0,4,7,57.1,3,1,0,1,1,8,3,0
102,Arturo Calabresi,ITA,DF,Amiens,23,1996,20.9,53,33,29,20,4,33,75,44.0,42,24,11,13,29,82,60,0
103,Duje Ćaleta-Car,CRO,DF,Marseille,22,1996,21.0,29,15,17,11,1,18,26,69.2,8,17,6,11,26,55,98,0
104,Mahdi Camara,FRA,MF,Saint-Étienne,21,1998,10.0,33,20,12,16,5,18,32,56.3,14,20,2,18,18,51,5,0
105,Souleymane Camara,SEN,FW,Montpellier,36,1982,1.8,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
106,Eduardo Camavinga,FRA,MF,Rennes,16,2002,23.4,105,64,45,56,4,48,96,50.0,48,26,8,18,34,139,35,0
107,Pierrick Capelle,FRA,MF|DF,Angers,32,1987,19.4,42,32,18,16,8,16,48,33.3,32,17,3,14,21,63,28,0
108,Maxence Caqueret,FRA,MF,Lyon,19,2000,6.3,24,15,10,13,1,11,25,44.0,14,14,2,12,9,33,6,1
109,Irvin Cardona,FRA,FW|MF,Brest,21,1997,16.1,13,8,5,6,2,9,32,28.1,23,8,0,8,1,14,7,0
110,Lionel Carole,FRA,DF,Strasbourg,28,1991,14.1,23,8,15,6,2,13,17,76.5,4,2,1,1,19,42,22,0
111,Matis Carvalho,POR,GK,Montpellier,20,1999,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
112,Moreto Cassamã,GNB,MF,Reims,21,1998,6.6,17,11,2,13,2,5,7,71.4,2,7,2,5,5,22,6,0
113,Jean-Charles Castelletto,CMR,DF,Brest,24,1995,20.4,18,9,13,5,0,9,18,50.0,9,20,16,4,33,51,87,1
114,Edinson Cavani,URU,FW,Paris S-G,32,1987,6.7,5,1,0,2,3,0,3,0.0,3,7,0,7,1,6,2,0
115,Zeki Çelik,TUR,DF,Lille,22,1997,23.0,53,28,18,28,7,27,60,45.0,33,24,4,20,26,79,39,0
116,Fabien Centonze,FRA,DF,Metz,23,1996,28.0,76,49,53,22,1,34,57,59.6,23,30,11,19,59,135,98,0
117,Florian Chabrolle,FRA,MF,Marseille,21,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
118,Fouad Chafik,MAR,DF,Dijon,32,1986,17.0,32,21,22,7,3,17,36,47.2,19,12,5,7,26,58,36,0
119,Gaëtan Charbonnier,FRA,FW|MF,Brest,30,1988,22.9,36,16,11,11,14,10,35,28.6,25,19,6,13,7,43,33,1
120,Brendan Chardonnet,FRA,DF,Brest,24,1994,9.1,12,6,10,2,0,7,12,58.3,5,8,5,3,15,27,50,0
121,Xavier Chavalerin,FRA,MF,Reims,28,1991,23.9,71,52,29,33,9,19,49,38.8,30,23,8,15,36,107,36,0
122,Aurélien Chedjou,CMR,DF,Amiens,34,1985,21.9,27,19,18,9,0,10,22,45.5,12,15,11,4,40,67,120,3
123,Rayan Cherki,FRA,MF|FW,Lyon,15,2003,1.6,3,2,0,1,2,3,4,75.0,1,3,0,3,0,3,0,0
124,Joris Chotard,FRA,MF,Montpellier,17,2001,13.9,30,18,13,17,0,15,35,42.9,20,12,5,7,20,50,12,1
125,Mounir Chouiar,FRA,MF|FW,Dijon,20,1999,16.7,36,23,13,18,5,12,42,28.6,30,8,0,8,13,49,13,0
126,Ibrahim Cissé,CIV,DF,Nice,20,1999,0.6,1,1,1,0,0,0,0,,0,0,0,0,0,1,6,0
127,Ibrahim Cissé,SEN,DF,Angers,23,1996,0.7,2,1,0,2,0,0,0,,0,0,0,0,0,2,2,0
128,Alexis Claude-Maurice,FRA,FW|MF,Nice,21,1998,18.1,26,16,8,11,7,13,35,37.1,22,20,4,16,11,37,4,0
129,Yannis Clementia,MTQ,GK,Nice,22,1997,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
130,Marcus Coco,FRA,FW,Nantes,23,1996,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
131,Renaud Cohade,FRA,MF,Metz,34,1984,8.5,28,20,11,12,5,12,28,42.9,16,14,3,11,8,36,6,0
132,Racine Coly,SEN,DF|FW,Nice,23,1995,7.2,21,13,15,5,1,9,17,52.9,8,5,0,5,12,33,23,0
133,Daniel Congré,FRA,DF,Montpellier,34,1985,21.6,37,27,20,16,1,18,38,47.4,20,8,7,1,47,84,66,1
134,Benjamin Corgnet,FRA,MF|FW,Strasbourg,32,1987,2.9,1,1,1,0,0,1,3,33.3,2,2,0,2,2,3,3,0
135,Maxwel Cornet,CIV,FW|DF,Lyon,22,1996,14.8,30,19,18,8,4,13,23,56.5,10,16,1,15,21,51,19,1
136,Quentin Cornette,FRA,FW|MF,Amiens,25,1994,3.9,8,3,3,2,3,3,9,33.3,6,7,1,6,6,14,5,0
137,Edmilson Correia,GNB,FW|DF,Saint-Étienne,19,2000,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
138,Nuno da Costa,CPV,FW,Strasbourg,28,1991,5.9,15,10,3,8,4,4,10,40.0,6,7,0,7,4,19,3,0
139,Benoît Costil,FRA,GK,Bordeaux,32,1987,28.0,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,9,0
140,Kalifa Coulibaly,MLI,FW,Nantes,27,1991,18.0,11,7,0,5,6,3,5,60.0,2,3,1,2,6,17,32,0
141,Senou Coulibaly,MLI,DF,Dijon,24,1994,7.4,14,7,11,3,0,2,4,50.0,2,11,10,1,10,24,44,1
142,Yoann Court,FRA,FW|MF,Brest,29,1990,16.3,48,26,28,17,3,20,64,31.3,44,21,0,21,15,63,14,0
143,Nicolas Cozza,FRA,DF,Montpellier,20,1999,6.2,5,5,3,2,0,2,3,66.7,1,8,6,2,9,14,18,0
144,Wylan Cyprien,FRA,MF,Nice,24,1995,19.7,17,11,5,12,0,7,27,25.9,20,8,2,6,19,36,16,3
145,Lucas Da Cunha,FRA,MF,Rennes,18,2001,0.8,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
146,Damien Da Silva,FRA,DF,Rennes,31,1988,24.9,27,14,20,5,2,10,19,52.6,9,21,13,8,26,53,143,1
147,Colin Dagba,FRA,DF,Paris S-G,20,1998,7.4,10,4,2,4,4,5,9,55.6,4,6,1,5,6,16,9,0
148,Dante,BRA,DF,Nice,35,1983,21.0,34,21,24,10,0,17,25,68.0,8,27,16,11,26,60,79,0
149,Lucas Deaux,FRA,MF,Nîmes,30,1988,14.8,49,26,16,29,4,16,45,35.6,29,20,4,16,15,64,19,0
150,Mathieu Debuchy,FRA,DF,Saint-Étienne,34,1985,19.7,44,26,22,15,7,24,47,51.1,23,21,11,10,43,87,59,0
151,Romain Del Castillo,FRA,FW|MF,Rennes,23,1996,13.8,20,14,5,11,4,6,27,22.2,21,12,2,10,7,27,7,0
152,Thomas Delaine,FRA,DF,Metz,27,1992,13.9,25,16,18,6,1,12,21,57.1,9,17,1,16,15,40,28,0
153,Paul Delecroix,GNB,GK,Metz,30,1988,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
154,Andy Delort,ALG,FW,Montpellier,27,1991,25.3,28,18,11,9,8,7,27,25.9,20,21,6,15,3,31,10,0
155,Moussa Dembélé,FRA,FW,Lyon,23,1996,24.3,12,7,2,5,5,4,14,28.6,10,14,3,11,5,17,31,0
156,Jason Denayer,BEL,DF,Lyon,24,1995,23.7,17,13,12,5,0,10,14,71.4,4,32,29,3,20,37,83,0
157,Kevin Denkey,TOG,FW,Nîmes,18,2000,6.7,10,5,1,8,1,6,10,60.0,4,7,0,7,2,12,1,1
158,Ángel Di María,ARG,FW|MF,Paris S-G,31,1988,22.2,17,12,2,8,7,4,34,11.8,30,14,3,11,11,28,1,3
159,Boulaye Dia,SEN,FW,Reims,22,1996,20.1,15,9,7,6,2,3,10,30.0,7,9,2,7,7,22,16,0
160,Fousseni Diabaté,MLI,FW|MF,Amiens,23,1995,13.2,16,10,6,6,4,5,16,31.3,11,11,0,11,8,24,3,1
161,Bafodé Diakité,FRA,DF,Toulouse,18,2001,15.2,23,19,15,8,0,7,13,53.8,6,18,9,9,20,43,75,0
162,Abdou Diallo,SEN,DF,Paris S-G,23,1996,13.3,20,11,9,10,1,8,14,57.1,6,9,5,4,10,30,32,0
163,Habib Diallo,SEN,FW,Metz,24,1995,24.4,2,1,0,2,0,0,6,0.0,6,6,5,1,4,6,43,0
164,Ibrahima Diallo,FRA,MF,Brest,20,1999,17.3,38,24,15,22,1,12,29,41.4,17,9,2,7,23,61,16,3
165,Moussa Diarra,MLI,DF,Toulouse,18,2000,1.0,3,3,2,1,0,1,1,100.0,0,0,0,0,3,6,2,0
166,Lucas Dias,FRA,GK,Nîmes,20,1999,3.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
167,Bakaye Dibassy,MLI,DF,Amiens,29,1989,20.8,26,14,17,8,1,15,20,75.0,5,29,18,11,37,63,78,2
168,Tristan Dingomé,CMR,MF,Reims,28,1991,9.9,10,4,3,6,1,2,12,16.7,10,6,0,6,6,16,1,0
169,Lois Diony,FRA,FW,Saint-Étienne,26,1992,7.4,15,5,0,11,4,5,9,55.6,4,3,0,3,1,16,0,0
170,Assane Dioussé,SEN,MF,Saint-Étienne,21,1997,1.3,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0
171,Axel Disasi,FRA,DF,Reims,21,1998,27.0,32,21,18,13,1,17,27,63.0,10,29,24,5,26,58,97,0
172,Tiago Djaló,POR,DF,Lille,19,2000,7.3,9,4,5,3,1,2,7,28.6,5,3,2,1,11,20,28,0
173,Alexander Djiku,GHA,DF|MF,Strasbourg,24,1994,22.9,46,32,27,19,0,21,29,72.4,8,14,8,6,55,101,82,4
174,Kasper Dolberg,DEN,FW,Nice,21,1997,21.0,10,6,0,3,7,4,17,23.5,13,18,2,16,10,20,24,0
175,Keagan Dolly,RSA,MF,Montpellier,26,1993,1.6,6,3,1,3,2,2,5,40.0,3,1,0,1,1,7,0,0
176,Anastasios Donis,GRE,FW,Reims,22,1996,6.8,3,2,2,1,0,1,9,11.1,8,2,0,2,1,4,3,0
177,Gabriel Dos Santos,BRA,DF,Lille,21,1997,23.2,41,29,27,11,3,15,22,68.2,7,27,18,9,22,63,86,2
178,Mathieu Dossevi,TOG,MF|FW,Toulouse,31,1988,19.5,32,20,7,17,8,15,30,50.0,15,17,0,17,14,46,7,0
179,Moussa Doumbia,MLI,FW|MF,Reims,24,1994,19.1,16,8,5,6,5,7,24,29.2,17,14,1,13,9,25,5,0
180,Souleyman Doumbia,CIV,DF,Angers,22,1996,5.0,10,4,7,2,1,5,6,83.3,1,5,0,5,6,16,18,0
181,Souleyman Doumbia,CIV,DF,Rennes,22,1996,1.0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,3,0
182,Julian Draxler,GER,MF,Paris S-G,25,1993,7.6,13,10,2,9,2,7,15,46.7,8,7,1,6,10,23,1,0
183,Leo Dubois,FRA,DF,Lyon,24,1994,15.0,32,23,20,9,3,13,22,59.1,9,12,4,8,18,50,34,1
184,Haris Duljević,BIH,FW|MF,Nîmes,25,1993,5.8,11,6,3,7,1,4,12,33.3,8,5,0,5,2,13,1,0
185,Riza Durmisi,DEN,DF|MF,Nice,25,1994,1.8,1,1,1,0,0,0,0,,0,2,1,1,1,2,3,0
186,Jean-Kevin Duverne,HAI,DF,Brest,22,1997,13.1,12,8,5,6,1,2,6,33.3,4,23,8,15,20,32,50,0
187,Bruno Ecuele Manga,GAB,DF,Dijon,31,1988,28.0,22,15,17,5,0,9,20,45.0,11,34,23,11,37,59,112,2
188,Renaud Emond,BEL,FW,Nantes,27,1991,3.2,3,1,0,2,1,1,5,20.0,4,0,0,0,0,3,7,0
189,Fábio,BRA,DF,Nantes,29,1990,9.3,38,22,18,20,0,25,35,71.4,10,10,5,5,18,56,19,0
190,Cesc Fàbregas,ESP,MF,Monaco,32,1987,10.3,11,4,6,3,2,6,29,20.7,23,8,1,7,7,18,3,0
191,Julien Faussurier,FRA,DF,Brest,32,1987,22.0,36,22,23,13,0,21,53,39.6,32,22,7,15,33,69,46,1
192,Zinedine Ferhat,ALG,FW|MF,Nîmes,26,1993,25.0,26,16,5,16,5,15,46,32.6,31,15,3,12,16,42,18,0
193,Juan Ferney Otero,COL,FW|MF,Amiens,24,1995,13.4,17,10,6,9,2,8,24,33.3,16,12,1,11,19,36,10,0
194,Jordan Ferri,FRA,MF,Montpellier,27,1992,12.8,22,13,7,12,3,13,44,29.5,31,9,0,9,10,32,10,0
195,Mamadou Fofana,MLI,DF|MF,Metz,21,1998,17.6,57,35,38,15,4,21,41,51.2,20,22,10,12,22,79,61,1
196,Wesley Fofana,FRA,DF,Saint-Étienne,18,2000,13.5,25,15,16,9,0,12,18,66.7,6,10,5,5,36,61,55,4
197,Youssouf Fofana,FRA,MF,Strasbourg,20,1999,11.2,25,17,10,12,3,13,30,43.3,17,11,0,11,14,39,7,0
198,Youssouf Fofana,FRA,MF,Monaco,20,1999,6.8,16,9,6,10,0,8,15,53.3,7,12,2,10,8,24,9,0
199,Thomas Foket,BEL,DF,Reims,24,1994,27.0,61,36,31,23,7,30,48,62.5,18,15,4,11,39,100,59,1
200,Lamine Fomba,FRA,MF,Nîmes,21,1998,15.3,65,31,20,37,8,21,43,48.8,22,29,4,25,25,90,11,1
