Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
1,Patrick van Aanholt,NED,DF,Crystal Palace,27,1990,35.5,48,24,35,11,2,24,40,60.0,16,33,9,24,40,88,91,2
2,Sergio Agüero,ARG,FW,Manchester City,30,1988,27.3,17,9,1,10,6,5,9,55.6,4,15,1,14,9,26,3,0
3,Nathan Aké,NED,DF,Bournemouth,23,1995,37.9,66,35,42,21,3,22,35,62.9,13,51,35,16,32,98,241,0
4,Marc Albrighton,ENG,FW|MF,Leicester City,28,1989,18.1,35,22,18,14,3,13,31,41.9,18,26,3,23,23,58,30,0
5,Toby Alderweireld,BEL,DF,Tottenham,29,1989,32.5,37,23,25,10,2,12,22,54.5,10,41,22,19,24,61,175,0
6,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,27.4,61,39,31,22,8,36,68,52.9,32,19,3,16,35,96,68,0
7,Alisson,BRA,GK,Liverpool,25,1992,38.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,14,6
8,Dele Alli,ENG,MF,Tottenham,22,1996,20.3,33,19,6,14,13,5,24,20.8,19,33,5,28,19,52,20,0
9,Miguel Almirón,PAR,MF,Newcastle Utd,24,1994,8.4,20,12,7,10,3,4,10,40.0,6,14,1,13,8,28,5,0
10,Marcos Alonso,ESP,DF,Chelsea,27,1990,30.7,73,46,44,22,7,33,58,56.9,25,25,2,23,39,112,101,0
11,Daniel Amartey,GHA,DF,Leicester City,23,1994,7.1,18,12,11,6,1,10,15,66.7,5,6,4,2,17,35,28,1
12,Luke Amos,ENG,MF,Tottenham,21,1997,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
13,Felipe Anderson,BRA,MF|FW,West Ham,25,1993,33.8,89,49,33,44,12,31,101,30.7,70,71,0,71,41,130,18,1
14,Florin Andone,ROU,FW,Brighton,25,1993,9.8,10,2,3,4,3,1,6,16.7,5,9,1,8,3,13,12,0
15,Michail Antonio,JAM,MF|FW,West Ham,28,1990,23.4,23,14,12,6,5,6,12,50.0,6,38,3,35,18,41,26,1
16,Stuart Armstrong,SCO,MF,Southampton,26,1992,15.9,28,20,14,6,8,8,42,19.0,34,14,0,14,12,40,12,0
17,Marko Arnautović,AUT,FW,West Ham,29,1989,22.1,9,5,4,3,2,1,7,14.3,6,4,2,2,3,12,6,0
18,Kepa Arrizabalaga,ESP,GK,Chelsea,23,1994,36.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,2
19,Harry Arter,IRL,MF,Cardiff City,28,1989,22.2,62,37,27,26,9,16,46,34.8,30,33,5,28,21,83,21,2
20,Christian Atsu,GHA,MF,Newcastle Utd,26,1992,16.6,24,15,9,11,4,5,16,31.3,11,13,3,10,7,31,16,0
21,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,29,1989,30.3,21,17,6,9,6,8,28,28.6,20,26,0,26,8,29,22,0
22,Serge Aurier,CIV,DF,Tottenham,25,1992,6.3,20,12,12,4,4,8,15,53.3,7,8,2,6,7,27,20,0
23,Charlie Austin,ENG,FW,Southampton,29,1989,10.9,13,7,3,6,4,6,11,54.5,5,12,2,10,2,15,13,0
24,Jordan Ayew,GHA,FW,Crystal Palace,26,1991,13.1,38,23,12,19,7,6,20,30.0,14,16,0,16,7,45,6,0
25,Floyd Ayité,TOG,FW|MF,Fulham,29,1988,5.3,4,4,2,1,1,2,6,33.3,4,8,1,7,7,11,5,0
26,César Azpilicueta,ESP,DF,Chelsea,28,1989,37.8,105,60,52,40,13,38,67,56.7,29,63,16,47,43,148,91,3
27,Ryan Babel,NED,FW|MF,Fulham,31,1986,13.9,8,4,1,5,2,3,9,33.3,6,12,0,12,6,14,13,1
28,Juninho Bacuna,CUW,MF|DF,Huddersfield,20,1997,15.7,46,29,22,19,5,22,54,40.7,32,21,1,20,24,70,12,1
29,Leandro Bacuna,CUW,MF,Cardiff City,26,1991,6.2,15,10,5,7,3,8,22,36.4,14,5,2,3,15,30,9,0
30,Eric Bailly,CIV,DF,Manchester Utd,24,1994,7.1,15,9,14,1,0,8,10,80.0,2,9,4,5,13,28,39,1
31,Leighton Baines,ENG,DF,Everton,33,1984,4.2,8,6,4,3,1,4,6,66.7,2,2,0,2,2,10,8,0
32,Fabián Balbuena,PAR,DF,West Ham,26,1991,22.4,40,20,34,6,0,16,42,38.1,26,23,15,8,53,93,175,0
33,Leon Balogun,NGA,DF,Brighton,30,1988,6.6,12,6,11,1,0,8,9,88.9,1,5,3,2,17,29,32,1
34,Sol Bamba,CIV,DF,Cardiff City,33,1985,27.5,74,42,44,30,0,31,55,56.4,24,72,32,40,82,156,181,3
35,Phil Bardsley,SCO,DF,Burnley,33,1985,18.6,32,19,15,14,3,12,21,57.1,9,25,12,13,31,63,68,1
36,Ross Barkley,ENG,MF,Chelsea,24,1993,13.8,15,10,5,7,3,4,14,28.6,10,8,1,7,9,24,17,2
37,Ashley Barnes,ENG,FW,Burnley,28,1989,26.5,28,17,4,17,7,6,29,20.7,23,29,8,21,2,30,25,0
38,Harvey Barnes,ENG,MF|FW,Leicester City,20,1997,11.2,10,6,5,4,1,4,6,66.7,2,7,1,6,3,13,7,0
39,Antonio Barreca,ITA,DF,Newcastle Utd,23,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
40,Michy Batshuayi,BEL,FW,Crystal Palace,24,1993,8.3,2,1,1,1,0,1,2,50.0,1,8,3,5,3,5,0,0
41,Jan Bednarek,POL,DF,Southampton,22,1996,23.9,41,25,25,16,0,21,37,56.8,16,44,27,17,71,112,171,0
42,Asmir Begović,BIH,GK,Bournemouth,31,1987,24.0,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,15,7
43,Héctor Bellerín,ESP,DF,Arsenal,23,1995,17.0,15,12,8,4,3,6,13,46.2,7,17,5,12,20,35,37,3
44,Joe Bennett,ENG,DF,Cardiff City,28,1990,29.3,50,29,34,16,0,22,38,57.9,16,30,8,22,60,110,93,0
45,Ryan Bennett,ENG,DF,Wolves,28,1990,34.0,58,32,41,16,1,25,41,61.0,16,42,21,21,43,101,131,1
46,Christian Benteke,BEL,FW,Crystal Palace,27,1990,9.0,5,1,0,4,1,1,4,25.0,3,7,2,5,0,5,14,0
47,Jóhann Berg Guðmundsson,ISL,MF,Burnley,27,1990,19.5,27,11,14,10,3,16,34,47.1,18,25,4,21,33,60,34,0
48,Bernard,BRA,FW|MF,Everton,25,1992,23.5,49,30,19,22,8,15,55,27.3,40,37,2,35,27,76,14,1
49,Bernardo,BRA,DF,Brighton,23,1995,19.5,62,43,43,13,6,31,45,68.9,14,32,13,19,34,96,82,0
50,Ryan Bertrand,ENG,DF,Southampton,28,1989,24.0,46,27,22,20,4,16,31,51.6,15,27,5,22,28,74,51,0
51,Marcus Bettinelli,ENG,GK,Fulham,26,1992,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
52,Philip Billing,DEN,MF,Huddersfield,22,1996,24.3,73,44,26,39,8,19,42,45.2,23,57,16,41,53,126,43,0
53,Yves Bissouma,MLI,MF,Brighton,21,1996,19.7,62,30,33,27,2,20,38,52.6,18,21,5,16,33,95,29,2
54,Willy Boly,CIV,DF,Wolves,27,1991,35.2,85,52,49,34,2,34,56,60.7,22,55,32,23,72,157,177,6
55,Léo Bonatini,BRA,FW,Wolves,24,1994,1.5,1,1,0,0,1,1,5,20.0,4,1,0,1,0,1,0,0
56,Gaëtan Bong,CMR,DF,Brighton,30,1988,20.1,16,10,7,6,3,6,10,60.0,4,16,6,10,25,41,57,2
57,Artur Boruc,POL,GK,Bournemouth,38,1980,12.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
58,Robbie Brady,IRL,MF,Burnley,26,1992,8.0,15,7,5,5,5,6,17,35.3,11,7,1,6,7,22,18,1
59,Miguel Britos,URU,DF,Watford,33,1985,2.1,4,2,4,0,0,2,4,50.0,2,1,1,0,3,7,11,1
60,David Brooks,WAL,MF|FW,Bournemouth,21,1997,25.1,37,26,12,19,6,19,44,43.2,25,36,7,29,24,61,28,0
61,Bruno,ESP,DF,Brighton,37,1980,12.6,25,16,20,3,2,14,18,77.8,4,7,2,5,11,36,30,1
62,Joe Bryan,ENG,DF|MF,Fulham,24,1993,26.1,61,41,35,21,5,24,42,57.1,18,34,12,22,31,92,82,1
63,David Button,ENG,GK,Brighton,29,1989,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
64,Willy Caballero,ARG,GK,Chelsea,36,1981,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
65,Gary Cahill,ENG,DF,Chelsea,32,1985,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
66,Tom Cairney,SCO,MF|FW,Fulham,27,1991,24.4,37,21,9,22,6,12,16,75.0,4,21,5,16,10,47,13,1
67,Dominic Calvert-Lewin,ENG,FW,Everton,21,1997,19.8,13,7,3,3,7,7,15,46.7,8,16,3,13,7,20,19,0
68,Rafael Camacho,POR,DF,Liverpool,18,2000,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
69,Víctor Camarasa,ESP,MF,Cardiff City,24,1994,28.5,28,15,8,15,5,6,31,19.4,25,17,2,15,33,61,28,1
70,Étienne Capoue,FRA,MF,Watford,30,1988,32.7,91,56,36,48,7,33,87,37.9,54,50,13,37,85,176,96,1
