Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR
20,Mattia Aramu,ITA,MF|FW,Venezia,26,1995,23.3,1042,22,103,438,514,36,1038,38,17,44.7,21,55.3,580,2939,1312,39,22,5,43,24,650,117
21,Marko Arnautović,AUT,FW,Bologna,32,1989,29.9,1203,19,72,525,618,154,1200,59,37,62.7,22,37.3,639,2856,903,34,21,16,81,36,941,221
22,Tolgay Arslan,GER,MF,Udinese,30,1990,18.4,866,34,166,499,216,19,866,34,22,64.7,12,35.3,463,2699,1387,35,29,4,27,15,518,35
23,Arthur,BRA,FW,Fiorentina,23,1998,8.3,231,10,30,116,90,42,231,14,9,64.3,5,35.7,117,797,330,8,6,4,17,8,163,27
24,Kristoffer Askildsen,NOR,MF,Sampdoria,20,2001,8.4,323,36,101,160,66,8,323,5,4,80.0,1,20.0,138,602,239,5,4,1,9,5,157,11
25,Kristjan Asllani,ALB,MF,Empoli,19,2002,15.0,897,48,274,498,130,5,897,10,7,70.0,3,30.0,573,2653,1112,10,11,2,18,7,596,19
26,Emil Audero,ITA,GK,Sampdoria,24,1997,28.4,1076,953,1074,2,0,0,1076,0,0,,0,,593,2866,1726,0,0,0,0,0,501,0
27,Tommaso Augello,ITA,DF,Sampdoria,26,1994,26.6,1614,96,616,633,384,14,1614,44,23,52.3,21,47.7,867,4352,2402,60,30,2,29,13,898,100
28,Ramzi Aya,ITA,DF,Salernitana,30,1990,1.5,33,4,11,18,4,0,33,0,0,,0,,16,47,30,0,0,0,0,0,15,2
29,Kaan Ayhan,TUR,DF,Sassuolo,26,1994,15.0,999,115,477,504,21,5,999,1,1,100.0,0,0.0,574,3300,2328,19,3,0,2,0,692,2
30,Milan Badelj,CRO,MF,Genoa,32,1989,31.6,1922,76,466,1186,297,25,1922,50,34,68.0,16,32.0,944,3678,1469,19,32,6,47,26,1119,24
31,Nicola Bagnolini,ITA,GK,Bologna,17,2004,0.0,4,4,4,0,0,0,4,0,0,,0,,2,16,15,0,0,0,0,0,0,0
32,Issa Bah,LUX,FW,Venezia,19,2002,0.1,8,0,1,6,1,0,8,0,0,,0,,5,23,12,0,0,0,0,2,4,1
33,Nedim Bajrami,ALB,MF|FW,Empoli,22,1999,22.8,1119,10,75,444,621,89,1116,71,42,59.2,29,40.8,639,4134,2072,72,39,27,55,34,742,177
34,Tiemoué Bakayoko,FRA,MF,Milan,26,1994,5.6,374,16,83,236,59,4,374,7,4,57.1,3,42.9,184,915,381,3,7,0,3,4,242,1
35,Tommaso Baldanzi,ITA,FW,Empoli,18,2003,0.2,10,0,0,2,8,0,10,0,0,,0,,7,19,6,0,0,0,2,0,8,2
36,Keita Baldé,SEN,FW,Cagliari,26,1995,13.7,411,6,23,183,209,51,411,18,6,33.3,12,66.7,234,977,342,14,12,4,49,10,305,73
37,Fodé Ballo-Touré,SEN,DF,Milan,24,1997,5.0,329,9,61,162,109,14,329,10,5,50.0,5,50.0,188,1190,642,17,10,0,5,6,196,48
38,Filippo Bandinelli,ITA,MF,Empoli,26,1995,21.7,976,54,213,423,354,43,976,39,17,43.6,22,56.4,564,3152,1755,57,42,10,40,25,627,101
39,Mattia Bani,ITA,DF,Genoa,27,1993,13.5,642,129,383,240,25,18,642,1,1,100.0,0,0.0,248,1193,552,1,1,0,8,0,262,1
40,Antonín Barák,CZE,MF|FW,Hellas Verona,26,1994,26.0,1376,40,185,723,488,91,1372,55,31,56.4,24,43.6,851,4966,2391,68,51,16,42,54,1039,124
41,Francesco Bardi,ITA,GK,Bologna,29,1992,2.0,54,49,54,0,0,0,54,0,0,,0,,25,142,83,0,0,0,0,0,22,0
42,Nicolò Barella,ITA,MF,Inter,24,1997,32.4,2199,28,344,1133,757,95,2199,64,37,57.8,27,42.2,1427,8196,4128,114,69,15,56,38,1703,204
43,Musa Barrow,GAM,FW|MF,Bologna,22,1998,23.7,1193,6,118,495,600,78,1193,63,31,49.2,32,50.8,753,4411,2030,61,51,22,63,52,911,158
44,Daniele Baselli,ITA,MF|FW,Torino,29,1992,1.7,102,4,25,45,33,3,102,2,1,50.0,1,50.0,49,256,106,1,5,0,3,0,62,11
45,Daniele Baselli,ITA,MF,Cagliari,29,1992,3.2,189,5,40,89,62,2,189,9,4,44.4,5,55.6,103,502,191,4,6,0,5,8,107,5
46,Toma Bašić,CRO,MF,Lazio,24,1996,10.9,570,27,95,331,148,24,570,14,7,50.0,7,50.0,318,1627,644,18,15,2,17,6,404,44
47,Alessandro Bastoni,ITA,DF,Inter,22,1999,25.7,2036,242,881,956,218,18,2036,19,11,57.9,8,42.1,1280,5399,3236,30,30,5,21,5,1448,34
48,Simone Bastoni,ITA,MF|DF,Spezia,24,1996,25.4,1546,68,403,716,461,28,1546,68,42,61.8,26,38.2,804,4624,2198,50,45,6,61,32,887,89
49,Rodrigo Becão,BRA,DF,Udinese,25,1996,34.8,1755,200,852,744,175,42,1755,8,5,62.5,3,37.5,848,3867,2372,23,19,3,18,7,977,34
50,Valon Behrami,SUI,MF|FW,Genoa,36,1985,3.5,90,9,20,53,17,3,90,1,1,100.0,0,0.0,42,140,57,2,0,1,6,3,44,4
51,Vid Belec,SVN,GK,Salernitana,31,1990,21.5,629,562,628,1,0,0,629,0,0,,0,,308,2007,1375,0,0,0,1,0,180,0
52,Raoul Bellanova,ITA,DF|FW,Cagliari,21,2000,27.7,1228,68,328,496,424,53,1228,73,39,53.4,34,46.6,720,4934,2553,81,38,10,42,22,755,146
53,Andrea Belotti,ITA,FW,Torino,27,1993,15.2,551,14,27,236,293,83,548,25,15,60.0,10,40.0,318,1397,576,25,10,10,59,28,461,117
54,Marco Benassi,ITA,DF|MF,Fiorentina,26,1994,1.8,146,6,45,65,37,2,146,1,1,100.0,0,0.0,75,332,115,3,0,1,1,0,97,6
55,Marco Benassi,ITA,MF,Empoli,26,1994,4.2,216,9,27,114,78,15,216,4,1,25.0,3,75.0,119,774,382,13,7,2,5,1,145,29
56,Filip Benković,CRO,DF|FW,Udinese,24,1997,0.1,6,1,3,2,1,1,6,0,0,,0,,2,8,7,0,0,0,0,0,5,0
57,Ismaël Bennacer,ALG,MF,Milan,23,1997,16.9,1293,44,228,838,247,12,1293,47,36,76.6,11,23.4,790,4679,2094,28,27,3,29,26,881,34
58,Rodrigo Bentancur,URU,MF,Juventus,24,1997,12.8,887,27,164,578,155,10,887,11,7,63.6,4,36.4,521,2267,1072,22,17,2,17,13,628,32
59,Alessandro Berardi,ITA,GK,Hellas Verona,30,1991,1.0,32,26,32,0,0,0,32,0,0,,0,,22,118,72,0,0,0,0,0,13,0
60,Domenico Berardi,ITA,FW,Sassuolo,26,1994,31.3,1804,31,184,794,859,115,1798,68,30,44.1,38,55.9,1172,6443,2824,77,67,26,63,43,1331,265
61,Bartosz Bereszyński,POL,DF,Sampdoria,29,1992,32.7,1939,113,684,846,426,31,1939,47,27,57.4,20,42.6,1011,4722,2256,52,32,5,38,17,1076,108
62,Etrit Berisha,ALB,GK,Torino,32,1989,10.0,345,289,344,1,0,0,345,0,0,,0,,183,1125,655,0,0,0,0,0,118,0
63,Federico Bernardeschi,ITA,MF|FW,Juventus,27,1994,16.4,776,25,135,295,359,44,776,61,32,52.5,29,47.5,468,3321,1409,40,31,19,35,14,548,111
64,Nicolò Bertola,ITA,MF|DF,Spezia,18,2003,0.4,21,3,15,4,2,0,21,0,0,,0,,5,17,15,1,1,0,1,0,4,0
65,Daniel Bessa,ITA,MF,Hellas Verona,28,1993,8.5,565,16,104,303,164,13,565,16,12,75.0,4,25.0,327,1832,865,16,12,3,8,14,377,29
66,Beto,GNB,FW,Udinese,23,1998,24.1,719,27,47,352,338,111,719,74,40,54.1,33,44.6,383,2165,816,31,33,16,104,54,491,119
67,Luis Binks,ENG,DF,Bologna,19,2001,7.2,415,65,223,182,14,4,415,4,2,50.0,2,50.0,187,905,425,1,2,0,1,2,229,1
68,Cristiano Biraghi,ITA,DF,Fiorentina,28,1992,35.0,2799,72,837,1122,862,46,2797,26,12,46.2,14,53.8,1460,6283,3246,61,52,8,25,6,1793,177
69,Davide Biraschi,ITA,DF,Genoa,27,1994,10.3,571,72,259,277,45,2,571,19,15,78.9,4,21.1,291,1425,833,15,10,2,7,2,300,11
70,Bjarki Bjarkason,ISL,MF,Venezia,21,2000,0.0,3,0,1,1,1,0,3,0,0,,0,,3,20,19,1,0,0,0,0,3,0
71,Jeremie Boga,CIV,FW|MF,Atalanta,24,1997,8.5,531,5,44,180,315,59,531,59,31,52.5,28,47.5,366,2848,1451,64,40,27,21,18,406,77
72,Jeremie Boga,CIV,FW|MF,Sassuolo,24,1997,7.4,353,1,44,162,159,34,353,48,28,58.3,20,41.7,249,2201,1239,46,27,22,19,7,292,58
73,Luka Bogdan,CRO,DF,Salernitana,25,1996,4.4,178,30,113,61,7,3,178,0,0,,0,,84,322,130,1,3,0,2,0,82,0
74,Emil Bohinen,NOR,MF,Salernitana,22,1999,7.8,402,26,92,226,90,7,402,17,11,64.7,6,35.3,179,1138,653,14,10,2,11,9,195,13
75,Giacomo Bonaventura,ITA,MF,Fiorentina,31,1989,25.2,1419,19,213,736,490,73,1419,47,30,63.8,17,36.2,838,5099,2799,76,65,18,37,19,1087,94
76,Federico Bonazzoli,ITA,FW|MF,Salernitana,24,1997,20.7,781,5,65,403,325,57,779,30,15,50.0,15,50.0,463,2175,1025,25,23,1,60,25,555,85
77,Kevin Bonifazi,ITA,DF,Bologna,25,1996,13.4,833,95,384,404,61,10,833,21,17,81.0,4,19.0,458,2804,1505,18,16,0,10,4,505,4
78,Leonardo Bonucci,ITA,DF,Juventus,34,1987,22.3,1522,285,850,635,47,24,1519,7,4,57.1,3,42.9,820,3177,1550,2,3,0,11,1,1048,0
79,Mehdi Bourabia,MAR,MF,Spezia,29,1991,3.1,163,17,64,82,20,0,163,10,6,60.0,4,40.0,67,249,127,1,3,0,6,2,73,1
80,Edoardo Bove,ITA,MF|DF,Roma,19,2002,0.8,44,0,7,26,11,2,44,1,1,100.0,0,0.0,24,112,49,2,1,0,4,0,29,2
81,Josip Brekalo,CRO,MF,Torino,23,1998,25.4,1379,10,107,587,705,57,1379,70,40,57.1,30,42.9,878,5424,2234,78,52,20,51,37,1033,186
82,Gleison Bremer,BRA,DF,Torino,24,1997,32.1,1909,198,945,893,96,54,1909,23,17,73.9,6,26.1,936,4224,1763,18,14,2,29,8,879,6
83,Marcelo Brozović,CRO,MF,Inter,28,1992,32.6,2911,120,793,1711,431,30,2911,37,28,75.7,9,24.3,1859,9377,3997,51,49,3,40,20,2165,36
84,Aleksander Buksa,POL,FW,Genoa,18,2003,0.7,18,1,2,11,6,1,18,0,0,,0,,7,26,15,1,1,0,2,1,12,4
85,Alessandro Buongiorno,ITA,DF,Torino,22,1999,13.1,693,58,270,365,66,11,693,4,2,50.0,2,50.0,362,1684,782,8,11,0,10,5,394,3
86,Gianluca Busio,USA,MF,Venezia,19,2002,21.7,1145,63,337,621,194,18,1145,21,11,52.4,10,47.6,644,3199,1580,26,23,3,33,15,717,44
87,Jovane Cabral,CPV,FW,Lazio,23,1998,2.1,63,1,7,30,26,10,63,4,2,50.0,2,50.0,50,205,38,0,0,0,9,5,51,13
88,Liberato Cacace,NZL,DF,Empoli,20,2000,5.2,297,18,90,147,67,1,297,17,6,35.3,11,64.7,169,926,524,13,5,0,6,3,165,16
89,Martín Cáceres,URU,DF,Cagliari,34,1987,9.2,541,34,180,285,82,8,541,1,1,100.0,0,0.0,270,1273,610,8,6,0,7,2,284,7
90,Felipe Caicedo,ECU,FW,Genoa,32,1988,3.2,112,4,9,47,56,19,112,5,1,20.0,4,80.0,49,164,67,4,0,4,8,0,84,22
91,Felipe Caicedo,ECU,FW|DF,Inter,32,1988,0.3,12,0,0,4,8,1,12,0,0,,0,,10,48,36,1,1,0,1,2,11,4
92,Davide Calabria,ITA,DF,Milan,24,1996,23.5,1521,43,422,756,361,26,1521,20,10,50.0,10,50.0,693,3396,2000,36,24,2,16,6,862,74
93,Riccardo Calafiori,ITA,DF,Genoa,19,2002,0.9,37,5,21,7,9,1,37,1,0,0.0,1,100.0,12,122,54,2,2,0,1,0,11,1
94,Riccardo Calafiori,ITA,DF,Roma,19,2002,1.9,98,2,28,40,32,1,98,3,2,66.7,1,33.3,53,296,146,3,4,0,2,0,56,6
95,Mattia Caldara,ITA,DF,Venezia,27,1994,30.0,1529,306,935,538,72,23,1529,7,3,42.9,4,57.1,770,3699,1932,15,7,0,12,4,808,5
96,Hakan Çalhanoğlu,TUR,MF,Inter,27,1994,27.6,2089,27,309,1045,750,43,2085,28,13,46.4,15,53.6,1220,5763,2882,75,50,9,43,19,1464,126
97,José Callejón,ESP,FW,Fiorentina,34,1987,14.4,697,4,76,316,307,41,697,13,7,53.8,6,46.2,411,1613,840,31,17,4,18,13,538,105
98,Andrea Cambiaso,ITA,DF,Genoa,21,2000,19.9,1120,69,348,481,310,33,1120,54,27,50.0,27,50.0,606,3944,2098,71,41,17,35,22,603,92
99,Matteo Cancellieri,ITA,MF|DF,Hellas Verona,19,2002,2.5,98,0,6,46,50,10,98,12,6,50.0,6,50.0,56,425,193,7,4,3,8,2,56,13
100,Antonio Candreva,ITA,MF|FW,Sampdoria,34,1987,34.7,2263,43,328,1007,955,80,2261,51,21,41.2,30,58.8,1424,7478,3352,105,97,23,58,35,1627,223
101,Leonardo Capezzi,ITA,MF,Salernitana,26,1995,1.9,76,7,14,40,22,1,76,2,2,100.0,0,0.0,35,129,56,1,1,0,7,5,33,5
102,Gianluca Caprari,ITA,MF|FW,Hellas Verona,28,1993,30.4,1667,10,133,714,850,139,1665,119,65,54.6,54,45.4,1072,5946,2937,117,76,51,93,54,1258,270
103,Francesco Caputo,ITA,FW,Sampdoria,33,1987,31.0,790,11,53,363,378,140,789,27,13,48.1,14,51.9,454,1965,715,30,16,23,57,16,623,196
104,Francesco Caputo,ITA,FW,Sassuolo,33,1987,1.7,46,0,2,22,22,10,46,1,0,0.0,1,100.0,30,99,18,1,0,0,2,2,38,10
105,Andrea Carboni,ITA,DF,Cagliari,20,2001,24.6,1349,143,588,636,137,14,1349,10,4,40.0,6,60.0,678,3532,2171,29,27,0,14,5,765,18
106,Nicolò Casale,ITA,DF,Hellas Verona,23,1998,28.7,1494,138,643,703,167,21,1494,19,9,47.4,10,52.6,690,3782,2022,40,17,1,21,8,776,29
107,Francesco Cassata,ITA,MF,Genoa,24,1997,0.1,2,0,0,1,1,0,2,0,0,,0,,2,10,8,0,0,0,0,0,1,1
108,Samu Castillejo,ESP,FW|MF,Milan,26,1995,1.4,88,2,5,31,53,8,88,2,0,0.0,2,100.0,52,337,187,4,3,1,5,3,62,13
109,Gaetano Castrovilli,ITA,MF,Fiorentina,24,1997,15.5,705,13,106,329,283,44,705,29,25,86.2,4,13.8,425,2754,1309,40,30,9,43,19,483,59
110,Danilo Cataldi,ITA,MF,Lazio,26,1994,19.0,1540,54,338,1004,206,2,1540,15,10,66.7,5,33.3,844,3194,1177,9,12,0,11,6,1089,16
111,Pietro Ceccaroni,ITA,DF,Venezia,25,1995,34.7,2068,389,1311,650,117,26,2068,12,5,41.7,7,58.3,1157,6279,3804,37,17,1,15,4,1300,12
112,Federico Ceccherini,ITA,DF,Hellas Verona,29,1992,26.2,1471,108,604,728,155,33,1471,21,14,66.7,7,33.3,813,3512,1626,20,21,3,30,12,864,41
113,Emil Ceide,NOR,FW|MF,Sassuolo,19,2001,0.6,36,0,4,14,18,4,36,4,1,25.0,3,75.0,23,209,115,5,2,2,4,6,26,9
114,Luca Ceppitelli,ITA,DF,Cagliari,31,1989,16.1,954,120,451,460,46,14,954,2,2,100.0,0,0.0,482,1892,1087,3,6,0,8,3,570,5
115,Damir Ceter,COL,FW,Cagliari,23,1997,0.1,2,0,0,1,1,0,2,0,0,,0,,2,42,29,1,1,0,0,0,2,0
116,Julian Chabot,GER,DF,Sampdoria,23,1998,5.4,331,41,168,158,7,4,331,2,0,0.0,2,100.0,149,744,444,0,0,0,4,2,172,1
117,Giorgio Chiellini,ITA,DF,Juventus,36,1984,15.0,1108,140,486,563,63,7,1108,4,2,50.0,2,50.0,567,2812,1778,21,15,0,7,1,730,5
118,Federico Chiesa,ITA,MF|FW,Juventus,23,1997,9.6,427,7,58,167,208,47,427,41,21,51.2,21,51.2,258,1758,1134,36,20,14,20,15,266,59
119,Vlad Chiricheș,ROU,DF,Sassuolo,31,1989,25.6,1563,229,808,741,26,9,1563,6,4,66.7,2,33.3,941,3763,1903,4,6,1,13,9,1019,3
120,Riccardo Ciervo,ITA,MF|DF,Sampdoria,19,2002,2.5,94,2,18,42,36,8,94,4,2,50.0,2,50.0,52,432,220,10,3,2,4,1,55,12
121,Moustapha Cissé,GUI,FW,Atalanta,17,2003,0.4,20,0,1,8,11,3,20,1,1,100.0,0,0.0,9,60,34,2,1,0,5,1,17,4
122,Giorgio Cittadini,ITA,DF,Atalanta,19,2002,0.0,3,1,1,1,1,0,3,0,0,,0,,2,8,0,0,0,0,0,0,0,0
123,Ebrima Colley,GAM,FW|MF,Spezia,21,2000,4.4,195,5,34,88,78,10,195,18,12,66.7,6,33.3,126,891,460,17,12,4,14,9,139,27
124,Omar Colley,GAM,DF,Sampdoria,28,1992,30.5,1791,300,1046,711,46,19,1791,3,3,100.0,0,0.0,986,4578,2476,12,11,0,11,1,1001,4
125,Andrea Consigli,ITA,GK,Sassuolo,34,1987,36.9,1572,1199,1557,15,0,0,1572,0,0,,0,,915,5130,3501,0,0,0,0,0,783,0
126,Andrea Conti,ITA,DF|MF,Sampdoria,27,1994,2.6,114,11,41,42,31,8,114,3,2,66.7,1,33.3,54,186,79,3,3,1,4,0,64,13
127,Andrea Conti,ITA,DF,Milan,27,1994,0.1,6,0,3,2,1,0,6,0,0,,0,,4,12,2,0,0,0,0,0,3,0
128,Diego Coppola,ITA,DF,Hellas Verona,17,2003,2.8,127,14,62,56,10,4,127,0,0,,0,,56,399,181,2,0,1,2,1,68,1
129,Joaquín Correa,ARG,FW,Inter,26,1994,11.4,492,4,21,178,304,85,492,40,17,42.5,23,57.5,326,2001,1100,41,22,26,28,12,385,93
130,Lassana Coulibaly,MLI,MF,Salernitana,25,1996,25.9,1139,64,273,666,229,8,1139,64,35,54.7,29,45.3,650,4205,1814,39,38,1,35,20,632,38
131,Mamadou Coulibaly,SEN,MF,Salernitana,22,1999,9.0,444,11,96,228,131,12,444,26,18,69.2,8,30.8,245,1594,699,16,12,1,27,6,255,30
132,Alessio Cragno,ITA,GK,Cagliari,27,1994,35.0,1305,1064,1295,11,0,0,1305,0,0,,0,,638,3585,2184,0,0,0,1,1,487,0
133,Domenico Criscito,ITA,DF,Genoa,34,1986,18.0,1218,110,439,563,227,14,1211,11,8,72.7,3,27.3,625,3007,1770,33,25,3,13,9,648,32
134,Bryan Cristante,ITA,MF,Roma,26,1995,29.8,2112,85,461,1393,272,42,2112,30,23,76.7,7,23.3,1099,5646,2749,31,33,0,19,15,1431,24
135,Domen Črnigoj,SVN,MF,Venezia,25,1995,20.9,938,60,246,440,269,34,938,38,18,47.4,20,52.6,496,2766,1169,34,22,9,41,17,569,66
136,Giovanni Crociata,ITA,FW,Empoli,23,1997,0.2,11,0,0,5,6,2,11,0,0,,0,,7,47,25,0,0,0,0,1,9,1
137,Juan Cuadrado,COL,DF|MF,Juventus,33,1988,27.6,2170,59,492,1038,665,69,2169,74,46,62.2,28,37.8,1313,6878,3900,93,63,33,46,15,1544,175
138,Mickaël Cuisance,FRA,MF,Venezia,21,1999,10.2,494,5,105,257,140,5,494,35,19,54.3,16,45.7,277,1394,497,10,11,0,13,26,303,22
139,Patrick Cutrone,ITA,FW,Empoli,23,1998,15.6,391,3,17,132,250,78,391,18,9,50.0,8,44.4,235,1281,442,20,4,9,37,18,293,139
140,Danilo D'Ambrosio,ITA,DF,Inter,32,1988,11.1,872,84,401,379,98,24,872,6,4,66.7,2,33.3,522,2004,1027,8,11,1,16,5,628,31
141,Mikkel Damsgaard,DEN,MF|FW,Sampdoria,21,2000,6.4,352,9,60,155,145,23,352,25,16,64.0,9,36.0,202,1050,522,11,11,2,12,10,235,40
142,Danilo,BRA,DF|MF,Juventus,30,1991,21.0,1655,105,565,904,200,16,1655,9,4,44.4,5,55.6,832,3222,1871,25,17,2,9,4,1097,30
143,Ebrima Darboe,GAM,MF,Roma,20,2001,0.7,45,1,5,34,6,1,45,0,0,,0,,34,120,15,0,0,0,1,0,33,2
144,Matteo Darmian,ITA,DF,Inter,31,1989,16.7,806,35,245,312,253,29,806,9,4,44.4,5,55.6,381,1572,772,25,16,8,15,2,483,96
145,Paweł Dawidowicz,POL,DF,Hellas Verona,26,1995,13.3,757,82,301,379,84,16,757,5,5,100.0,0,0.0,413,2108,1100,16,19,1,7,2,437,13
146,Sebastien De Maio,FRA,DF,Udinese,34,1987,2.0,97,13,69,29,0,0,97,1,1,100.0,0,0.0,40,203,61,0,0,0,2,0,44,0
147,Tommaso De Nipoti,ITA,FW,Atalanta,18,2003,0.1,2,0,0,2,0,0,2,0,0,,0,,1,1,1,0,0,0,1,0,1,0
148,Mattia De Sciglio,ITA,DF,Juventus,28,1992,13.0,794,43,246,362,194,13,794,15,9,60.0,6,40.0,363,1791,959,36,18,5,12,3,450,70
149,Lorenzo De Silvestri,ITA,DF,Bologna,33,1988,25.5,1593,88,478,758,363,42,1593,18,6,33.3,12,66.7,743,3617,1879,47,29,2,32,17,983,75
150,Grégoire Defrel,MTQ,FW,Sassuolo,30,1991,15.1,549,13,50,250,256,48,549,37,20,54.1,17,45.9,342,2076,835,26,19,12,39,32,405,94
151,Alessandro Deiola,ITA,MF,Cagliari,25,1995,23.7,1028,68,300,536,205,24,1028,13,6,46.2,7,53.8,482,1828,660,12,10,1,30,11,559,51
152,Filippo Delli Carri,ITA,DF,Salernitana,22,1999,3.7,168,21,83,61,26,6,168,1,1,100.0,0,0.0,68,232,110,3,5,0,6,1,80,7
153,Merih Demiral,TUR,DF,Atalanta,23,1998,21.3,1070,132,554,465,61,34,1070,4,2,50.0,2,50.0,531,2903,1018,3,8,2,15,5,544,7
154,Diego Demme,GER,MF,Napoli,29,1991,7.7,662,17,152,410,106,4,662,4,3,75.0,1,25.0,430,1874,833,8,12,1,12,5,514,2
155,Fabio Depaoli,ITA,DF,Hellas Verona,24,1997,7.8,369,22,78,150,149,16,369,11,8,72.7,3,27.3,151,744,409,12,9,2,8,6,178,33
156,Fabio Depaoli,ITA,MF|DF,Sampdoria,24,1997,1.2,52,2,14,21,18,2,52,2,1,50.0,1,50.0,24,105,43,0,2,0,5,0,29,6
157,Mattia Destro,ITA,FW,Genoa,30,1991,19.4,566,15,44,291,232,80,566,26,11,42.3,15,57.7,270,981,390,13,7,10,66,25,409,75
158,Gerard Deulofeu,ESP,FW|MF,Udinese,27,1994,29.1,1438,13,75,439,938,177,1437,117,50,42.7,67,57.3,889,6471,3582,154,79,83,100,44,991,259
159,Jacopo Dezi,ITA,MF,Venezia,29,1992,0.2,30,0,1,19,11,1,30,2,1,50.0,1,50.0,14,115,76,1,1,1,0,0,20,0
160,Samuel Di Carmine,ITA,FW,Hellas Verona,32,1988,0.4,8,0,0,6,2,1,8,0,0,,0,,7,28,16,1,1,0,2,0,8,0
161,Federico Di Francesco,ITA,FW|MF,Empoli,27,1994,15.2,550,8,49,197,307,68,550,35,13,37.1,22,62.9,348,1830,792,27,14,14,39,31,400,126
162,Giovanni Di Lorenzo,ITA,DF,Napoli,27,1993,31.9,2579,103,682,1283,629,77,2579,46,20,43.5,26,56.5,1531,6275,3336,66,47,11,24,26,1775,154
163,Francesco Di Mariano,ITA,FW,Venezia,25,1996,0.7,20,1,1,6,13,1,20,2,0,0.0,2,100.0,14,112,12,0,1,0,0,0,15,7
