Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,Ismael Aaneba,FRA,DF,Strasbourg,19,1999,3,204,68,6.0,2.3,3,68,1,0,,7,0.33,0,2,-2,-0.88,-1.22,1.3,3.1,-1.8,-0.80,-0.57
2,Yunis Abdelhamid,MAR,DF,Reims,30,1987,38,3420,90,100.0,38.0,38,90,38,0,,0,1.45,39,42,-3,-0.08,,38.1,45.0,-6.9,-0.18,
3,Aymen Abdennour,TUN,DF,Marseille,28,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,
4,Mehdi Abeid,ALG,MF,Dijon,25,1992,26,2023,78,59.2,22.5,23,84,16,3,28,1,0.81,18,30,-12,-0.53,+0.56,22.2,31.3,-9.2,-0.41,+0.19
5,Charles Abi,FRA,DF|FW,Saint-Étienne,18,2000,3,32,11,0.9,0.4,0,,0,3,11,4,1.67,0,0,0,0.00,-0.48,1.0,1.3,-0.2,-0.67,-0.84
6,Khaled Adénon,BEN,DF,Amiens,33,1985,23,1994,87,58.3,22.2,22,89,20,1,45,10,0.91,16,32,-16,-0.72,-0.41,18.3,28.1,-9.7,-0.44,-0.14
7,Yacine Adli,FRA,MF,Bordeaux,18,2000,7,216,31,6.3,2.4,2,71,0,5,15,3,0.57,0,2,-2,-0.83,-0.66,2.0,2.9,-1.0,-0.40,-0.04
8,Amir Adouyev,RUS,MF,Montpellier,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
9,Nayef Aguerd,MAR,DF,Dijon,22,1996,13,1050,81,30.7,11.7,12,87,10,1,3,7,0.85,11,17,-6,-0.51,+0.36,11.1,15.9,-4.8,-0.41,+0.11
10,Ruben Aguilar,FRA,DF,Montpellier,25,1993,29,2528,87,73.9,28.1,29,87,26,0,,0,1.52,39,30,+9,+0.32,+0.12,37.7,31.8,+5.8,+0.21,-0.04
11,Jean-Eudes Aholou,CIV,MF,Monaco,24,1994,17,1075,63,31.4,11.9,12,77,7,5,31,5,1.00,10,13,-3,-0.25,+0.36,15.6,13.9,+1.7,+0.14,+0.32
12,Youssef Aït Bennasser,MAR,MF,Saint-Étienne,22,1996,13,936,72,27.4,10.4,11,82,7,2,16,1,1.85,16,9,+7,+0.67,+0.27,13.4,14.2,-0.8,-0.07,-0.33
13,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,13,1073,83,31.4,11.9,12,88,10,1,20,4,0.85,13,18,-5,-0.42,+0.12,13.9,16.8,-2.8,-0.24,-0.24
14,Rayan Aït Nouri,ALG,DF|MF,Angers,17,2001,3,57,19,1.7,0.6,0,,0,3,19,16,0.33,1,3,-2,-3.16,-3.08,0.9,2.0,-1.1,-1.77,-1.87
