Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Ismael Aaneba,FRA,DF,Strasbourg,19,1999,2.3,3,0,0,6,0,0,11,8,6,0,0,0,18,1,5,16.7
2,Yunis Abdelhamid,MAR,DF,Reims,30,1987,38.0,2,0,0,34,20,1,0,65,33,0,1,1,205,113,71,61.4
3,Mehdi Abeid,ALG,MF,Dijon,25,1992,22.5,6,0,0,57,28,1,24,29,33,0,0,0,145,17,26,39.5
4,Charles Abi,FRA,DF|FW,Saint-Étienne,18,2000,0.4,0,0,0,2,1,0,0,0,4,0,0,0,5,2,1,66.7
5,Khaled Adénon,BEN,DF,Amiens,33,1985,22.2,7,1,1,32,20,2,0,31,22,0,0,1,107,51,58,46.8
6,Yacine Adli,FRA,MF,Bordeaux,18,2000,2.4,1,0,0,4,1,0,9,2,2,0,0,0,16,2,1,66.7
7,Nayef Aguerd,MAR,DF,Dijon,22,1996,11.7,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1
8,Ruben Aguilar,FRA,DF,Montpellier,25,1993,28.1,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7
9,Jean-Eudes Aholou,CIV,MF,Monaco,24,1994,11.9,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8
10,Youssef Aït Bennasser,MAR,MF,Saint-Étienne,22,1996,10.4,0,0,0,10,10,0,4,19,13,0,0,0,74,7,10,41.2
11,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,11.9,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2
12,Rayan Aït Nouri,ALG,DF|MF,Angers,17,2001,0.6,1,0,0,1,1,0,0,0,2,0,1,0,2,0,2,0.0
13,Ludovic Ajorque,FRA,FW,Strasbourg,24,1994,17.0,5,0,0,45,16,2,5,5,13,1,0,0,32,104,60,63.4
14,Sofiane Alakouch,MAR,DF,Nîmes,20,1998,21.1,4,0,0,29,32,0,40,46,44,0,0,0,93,18,26,40.9
15,Alexis Alegue,FRA,FW,Nantes,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,Rúnar Alex Rúnarsson,ISL,GK,Dijon,23,1995,25.0,0,0,0,0,4,0,0,1,0,0,0,0,33,10,0,100.0
17,Rachid Alioui,MAR,FW,Nîmes,26,1992,13.9,1,0,0,11,11,5,19,10,5,0,0,0,40,42,67,38.5
18,Bobby Allain,FRA,GK,Dijon,26,1991,13.0,1,0,0,1,6,0,0,0,0,0,1,0,14,9,3,75.0
19,Mickaël Alphonse,GLP,DF,Dijon,29,1989,6.3,0,0,0,9,10,0,22,9,5,0,0,0,27,14,3,82.4
20,Dani Alves,BRA,MF|DF,Paris S-G,35,1983,18.0,4,0,0,43,23,4,61,8,22,0,0,1,121,11,18,37.9
21,Romain Amalfitano,FRA,MF|FW,Dijon,28,1989,28.0,3,1,0,42,29,1,25,47,33,0,0,0,154,13,35,27.1
22,Jordan Amavi,FRA,DF,Marseille,24,1994,24.2,7,2,0,46,33,1,82,46,50,0,1,0,110,71,31,69.6
23,Kelvin Amian,FRA,DF,Toulouse,20,1998,32.0,6,0,0,38,11,3,21,36,45,0,1,0,148,47,49,49.0
24,Yanis Ammour,FRA,MF,Montpellier,19,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
25,Benjamin André,FRA,MF,Rennes,27,1990,27.7,8,1,1,59,48,5,13,54,60,1,0,0,218,141,98,59.0
26,Yoann Andreu,FRA,DF,Angers,29,1989,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
27,Houssem Aouar,ALG,MF,Lyon,20,1998,34.0,2,0,0,30,53,11,7,32,38,2,0,0,218,17,33,34.0
28,Luiz Araújo,BRA,FW|MF,Lille,22,1996,8.7,2,1,0,22,8,1,30,3,17,0,0,0,35,1,11,8.3
29,Alphonse Areola,FRA,GK,Paris S-G,25,1993,21.0,1,0,0,0,1,0,0,0,1,0,0,0,27,2,1,66.7
30,Yoël Armougom,FRA,DF,Caen,20,1998,20.6,5,1,1,19,15,1,71,21,21,0,1,0,87,26,27,49.1
31,Youcef Atal,ALG,DF|FW,Nice,22,1996,25.1,8,0,0,42,58,9,72,56,44,3,0,0,145,44,41,51.8
32,Ludovic Baal,GUF,DF,Rennes,32,1986,1.4,0,0,0,0,2,0,1,2,3,0,0,0,15,0,1,0.0
33,Benoît Badiashile,FRA,DF,Monaco,17,2001,19.6,4,0,0,13,6,0,0,21,18,1,1,1,94,36,15,70.6
34,Stéphane Bahoken,CMR,FW,Angers,26,1992,27.4,3,0,0,54,35,30,29,8,7,0,0,0,43,38,78,32.8
35,Fodé Ballo-Touré,SEN,DF,Lille,21,1997,17.7,3,0,0,13,29,2,26,27,35,1,1,0,89,29,24,54.7
36,Fodé Ballo-Touré,SEN,DF,Monaco,21,1997,17.7,4,0,0,17,22,1,71,28,31,0,0,1,101,29,26,52.7
37,Florent Balmont,FRA,MF,Dijon,38,1980,12.0,3,0,0,21,20,0,40,6,16,0,0,0,89,1,7,12.5
38,Mario Balotelli,ITA,FW,Nice,27,1990,8.4,5,0,0,19,15,3,1,1,0,0,0,0,16,13,16,44.8
39,Mario Balotelli,ITA,FW,Marseille,27,1990,10.4,5,1,0,24,25,4,2,3,3,0,0,0,26,21,28,42.9
40,Abdoulaye Bamba,CIV,DF,Angers,28,1990,28.6,6,0,0,21,22,2,70,37,29,0,0,0,139,22,28,44.0
41,Jonathan Bamba,CIV,FW|MF,Lille,22,1996,33.4,4,0,0,25,65,2,56,41,19,0,0,0,194,27,36,42.9
42,Yacine Bammou,MAR,FW|MF,Caen,26,1991,10.3,2,0,0,9,9,3,25,9,7,0,0,0,47,20,25,44.4
43,Danilo Barbosa,BRA,MF,Nice,22,1996,17.2,1,1,0,18,34,0,2,15,20,0,0,0,72,18,18,50.0
44,Antonio Barreca,ITA,DF,Monaco,23,1995,6.6,0,0,0,7,7,0,19,7,8,0,0,0,29,11,12,47.8
45,Toma Bašić,CRO,MF,Bordeaux,21,1996,14.8,3,0,0,24,23,0,46,9,16,0,0,0,55,31,28,52.5
46,Thomas Basila,FRA,DF,Nantes,19,1999,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3
47,Paul Baysse,FRA,DF,Bordeaux,30,1988,0.8,1,0,0,1,0,0,0,1,0,0,0,0,4,4,1,80.0
48,Paul Baysse,FRA,DF,Caen,30,1988,19.9,3,1,1,16,12,3,3,31,14,0,2,1,81,59,42,58.4
49,Claudio Beauvue,GLP,FW|MF,Caen,30,1988,16.7,1,0,0,20,28,4,33,10,11,1,0,0,51,64,77,45.4
50,Hatem Ben Arfa,FRA,FW|MF,Rennes,31,1987,22.6,1,0,0,18,42,4,60,4,7,1,0,0,82,5,11,31.3
51,Diego Benaglio,SUI,GK,Monaco,34,1983,22.9,2,0,0,1,2,0,0,0,0,0,1,0,23,5,0,100.0
52,Nicolas Benezet,FRA,MF|FW,Guingamp,27,1991,18.5,1,0,0,23,42,7,125,19,19,0,0,0,117,19,42,31.1
53,Walter Benítez,ARG,GK,Nice,25,1993,35.0,1,0,0,0,4,0,0,2,0,0,0,0,21,12,0,100.0
54,Yassine Benrahou,FRA,MF|FW,Bordeaux,19,1999,2.0,0,0,0,2,4,0,16,2,6,0,0,0,12,1,6,14.3
55,Ramy Bensebaini,ALG,DF,Rennes,23,1995,23.9,9,0,0,32,33,1,33,41,48,0,1,1,132,51,32,61.4
56,Yassine Benzia,ALG,MF,Lille,23,1994,1.8,0,0,0,3,3,0,3,1,1,0,0,0,12,1,1,50.0
57,Robert Berić,SVN,FW,Saint-Étienne,27,1991,13.1,0,0,0,32,23,4,3,4,5,0,0,0,23,31,49,38.8
58,Paul Bernardoni,FRA,GK,Nîmes,21,1997,38.0,0,0,0,0,7,0,0,1,1,0,0,0,28,12,2,85.7
