Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Antonio Adán,ESP,GK,Atlético Madrid,32,1987,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Aritz Aduriz,ESP,FW|MF,Athletic Club,38,1981,2.3,3,0,0,7,1,0,0,0,2,0,0,0,2,21,10,67.7
3,Lumor Agbenyenu,GHA,DF,Mallorca,22,1996,20.1,5,1,1,13,9,0,81,21,21,0,0,0,118,17,16,51.5
4,Martin Agirregabiria,ESP,DF,Alavés,23,1996,23.3,5,1,0,33,19,1,33,18,30,0,1,0,125,26,27,49.1
5,Joseph Aidoo,GHA,DF,Celta Vigo,23,1995,27.8,4,0,0,17,17,0,1,45,27,0,2,0,143,49,51,49.0
6,Jordi Alba,ESP,DF,Barcelona,30,1989,24.3,7,0,0,18,18,5,65,37,13,0,0,0,129,6,15,28.6
7,Raúl Albiol,ESP,DF,Villarreal,33,1985,36.0,9,0,0,30,25,2,3,42,23,0,2,0,155,74,55,57.4
8,Paco Alcácer,ESP,FW,Villarreal,25,1993,10.3,1,0,0,4,11,13,1,2,3,1,0,0,25,6,22,21.4
9,Rubén Alcaraz,ESP,MF,Valladolid,28,1991,21.4,10,0,0,37,58,0,26,15,30,0,2,0,178,49,52,48.5
10,Álex Alegría,ESP,FW,Mallorca,26,1992,1.2,0,0,0,5,4,1,1,0,0,0,0,0,4,9,10,47.4
11,Carles Aleñá,ESP,MF,Barcelona,21,1998,1.9,0,0,0,3,2,0,4,0,1,0,0,0,10,1,4,20.0
12,Carles Aleñá,ESP,MF|FW,Betis,21,1998,8.2,1,0,0,9,19,3,3,1,9,0,0,0,27,2,11,15.4
13,Sergio Álvarez,ESP,MF|DF,Eibar,27,1992,12.7,6,0,0,24,7,0,2,17,22,0,1,0,70,24,35,40.7
14,Sergio Álvarez,ESP,GK,Celta Vigo,32,1986,2.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
15,Yeray Álvarez,ESP,DF,Athletic Club,24,1995,31.2,2,0,0,18,32,1,12,62,19,0,1,0,167,104,69,60.1
16,Ibrahim Amadou,FRA,MF,Leganés,26,1993,8.6,2,0,0,15,6,0,5,12,9,0,0,0,42,19,14,57.6
17,Amath,SEN,MF,Getafe,23,1996,0.7,0,0,0,3,4,0,0,0,1,0,0,0,4,1,0,100.0
18,Miguel Ángel Guerrero,ESP,FW,Leganés,29,1990,8.8,0,0,0,16,8,3,4,2,0,0,0,0,13,23,42,35.4
19,José Ángel,ESP,DF,Eibar,29,1989,26.2,4,0,0,21,13,0,148,33,31,0,1,0,181,50,29,63.3
