Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,Antonio Adán,ESP,GK,Atlético Madrid,32,1987,1,25,25,0.7,0.3,0,,0,1,25,37,0.00,0,0,0,0.00,-0.64,0.7,0.1,+0.6,+2.27,+1.64
2,Aritz Aduriz,ESP,FW|MF,Athletic Club,38,1981,14,208,15,6.1,2.3,0,,0,14,15,3,1.29,3,2,+1,+0.43,+0.38,3.6,3.1,+0.4,+0.19,+0.40
3,Lumor Agbenyenu,GHA,DF,Mallorca,22,1996,23,1805,78,52.8,20.1,20,83,14,3,49,3,1.04,24,33,-9,-0.45,+0.44,22.7,29.7,-7.1,-0.35,+0.50
4,Martin Agirregabiria,ESP,DF,Alavés,23,1996,31,2099,68,61.4,23.3,23,84,16,8,22,5,1.00,20,38,-18,-0.77,-0.29,22.7,36.4,-13.8,-0.59,-0.27
5,Joseph Aidoo,GHA,DF,Celta Vigo,23,1995,32,2502,78,73.2,27.8,27,89,25,5,20,5,0.97,24,34,-10,-0.36,-0.16,28.5,31.9,-3.4,-0.12,+0.15
6,Sergio Akieme,ESP,DF,Barcelona,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
7,Jordi Alba,ESP,DF,Barcelona,30,1989,27,2187,81,63.9,24.3,25,86,21,2,23,2,2.04,53,23,+30,+1.23,-0.08,41.8,23.3,+18.5,+0.76,+0.06
8,Raúl Albiol,ESP,DF,Villarreal,33,1985,36,3237,90,94.6,36.0,36,90,35,0,,1,1.67,61,44,+17,+0.47,+1.95,60.9,42.7,+18.1,+0.50,+0.92
9,Paco Alcácer,ESP,FW,Villarreal,25,1993,13,924,71,27.0,10.3,11,77,3,2,36,1,1.77,14,13,+1,+0.10,-0.37,14.8,11.0,+3.8,+0.37,-0.12
10,Rubén Alcaraz,ESP,MF,Valladolid,28,1991,27,1927,71,56.3,21.4,20,85,16,7,33,3,1.15,17,25,-8,-0.37,-0.19,19.7,30.1,-10.5,-0.49,-0.04
