Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Ignazio Abate,ITA,DF,Milan,31,1986,14.5,4,0,0,13,6,0,26,18,19,0,1,0,71,13,8,61.9
2,Francesco Acerbi,ITA,DF,Lazio,30,1988,36.8,4,1,1,24,42,3,6,61,30,0,0,0,226,96,43,69.1
3,Afriyie Acquah,GHA,MF,Empoli,26,1992,16.8,4,0,0,27,32,1,34,12,9,0,0,0,88,22,28,44.0
4,Claud Adjapong,ITA,MF|FW,Sassuolo,20,1998,3.0,1,0,0,3,6,2,5,1,2,0,0,0,12,2,4,33.3
5,Ali Adnan Kadhim,IRQ,DF,Atalanta,24,1993,1.8,0,0,0,2,2,0,14,3,1,0,0,0,8,6,3,66.7
6,Emmanuel Agyemang-Badu,GHA,MF,Udinese,27,1990,1.8,0,0,0,2,4,0,2,1,0,0,0,0,6,4,4,50.0
7,Ola Aina,NGA,DF,Torino,21,1996,24.0,5,1,0,31,38,4,63,39,36,0,0,0,167,41,29,58.6
8,Luis Alberto,ESP,MF|FW,Lazio,25,1992,22.1,5,1,0,23,24,3,171,10,22,0,0,0,117,14,21,40.0
9,Raúl Albiol,ESP,DF,Napoli,32,1985,19.0,4,0,0,10,7,0,3,20,8,0,1,0,102,46,33,58.2
10,Allan,BRA,MF,Napoli,27,1991,29.1,10,0,0,50,62,0,14,36,70,0,0,0,275,13,16,44.8
11,Bruno Alves,POR,DF,Parma,36,1981,32.5,9,1,1,31,12,0,17,29,8,0,1,1,129,102,38,72.9
12,Joachim Andersen,DEN,DF,Sampdoria,22,1996,32.0,7,0,0,31,13,0,1,35,27,0,2,0,159,74,60,55.2
13,Marco Andreolli,ITA,DF,Cagliari,32,1986,1.2,1,0,0,4,0,0,0,1,1,0,1,0,1,6,1,85.7
14,Marco Andreolli,ITA,DF,Chievo,32,1986,7.2,2,0,0,7,3,1,0,6,6,0,1,0,27,22,12,64.7
15,Cristian Ansaldi,ARG,DF|MF,Torino,31,1986,20.1,3,0,0,22,32,2,147,15,26,0,0,0,114,3,16,15.8
16,Mirco Antenucci,ITA,FW,SPAL,33,1984,23.7,0,0,0,29,37,17,29,5,9,0,0,0,54,34,41,45.3
17,Luca Antonelli,ITA,DF,Empoli,31,1987,8.4,1,0,0,10,22,3,8,16,11,0,0,0,46,10,9,52.6
18,Mauro Antonio Burruchaga,ARG,MF,Chievo,20,1998,0.6,0,0,0,1,0,0,0,0,2,0,0,0,6,1,1,50.0
19,Joaquín Ardaiz,URU,FW,Frosinone,19,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
20,Lorenzo Ariaudo,ITA,DF,Frosinone,29,1989,18.7,2,0,0,15,22,1,1,14,14,0,0,1,62,47,29,61.8
21,Nicolò Armini,ITA,DF,Lazio,17,2001,0.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0
22,Kwadwo Asamoah,GHA,DF,Inter,29,1988,29.7,6,0,0,27,69,0,74,40,26,0,0,0,206,19,22,46.3
23,Emil Audero,ITA,GK,Sampdoria,21,1997,36.0,4,0,0,2,5,0,0,1,3,0,2,0,63,9,0,100.0
24,Khouma Babacar,SEN,FW,Sassuolo,25,1993,16.5,0,0,0,30,20,10,3,3,3,1,1,0,37,31,38,44.9
25,Milan Badelj,CRO,MF,Lazio,29,1989,12.7,6,0,0,25,15,0,17,33,20,0,0,1,90,16,13,55.2
26,Tiemoué Bakayoko,FRA,MF,Milan,23,1994,25.6,6,1,1,44,71,0,2,50,43,0,0,0,177,70,45,60.9
27,Keita Baldé,SEN,FW,Inter,23,1995,9.9,2,1,1,18,24,8,52,3,6,0,0,0,39,4,10,28.6
28,Andrija Balić,CRO,FW|MF,Udinese,20,1997,0.3,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,
29,Mattia Bani,ITA,DF,Chievo,24,1993,29.0,8,1,1,31,34,2,5,57,40,0,1,1,132,90,46,66.2
30,Antonín Barák,CZE,MF|FW,Udinese,23,1994,3.7,0,0,0,4,3,0,5,2,6,0,0,0,21,4,4,50.0
31,Federico Barba,ITA,DF,Chievo,24,1993,27.6,6,2,1,36,11,1,26,65,14,0,1,0,150,53,32,62.4
32,Francesco Bardi,ITA,GK,Frosinone,26,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
33,Nicolò Barella,ITA,MF,Cagliari,21,1997,34.5,10,2,2,60,82,3,92,38,65,0,2,0,253,19,47,28.8
34,Antonino Barillà,ITA,MF,Parma,30,1988,29.1,10,0,0,67,32,3,39,36,36,1,0,0,151,22,42,34.4
35,Édgar Barreto,PAR,MF,Sampdoria,34,1984,8.7,2,0,0,19,9,1,20,17,19,0,0,0,46,3,6,33.3
36,Musa Barrow,GAM,FW,Atalanta,19,1998,6.7,0,0,0,7,5,2,9,0,5,0,0,0,20,10,17,37.0
37,Andrea Barzagli,ITA,DF,Juventus,37,1981,2.9,0,0,0,3,1,0,0,4,1,0,0,0,14,8,4,66.7
38,Daniele Baselli,ITA,MF,Torino,26,1992,26.4,5,0,0,48,34,1,81,34,45,0,1,0,175,25,34,42.4
39,Alessandro Bastoni,ITA,DF,Parma,19,1999,18.8,2,0,0,16,19,0,3,22,12,0,1,0,69,37,42,46.8
40,Bastos,ANG,DF,Lazio,27,1991,12.7,3,0,0,13,7,1,3,7,17,0,1,0,69,17,14,54.8
41,Andrea Beghetto,ITA,DF,Frosinone,23,1994,24.7,3,0,0,24,15,2,218,17,14,0,0,0,119,5,11,31.3
42,Valon Behrami,SUI,MF,Udinese,33,1985,15.1,6,0,0,46,34,0,3,18,38,0,1,0,79,24,12,66.7
43,Andrea Belotti,ITA,FW,Torino,24,1993,36.7,5,0,0,71,112,30,23,15,22,2,0,0,117,143,174,45.1
44,Marco Benassi,ITA,MF,Fiorentina,23,1994,25.4,6,1,0,25,21,2,34,9,19,0,1,0,117,14,37,27.5
45,Medhi Benatia,MAR,DF,Juventus,31,1987,5.0,2,0,0,13,3,0,0,16,6,0,1,0,27,15,8,65.2
46,Ismaël Bennacer,ALG,MF,Empoli,20,1997,32.9,7,0,0,46,59,0,75,57,57,0,1,0,312,32,29,52.5
47,Rodrigo Bentancur,URU,MF,Juventus,21,1997,22.3,8,1,1,39,14,2,17,43,34,0,0,0,152,35,27,56.5
48,Domenico Berardi,ITA,FW|MF,Sassuolo,23,1994,31.9,5,1,0,65,92,11,120,27,21,0,0,0,159,23,34,40.4
49,Álex Berenguer,ESP,MF|DF,Torino,23,1995,16.5,4,0,0,27,33,3,90,8,20,1,0,0,72,17,42,28.8
50,Bartosz Bereszyński,POL,DF,Sampdoria,26,1992,24.4,6,1,1,25,30,0,53,31,30,0,0,0,131,15,19,44.1
51,Etrit Berisha,ALB,GK,Atalanta,29,1989,18.0,1,0,0,0,2,0,0,0,0,0,0,0,39,2,1,66.7
52,Valon Berisha,KVX,MF|FW,Lazio,25,1993,2.2,0,0,0,3,4,0,7,4,5,1,0,0,18,0,1,0.0
53,Federico Bernardeschi,ITA,MF|FW,Juventus,24,1994,16.4,5,1,0,20,31,7,83,6,8,0,0,0,85,8,11,42.1
54,Daniel Bessa,ITA,MF,Genoa,25,1993,27.1,8,0,0,55,18,4,56,19,35,1,0,0,164,15,32,31.9
55,Jonathan Biabiany,FRA,FW,Parma,30,1988,11.9,4,0,0,21,16,3,15,11,22,0,0,0,68,16,18,47.1
56,Lucas Biglia,ARG,MF,Milan,32,1986,12.4,3,0,0,21,16,0,3,22,33,0,1,0,108,9,18,33.3
57,Cristiano Biraghi,ITA,DF,Fiorentina,25,1992,35.5,8,0,0,36,26,3,272,44,33,0,0,0,162,39,16,70.9
58,Davide Biraschi,ITA,DF,Genoa,24,1994,31.6,3,1,0,37,31,0,51,64,38,0,1,1,190,61,51,54.5
59,Valter Birsa,SVN,MF|FW,Cagliari,31,1986,3.9,0,0,0,4,3,0,37,4,3,0,0,0,23,0,12,0.0
60,Valter Birsa,SVN,MF|FW,Chievo,31,1986,12.2,1,0,0,11,12,3,63,6,9,0,0,0,59,9,22,29.0
61,Kevin-Prince Boateng,GHA,FW,Sassuolo,31,1987,10.4,1,0,0,25,27,8,4,3,4,0,0,0,24,20,36,35.7
62,Jeremie Boga,CIV,FW|MF,Sassuolo,21,1997,16.0,0,0,0,8,29,7,16,2,4,0,0,0,70,2,11,15.4
63,Giacomo Bonaventura,ITA,MF,Milan,28,1989,7.2,0,0,0,5,8,1,8,7,2,0,0,0,39,9,7,56.3
64,Kevin Bonifazi,ITA,DF,SPAL,22,1996,25.6,2,0,0,20,19,0,6,36,24,0,0,0,170,43,34,55.8
65,Leonardo Bonucci,ITA,DF,Juventus,31,1987,27.5,2,0,0,14,23,2,5,38,9,0,0,0,118,43,53,44.8
66,Fabio Borini,ITA,FW|DF,Milan,27,1991,11.7,3,0,0,14,34,3,15,12,10,0,0,0,50,22,18,55.0
67,Mehdi Bourabia,MAR,MF,Sassuolo,26,1991,22.3,8,1,1,43,24,1,46,33,28,0,1,0,130,47,39,54.7
68,Filip Bradarić,CRO,MF,Cagliari,26,1992,16.6,5,0,0,25,7,0,8,39,21,0,2,1,91,22,14,61.1
69,Gleison Bremer,BRA,DF,Torino,21,1997,2.0,1,0,0,3,4,0,0,8,1,0,0,0,13,9,8,52.9
70,Nicolò Brighenti,ITA,DF,Frosinone,28,1989,11.0,4,0,0,16,19,0,8,31,17,0,0,0,61,16,17,48.5
71,Matteo Brighi,ITA,MF,Empoli,37,1981,2.6,1,0,0,6,9,0,0,3,4,0,0,0,15,4,3,57.1
72,Enrico Brignola,ITA,FW|MF,Sassuolo,19,1999,1.9,2,0,0,6,1,1,3,1,2,0,0,0,14,2,4,33.3
73,Marcelo Brozović,CRO,MF,Inter,25,1992,29.4,11,1,1,47,28,0,127,44,70,0,1,0,228,23,37,38.3
74,Rafael Cabral,BRA,GK,Sampdoria,28,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
75,Fabrizio Cacciatore,ITA,DF,Cagliari,31,1986,6.4,2,0,0,8,2,0,23,7,7,0,1,0,29,4,10,28.6
76,Fabrizio Cacciatore,ITA,DF,Chievo,31,1986,5.5,1,0,0,3,4,0,16,5,4,0,0,0,30,10,7,58.8
77,Martín Cáceres,URU,DF,Lazio,31,1987,3.4,0,0,0,1,3,0,4,0,2,0,0,0,17,3,3,50.0
78,Martín Cáceres,URU,DF,Juventus,31,1987,7.0,1,0,0,6,0,0,5,4,3,0,0,0,36,14,18,43.8
79,Felipe Caicedo,ECU,FW,Lazio,29,1988,15.2,4,0,0,28,24,9,0,5,12,1,0,0,43,23,49,31.9
80,Arturo Calabresi,ITA,DF,Bologna,22,1996,15.7,8,0,0,18,11,2,20,34,27,0,2,0,72,15,14,51.7
81,Davide Calabria,ITA,DF,Milan,21,1996,21.7,5,0,0,14,18,1,65,32,51,0,0,0,133,12,18,40.0
82,Hakan Çalhanoğlu,TUR,MF|FW,Milan,24,1994,32.0,3,0,0,29,38,4,152,28,31,0,0,0,172,21,27,43.8
83,José Callejón,ESP,MF|FW,Napoli,31,1987,29.4,1,0,0,15,48,18,158,22,18,0,0,0,160,9,32,22.0
84,Joel Campbell,CRC,FW|MF,Frosinone,26,1992,9.9,4,0,0,16,36,8,21,3,10,0,0,0,26,2,20,9.1
85,Emre Can,GER,MF,Juventus,24,1994,20.1,7,0,0,44,23,4,18,28,38,0,1,1,120,39,22,63.9
86,João Cancelo,POR,DF,Juventus,24,1994,21.9,6,0,0,32,24,0,109,15,28,1,1,0,140,21,32,39.6
87,Antonio Candreva,ITA,FW|MF,Inter,31,1987,5.6,0,0,0,8,10,4,71,4,1,0,0,0,19,1,3,25.0
88,Luan Capanni,BRA,FW,Lazio,18,2000,0.1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,100.0
89,Leonardo Capezzi,ITA,MF,Empoli,23,1995,8.6,4,0,0,23,6,0,7,10,9,0,1,1,60,8,15,34.8
90,Gianluca Caprari,ITA,FW|MF,Sampdoria,25,1993,11.5,1,0,0,20,25,5,41,4,9,0,0,0,55,1,11,8.3
91,Marco Capuano,ITA,DF,Frosinone,26,1991,25.6,5,1,0,20,11,0,2,34,33,0,0,0,135,61,49,55.5
92,Francesco Caputo,ITA,FW,Empoli,30,1987,38.0,3,0,0,28,35,31,15,2,9,2,0,0,79,24,56,30.0
93,Francesco Cassata,ITA,MF,Frosinone,21,1997,12.5,9,1,0,31,22,0,8,6,11,0,0,0,71,7,9,43.8
94,Timothy Castagne,BEL,DF,Atalanta,22,1995,22.3,3,0,0,20,14,0,56,28,39,0,0,0,131,24,24,50.0
95,Samu Castillejo,ESP,FW|MF,Milan,23,1995,11.4,3,0,0,27,26,4,55,8,10,0,1,0,67,13,25,34.2
96,Lucas Castro,ARG,MF,Cagliari,29,1989,10.0,1,0,0,17,10,2,29,17,11,0,0,0,61,10,14,41.7
97,Danilo Cataldi,ITA,MF|FW,Lazio,23,1994,6.4,2,0,0,6,3,1,41,7,7,0,0,0,37,2,7,22.2
98,Federico Ceccherini,ITA,DF,Fiorentina,26,1992,11.0,2,0,0,17,20,1,2,21,10,0,0,0,54,30,21,58.8
99,Žan Celar,SVN,FW,Roma,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
100,Luca Ceppitelli,ITA,DF,Cagliari,28,1989,22.8,6,2,0,21,15,0,3,20,24,0,1,1,139,59,40,59.6
101,Fabio Ceravolo,ITA,FW,Parma,31,1987,13.2,1,0,0,22,21,30,5,2,1,0,0,0,37,22,73,23.2
102,Alberto Cerri,ITA,FW,Cagliari,22,1996,7.4,3,0,0,24,10,3,4,2,2,0,0,0,19,48,49,49.5
103,Boštjan Cesar,SVN,DF,Chievo,36,1982,12.0,3,0,0,17,5,2,0,14,10,0,0,0,43,31,13,70.5
104,Raman Chibsah,GHA,MF,Frosinone,25,1993,29.1,5,0,0,46,29,6,19,32,27,0,1,0,185,20,37,35.1
105,Giorgio Chiellini,ITA,DF,Juventus,33,1984,22.1,3,0,0,14,21,1,6,30,13,0,0,0,114,50,22,69.4
106,Federico Chiesa,ITA,FW,Fiorentina,20,1997,33.7,4,0,0,56,59,10,93,10,27,4,0,0,143,14,47,23.0
107,Vlad Chiricheș,ROU,DF,Napoli,28,1989,1.6,0,0,0,2,1,0,0,1,1,0,0,0,13,4,3,57.1
108,Camillo Ciano,ITA,FW|MF,Frosinone,28,1990,27.3,12,0,0,69,89,17,229,8,15,2,0,0,132,19,83,18.6
109,Amato Ciciretti,ITA,FW|MF,Parma,24,1993,1.5,0,0,0,1,4,0,3,3,0,0,0,0,9,1,3,25.0
110,Luca Cigarini,ITA,MF,Cagliari,32,1986,18.7,9,0,0,33,18,0,74,26,33,0,0,0,150,16,16,50.0
111,Daniel Ciofani,ITA,FW,Frosinone,33,1985,18.0,1,0,0,27,19,6,3,3,6,0,0,0,47,101,100,50.2
112,Thiago Cionek,POL,DF,SPAL,32,1986,28.2,12,2,0,52,37,1,18,55,44,1,2,0,177,61,52,54.0
113,Omar Colley,GAM,DF,Sampdoria,25,1992,19.6,1,1,1,17,6,2,2,22,11,0,1,0,102,47,40,54.0
114,Andrea Consigli,ITA,GK,Sassuolo,31,1987,35.7,2,1,0,1,7,0,0,1,0,0,0,0,24,7,2,77.8
115,Andrea Conti,ITA,DF,Milan,24,1994,5.6,3,0,0,11,4,1,20,15,5,0,0,0,22,10,12,45.5
116,Gabriele Corbo,ITA,DF,Bologna,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,Ante Ćorić,CRO,MF,Roma,21,1997,0.3,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0.0
118,Joaquín Correa,ARG,FW|MF,Lazio,23,1994,21.4,5,0,0,28,41,8,17,2,13,1,0,0,80,19,33,36.5
119,Douglas Costa,BRA,FW|MF,Juventus,27,1990,6.9,2,1,0,13,8,1,46,4,8,0,0,0,37,0,6,0.0
120,Filippo Costa,ITA,DF|FW,SPAL,23,1995,6.3,0,0,0,5,7,0,16,8,13,0,0,0,25,6,7,46.2
121,Alessio Cragno,ITA,GK,Cagliari,24,1994,38.0,1,0,0,0,7,0,0,2,0,0,0,0,39,13,1,92.9
122,Domenico Criscito,ITA,DF,Genoa,31,1986,34.1,12,1,0,47,49,2,162,70,75,0,1,0,221,44,38,53.7
123,Lorenzo Crisetig,ITA,MF,Frosinone,25,1993,5.6,3,0,0,15,11,0,1,12,11,0,0,0,25,7,4,63.6
124,Bryan Cristante,ITA,MF,Roma,23,1995,26.9,10,0,0,64,15,0,26,29,34,0,0,0,175,65,43,60.2
125,Alessio da Cruz,,FW|MF,Parma,21,1997,1.6,0,0,0,3,4,0,1,0,1,0,0,0,9,2,4,33.3
126,Juan Cuadrado,COL,MF|DF,Juventus,30,1988,13.6,4,0,0,15,39,1,52,18,15,0,0,0,76,8,9,47.1
127,Patrick Cutrone,ITA,FW,Milan,20,1998,16.2,2,0,0,27,21,12,17,7,5,0,0,0,52,17,62,21.5
128,Marco D'Alessandro,ITA,DF,Udinese,27,1991,16.6,3,0,0,21,28,3,56,9,34,0,0,0,90,5,16,23.8
129,Danilo D'Ambrosio,ITA,DF,Inter,29,1988,28.7,6,0,0,48,37,9,60,27,40,0,1,0,138,28,47,37.3
130,Bryan Dabo,BFA,MF|DF,Fiorentina,26,1992,9.2,4,0,0,13,19,1,14,10,6,0,0,0,68,28,13,68.3
131,Felipe dal Belo,BRA,DF,SPAL,34,1984,26.2,13,0,0,34,13,0,10,17,25,1,1,0,95,50,31,61.7
132,Nicola Dalmonte,ITA,FW|MF,Genoa,20,1997,0.5,0,0,0,1,1,0,4,0,2,0,0,0,4,0,0,
133,Vitalie Damașcan,MDA,MF,Torino,19,1999,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
134,Sebastien De Maio,FRA,DF,Udinese,31,1987,13.0,1,1,1,10,5,1,3,12,7,0,0,0,51,35,19,64.8
135,Sebastien De Maio,FRA,DF,Bologna,31,1987,5.5,3,0,0,6,0,0,3,1,4,0,0,0,20,9,6,60.0
136,Rodrigo De Paul,ARG,MF|FW,Udinese,24,1994,35.4,7,0,0,30,94,0,205,32,33,0,1,0,248,3,21,12.5
137,Daniele De Rossi,ITA,MF,Roma,35,1983,14.1,3,0,0,12,9,1,4,26,10,0,0,0,82,9,8,52.9
138,Mattia De Sciglio,ITA,DF,Juventus,25,1992,19.4,2,0,0,16,14,2,42,26,28,0,0,0,98,29,16,64.4
139,Lorenzo De Silvestri,ITA,DF,Torino,30,1988,26.8,3,0,0,31,20,7,113,22,11,0,0,0,102,73,56,56.6
140,Grégoire Defrel,MTQ,FW|MF,Sampdoria,27,1991,26.0,2,0,0,38,33,8,18,3,29,2,0,0,98,21,29,42.0
141,Alessandro Deiola,ITA,MF,Cagliari,22,1995,5.0,2,0,0,5,2,0,6,6,3,0,0,0,23,5,5,50.0
142,Alessandro Deiola,ITA,MF|FW,Parma,22,1995,6.1,3,0,0,9,5,0,4,11,8,0,0,0,39,6,10,37.5
143,Cristian Dell'Orco,ITA,DF,Empoli,24,1994,11.5,1,0,0,10,8,0,1,17,11,0,0,0,49,12,24,33.3
144,Cristian Dell'Orco,ITA,DF,Sassuolo,24,1994,1.2,0,0,0,2,3,0,6,1,1,0,0,0,4,3,1,75.0
145,Merih Demiral,TUR,DF,Sassuolo,20,1998,14.0,3,0,0,26,4,1,1,19,16,0,1,0,58,54,15,78.3
146,Fabio Depaoli,ITA,DF,Chievo,21,1997,27.4,12,2,2,50,23,1,102,35,43,0,0,0,127,31,40,43.7
147,Kiril Despodov,BUL,FW|MF,Cagliari,21,1996,1.2,0,0,0,3,1,2,3,0,0,1,0,0,4,1,5,16.7
148,Daniele Dessena,ITA,MF,Cagliari,31,1987,3.9,3,0,0,6,9,0,8,3,2,0,0,0,26,8,5,61.5
149,Mattia Destro,ITA,FW,Bologna,27,1991,5.5,3,0,0,14,10,0,4,0,2,0,0,0,17,21,17,55.3
150,Jacopo Dezi,ITA,MF,Parma,26,1992,1.0,0,0,0,2,0,0,0,3,1,0,0,0,3,1,0,100.0
151,Federico Di Francesco,ITA,FW|MF,Sassuolo,24,1994,11.9,2,0,0,25,18,7,20,5,6,1,0,0,46,4,10,28.6
152,Antonio Di Gaudio,ITA,FW,Parma,28,1989,7.8,0,0,0,3,14,5,5,3,0,0,0,0,26,2,4,33.3
153,Giovanni Di Lorenzo,ITA,DF|FW,Empoli,24,1993,37.0,8,0,0,46,54,2,124,36,43,0,0,0,189,37,36,50.7
154,Amadou Diawara,GUI,MF,Napoli,21,1997,7.3,4,0,0,15,2,0,0,11,4,0,0,0,56,6,4,60.0
155,Lorenzo Dickmann,ITA,DF|MF,SPAL,21,1996,1.9,1,0,0,3,3,0,1,1,4,0,0,0,13,3,4,42.9
156,Mitchell Dijks,NED,DF,Bologna,25,1993,22.5,5,1,0,46,36,3,84,23,18,0,0,0,132,42,33,56.0
157,Federico Dimarco,ITA,DF|MF,Parma,20,1997,9.9,4,0,0,13,6,1,45,15,7,0,1,0,63,4,13,23.5
158,Federico Dionisi,ITA,FW|MF,Frosinone,31,1987,2.3,2,0,0,9,8,6,8,0,1,0,0,0,8,4,10,28.6
159,Assane Dioussé,SEN,MF,Chievo,20,1997,9.9,5,0,0,16,8,1,8,19,16,0,0,0,92,4,13,23.5
160,Koffi Djidji,CIV,DF,Torino,25,1992,15.4,2,0,0,13,3,0,3,24,23,0,1,0,97,23,31,42.6
161,Berat Djimsiti,ALB,DF,Atalanta,25,1993,20.1,3,0,0,22,20,0,1,34,22,0,0,1,126,51,40,56.0
162,Johan Djourou,SUI,DF,SPAL,31,1987,3.1,0,0,0,4,0,0,0,4,1,0,0,0,10,8,4,66.7
163,Gianluigi Donnarumma,ITA,GK,Milan,19,1999,34.3,4,0,0,0,1,0,0,1,1,0,0,0,39,12,0,100.0
164,Godfred Donsah,GHA,MF,Bologna,22,1996,1.7,0,0,0,0,1,0,0,0,1,0,0,0,8,1,5,16.7
165,Riccardo Doratiotto,ITA,FW,Cagliari,19,1999,0.9,0,0,0,2,0,0,0,0,1,0,0,0,5,4,3,57.1
166,Bartłomiej Drągowski,POL,GK,Fiorentina,20,1997,2.5,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0
167,Bartłomiej Drągowski,POL,GK,Empoli,20,1997,14.0,2,0,0,1,3,0,0,0,0,0,1,0,18,4,1,80.0
168,Alfred Duncan,GHA,MF,Sassuolo,25,1993,20.5,7,1,0,37,22,3,25,15,21,0,0,0,113,15,30,33.3
169,Riza Durmisi,DEN,DF,Lazio,24,1994,3.6,4,0,0,7,4,0,18,1,4,0,1,0,17,1,4,20.0
170,Paulo Dybala,ARG,FW|MF,Juventus,24,1993,23.7,2,0,0,18,66,5,85,14,8,2,0,0,128,4,16,20.0
171,Edin Džeko,BIH,FW,Roma,32,1986,28.7,9,0,0,31,36,13,27,0,7,1,0,0,62,130,87,59.9
172,Blerim Džemaili,SUI,MF,Bologna,32,1986,19.4,4,0,0,23,56,0,14,17,27,0,0,0,129,18,14,56.3
173,Simone Edera,ITA,MF,Torino,21,1997,0.9,0,0,0,2,1,0,2,1,0,0,0,0,2,1,2,33.3
174,Simone Edera,ITA,FW,Bologna,21,1997,2.2,1,0,0,3,1,1,12,0,4,0,0,0,12,1,4,20.0
175,Albin Ekdal,SWE,MF,Sampdoria,29,1989,29.4,6,0,0,46,68,1,3,53,39,0,0,0,213,56,42,57.1
176,Valentin Eysseric,FRA,FW|MF,Fiorentina,26,1992,4.0,1,0,0,10,7,1,13,4,5,0,0,0,29,6,3,66.7
