Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Patrick van Aanholt,NED,DF,Crystal Palace,29,1990,19.7,30,1.52,27,2,1,0,0,0,3,0.15,2,1,0,0,0,0
2,Tammy Abraham,ENG,FW,Chelsea,22,1997,11.6,17,1.47,9,0,2,4,2,0,2,0.17,1,0,0,0,1,0
3,Che Adams,SCO,FW,Southampton,24,1996,29.6,68,2.29,50,0,2,7,9,0,7,0.24,6,0,0,0,1,0
4,Tosin Adarabioyo,ENG,DF,Fulham,22,1997,32.8,18,0.55,18,0,0,0,0,0,1,0.03,1,0,0,0,0,0
5,Adrián,ESP,GK,Liverpool,33,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
6,Sergio Agüero,ARG,FW,Manchester City,32,1988,6.2,18,2.90,13,0,3,1,0,1,3,0.48,2,0,1,0,0,0
7,Ola Aina,NGA,DF,Fulham,23,1996,29.6,27,0.91,23,3,0,0,1,0,4,0.14,4,0,0,0,0,0
8,Rayan Aït Nouri,ALG,DF,Wolves,19,2001,15.6,32,2.05,21,4,6,0,1,0,1,0.06,1,0,0,0,0,0
9,Semi Ajayi,NGA,DF,West Brom,26,1993,30.9,14,0.45,13,0,1,0,0,0,2,0.06,2,0,0,0,0,0
10,Nathan Aké,NED,DF,Manchester City,25,1995,8.9,5,0.56,4,0,0,0,1,0,1,0.11,1,0,0,0,0,0
11,Marc Albrighton,ENG,DF|FW,Leicester City,30,1989,19.4,77,3.97,59,5,5,2,3,3,12,0.62,8,2,0,1,0,1
12,Thiago Alcántara,ESP,MF,Liverpool,29,1991,20.6,81,3.93,69,2,2,3,3,2,3,0.15,2,0,0,1,0,0
13,Toby Alderweireld,BEL,DF,Tottenham,31,1989,24.9,22,0.88,19,0,0,3,0,0,3,0.12,3,0,0,0,0,0
14,Rúnar Alex Rúnarsson,ISL,GK,Arsenal,25,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
15,Trent Alexander-Arnold,ENG,DF,Liverpool,21,1998,33.7,131,3.89,84,34,6,7,0,0,13,0.39,8,2,1,2,0,0
16,Ezgjan Alioski,MKD,DF|MF,Leeds United,28,1992,27.3,71,2.60,57,5,0,5,3,1,5,0.18,3,1,0,1,0,0
17,Alisson,BRA,GK,Liverpool,27,1992,33.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
18,Allan,BRA,MF,Everton,29,1991,22.8,39,1.71,33,1,4,1,0,0,2,0.09,2,0,0,0,0,0
19,Dele Alli,ENG,MF,Tottenham,24,1996,6.9,22,3.19,19,0,0,1,1,1,0,0.00,0,0,0,0,0,0
20,Miguel Almirón,PAR,MF|FW,Newcastle Utd,26,1994,27.0,76,2.82,54,3,8,4,5,2,6,0.22,4,0,0,1,0,1
21,Marcos Alonso,ESP,DF,Chelsea,29,1990,10.7,36,3.38,29,2,0,5,0,0,3,0.28,2,0,0,1,0,0
22,Steven Alzate,COL,MF,Brighton,21,1998,10.0,24,2.41,20,0,1,3,0,0,1,0.10,1,0,0,0,0,0
23,Daniel Amartey,GHA,DF,Leicester City,25,1994,8.0,5,0.62,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
