Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
1,Suleiman Abdullahi,NGA,FW|MF,Union Berlin,22,1996,1.7,0,0,0,0,0,0,3,0.0,3,2,1,1,1,1,1,0
2,David Abraham,ARG,DF,Eint Frankfurt,33,1986,18.8,21,14,16,4,1,15,32,46.9,17,27,11,16,25,46,61,1
3,Amir Abrashi,ALB,MF,Freiburg,29,1990,7.4,16,8,7,8,1,10,19,52.6,9,18,3,15,7,23,16,2
4,Tyler Adams,USA,MF|DF,RB Leipzig,20,1999,10.6,22,15,13,8,1,12,25,48.0,13,16,1,15,14,36,14,0
5,Sargis Adamyan,ARM,FW|MF,Hoffenheim,26,1993,8.3,11,7,3,6,2,3,21,14.3,18,8,1,7,2,13,4,0
6,Manuel Akanji,SUI,DF,Dortmund,24,1995,25.7,38,21,23,14,1,12,20,60.0,8,20,11,9,30,68,61,2
7,Kevin Akpoguma,NGA,DF,Hoffenheim,24,1995,12.7,24,16,20,4,0,13,24,54.2,11,21,11,10,13,37,48,0
8,David Alaba,AUT,DF,Bayern Munich,27,1992,27.8,30,17,14,15,1,16,25,64.0,9,19,10,9,29,59,40,0
9,Lucas Alario,ARG,FW,Leverkusen,26,1992,13.0,6,3,0,4,2,1,8,12.5,7,12,2,10,1,7,9,0
10,Paco Alcácer,ESP,FW,Dortmund,25,1993,5.9,2,2,0,2,0,1,5,20.0,4,4,1,3,2,4,3,0
11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,19.7,45,26,17,23,5,12,33,36.4,21,12,3,9,45,90,13,1
12,Nadiem Amiri,GER,MF|FW,Leverkusen,22,1996,20.6,26,16,7,15,4,16,34,47.1,18,12,2,10,14,40,8,1
13,Ethan Ampadu,WAL,DF,RB Leipzig,18,2000,0.9,5,4,3,2,0,1,1,100.0,0,3,1,2,1,6,3,0
