Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1,Suleiman Abdullahi,NGA,FW|MF,Union Berlin,22,1996,1.7,1,6,3,50.0,3.44,1.72,0.17,0.33,16.0,0,0,0,1.1,1.1,0.19,-0.1,-0.1
2,David Abraham,ARG,DF,Eint Frankfurt,33,1986,18.8,2,7,4,57.1,0.37,0.21,0.29,0.50,8.1,0,0,0,1.6,1.6,0.22,+0.4,+0.4
3,Amir Abrashi,ALB,MF,Freiburg,29,1990,7.4,0,4,2,50.0,0.54,0.27,0.00,0.00,20.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5
4,Tyler Adams,USA,MF|DF,RB Leipzig,20,1999,10.6,0,7,1,14.3,0.66,0.09,0.00,0.00,18.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
5,Sargis Adamyan,ARM,FW|MF,Hoffenheim,26,1993,8.3,5,21,11,52.4,2.53,1.33,0.24,0.45,12.1,0,0,0,5.9,5.9,0.28,-0.9,-0.9
6,Manuel Akanji,SUI,DF,Dortmund,24,1995,25.7,0,8,2,25.0,0.31,0.08,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
7,Kevin Akpoguma,NGA,DF,Hoffenheim,24,1995,12.7,0,2,0,0.0,0.16,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
8,David Alaba,AUT,DF,Bayern Munich,27,1992,27.8,1,19,7,36.8,0.68,0.25,0.05,0.14,25.7,6,0,0,1.0,1.0,0.05,0.0,0.0
9,Lucas Alario,ARG,FW,Leverkusen,26,1992,13.0,7,49,18,36.7,3.76,1.38,0.12,0.33,12.7,0,1,1,7.3,6.5,0.13,-0.3,-0.5
10,Paco Alcácer,ESP,FW,Dortmund,25,1993,5.9,5,16,7,43.8,2.72,1.19,0.31,0.71,13.1,0,0,0,3.9,3.9,0.25,+1.1,+1.1
11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,19.7,3,18,8,44.4,0.91,0.41,0.17,0.38,17.7,0,0,0,2.4,2.4,0.14,+0.6,+0.6
12,Nadiem Amiri,GER,MF|FW,Leverkusen,22,1996,20.6,1,42,18,42.9,2.04,0.87,0.02,0.06,23.3,1,0,0,2.2,2.2,0.05,-1.2,-1.2
13,Ethan Ampadu,WAL,DF,RB Leipzig,18,2000,0.9,0,1,0,0.0,1.11,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1
14,Opoku Ampomah,GHA,FW|MF,Düsseldorf,23,1996,5.6,0,16,5,31.3,2.88,0.90,0.00,0.00,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7
15,Sebastian Andersson,SWE,FW,Union Berlin,28,1991,29.8,12,63,35,55.6,2.11,1.17,0.17,0.31,12.3,0,1,2,11.9,10.3,0.16,+0.1,+0.7
16,Robert Andrich,GER,MF,Union Berlin,24,1994,28.6,1,49,7,14.3,1.71,0.24,0.02,0.14,24.9,4,0,0,2.6,2.6,0.05,-1.6,-1.6
17,Angeliño,ESP,DF|FW,RB Leipzig,22,1997,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,12.5,0,0,0,0.9,0.9,0.18,+0.1,+0.1
18,Christopher Antwi-Adjei,GHA,MF|FW,Paderborn 07,25,1994,27.4,1,46,8,17.4,1.68,0.29,0.02,0.13,17.9,1,0,0,3.8,3.8,0.08,-2.8,-2.8
19,Charles Aránguiz,CHI,MF,Leverkusen,30,1989,23.5,1,16,2,12.5,0.68,0.08,0.06,0.50,18.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4
20,Maximilian Arnold,GER,MF,Wolfsburg,25,1994,31.3,4,63,16,25.4,2.01,0.51,0.06,0.25,26.4,9,0,0,2.9,2.9,0.05,+1.1,+1.1
21,Santiago Ascacíbar,ARG,MF,Hertha BSC,22,1997,7.0,0,2,0,0.0,0.28,0.00,0.00,,30.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
22,Ludwig Augustinsson,SWE,DF|MF,Werder Bremen,25,1994,10.3,0,5,0,0.0,0.49,0.00,0.00,,24.1,2,0,0,0.2,0.2,0.05,-0.2,-0.2
23,Taiwo Awoniyi,NGA,FW|MF,Mainz 05,21,1997,5.4,1,14,3,21.4,2.61,0.56,0.07,0.33,11.1,0,0,0,3.2,3.2,0.23,-2.2,-2.2
24,Kaan Ayhan,TUR,DF,Düsseldorf,24,1994,30.3,2,29,5,17.2,0.96,0.16,0.07,0.40,17.9,8,0,0,2.2,2.2,0.07,-0.2,-0.2
25,Matthias Bader,GER,DF,Köln,22,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
26,Daniel Baier,GER,MF,Augsburg,35,1984,21.6,1,16,2,12.5,0.74,0.09,0.06,0.50,27.2,0,0,0,0.5,0.5,0.03,+0.5,+0.5
27,Leon Bailey,JAM,FW|MF,Leverkusen,21,1997,12.1,5,29,11,37.9,2.39,0.91,0.17,0.45,17.7,1,0,0,4.3,4.3,0.15,+0.7,+0.7
28,Lewis Baker,ENG,MF,Düsseldorf,24,1995,6.1,0,12,5,41.7,1.98,0.83,0.00,0.00,27.0,2,0,0,0.6,0.6,0.05,-0.6,-0.6
29,Ridle Baku,GER,DF|MF,Mainz 05,21,1998,26.1,1,22,6,27.3,0.84,0.23,0.05,0.17,22.9,0,0,0,1.0,1.0,0.05,0.0,0.0
30,Leonardo Balerdi,ARG,DF|MF,Dortmund,20,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
31,Philipp Bargfrede,GER,MF,Werder Bremen,30,1989,6.5,0,5,0,0.0,0.77,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
32,Aymen Barkok,MAR,FW|MF,Düsseldorf,21,1998,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
33,Leandro Barreiro Martins,LUX,MF,Mainz 05,19,2000,10.4,0,8,1,12.5,0.77,0.10,0.00,0.00,19.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
34,Fin Bartels,GER,MF|FW,Werder Bremen,32,1987,3.8,0,7,3,42.9,1.85,0.79,0.00,0.00,23.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
35,Oliver Batista-Meier,GER,MF,Bayern Munich,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
36,Oliver Baumann,GER,GK,Hoffenheim,29,1990,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
37,Julian Baumgartlinger,AUT,MF,Leverkusen,31,1988,19.9,2,17,5,29.4,0.85,0.25,0.12,0.40,13.0,0,0,0,2.0,2.0,0.11,0.0,0.0
38,Christoph Baumgartner,AUT,MF|FW,Hoffenheim,19,1999,16.6,7,55,23,41.8,3.32,1.39,0.13,0.30,14.5,0,0,0,8.8,8.8,0.16,-1.8,-1.8
39,Noah Joel Sarenren Bazee,NGA,FW,Augsburg,22,1996,4.2,1,4,3,75.0,0.94,0.71,0.25,0.33,12.1,0,0,0,1.0,1.0,0.24,0.0,0.0
40,Ihlas Bebou,TOG,FW|MF,Hoffenheim,25,1994,23.4,6,35,17,48.6,1.50,0.73,0.17,0.35,16.1,0,0,0,4.5,4.5,0.13,+1.5,+1.5
41,Sheraldo Becker,SUR,MF|FW,Union Berlin,24,1995,6.0,0,6,4,66.7,1.00,0.67,0.00,0.00,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
42,Timo Becker,GER,DF|MF,Schalke 04,22,1997,3.7,0,4,1,25.0,1.07,0.27,0.00,0.00,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
43,Maximilian Beier,GER,FW,Hoffenheim,16,2002,1.2,0,5,3,60.0,4.13,2.48,0.00,0.00,14.8,0,0,0,1.1,1.1,0.22,-1.1,-1.1
44,Ishak Belfodil,ALG,FW|MF,Hoffenheim,27,1992,3.0,0,10,2,20.0,3.35,0.67,0.00,0.00,13.5,0,0,0,1.3,1.3,0.13,-1.3,-1.3
45,Karim Bellarabi,GER,FW|DF,Leverkusen,29,1990,15.8,4,54,24,44.4,3.41,1.52,0.07,0.17,16.5,0,0,0,6.4,6.4,0.12,-2.4,-2.4
46,Lars Bender,GER,DF|MF,Leverkusen,30,1989,15.3,2,15,2,13.3,0.98,0.13,0.13,1.00,14.1,0,0,0,0.9,0.9,0.06,+1.1,+1.1
47,Sven Bender,GER,DF,Leverkusen,30,1989,30.3,2,17,4,23.5,0.56,0.13,0.12,0.50,11.5,0,0,0,1.7,1.7,0.10,+0.3,+0.3
48,László Bénes,SVK,MF,M'Gladbach,21,1997,10.0,0,23,6,26.1,2.31,0.60,0.00,0.00,23.0,6,0,0,1.4,1.4,0.06,-1.4,-1.4
49,Keanan Bennetts,ENG,MF,M'Gladbach,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
50,Ramy Bensebaini,ALG,DF,M'Gladbach,24,1995,16.1,5,21,8,38.1,1.31,0.50,0.14,0.38,17.3,2,2,2,4.4,2.8,0.13,+0.6,+0.2
51,Valon Berisha,KVX,MF,Düsseldorf,26,1993,10.5,0,12,2,16.7,1.15,0.19,0.00,0.00,20.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9
