Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Suleiman Abdullahi,NGA,FW|MF,Union Berlin,22,1996,1.7,1,0,0,0,0,3,8,1,0,0,0,0,7,6,11,35.3
2,David Abraham,ARG,DF,Eint Frankfurt,33,1986,18.8,2,1,0,14,12,0,9,25,14,0,0,0,125,48,30,61.5
3,Amir Abrashi,ALB,MF,Freiburg,29,1990,7.4,3,0,0,17,12,0,7,7,8,0,0,0,51,9,9,50.0
4,Tyler Adams,USA,MF|DF,RB Leipzig,20,1999,10.6,0,0,0,9,16,0,10,14,15,0,0,0,58,14,14,50.0
5,Sargis Adamyan,ARM,FW|MF,Hoffenheim,26,1993,8.3,1,0,0,12,7,7,11,2,7,1,0,0,32,12,34,26.1
6,Manuel Akanji,SUI,DF,Dortmund,24,1995,25.7,2,0,0,11,23,0,2,30,21,0,0,1,119,31,33,48.4
7,Kevin Akpoguma,NGA,DF,Hoffenheim,24,1995,12.7,2,0,0,8,13,1,3,13,16,0,1,1,72,21,27,43.8
8,David Alaba,AUT,DF,Bayern Munich,27,1992,27.8,0,0,0,10,7,1,29,29,17,0,0,0,213,21,29,42.0
9,Lucas Alario,ARG,FW,Leverkusen,26,1992,13.0,6,0,0,23,13,19,4,1,3,0,0,0,24,42,53,44.2
10,Paco Alcácer,ESP,FW,Dortmund,25,1993,5.9,0,0,0,2,3,7,1,2,2,0,0,0,4,3,15,16.7
11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,19.7,7,0,0,24,13,0,7,45,26,0,0,0,195,35,37,48.6
12,Nadiem Amiri,GER,MF|FW,Leverkusen,22,1996,20.6,3,0,0,27,39,3,114,14,16,1,0,0,140,9,17,34.6
13,Ethan Ampadu,WAL,DF,RB Leipzig,18,2000,0.9,0,0,0,0,0,0,0,1,4,0,0,0,3,1,0,100.0
14,Opoku Ampomah,GHA,FW|MF,Düsseldorf,23,1996,5.6,1,0,0,16,5,8,14,4,4,0,0,0,27,3,9,25.0
15,Sebastian Andersson,SWE,FW,Union Berlin,28,1991,29.8,5,0,0,62,40,21,31,5,10,0,0,0,89,243,207,54.0
16,Robert Andrich,GER,MF,Union Berlin,24,1994,28.6,13,1,1,65,37,0,39,47,27,1,0,0,189,46,33,58.2
17,Angeliño,ESP,DF|FW,RB Leipzig,22,1997,12.2,2,0,0,12,16,3,80,19,9,0,0,0,73,7,21,25.0
18,Christopher Antwi-Adjei,GHA,MF|FW,Paderborn 07,25,1994,27.4,2,0,0,17,39,4,69,15,16,0,0,0,132,22,39,36.1
19,Charles Aránguiz,CHI,MF,Leverkusen,30,1989,23.5,2,0,0,15,44,0,13,22,37,0,0,0,204,14,22,38.9
20,Maximilian Arnold,GER,MF,Wolfsburg,25,1994,31.3,8,0,0,52,69,0,166,25,24,0,0,0,213,25,24,51.0
21,Santiago Ascacíbar,ARG,MF,Hertha BSC,22,1997,7.0,2,0,0,11,5,0,2,16,13,0,0,0,46,7,11,38.9
22,Ludwig Augustinsson,SWE,DF|MF,Werder Bremen,25,1994,10.3,2,0,0,18,12,1,57,10,12,0,0,0,41,16,15,51.6
23,Taiwo Awoniyi,NGA,FW|MF,Mainz 05,21,1997,5.4,1,0,0,5,3,3,9,2,0,0,1,0,21,15,22,40.5
