Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR
164,Ibrahim Diakité,GUI,MF,Reims,17,2003,0.0,3,0,2,1,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0
165,Abdou Diallo,SEN,DF,Paris S-G,25,1996,9.7,798,51,239,417,150,7,798,26,19,73.1,7,26.9,528,2767,1403,16,25,3,13,6,582,39
166,Habib Diallo,SEN,FW,Strasbourg,26,1995,17.1,575,24,50,245,285,88,573,33,17,51.5,16,48.5,319,1539,572,19,13,16,69,24,443,132
167,Mouhamadou Diarra,FRA,MF,Strasbourg,17,2004,1.2,69,0,2,56,11,0,69,1,1,100.0,0,0.0,52,247,94,0,1,0,0,2,48,0
168,Stéphane Diarra,FRA,MF|FW,Lorient,22,1998,5.8,277,1,27,125,136,24,277,31,15,48.4,16,51.6,175,1329,760,33,16,6,12,11,188,53
169,Krépin Diatta,SEN,MF|DF,Monaco,22,1999,3.2,140,1,12,63,67,13,140,7,6,85.7,1,14.3,78,452,203,8,2,7,9,3,99,27
170,Bamba Dieng,SEN,FW,Marseille,21,2000,10.8,317,7,32,113,175,68,316,17,5,29.4,12,70.6,202,1281,659,24,10,17,25,13,233,82
171,Elhadji Dieye,SEN,FW|MF,Saint-Étienne,19,2002,0.4,23,0,4,10,9,4,23,3,1,33.3,2,66.7,10,48,24,1,1,0,3,1,12,3
172,Javairô Dilrosun,NED,MF|FW,Bordeaux,23,1998,19.2,799,6,63,373,375,43,799,71,46,64.8,25,35.2,549,4359,2101,72,44,20,38,24,560,107
173,Junior Dina Ebimbe,FRA,MF,Paris S-G,20,2000,3.5,254,3,46,169,41,3,254,10,6,60.0,4,40.0,186,745,292,7,7,0,7,6,212,12
174,Tristan Dingomé,CMR,MF|FW,Troyes,30,1991,12.0,639,8,85,326,235,24,639,14,11,78.6,3,21.4,393,1329,547,5,11,0,15,16,452,74
175,Sinaly Diomande,CIV,DF,Lyon,20,2001,6.4,538,55,251,275,13,5,538,2,1,50.0,1,50.0,354,1518,762,0,1,0,5,0,417,0
176,Sofiane Diop,FRA,MF|FW,Monaco,21,2000,21.6,1246,8,116,531,617,85,1246,83,46,55.4,37,44.6,766,4747,2114,75,54,26,71,34,890,202
177,Andy Diouf,FRA,MF,Rennes,18,2003,0.2,14,0,7,6,2,1,14,0,0,,0,,7,61,28,0,0,0,1,1,7,2
178,Assane Dioussé,SEN,MF,Saint-Étienne,23,1997,0.3,35,0,11,24,1,0,35,0,0,,0,,17,128,78,1,1,0,1,0,26,1
179,Axel Disasi,FRA,DF,Monaco,23,1998,30.2,2008,202,855,1111,56,32,2008,10,9,90.0,1,10.0,1316,7236,4448,27,13,0,8,5,1373,4
180,Tiago Djaló,POR,DF,Lille,21,2000,25.9,1769,146,755,874,162,23,1769,20,14,70.0,6,30.0,1117,6023,3079,32,20,4,28,9,1121,24
181,Alexander Djiku,GHA,DF,Strasbourg,26,1994,29.9,1945,175,783,1044,136,25,1945,16,7,43.8,9,56.3,1188,6184,3325,15,25,0,17,7,1247,3
182,Bryan Djile Nokoué,CMR,DF|MF,Saint-Étienne,19,2002,0.6,40,2,16,16,8,0,40,0,0,,0,,19,82,46,1,0,0,1,1,19,2
183,Ouparine Djoco,GNB,GK,Clermont Foot,23,1998,23.5,788,650,785,3,0,0,788,0,0,,0,,476,2740,1588,0,0,0,1,0,310,0
184,Jeremy Doku,BEL,FW|MF,Rennes,19,2002,5.2,252,2,28,98,138,21,252,52,36,69.2,16,30.8,195,1821,1079,32,21,11,28,19,193,43
185,Kasper Dolberg,DEN,FW,Nice,23,1997,16.6,426,19,40,185,207,58,424,21,11,52.4,10,47.6,253,1161,415,15,12,8,53,18,312,90
186,Brandon Domingues,FRA,MF|FW,Troyes,21,2000,2.6,121,0,17,43,62,10,121,6,2,33.3,4,66.7,86,670,282,7,7,0,5,2,87,24
187,Anastasios Donis,GRE,FW|MF,Reims,24,1996,4.1,154,2,16,52,87,17,154,18,7,38.9,11,61.1,98,1136,577,27,11,9,10,7,114,46
188,Gianluigi Donnarumma,ITA,GK,Paris S-G,22,1999,17.0,498,427,497,1,0,0,498,1,1,100.0,0,0.0,319,1480,988,0,0,0,0,0,224,0
189,Jodel Dossou,BEN,FW,Clermont Foot,29,1992,22.3,857,13,111,325,436,89,857,74,39,52.7,35,47.3,626,4494,2338,104,49,36,70,41,634,191
190,Lohann Doucet,FRA,MF|DF,Nantes,18,2002,0.1,11,0,1,10,0,0,11,0,0,,0,,7,24,11,0,0,0,0,0,6,0
191,Cheick Doucouré,MLI,MF,Lens,21,2000,32.7,2193,46,389,1484,344,17,2193,32,23,71.9,9,28.1,1465,8072,4383,54,52,2,36,29,1589,32
192,Fodé Doucouré,MLI,DF|FW,Reims,20,2001,1.7,105,9,44,43,19,0,105,2,2,100.0,0,0.0,35,212,120,1,1,0,0,0,44,1
193,Ismaël Doukouré,FRA,DF,Strasbourg,18,2003,0.2,4,1,2,2,0,0,4,0,0,,0,,2,15,14,0,0,0,0,0,2,0
194,Kamory Doumbia,MLI,MF|FW,Reims,18,2003,3.9,228,10,57,112,64,10,228,10,6,60.0,4,40.0,163,899,469,6,7,4,18,8,153,16
195,Moussa Doumbia,MLI,FW,Reims,26,1994,1.0,49,0,3,16,30,7,48,3,1,33.3,2,66.7,43,249,71,4,0,4,5,0,42,16
196,Souleyman Doumbia,CIV,DF|FW,Angers,24,1996,24.7,1396,70,400,635,383,29,1396,86,45,52.3,41,47.7,869,5425,2654,66,47,12,53,24,857,147
197,Julian Draxler,GER,FW|MF,Paris S-G,27,1993,6.1,346,5,30,182,138,19,346,16,10,62.5,6,37.5,247,1201,514,14,20,2,6,7,293,48
198,Matthieu Dreyer,FRA,GK,Lorient,32,1989,16.0,452,391,449,3,0,0,452,0,0,,0,,224,1088,694,0,1,0,0,0,156,0
199,Leo Dubois,FRA,DF,Lyon,26,1994,19.4,1552,56,373,786,408,24,1552,24,12,50.0,12,50.0,946,4571,2336,44,36,5,21,11,1030,124
200,Jean-Kevin Duverne,HAI,DF,Brest,24,1997,33.4,2151,126,698,1036,429,31,2151,42,19,45.2,23,54.8,1174,6682,3680,76,49,6,46,21,1205,107
201,Enzo Ebosse,CMR,DF,Angers,22,1999,21.0,1246,86,536,638,84,6,1246,15,9,60.0,6,40.0,856,4677,2469,26,15,0,21,2,844,18
202,Hugo Ekitike,FRA,FW,Reims,19,2002,14.1,603,20,73,269,273,66,601,47,23,48.9,24,51.1,365,2120,1006,35,28,19,66,22,439,87
203,Alberth Elis,HON,FW|MF,Bordeaux,25,1996,15.7,517,11,63,189,271,76,516,45,16,35.6,29,64.4,338,2284,1101,42,23,18,54,31,373,118
204,Renaud Emond,BEL,FW|MF,Nantes,29,1991,2.1,48,2,5,25,18,2,48,0,0,,0,,18,41,4,0,0,0,4,0,31,4
205,Maxime Estève,FRA,DF,Montpellier,19,2002,20.6,1005,151,549,443,22,11,1005,3,2,66.7,1,33.3,632,3558,1906,12,4,0,12,2,605,2
206,Fábio,BRA,DF,Nantes,31,1990,18.5,1071,48,318,505,259,17,1071,24,14,58.3,10,41.7,469,2497,1162,26,25,1,20,9,476,75
207,Cesc Fàbregas,ESP,MF,Monaco,34,1987,0.4,59,1,8,24,27,1,59,1,0,0.0,1,100.0,31,96,50,2,0,1,0,0,42,3
208,Wout Faes,BEL,DF,Reims,23,1998,37.0,1843,330,1110,682,66,32,1843,9,7,77.8,2,22.2,1100,6230,3604,13,13,1,21,4,1118,10
209,Romain Faivre,FRA,FW|MF,Lyon,23,1998,9.9,705,6,61,329,324,36,705,41,22,53.7,19,46.3,521,3667,1947,63,40,15,24,11,532,72
210,Romain Faivre,FRA,MF,Brest,23,1998,19.9,1131,19,149,474,531,61,1126,89,43,48.3,46,51.7,689,5443,2850,100,65,18,59,31,767,98
211,Wuilker Faríñez,VEN,GK,Lens,23,1998,12.3,325,283,322,3,0,0,325,0,0,,0,,197,1047,584,0,0,0,1,0,115,0
212,Noah Fatar,FRA,DF|MF,Angers,19,2002,0.1,9,0,0,4,5,0,9,0,0,,0,,4,30,15,1,0,0,0,0,3,1
213,Julien Faussurier,FRA,MF|DF,Brest,34,1987,5.4,331,11,65,125,144,16,331,8,1,12.5,7,87.5,207,1190,497,18,15,3,9,2,199,60
214,Jordan Ferri,FRA,MF,Montpellier,29,1992,32.3,2827,98,835,1676,341,6,2827,53,35,66.0,18,34.0,2056,10912,6091,78,48,3,37,47,2153,43
215,Karol Fila,POL,DF,Strasbourg,23,1998,6.2,422,8,75,194,155,10,422,6,3,50.0,3,50.0,249,1014,434,10,7,1,6,3,275,51
216,Alexis Flips,FRA,MF|DF,Reims,21,2000,11.7,687,25,164,289,252,23,686,28,13,46.4,15,53.6,348,1725,770,15,19,3,33,14,354,61
217,Mamadou Fofana,MLI,DF,Metz,23,1998,0.4,12,5,10,2,0,0,12,0,0,,0,,2,4,0,0,0,0,0,0,1,0
218,Seko Fofana,CIV,MF,Lens,26,1995,37.3,2195,32,268,1280,687,105,2195,123,79,64.2,44,35.8,1616,10414,5140,131,95,29,86,50,1760,227
219,Youssouf Fofana,FRA,MF,Monaco,22,1999,24.3,1455,47,239,973,263,17,1455,62,40,64.5,22,35.5,918,4891,2497,44,41,5,38,33,1001,47
220,Thomas Foket,BEL,DF|FW,Reims,26,1994,24.8,1281,88,432,503,355,27,1281,26,13,50.0,13,50.0,769,3942,1776,34,26,0,34,18,770,115
221,Thomas Fontaine,MAD,DF,Lorient,30,1991,1.9,72,6,37,33,2,0,72,0,0,,0,,38,137,58,0,0,0,1,0,42,0
222,José Fonte,POR,DF,Lille,37,1983,38.0,2437,300,1221,1110,116,48,2437,5,4,80.0,1,20.0,1525,7326,4048,14,10,1,18,2,1580,13
223,Steven Fortes,CPV,DF,Lens,29,1992,1.0,39,5,22,18,0,0,39,2,1,50.0,1,50.0,17,120,55,0,0,0,1,1,23,0
224,Przemysław Frankowski,POL,DF,Lens,26,1995,27.2,1740,67,416,748,592,63,1740,38,16,42.1,22,57.9,955,4654,2167,53,44,7,39,17,1067,223
225,Fransérgio,BRA,MF,Bordeaux,30,1990,14.0,684,37,149,440,102,17,684,11,5,45.5,6,54.5,378,1777,778,10,10,1,20,10,413,23
226,Angelo Fulgini,FRA,MF|FW,Angers,24,1996,32.5,1761,11,190,932,656,84,1761,125,49,39.2,76,60.8,1249,6756,3092,75,68,19,78,55,1374,189
227,Gauthier Gallon,FRA,GK,Troyes,28,1993,31.0,1143,1027,1139,4,0,0,1143,0,0,,0,,652,3120,1930,0,0,0,1,0,477,0
228,Kévin Gameiro,FRA,FW,Strasbourg,34,1987,26.5,1040,2,49,434,570,152,1037,38,17,44.7,21,55.3,697,3881,1657,69,43,31,61,38,794,225
229,Idrissa Gana Gueye,SEN,MF,Paris S-G,31,1989,18.2,1584,37,278,1020,298,16,1584,28,20,71.4,8,28.6,1093,5064,2281,28,30,0,19,16,1228,35
230,Ignatius Ganago,CMR,FW,Lens,22,1999,11.4,322,3,15,140,173,50,322,20,11,55.0,9,45.0,197,955,394,11,8,7,43,21,242,77
231,Djeidi Gassama,FRA,FW,Paris S-G,17,2003,0.0,3,0,1,1,1,0,3,0,0,,0,,2,18,9,0,0,0,0,0,2,1
232,Johan Gastien,FRA,MF,Clermont Foot,33,1988,30.5,2929,199,1025,1614,314,21,2929,21,13,61.9,8,38.1,1970,8552,4087,17,23,2,24,20,2094,32
233,Valère Germain,FRA,FW,Montpellier,31,1990,21.9,659,28,85,304,275,54,659,7,2,28.6,5,71.4,349,1338,443,9,12,1,29,19,453,95
234,Gerson,BRA,MF|FW,Marseille,24,1997,28.3,1573,31,189,822,580,87,1573,47,30,63.8,17,36.2,1127,5803,2694,61,51,16,41,31,1227,172
235,Willem Geubbels,FRA,FW|MF,Nantes,19,2001,6.0,213,7,28,100,86,24,213,13,2,15.4,11,84.6,136,811,411,15,5,7,13,6,160,36
236,Ismaël Gharbi,ESP,FW,Paris S-G,17,2004,0.0,5,0,0,2,3,0,5,0,0,,0,,4,14,9,0,0,0,0,0,4,0
237,Lamine Ghezali,FRA,DF,Saint-Étienne,22,1999,0.0,7,0,2,1,4,1,7,0,0,,0,,4,15,9,1,0,1,0,0,4,0
238,Nicholas Gioacchini,USA,FW|MF,Montpellier,21,2000,5.5,231,5,51,87,99,21,231,16,6,37.5,10,62.5,128,665,294,8,9,2,23,10,149,38
239,Jimmy Giraudon,FRA,DF,Troyes,29,1992,18.0,1035,199,675,356,14,0,1035,1,1,100.0,0,0.0,597,2388,1173,2,2,0,3,2,625,0
240,Andrei Girotto,BRA,DF|MF,Nantes,29,1992,35.0,2147,217,915,1056,191,54,2147,11,6,54.5,5,45.5,1150,4961,2282,9,33,1,17,5,1230,15
241,Aleksandr Golovin,RUS,FW|MF,Monaco,25,1996,16.7,928,14,95,370,478,38,928,31,22,71.0,9,29.0,584,3809,1788,51,43,13,26,21,594,126
242,Angel Gomes,ENG,MF|FW,Lille,20,2000,10.6,490,8,52,270,172,9,490,12,4,33.3,8,66.7,352,1640,704,16,16,1,16,11,374,49
243,Alfred Gomis,SEN,GK,Rennes,27,1993,25.0,822,678,815,7,0,0,822,0,0,,0,,485,2080,1031,0,0,0,2,0,394,0
244,Vagner Gonçalves,CPV,FW,Metz,25,1996,1.0,53,0,6,22,26,4,53,4,3,75.0,1,25.0,29,145,66,2,2,2,5,1,35,5
245,Álvaro González,ESP,DF,Marseille,31,1990,5.0,395,24,174,217,5,2,395,1,0,0.0,1,100.0,274,1070,533,0,0,0,0,1,331,0
246,Amine Gouiri,ALG,FW|MF,Nice,21,2000,30.6,1396,19,98,593,723,136,1391,121,62,51.2,58,47.9,952,5886,2807,93,82,40,68,56,1046,198
247,Lucas Gourna-Douath,FRA,MF,Saint-Étienne,17,2003,20.0,1046,30,255,652,160,12,1046,29,17,58.6,12,41.4,661,4020,1670,29,17,2,32,23,652,22
248,Jonathan Gradit,FRA,DF,Lens,28,1992,34.1,2391,169,783,1499,132,3,2391,21,16,76.2,5,23.8,1619,9571,6029,65,48,3,15,9,1668,15
249,Andrew Gravillon,GLP,DF,Reims,23,1998,23.7,1193,142,556,523,124,13,1193,11,5,45.5,6,54.5,628,2938,1668,20,17,2,25,9,686,23
250,Adrian Grbić,AUT,FW|MF,Lorient,24,1996,5.8,160,10,22,74,64,15,160,5,1,20.0,4,80.0,78,287,121,3,2,1,12,4,109,26
251,Ivo Grbić,CRO,GK,Lille,25,1996,21.0,627,552,620,7,0,0,627,1,1,100.0,0,0.0,306,1581,1185,0,0,0,1,2,226,0
252,Etienne Green,ENG,GK,Saint-Étienne,21,2000,13.3,444,391,443,1,0,0,444,0,0,,0,,192,850,566,0,0,0,1,0,175,0
253,Gabriel Gudmundsson,SWE,DF|MF,Lille,22,1999,14.9,902,29,251,410,259,29,902,40,22,55.0,18,45.0,543,3818,1656,49,40,11,29,20,536,68
254,Noah Guede-Nadje,FRA,MF,Angers,17,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
255,Mattéo Guendouzi,FRA,MF,Marseille,22,1999,35.0,2463,33,301,1478,707,81,2463,51,30,58.8,21,41.2,1897,10370,5250,100,82,19,59,44,2025,175
256,Yanis Guermouche,FRA,MF|FW,Montpellier,20,2001,0.1,10,0,0,8,3,0,10,3,0,0.0,3,100.0,6,44,38,2,0,0,1,0,5,0
257,Evann Guessand,FRA,FW,Nice,20,2001,4.9,147,2,11,63,76,29,147,21,12,57.1,9,42.9,83,546,221,6,5,2,20,6,89,24
258,Lamine Gueye,SEN,FW|MF,Metz,23,1998,6.2,285,3,33,114,141,17,285,14,7,50.0,7,50.0,187,1046,409,16,9,5,23,15,208,53
259,Pape Gueye,SEN,MF,Marseille,22,1999,17.0,1154,26,215,758,199,12,1154,13,4,30.8,9,69.2,837,4074,1811,24,25,2,19,16,883,20
260,Josuha Guilavogui,FRA,MF|DF,Bordeaux,30,1990,14.8,987,55,326,593,84,12,987,13,8,61.5,5,38.5,676,3100,1487,11,10,0,16,2,628,23
261,Frederic Guilbert,FRA,DF,Strasbourg,26,1994,28.0,1823,77,335,822,688,17,1823,61,32,52.5,29,47.5,891,4487,1999,54,56,1,39,21,934,167
262,Bruno Guimarães,BRA,MF,Lyon,23,1997,18.2,1556,23,284,958,332,20,1556,49,37,75.5,12,24.5,1074,5606,2708,56,48,10,25,27,1211,41
263,Serhou Guirassy,GUI,FW,Rennes,25,1996,11.3,436,7,26,198,215,69,436,16,7,43.8,9,56.3,277,1246,373,8,7,2,36,16,372,86
264,Malo Gusto,FRA,DF,Lyon,18,2003,20.9,1758,57,428,885,459,29,1758,34,19,55.9,15,44.1,1169,6337,3168,70,61,13,39,16,1169,153
265,Massadio Haïdara,MLI,DF,Lens,28,1992,12.0,771,55,236,404,136,13,771,8,3,37.5,5,62.5,479,2328,1246,22,19,4,10,7,472,45
266,Oualid El Hajjam,MAR,DF,Troyes,30,1991,11.9,721,58,346,280,104,11,721,5,3,60.0,2,40.0,430,2053,1047,16,10,0,10,6,406,15
267,Achraf Hakimi,MAR,DF,Paris S-G,22,1998,27.5,2088,59,519,833,750,80,2088,53,21,39.6,32,60.4,1356,6113,3444,71,52,17,32,14,1517,294
268,Pierre-Yves Hamel,FRA,FW|MF,Lorient,27,1994,0.3,9,0,2,3,4,0,9,0,0,,0,,2,9,4,0,0,0,0,1,3,1
269,Pierre-Yves Hamel,FRA,FW,Clermont Foot,27,1994,5.8,161,1,13,77,71,20,161,2,1,50.0,1,50.0,69,197,28,2,1,2,17,8,105,15
270,Romain Hamouma,FRA,FW|MF,Saint-Étienne,34,1987,9.8,448,3,23,165,265,40,448,34,12,35.3,22,64.7,270,1636,784,27,19,5,32,13,329,100
271,Amine Harit,MAR,FW|MF,Marseille,24,1997,12.9,863,3,59,413,402,48,863,56,25,44.6,31,55.4,682,4155,1839,50,35,14,49,32,713,118
272,Henrique,BRA,DF,Lyon,27,1994,12.3,904,20,228,467,215,18,904,17,10,58.8,7,41.2,604,3101,1765,27,26,3,13,8,592,57
273,Luis Henrique,BRA,FW|MF,Marseille,19,2001,7.8,279,0,36,122,130,18,279,18,7,38.9,11,61.1,195,1296,541,15,12,10,22,9,207,69
274,Christophe Hérelle,MTQ,DF,Brest,28,1992,21.5,1045,140,544,480,27,9,1045,4,3,75.0,1,25.0,635,2993,1597,9,6,2,7,2,604,2
275,Jérôme Hergault,FRA,DF,Lorient,35,1986,3.9,250,8,48,124,79,6,250,5,1,20.0,4,80.0,114,481,243,4,5,0,8,2,128,23
276,Ander Herrera,ESP,MF,Paris S-G,31,1989,12.1,1184,32,193,732,260,12,1184,10,6,60.0,4,40.0,733,2902,1480,11,15,0,17,5,964,25
277,Franck Honorat,FRA,FW|MF,Brest,24,1996,32.2,1572,25,212,531,858,103,1572,79,37,46.8,42,53.2,906,6275,3268,117,83,41,78,30,1036,289
278,Fraser Hornby,SCO,FW|MF,Reims,21,1999,3.9,127,6,22,63,44,10,127,3,2,66.7,1,33.3,73,409,129,6,2,1,9,5,94,26
279,Cédric Hountondji,BEN,DF,Clermont Foot,27,1994,22.6,1181,131,678,485,23,17,1181,0,0,,0,,686,2971,1617,5,3,1,2,1,742,1
280,Suk Hyun-jun,KOR,FW|MF,Troyes,30,1991,1.7,65,2,3,30,34,13,65,7,4,57.1,3,42.9,41,283,83,5,3,1,5,4,54,11
281,Mauro Icardi,ARG,FW,Paris S-G,28,1993,11.4,241,13,19,84,140,56,241,9,2,22.2,7,77.8,122,489,161,6,2,1,14,9,159,53
282,Jonathan Iglesias,URU,MF,Clermont Foot,32,1988,6.4,416,18,131,239,48,3,416,5,2,40.0,3,60.0,275,1193,569,6,2,0,6,6,300,9
283,Juan Ignacio Ramírez,URU,FW,Saint-Étienne,24,1997,1.4,20,0,0,10,10,6,20,2,1,50.0,1,50.0,6,33,19,1,0,0,1,1,8,3
284,Danylo Ihnatenko,UKR,MF,Bordeaux,24,1997,7.7,456,23,87,286,90,3,456,9,9,100.0,0,0.0,315,1724,845,16,15,0,6,2,284,10
285,Jonathan Ikone,FRA,MF|FW,Lille,23,1998,11.8,576,15,63,284,248,44,576,56,25,44.6,30,53.6,372,2512,1243,34,29,11,29,18,417,71
286,Bonke Innocent,NGA,MF,Lorient,25,1996,9.7,484,25,146,317,28,6,484,7,5,71.4,2,28.6,265,1141,344,2,3,0,10,6,269,4
287,Wilson Isidor,FRA,FW|MF,Monaco,20,2000,0.6,23,0,1,10,12,2,23,0,0,,0,,10,26,9,0,0,0,2,0,20,5
288,Ismail Jakobs,SEN,DF|FW,Monaco,21,1999,13.4,1054,37,227,476,358,22,1054,11,6,54.5,5,45.5,544,2768,1425,45,32,4,18,6,624,100
289,Marin Jakoliš,CRO,FW,Angers,24,1996,2.5,90,0,4,49,38,10,90,4,2,50.0,2,50.0,71,290,136,5,1,1,2,0,72,17
290,Abdel Jalil Medioub,ALG,DF,Bordeaux,23,1997,6.9,365,48,243,119,4,2,365,3,3,100.0,0,0.0,222,857,509,3,2,1,3,1,222,0
291,Léo Jardim,BRA,GK,Lille,26,1995,17.0,474,402,471,3,0,0,474,0,0,,0,,274,1373,851,0,0,0,0,0,180,0
292,Corentin Jean,FRA,FW|MF,Lens,26,1995,2.8,155,4,19,66,71,11,155,3,1,33.3,2,66.7,84,306,81,4,3,2,9,4,99,21
293,Jemerson,BRA,DF,Metz,28,1992,13.4,638,67,367,266,12,7,638,4,3,75.0,1,25.0,340,1556,841,5,1,1,10,4,347,2
294,Moritz Jenz,GER,DF,Lorient,22,1999,15.3,849,94,426,390,33,13,849,3,2,66.7,1,33.3,478,2588,1353,9,7,1,4,1,550,3
295,Lenny Joseph,FRA,FW|MF,Metz,20,2000,1.7,51,1,5,25,21,3,51,2,1,50.0,1,50.0,32,169,24,0,1,0,4,6,38,11
296,Issa Kaboré,BFA,DF,Troyes,20,2001,25.0,1297,50,342,491,485,35,1297,89,47,52.8,42,47.2,793,5781,2926,99,55,18,59,25,747,157
297,Tino Kadewere,ZIM,FW,Lyon,25,1996,5.6,232,0,23,99,114,31,232,11,8,72.7,3,27.3,157,863,400,12,11,5,18,7,168,48
298,Gaël Kakuta,COD,MF|FW,Lens,30,1991,18.6,946,3,57,533,366,42,945,53,27,50.9,27,50.9,589,2843,1182,30,28,3,65,36,761,121
299,Arnaud Kalimuendo,FRA,FW,Lens,19,2002,23.9,726,0,24,296,416,95,724,61,27,44.3,34,55.7,558,3310,1355,49,35,15,80,62,606,192
300,Arnaud Kalimuendo,FRA,FW,Paris S-G,19,2002,0.1,7,0,0,4,3,0,7,0,0,,0,,5,17,11,0,0,0,0,0,5,0
301,Samuel Kalu,NGA,FW|MF,Bordeaux,23,1997,3.6,174,1,17,74,87,21,174,22,10,45.5,12,54.5,127,931,433,16,7,12,12,8,133,47
302,Boubacar Kamara,FRA,MF|DF,Marseille,21,1999,30.9,2718,89,641,1724,372,37,2718,26,16,61.5,10,38.5,1930,7898,3496,25,38,2,31,14,2070,50
303,Hassane Kamara,CIV,MF|DF,Nice,27,1994,6.0,362,9,64,188,114,12,362,9,4,44.4,5,55.6,235,1252,636,18,11,1,6,6,255,45
304,Jean-Armel Kana-Biyik,CMR,DF,Metz,32,1989,7.4,387,47,248,135,8,2,387,3,1,33.3,2,66.7,234,980,376,1,3,1,1,1,234,1
305,Nordine Kandil,FRA,MF|FW,Strasbourg,19,2001,1.0,82,2,11,34,40,2,82,10,5,50.0,5,50.0,58,360,157,4,6,0,2,5,63,12
306,Eiji Kawashima,JPN,GK,Strasbourg,38,1983,1.0,30,27,30,0,0,0,30,0,0,,0,,21,58,38,0,0,0,0,0,15,0
307,Ilan Kebbal,ALG,MF|FW,Reims,23,1998,19.7,1046,12,123,484,462,41,1046,53,29,54.7,24,45.3,752,4864,2249,60,59,11,54,38,775,135
308,Thilo Kehrer,GER,DF,Paris S-G,24,1996,16.8,1350,94,472,731,151,23,1350,6,2,33.3,4,66.7,913,3881,1788,13,12,2,6,11,1044,39
309,Habib Keita,MLI,MF|FW,Lyon,19,2002,0.1,8,0,1,3,4,1,8,0,0,,0,,6,13,7,0,0,0,0,0,8,0
310,Saîf-Eddine Khaoui,TUN,MF|FW,Clermont Foot,26,1995,10.3,489,5,57,243,195,32,489,17,12,70.6,5,29.4,312,1231,473,12,11,5,23,13,319,45
311,Wahbi Khazri,TUN,FW|MF,Saint-Étienne,30,1991,24.7,920,11,63,435,440,81,916,68,33,48.5,35,51.5,554,3664,1633,63,38,29,79,48,627,144
312,Presnel Kimpembe,FRA,DF,Paris S-G,25,1995,28.6,2459,226,838,1542,91,12,2459,11,8,72.7,3,27.3,1784,8989,5253,30,13,1,15,5,1939,16
313,Thibault Klidje,TOG,MF|FW,Bordeaux,20,2001,1.0,46,0,1,12,33,6,46,6,4,66.7,2,33.3,38,339,167,5,0,2,3,3,34,16
314,Justin Kluivert,NED,MF,Nice,22,1999,20.8,898,15,92,325,499,57,898,80,41,51.3,39,48.8,565,4739,2427,83,63,20,50,35,565,166
315,Samuel Koeberlé,FRA,FW,Reims,16,2004,0.0,2,0,0,1,1,0,2,0,0,,0,,2,8,5,0,0,0,0,0,2,0
316,Philippe Koffi,CIV,FW,Reims,19,2002,4.2,132,5,13,54,66,24,132,7,5,71.4,2,28.6,80,424,178,10,1,5,22,3,101,31
317,Sead Kolašinac,BIH,DF,Marseille,28,1993,4.9,290,10,66,129,99,8,290,1,0,0.0,1,100.0,193,844,449,10,9,4,15,2,185,32
318,Randal Kolo Muani,FRA,FW|MF,Nantes,22,1998,32.8,951,38,92,377,505,153,951,120,60,50.0,60,50.0,642,4617,2220,81,57,43,110,73,734,206
319,Timothée Kolodziejczak,FRA,DF,Saint-Étienne,29,1991,28.5,1872,153,740,871,270,26,1872,7,5,71.4,2,28.6,882,4595,2679,38,24,0,21,2,1056,72
320,Ghislain Konan,CIV,DF,Reims,25,1995,26.9,1605,88,503,718,411,23,1605,82,39,47.6,43,52.4,862,5639,3030,90,65,15,44,20,880,108
321,Ibrahima Koné,MLI,FW,Lorient,22,1999,8.1,216,6,16,98,103,27,216,12,8,66.7,4,33.3,147,781,237,11,5,5,26,19,161,51
322,Youssouf Koné,MLI,DF,Troyes,26,1995,10.9,548,32,196,252,107,3,548,21,15,71.4,6,28.6,363,1939,1113,26,14,2,4,11,330,32
323,Laurent Koscielny,FRA,DF,Bordeaux,35,1985,10.4,641,91,358,283,7,3,641,3,2,66.7,1,33.3,413,1955,994,1,1,0,3,1,422,0
324,Rominigue Kouamé,MLI,MF,Troyes,24,1996,33.0,1874,39,403,1171,333,17,1874,92,64,69.6,28,30.4,1368,8911,4319,89,62,3,49,32,1360,52
325,Boubakar Kouyaté,MLI,DF,Metz,24,1997,29.6,1697,297,1052,605,51,28,1697,11,6,54.5,5,45.5,878,4749,1989,6,5,0,29,5,814,5
326,Jean-Philippe Krasso,CIV,FW,Saint-Étienne,24,1997,5.0,184,2,6,92,90,33,184,24,15,62.5,9,37.5,112,611,295,11,6,7,27,14,128,25
327,Mykola Kukharevych,UKR,FW,Troyes,20,2001,0.2,8,0,0,1,7,1,8,0,0,,0,,4,1,0,0,0,0,1,0,5,1
328,Enock Kwateng,FRA,DF,Bordeaux,24,1997,22.2,1440,77,504,750,212,8,1440,35,22,62.9,13,37.1,823,4183,2175,37,29,1,27,4,854,38
