Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP
11,Ruben Aguilar,FRA,DF,Monaco,28,1993,23.8,1435,1728,83.0,23194,8766,745,806,92.4,559,658,85.0,93,178,52.2,2,0.9,2.9,+1.1,12,124,32,5,157
12,Anel Ahmedhodžić,BIH,DF,Bordeaux,22,1999,15.0,766,858,89.3,14146,4562,310,333,93.1,353,381,92.7,89,120,74.2,1,0.9,0.4,+0.1,11,39,5,1,63
13,Jean-Eudes Aholou,CIV,MF,Strasbourg,27,1994,11.2,339,412,82.3,5149,1077,164,191,85.9,131,147,89.1,21,37,56.8,1,0.8,1.0,+0.2,6,23,9,1,38
14,Ludovic Ajorque,FRA,FW,Strasbourg,27,1994,30.4,653,906,72.1,9171,1389,386,506,76.3,172,239,72.0,43,61,70.5,8,7.0,4.0,+1.0,46,30,23,4,69
15,Maghnes Akliouche,FRA,MF|FW,Monaco,19,2002,0.6,20,22,90.9,254,86,15,15,100.0,4,6,66.7,1,1,100.0,0,0.0,0.1,0.0,1,3,3,0,5
16,Sofiane Alakouch,MAR,DF|MF,Metz,23,1998,1.8,83,103,80.6,1154,309,52,56,92.9,27,33,81.8,2,5,40.0,0,0.0,0.0,0.0,1,6,0,0,5
17,Josué Albert,FRA,DF,Clermont Foot,29,1992,0.2,5,6,83.3,62,35,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
18,Doğan Alemdar,TUR,GK,Rennes,18,2002,12.0,287,391,73.4,7942,5718,48,48,100.0,149,151,98.7,89,191,46.6,0,0.0,0.0,0.0,0,2,0,0,1
19,Mohamed Ali Cho,FRA,FW,Angers,17,2004,20.4,220,314,70.1,2951,510,132,159,83.0,63,92,68.5,9,21,42.9,1,2.7,2.4,-1.7,14,17,10,2,22
20,Jim Allevinah,GAB,FW,Clermont Foot,26,1995,16.5,416,545,76.3,6103,1306,245,287,85.4,123,164,75.0,29,44,65.9,2,1.9,1.4,+0.1,15,44,10,2,56
21,Ibrahim Amadou,FRA,DF|MF,Metz,28,1993,9.0,384,439,87.5,7290,2224,127,138,92.0,203,224,90.6,43,60,71.7,0,0.1,0.0,-0.1,3,10,0,0,21
22,Jordan Amavi,FRA,DF,Nice,27,1994,4.6,269,319,84.3,4444,1417,144,156,92.3,96,113,85.0,26,39,66.7,0,0.1,0.1,-0.1,1,27,2,0,28
23,Jordan Amavi,FRA,DF|FW,Marseille,27,1994,1.4,74,86,86.0,1244,321,38,43,88.4,29,31,93.5,6,9,66.7,0,0.0,0.1,0.0,1,7,3,1,9
24,Benjamin André,FRA,MF,Lille,30,1990,30.6,1404,1766,79.5,22765,6915,691,804,85.9,524,623,84.1,113,187,60.4,1,1.3,1.3,-0.3,15,145,12,2,178
25,Houssem Aouar,ALG,MF|FW,Lyon,23,1998,27.8,1243,1446,86.0,18236,4604,718,783,91.7,393,453,86.8,75,100,75.0,4,4.5,5.2,-0.5,38,128,34,1,165
26,Adil Aouchiche,FRA,MF|FW,Saint-Étienne,19,2002,12.0,457,614,74.4,7867,2112,220,255,86.3,148,183,80.9,55,107,51.4,4,1.6,1.3,+2.4,17,48,9,3,75
27,Dennis Appiah,FRA,DF,Nantes,29,1992,23.3,756,1001,75.5,13014,5913,348,399,87.2,319,404,79.0,71,139,51.1,0,0.3,1.0,-0.3,3,43,12,7,69
28,Lorenz Assignon,TOG,DF,Rennes,21,2000,6.8,306,383,79.9,5021,1280,141,164,86.0,137,161,85.1,21,34,61.8,2,1.1,0.9,+0.9,7,15,5,1,27
29,Youcef Atal,ALG,DF,Nice,25,1996,12.7,556,738,75.3,8234,2706,321,361,88.9,168,231,72.7,40,88,45.5,1,1.3,1.5,-0.3,12,31,16,7,44
30,Jean-Kévin Augustin,FRA,FW|MF,Nantes,24,1997,0.9,11,14,78.6,133,3,5,5,100.0,4,7,57.1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
31,Karim Azamoum,FRA,DF,Troyes,31,1990,4.3,102,148,68.9,1716,670,53,64,82.8,41,55,74.5,7,22,31.8,0,0.0,0.0,0.0,0,2,0,0,6
32,Loïc Bade,FRA,DF,Rennes,21,2000,10.9,655,729,89.8,13508,4362,177,196,90.3,398,422,94.3,74,104,71.2,1,0.5,0.3,+0.5,2,34,3,1,45
33,Benoît Badiashile,FRA,DF,Monaco,20,2001,20.4,1212,1380,87.8,23885,8489,395,437,90.4,662,710,93.2,136,198,68.7,0,0.4,0.6,-0.4,3,81,2,0,111
34,Youssouph Badji,SEN,FW|MF,Brest,19,2001,1.5,22,35,62.9,210,44,18,28,64.3,1,3,33.3,0,0,,0,0.1,0.2,-0.1,2,2,0,0,0
35,Stéphane Bahoken,CMR,FW,Angers,29,1992,12.2,157,218,72.0,2051,397,82,105,78.1,41,54,75.9,10,16,62.5,1,1.3,0.5,-0.3,8,10,4,1,15
36,Dénys Bain,FRA,DF,Brest,28,1993,2.0,79,84,94.0,1670,707,16,17,94.1,49,51,96.1,13,14,92.9,0,0.0,0.0,0.0,0,3,0,0,8
37,Stefan Bajic,FRA,GK,Saint-Étienne,19,2001,5.7,130,186,69.9,3466,2833,29,29,100.0,67,67,100.0,34,89,38.2,0,0.0,0.0,0.0,0,2,0,0,0
38,Cédric Bakambu,COD,FW,Marseille,30,1991,4.0,50,67,74.6,684,148,30,34,88.2,15,23,65.2,1,3,33.3,0,0.4,0.3,-0.4,7,3,1,0,9
39,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,18,2002,3.4,93,136,68.4,1619,718,37,43,86.0,46,59,78.0,7,26,26.9,0,0.0,0.0,0.0,0,6,1,0,7
40,Dilane Bakwa,FRA,FW|MF,Bordeaux,18,2002,0.5,7,14,50.0,107,23,2,5,40.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
41,Ibrahima Baldé,FRA,FW|MF,Lens,18,2003,0.6,7,11,63.6,105,26,3,6,50.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
42,Leonardo Balerdi,ARG,DF,Marseille,22,1999,10.6,753,819,91.9,14191,4930,269,283,95.1,396,418,94.7,80,107,74.8,0,0.0,0.1,0.0,1,32,0,0,41
43,Abdoulaye Bamba,CIV,DF|FW,Angers,31,1990,5.1,140,183,76.5,2236,914,70,79,88.6,56,74,75.7,8,19,42.1,0,0.1,0.1,-0.1,2,7,2,1,13
44,Jonathan Bamba,CIV,MF|FW,Lille,25,1996,27.0,866,1148,75.4,13258,4314,511,587,87.1,235,301,78.1,79,154,51.3,2,3.7,4.8,-1.7,46,76,34,8,116
45,Simon Banza,COD,FW,Lens,24,1996,1.4,18,31,58.1,296,70,10,16,62.5,5,8,62.5,2,3,66.7,1,0.7,0.6,+0.3,2,1,0,0,1
46,Danilo Barbosa,BRA,DF,Nice,25,1996,1.0,32,42,76.2,596,204,10,12,83.3,17,19,89.5,4,8,50.0,0,0.0,0.0,0.0,0,1,0,0,4
47,Bradley Barcola,FRA,FW|MF,Lyon,18,2002,2.9,57,81,70.4,759,237,38,49,77.6,13,22,59.1,2,3,66.7,1,0.6,1.0,+0.4,6,3,7,3,9
48,Melvin Bard,FRA,DF,Nice,20,2000,28.8,1508,1878,80.3,24327,8654,790,882,89.6,560,677,82.7,112,206,54.4,2,3.4,2.4,-1.4,22,111,22,13,134
49,Toma Bašić,CRO,MF,Bordeaux,24,1996,2.3,67,95,70.5,1318,354,27,30,90.0,29,40,72.5,11,23,47.8,1,0.4,0.4,+0.6,5,6,1,1,9
50,Amine Bassi,FRA,MF|FW,Metz,23,1997,2.0,85,117,72.6,1461,496,41,53,77.4,37,44,84.1,6,15,40.0,0,0.4,0.4,-0.4,7,13,0,0,13
51,Paul Baysse,FRA,MF|DF,Bordeaux,33,1988,0.1,2,4,50.0,47,12,0,1,0.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
52,Youcef Belaïli,ALG,MF|FW,Brest,29,1992,9.2,271,390,69.5,5100,1639,123,148,83.1,88,119,73.9,46,85,54.1,2,2.8,2.3,-0.8,18,31,17,2,42
53,Haris Belkebla,ALG,MF,Brest,27,1994,25.7,826,986,83.8,14445,4109,381,430,88.6,337,396,85.1,89,117,76.1,0,0.8,1.3,-0.8,15,71,11,4,98
54,Jean-Ricner Bellegarde,FRA,MF,Strasbourg,23,1998,25.9,876,1073,81.6,14498,3130,422,472,89.4,348,404,86.1,78,130,60.0,3,2.7,2.4,+0.3,23,75,18,2,107
55,Jeanöel Belocian,FRA,DF,Rennes,16,2005,0.1,8,10,80.0,126,46,3,3,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
56,Hatem Ben Arfa,FRA,FW|MF,Lille,34,1987,3.5,132,153,86.3,1922,355,77,80,96.3,40,49,81.6,8,13,61.5,1,0.7,1.1,+0.3,6,5,4,0,14
57,Salim Ben Seghir,FRA,MF,Marseille,18,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
58,Wissam Ben Yedder,FRA,FW,Monaco,30,1990,28.1,496,688,72.1,6662,1285,299,370,80.8,146,216,67.6,20,32,62.5,5,5.0,5.0,0.0,32,32,31,0,73
59,Darío Benedetto,ARG,FW|MF,Marseille,31,1990,0.6,9,12,75.0,153,32,3,4,75.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,2
60,Walter Benítez,ARG,GK,Nice,28,1993,37.0,777,1036,75.0,20536,15856,213,213,100.0,330,337,97.9,232,481,48.2,0,0.0,0.1,0.0,0,6,1,0,0
61,Loris Benito,SUI,DF,Bordeaux,29,1992,0.7,42,52,80.8,781,289,11,14,78.6,30,33,90.9,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,5
62,Nabil Bentaleb,ALG,MF,Angers,26,1994,16.8,755,913,82.7,13017,4028,324,370,87.6,333,387,86.0,66,96,68.8,0,0.1,0.4,-0.1,3,81,5,0,82
63,Patrick Berg,NOR,MF,Lens,23,1997,3.4,179,218,82.1,2936,633,83,95,87.4,75,92,81.5,12,18,66.7,0,0.0,0.1,0.0,1,13,1,0,15
64,Mitchell van Bergen,NED,FW|MF,Reims,21,1999,10.9,139,225,61.8,2171,618,77,95,81.1,34,55,61.8,20,47,42.6,0,1.3,1.1,-1.3,18,1,12,5,14
65,Valon Berisha,KVX,MF|FW,Reims,28,1993,5.1,126,188,67.0,2198,751,62,85,72.9,38,51,74.5,17,35,48.6,1,0.5,0.5,+0.5,8,13,4,2,20
66,Paul Bernardoni,FRA,GK,Angers,24,1997,13.0,267,340,78.5,7530,4954,27,27,100.0,146,150,97.3,92,160,57.5,0,0.0,0.0,0.0,0,2,0,0,0
67,Paul Bernardoni,FRA,GK,Saint-Étienne,24,1997,19.0,330,581,56.8,9834,7548,57,58,98.3,147,152,96.7,124,367,33.8,0,0.0,0.0,0.0,0,7,0,0,0
68,Juan Bernat,ESP,DF|MF,Paris S-G,28,1993,10.6,628,681,92.2,8076,1920,420,445,94.4,173,185,93.5,10,17,58.8,0,0.7,1.0,-0.7,5,37,5,1,30
69,Dimitry Bertaud,FRA,GK,Montpellier,23,1998,9.3,223,313,71.2,5837,4461,54,54,100.0,105,105,100.0,64,153,41.8,0,0.0,0.0,0.0,0,0,0,0,0
70,Jason Berthomier,FRA,MF,Clermont Foot,31,1990,19.2,1158,1427,81.1,18350,4969,642,700,91.7,368,436,84.4,104,214,48.6,5,3.9,4.7,+1.1,46,103,20,6,134
71,Giulian Biancone,FRA,DF|MF,Troyes,21,2000,25.5,939,1279,73.4,16275,6666,430,522,82.4,394,504,78.2,86,184,46.7,2,1.0,1.3,+1.0,14,68,18,13,87
72,El Bilal Touré,MLI,FW,Reims,19,2001,13.3,242,330,73.3,3005,497,167,211,79.1,57,79,72.2,5,9,55.6,4,1.7,0.8,+2.3,11,17,6,1,23
73,Jean-Claude Billong,CMR,DF,Clermont Foot,27,1993,10.9,417,490,85.1,8059,2765,131,146,89.7,233,251,92.8,42,70,60.0,0,0.1,0.1,-0.1,1,12,1,1,21
74,Nathan Bitu Mazala,FRA,DF,Paris S-G,18,2002,0.1,9,10,90.0,124,22,5,6,83.3,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
75,Marco Bizot,NED,GK,Brest,30,1991,38.0,851,1207,70.5,29158,23011,86,86,100.0,371,376,98.7,393,742,53.0,1,0.1,0.1,+0.9,2,22,0,0,0
76,Ludovic Blas,FRA,MF|FW,Nantes,23,1997,32.9,833,1056,78.9,16142,3862,354,422,83.9,333,396,84.1,129,172,75.0,5,3.9,2.9,+1.1,41,112,29,9,157
77,Myron Boadu,NED,FW,Monaco,20,2001,10.7,128,167,76.6,1763,280,79,96,82.3,39,48,81.3,4,6,66.7,1,0.6,0.8,+0.4,6,11,1,0,11
78,Jérôme Boateng,GER,DF,Lyon,32,1988,18.0,991,1135,87.3,20956,8278,244,263,92.8,606,638,95.0,133,222,59.9,1,1.7,1.2,-0.7,8,80,7,2,85
79,Antonin Bobichon,FRA,MF|FW,Angers,25,1995,0.4,12,17,70.6,178,51,8,9,88.9,4,6,66.7,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1
80,Quentin Boisgard,FRA,MF|FW,Lorient,24,1997,10.6,286,396,72.2,4496,1285,154,189,81.5,87,117,74.4,25,50,50.0,1,1.4,0.8,-0.4,11,28,8,1,31
81,Charles Boli,FRA,MF|DF,Lens,22,1998,0.4,16,20,80.0,254,40,9,10,90.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2
82,Sven Botman,NED,DF,Lille,21,2000,25.0,1340,1525,87.9,26020,10123,488,531,91.9,662,714,92.7,170,238,71.4,1,0.2,0.5,+0.8,7,58,3,0,79
83,Denis Bouanga,GAB,FW|MF,Saint-Étienne,26,1994,27.1,539,795,67.8,8918,2448,299,378,79.1,150,229,65.5,56,112,50.0,6,4.9,4.1,+1.1,33,45,22,8,66
84,Hicham Boudaoui,ALG,MF,Nice,21,1999,18.0,499,665,75.0,6827,1477,317,373,85.0,137,176,77.8,18,49,36.7,2,2.7,2.4,-0.7,15,38,15,7,47
85,Ryad Boudebouz,ALG,MF|FW,Saint-Étienne,31,1990,25.0,1233,1586,77.7,21760,5825,563,647,87.0,451,562,80.2,156,256,60.9,4,3.6,3.5,+0.4,53,119,21,4,182
86,Sofiane Boufal,MAR,FW|MF,Angers,27,1993,25.9,746,1016,73.4,12458,3618,387,461,83.9,241,308,78.2,79,157,50.3,4,6.4,5.2,-2.4,56,65,33,4,125
87,Farid Boulaya,ALG,MF|FW,Metz,28,1993,17.0,505,760,66.4,9452,3071,223,294,75.9,162,224,72.3,93,171,54.4,2,3.5,3.6,-1.5,32,59,17,2,74
88,Ismaëlben Boura,FRA,DF,Lens,20,2000,1.1,61,72,84.7,1032,340,31,32,96.9,20,24,83.3,7,13,53.8,0,0.0,0.0,0.0,0,1,1,0,3
89,Benjamin Bourigeaud,FRA,FW|MF,Rennes,27,1994,35.5,1374,1942,70.8,26382,8525,576,690,83.5,541,695,77.8,223,430,51.9,12,12.3,11.6,-0.3,122,133,82,26,201
90,Redwan Bourles,FRA,MF|FW,Lorient,18,2003,0.2,4,7,57.1,58,20,2,4,50.0,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,0,1,0,1
91,Domagoj Bradarić,CRO,DF,Lille,21,1999,4.6,220,297,74.1,3571,1028,109,126,86.5,92,116,79.3,16,43,37.2,0,0.7,0.8,-0.7,6,19,3,2,15
92,Bilal Brahimi,ALG,MF,Nice,21,2000,4.2,126,181,69.6,2142,465,60,73,82.2,42,63,66.7,15,29,51.7,0,0.9,0.7,-0.9,10,6,8,7,9
93,Bilal Brahimi,ALG,FW,Angers,21,2000,3.8,66,95,69.5,953,255,39,47,83.0,19,28,67.9,5,9,55.6,1,0.9,0.8,+0.1,7,2,5,2,5
94,Lilian Brassier,FRA,DF,Brest,21,1999,25.1,1012,1273,79.5,21613,8622,296,343,86.3,534,607,88.0,169,287,58.9,0,0.6,0.4,-0.6,8,91,9,1,86
95,Jimmy Briand,FRA,FW|MF,Bordeaux,35,1985,2.5,64,77,83.1,816,207,43,48,89.6,16,21,76.2,1,1,100.0,1,1.0,0.7,0.0,11,3,4,0,7
96,Dylan Bronn,TUN,DF,Metz,26,1995,28.3,955,1185,80.6,18748,7367,338,385,87.8,488,546,89.4,118,218,54.1,2,1.2,1.0,+0.8,4,63,4,1,58
97,Osman Bukari,GHA,FW|MF,Nantes,22,1998,11.2,220,299,73.6,2723,644,145,172,84.3,58,80,72.5,4,16,25.0,4,2.8,1.7,+1.2,18,10,6,2,20
98,Maxime Busi,BEL,DF,Reims,21,1999,14.4,548,709,77.3,9362,3622,270,300,90.0,225,276,81.5,46,101,45.5,0,1.1,0.8,-1.1,17,44,14,4,60
99,Oriol Busquets,ESP,MF,Clermont Foot,22,1999,2.2,110,124,88.7,1860,580,61,68,89.7,30,35,85.7,15,17,88.2,0,0.0,0.0,0.0,0,10,0,0,10
100,Marcin Bułka,POL,GK,Nice,21,1999,1.0,21,24,87.5,373,246,7,8,87.5,13,13,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
101,Rémy Cabella,FRA,MF|FW,Montpellier,31,1990,3.5,175,211,82.9,2612,872,108,126,85.7,51,58,87.9,10,16,62.5,0,0.6,0.9,-0.6,8,24,8,0,34
102,Jimmy Cabot,FRA,DF,Angers,27,1994,22.3,1081,1381,78.3,18917,5045,536,597,89.8,424,524,80.9,107,196,54.6,5,1.7,1.5,+3.3,18,55,23,10,77
103,Anthony Caci,FRA,DF,Strasbourg,24,1997,26.6,1260,1627,77.4,23631,8890,516,594,86.9,553,675,81.9,164,278,59.0,3,4.0,3.6,-1.0,28,125,31,18,174
104,Mathieu Cafaro,FRA,MF|FW,Reims,24,1997,2.1,44,84,52.4,792,312,17,31,54.8,23,29,79.3,3,21,14.3,0,0.1,0.4,-0.1,2,2,5,2,6
105,Yannick Cahuzac,FRA,MF,Lens,36,1985,6.9,214,251,85.3,3284,758,114,127,89.8,87,101,86.1,8,12,66.7,0,0.0,0.2,0.0,1,21,2,0,19
106,Marc-Aurèle Caillard,FRA,GK,Metz,27,1994,17.1,269,455,59.1,9691,8167,28,28,100.0,113,117,96.6,127,308,41.2,0,0.0,0.0,0.0,0,7,0,0,0
107,Jens Cajuste,SWE,MF|FW,Reims,21,1999,4.0,66,96,68.8,1141,304,31,37,83.8,25,40,62.5,7,9,77.8,0,0.0,0.1,0.0,2,4,1,0,13
108,Duje Ćaleta-Car,CRO,DF,Marseille,24,1996,22.9,1668,1820,91.6,32452,10224,573,603,95.0,878,913,96.2,195,269,72.5,0,0.6,0.8,-0.6,3,95,6,0,83
109,Lucas Calodat,FRA,DF,Saint-Étienne,19,2002,0.0,2,2,100.0,27,9,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
110,Mahdi Camara,FRA,MF|DF,Saint-Étienne,23,1998,34.1,1233,1502,82.1,18281,5379,682,781,87.3,426,494,86.2,65,112,58.0,0,1.3,1.3,-1.3,30,114,11,3,132
111,Mamadou Camara,FRA,FW,Troyes,20,2001,0.4,9,13,69.2,153,6,1,2,50.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
112,Eduardo Camavinga,FRA,MF,Rennes,18,2002,1.6,67,74,90.5,1373,236,25,30,83.3,27,28,96.4,13,13,100.0,0,0.0,0.0,0.0,1,6,0,0,8
113,Fali Candé,GNB,DF,Metz,23,1998,10.8,348,488,71.3,5944,2533,168,197,85.3,146,190,76.8,34,82,41.5,2,1.5,1.5,+0.5,12,16,4,3,20
114,Pierrick Capelle,FRA,MF|DF,Angers,34,1987,13.3,456,563,81.0,7826,2216,206,239,86.2,192,216,88.9,44,66,66.7,1,1.9,0.6,-0.9,14,38,3,1,50
115,Maxence Caqueret,FRA,MF,Lyon,21,2000,25.9,1313,1548,84.8,20304,6564,694,779,89.1,473,527,89.8,85,122,69.7,0,1.7,2.4,-1.7,24,172,16,1,154
116,Irvin Cardona,FRA,FW|MF,Brest,23,1997,14.8,209,324,64.5,2936,715,129,167,77.2,52,72,72.2,14,45,31.1,2,1.7,1.6,+0.3,15,10,6,2,18
117,Igor Carioca,BRA,DF,Lorient,24,1996,17.5,584,777,75.2,9338,3012,283,324,87.3,237,299,79.3,41,79,51.9,0,0.7,0.8,-0.7,10,32,12,7,43
118,Moreto Cassamã,GNB,MF,Reims,23,1998,8.9,351,434,80.9,6813,1909,138,157,87.9,149,164,90.9,57,83,68.7,0,0.5,0.6,-0.5,8,47,4,0,45
119,Jean-Charles Castelletto,CMR,DF,Nantes,26,1995,27.9,1036,1208,85.8,19254,7350,369,417,88.5,531,579,91.7,105,167,62.9,0,0.2,0.3,-0.2,6,97,5,1,95
120,Zeki Çelik,TUR,DF,Lille,24,1997,30.0,1390,1755,79.2,22094,8085,740,829,89.3,506,623,81.2,102,194,52.6,3,1.8,2.8,+1.2,23,109,34,12,172
121,Fabien Centonze,FRA,DF,Metz,25,1996,17.6,591,769,76.9,8827,3879,350,398,87.9,198,261,75.9,29,69,42.0,1,0.5,0.5,+0.5,11,41,11,5,55
122,El Chadaille Bitshiabu,FRA,DF,Paris S-G,16,2005,0.1,6,6,100.0,113,29,4,4,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
123,Nassim Chadli,FRA,MF|DF,Troyes,20,2001,1.1,26,43,60.5,360,112,17,20,85.0,7,14,50.0,1,4,25.0,0,0.0,0.0,0.0,1,5,0,0,2
124,Mehdi Chahiri,MAR,DF,Strasbourg,25,1996,0.2,2,6,33.3,38,13,1,3,33.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
125,Dylan Chambost,FRA,MF|FW,Troyes,23,1997,8.4,379,492,77.0,6344,1758,178,208,85.6,152,187,81.3,33,63,52.4,1,0.6,0.7,+0.4,9,34,7,2,47
126,Brendan Chardonnet,FRA,DF,Brest,26,1994,29.8,1044,1287,81.1,23958,10114,250,277,90.3,549,600,91.5,232,374,62.0,0,0.4,0.6,-0.4,9,97,3,0,83
127,Xavier Chavalerin,FRA,MF,Troyes,30,1991,30.2,785,1049,74.8,12517,4017,427,487,87.7,247,329,75.1,70,135,51.9,2,3.8,3.0,-1.8,25,66,19,5,93
128,Xavier Chavalerin,FRA,MF,Reims,30,1991,2.4,76,96,79.2,1297,447,39,42,92.9,27,32,84.4,8,16,50.0,0,0.3,0.3,-0.3,3,4,3,1,12
129,Rayan Cherki,FRA,FW|MF,Lyon,17,2003,4.9,196,262,74.8,2933,766,122,142,85.9,53,66,80.3,15,37,40.5,1,0.7,0.7,+0.3,12,16,6,0,23
130,Pedro Chirivella,ESP,MF,Nantes,24,1997,29.3,1457,1719,84.8,27765,7406,600,651,92.2,575,630,91.3,231,351,65.8,1,1.3,1.4,-0.3,25,213,18,1,216
131,Joris Chotard,FRA,MF,Montpellier,19,2001,32.6,1081,1289,83.9,19018,5550,471,536,87.9,444,503,88.3,122,172,70.9,1,0.7,1.2,+0.3,12,71,15,5,91
132,Alexis Claude-Maurice,FRA,MF,Nice,23,1998,2.3,88,103,85.4,1262,269,56,63,88.9,23,26,88.5,6,7,85.7,2,1.2,0.7,+0.8,8,4,3,1,7
133,Jonathan Clauss,FRA,DF,Lens,28,1992,33.8,1243,1883,66.0,22171,9437,594,723,82.2,450,639,70.4,162,399,40.6,11,7.0,7.6,+4.0,74,82,60,23,140
134,Marcus Coco,FRA,MF|FW,Nantes,25,1996,10.3,224,325,68.9,3260,1250,123,154,79.9,73,111,65.8,15,33,45.5,1,1.5,0.6,-0.5,7,19,5,2,22
135,Abdu Conté,POR,DF,Troyes,23,1998,15.0,447,614,72.8,6811,2488,244,302,80.8,159,211,75.4,27,57,47.4,1,2.1,2.0,-1.1,9,30,9,5,37
136,Sébastien Corchia,FRA,DF,Nantes,30,1990,14.7,367,548,67.0,6314,3079,170,199,85.4,161,230,70.0,30,79,38.0,3,0.6,1.0,+2.4,11,40,10,8,57
137,Maxwel Cornet,CIV,DF,Lyon,24,1996,0.7,33,40,82.5,497,139,17,18,94.4,13,15,86.7,2,5,40.0,0,0.0,0.1,0.0,1,1,1,1,0
138,David Pereira da Costa,POR,MF|FW,Lens,20,2001,16.3,646,798,81.0,9138,2325,373,422,88.4,205,243,84.4,28,60,46.7,5,3.5,3.0,+1.5,41,61,20,2,96
139,Benoît Costil,FRA,GK,Bordeaux,34,1987,25.0,632,905,69.8,19839,14847,79,79,100.0,259,264,98.1,290,556,52.2,0,0.0,0.0,0.0,1,8,1,0,2
140,Kalifa Coulibaly,MLI,FW,Nantes,29,1991,9.4,111,191,58.1,1267,281,66,102,64.7,23,50,46.0,3,4,75.0,0,1.3,0.4,-1.3,9,4,5,0,13
141,Nicolas Cozza,FRA,DF,Montpellier,22,1999,30.8,1115,1377,81.0,20482,7047,409,475,86.1,573,658,87.1,109,187,58.3,2,0.6,1.5,+1.4,11,47,9,3,78
142,Enzo Crivelli,FRA,FW|MF,Saint-Étienne,26,1995,1.1,13,21,61.9,162,35,7,9,77.8,4,7,57.1,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
