Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,Yunis Abdelhamid,MAR,DF,Reims,33,1987,34,2983,88,87.2,33.1,34,88,33,0,,0,1.12,38,41,-3,-0.09,-0.50,31.8,41.3,-9.5,-0.29,-0.46
2,Salis Abdul Samed,GHA,MF,Clermont Foot,21,2000,31,2462,79,72.0,27.4,29,82,19,2,38,1,1.10,26,44,-18,-0.66,+0.56,28.9,36.2,-7.3,-0.27,-0.20
3,Laurent Abergel,FRA,MF,Lorient,28,1993,34,2956,87,86.4,32.8,34,87,26,0,,0,0.82,27,59,-32,-0.97,-1.75,35.5,45.7,-10.2,-0.31,-0.50
4,Charles Abi,FRA,FW,Saint-Étienne,21,2000,1,45,45,1.3,0.5,1,45,0,0,,0,1.00,0,0,0,0.00,+0.93,0.5,0.3,+0.2,+0.40,+0.94
5,Matthis Abline,FRA,FW,Rennes,18,2003,7,103,15,3.0,1.1,1,45,0,6,10,9,1.14,0,1,-1,-0.87,-2.04,0.9,1.8,-1.0,-0.86,-1.42
6,Mohamed Achi,FRA,MF,Nantes,19,2002,1,10,10,0.3,0.1,0,,0,1,10,4,1.00,0,0,0,0.00,-0.18,0.0,0.0,0.0,+0.14,+0.33
7,Martin Adeline,FRA,MF|FW,Reims,17,2003,8,352,44,10.3,3.9,2,76,1,6,34,3,1.13,4,5,-1,-0.26,-0.26,3.4,4.9,-1.5,-0.39,-0.18
8,Yacine Adli,FRA,MF|FW,Bordeaux,21,2000,36,2260,63,66.1,25.1,25,78,10,11,28,1,0.75,33,59,-26,-1.04,-0.03,26.6,43.4,-16.8,-0.67,-0.27
9,Lucien Agoume,FRA,MF,Brest,19,2002,27,1868,69,54.6,20.8,21,83,13,6,21,4,1.30,27,32,-5,-0.24,-0.07,27.5,31.5,-3.9,-0.19,+0.33
10,Nayef Aguerd,MAR,DF,Rennes,25,1996,31,2735,88,80.0,30.4,31,88,28,0,,0,1.94,66,29,+37,+1.22,+0.56,49.4,33.1,+16.2,+0.53,+0.06
11,Ruben Aguilar,FRA,DF,Monaco,28,1993,28,2140,76,62.6,23.8,22,88,19,6,33,8,1.96,44,24,+20,+0.84,+0.49,37.2,25.0,+12.2,+0.51,+0.04
12,Aymeric Ahmed,COM,MF,Strasbourg,17,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
13,Anel Ahmedhodžić,BIH,DF,Bordeaux,22,1999,15,1350,90,39.5,15.0,15,90,15,0,,0,0.67,18,38,-20,-1.33,-0.51,20.0,22.9,-2.9,-0.19,+0.63
14,Jean-Eudes Aholou,CIV,MF,Strasbourg,27,1994,25,1004,40,29.4,11.2,11,64,0,14,22,6,1.76,17,12,+5,+0.45,0.00,16.5,12.7,+3.7,+0.33,+0.02
15,Ludovic Ajorque,FRA,FW,Strasbourg,27,1994,36,2738,76,80.1,30.4,31,84,20,5,26,0,1.64,46,36,+10,+0.33,-0.60,44.6,34.1,+10.5,+0.35,+0.13
16,Maghnes Akliouche,FRA,MF|FW,Monaco,19,2002,7,54,8,1.6,0.6,0,,0,7,8,4,1.57,1,2,-1,-1.67,-2.36,1.0,1.2,-0.2,-0.37,-0.88
17,Sofiane Alakouch,MAR,DF|MF,Metz,23,1998,4,158,40,4.6,1.8,0,,0,4,40,13,1.00,0,2,-2,-1.14,-0.26,1.6,3.2,-1.6,-0.92,-0.04
18,Josué Albert,FRA,DF,Clermont Foot,29,1992,2,22,11,0.6,0.2,0,,0,2,11,15,0.50,0,1,-1,-4.09,-3.30,1.0,0.3,+0.7,+2.85,+3.08
19,Doğan Alemdar,TUR,GK,Rennes,18,2002,12,1080,90,31.6,12.0,12,90,12,0,,7,1.58,29,13,+16,+1.33,+0.33,20.4,14.0,+6.4,+0.53,+0.01
20,Mohamed Ali Cho,FRA,FW,Angers,17,2004,32,1837,57,53.7,20.4,21,76,0,11,23,0,1.19,27,25,+2,+0.10,+0.84,26.2,23.8,+2.4,+0.12,+0.45
21,Rachid Alioui,MAR,FW,Angers,29,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
22,Jim Allevinah,GAB,FW,Clermont Foot,26,1995,30,1488,50,43.5,16.5,13,77,3,17,29,1,0.93,15,32,-17,-1.03,-0.38,18.8,23.4,-4.5,-0.27,-0.11
23,Ibrahim Amadou,FRA,DF|MF,Metz,28,1993,10,812,81,23.7,9.0,10,81,7,0,,1,0.40,3,13,-10,-1.11,-0.28,5.4,13.2,-7.8,-0.86,+0.02
24,Jordan Amavi,FRA,DF,Nice,27,1994,8,413,52,12.1,4.6,4,77,1,4,27,5,2.25,9,3,+6,+1.31,+1.01,8.6,2.3,+6.2,+1.35,+1.14
25,Jordan Amavi,FRA,DF|FW,Marseille,27,1994,2,128,64,3.7,1.4,2,64,0,0,,14,1.00,1,1,0,0.00,-0.68,0.3,1.4,-1.2,-0.82,-1.38
26,Benjamin André,FRA,MF,Lille,30,1990,33,2752,83,80.5,30.6,33,83,21,0,,0,1.36,35,41,-6,-0.20,-1.00,40.5,30.4,+10.1,+0.33,+0.27
27,Houssem Aouar,ALG,MF|FW,Lyon,23,1998,36,2504,70,73.2,27.8,29,81,17,7,21,0,1.64,47,37,+10,+0.36,-0.13,50.8,41.7,+9.2,+0.33,+0.01
28,Adil Aouchiche,FRA,MF|FW,Saint-Étienne,19,2002,35,1081,31,31.6,12.0,11,61,0,24,17,2,0.83,14,25,-11,-0.92,+0.01,13.7,21.5,-7.7,-0.65,-0.18
29,Dennis Appiah,FRA,DF,Nantes,29,1992,32,2099,66,61.4,23.3,22,87,19,10,18,4,1.50,31,27,+4,+0.17,-0.03,25.9,33.2,-7.3,-0.31,-0.33
30,Rocco Ascone,FRA,FW,Lille,17,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
31,Lorenz Assignon,TOG,DF,Rennes,21,2000,20,616,31,18.0,6.8,5,90,5,15,11,16,1.70,23,6,+17,+2.48,+1.68,13.7,6.0,+7.7,+1.13,+0.74
32,Youcef Atal,ALG,DF,Nice,25,1996,17,1140,67,33.3,12.7,13,78,6,4,31,4,1.29,20,12,+8,+0.63,+0.32,19.3,11.4,+7.9,+0.63,+0.42
33,Jean-Kévin Augustin,FRA,FW|MF,Nantes,24,1997,7,84,12,2.5,0.9,0,,0,7,12,7,1.14,1,1,0,0.00,-0.19,0.5,1.2,-0.7,-0.76,-0.58
34,Eric Ayiah,GHA,FW,Monaco,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
35,Karim Azamoum,FRA,DF,Troyes,31,1990,7,388,55,11.3,4.3,4,75,3,3,29,0,0.71,4,6,-2,-0.46,-0.05,3.9,5.0,-1.1,-0.25,+0.06
36,Ousmane Ba,SEN,GK,Metz,19,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,
37,Loïc Bade,FRA,DF,Rennes,21,2000,14,985,70,28.8,10.9,11,85,9,3,15,12,1.64,17,9,+8,+0.73,-0.53,16.7,13.4,+3.3,+0.30,-0.30
38,Benoît Badiashile,FRA,DF,Monaco,20,2001,24,1838,77,53.7,20.4,21,86,18,3,8,2,2.08,35,22,+13,+0.64,-0.05,31.6,22.2,+9.5,+0.46,-0.08
39,Youssouph Badji,SEN,FW|MF,Brest,19,2001,9,135,15,3.9,1.5,1,71,0,8,8,8,0.33,2,3,-1,-0.67,-0.47,1.0,2.9,-1.9,-1.28,-0.98
40,Stéphane Bahoken,CMR,FW,Angers,29,1992,29,1099,38,32.1,12.2,12,70,0,17,15,2,1.17,15,16,-1,-0.08,+0.31,16.3,14.1,+2.2,+0.18,+0.40
41,Dénys Bain,FRA,DF,Brest,28,1993,2,180,90,5.3,2.0,2,90,2,0,,17,0.00,2,6,-4,-2.00,-1.89,1.1,6.0,-4.9,-2.44,-2.22
42,Stefan Bajic,FRA,GK,Saint-Étienne,19,2001,7,510,73,14.9,5.7,4,90,4,3,50,12,0.14,4,13,-9,-1.59,-0.78,5.2,9.5,-4.4,-0.78,-0.30
43,Cédric Bakambu,COD,FW,Marseille,30,1991,12,356,30,10.4,4.0,5,57,0,7,10,3,2.25,11,10,+1,+0.25,-0.45,8.6,3.5,+5.2,+1.31,+0.90
44,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,18,2002,4,307,77,9.0,3.4,4,77,2,0,,1,1.00,4,6,-2,-0.59,+0.37,2.9,3.6,-0.7,-0.19,+0.36
45,Dilane Bakwa,FRA,FW|MF,Bordeaux,18,2002,5,43,9,1.3,0.5,0,,0,5,9,4,1.40,0,2,-2,-4.19,-3.20,0.3,1.6,-1.3,-2.37,-1.82
46,Ibrahima Baldé,FRA,FW|MF,Lens,18,2003,4,58,15,1.7,0.6,0,,0,4,15,9,0.75,1,1,0,0.00,-0.37,0.7,0.5,+0.1,+0.21,+0.01
47,Carlos Baleba,CMR,MF,Lille,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
48,Leonardo Balerdi,ARG,DF,Marseille,22,1999,17,950,56,27.8,10.6,10,88,7,7,11,8,2.29,21,11,+10,+0.95,+0.40,15.6,10.7,+4.9,+0.46,-0.06
49,Abdoulaye Bamba,CIV,DF|FW,Angers,31,1990,10,458,46,13.4,5.1,4,88,3,6,18,13,1.20,4,9,-5,-0.98,-0.80,4.6,10.5,-5.9,-1.16,-1.23
50,Jonathan Bamba,CIV,MF|FW,Lille,25,1996,31,2428,78,71.0,27.0,28,83,10,3,31,0,1.35,31,31,0,0.00,0.00,34.0,26.3,+7.7,+0.29,+0.02
51,Robson Bambu,BRA,DF,Nice,23,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
52,Simon Banza,COD,FW,Lens,24,1996,4,124,31,3.6,1.4,1,64,0,3,20,0,1.50,4,1,+3,+2.18,+1.88,2.1,0.7,+1.4,+1.02,+0.86
53,Danilo Barbosa,BRA,DF,Nice,25,1996,1,90,90,2.6,1.0,1,90,1,0,,8,1.00,0,0,0,0.00,-0.43,0.2,0.8,-0.6,-0.60,-0.97
54,Bradley Barcola,FRA,FW|MF,Lyon,18,2002,11,263,24,7.7,2.9,2,70,0,9,14,8,1.82,11,5,+6,+2.05,+1.80,8.9,7.6,+1.3,+0.44,+0.13
55,Malcolm Barcola,TOG,GK,Lyon,22,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
56,Melvin Bard,FRA,DF,Nice,20,2000,33,2589,78,75.7,28.8,30,85,23,3,16,2,1.67,38,28,+10,+0.35,-0.30,42.3,34.0,+8.4,+0.29,-0.22
57,Gabriel Bares,SUI,MF,Montpellier,20,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,
58,Yacouba Barry,FRA,MF,Lens,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
59,Teddy Bartouche-Selbonne,GLP,GK,Lorient,24,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
60,Toma Bašić,CRO,MF,Bordeaux,24,1996,3,209,70,6.1,2.3,3,70,0,0,,0,0.67,3,3,0,0.00,+1.09,1.3,3.5,-2.3,-0.98,-0.43
61,Amine Bassi,FRA,MF|FW,Metz,23,1997,5,184,37,5.4,2.0,2,68,0,3,16,13,0.80,1,3,-2,-0.98,-0.09,1.5,3.1,-1.6,-0.80,+0.08
62,Paul Baysse,FRA,MF|DF,Bordeaux,33,1988,2,11,6,0.3,0.1,0,,0,2,6,7,2.00,0,0,0,0.00,+1.03,0.0,0.4,-0.4,-2.99,-2.42
63,Joffrey Bazié,BFA,FW,Lille,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
64,Youcef Belaïli,ALG,MF|FW,Brest,29,1992,13,825,63,24.1,9.2,11,68,1,2,38,1,0.85,15,16,-1,-0.11,+0.13,12.7,14.0,-1.3,-0.14,+0.26
65,Haris Belkebla,ALG,MF,Brest,27,1994,31,2310,75,67.5,25.7,26,84,19,5,24,3,1.29,32,37,-5,-0.19,+0.05,24.9,39.9,-14.9,-0.58,-0.75
66,Yassin Belkhdim,FRA,MF,Angers,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
67,Alaa Bellaarouch,MAR,GK,Strasbourg,19,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
68,Yuliwes Bellache,FRA,MF,Clermont Foot,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
69,Raoul Bellanova,ITA,DF|MF,Bordeaux,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
70,Jean-Ricner Bellegarde,FRA,MF,Strasbourg,23,1998,36,2332,65,68.2,25.9,26,83,14,10,19,0,1.67,35,31,+4,+0.15,-0.92,35.5,30.6,+4.9,+0.19,-0.41
71,Jeanöel Belocian,FRA,DF,Rennes,16,2005,1,12,12,0.4,0.1,0,,0,1,12,10,3.00,0,1,-1,-7.50,-8.64,0.0,0.7,-0.7,-5.15,-5.69
72,Hatem Ben Arfa,FRA,FW|MF,Lille,34,1987,7,314,45,9.2,3.5,4,66,0,3,17,2,1.29,4,6,-2,-0.57,-0.63,4.5,6.7,-2.2,-0.63,-1.00
73,Salim Ben Seghir,FRA,MF,Marseille,18,2003,1,1,1,0.0,0.0,0,,0,1,1,15,3.00,0,0,0,0.00,-0.66,0.2,0.0,+0.1,+11.78,+11.28
74,Wissam Ben Yedder,FRA,FW,Monaco,30,1990,37,2529,68,73.9,28.1,29,79,7,8,29,0,1.84,50,28,+22,+0.78,+0.48,42.9,29.2,+13.6,+0.49,-0.05
75,Darío Benedetto,ARG,FW|MF,Marseille,31,1990,2,54,27,1.6,0.6,0,,0,2,27,0,2.00,3,0,+3,+5.00,+4.41,1.0,0.2,+0.8,+1.40,+0.91
76,Walter Benítez,ARG,GK,Nice,28,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,1.81,52,35,+17,+0.46,+1.46,54.6,40.9,+13.7,+0.37,+0.95
77,Loris Benito,SUI,DF,Bordeaux,29,1992,1,61,61,1.8,0.7,1,61,0,0,,1,0.00,0,0,0,0.00,+1.04,0.6,1.7,-1.1,-1.63,-1.07
78,Nabil Bentaleb,ALG,MF,Angers,26,1994,18,1515,84,44.3,16.8,18,84,10,0,,0,0.89,16,24,-8,-0.48,-0.33,18.2,23.3,-5.1,-0.30,-0.37
79,Aylan Benyahia,FRA,FW,Marseille,16,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
80,Patrick Berg,NOR,MF,Lens,23,1997,14,307,22,9.0,3.4,2,76,1,12,13,4,2.00,6,2,+4,+1.17,+0.88,3.7,2.1,+1.7,+0.49,+0.32
81,Mitchell van Bergen,NED,FW|MF,Reims,21,1999,20,983,49,28.7,10.9,11,61,0,9,35,5,1.15,9,11,-2,-0.18,-0.22,9.6,11.9,-2.2,-0.20,+0.04
82,Valon Berisha,KVX,MF|FW,Reims,28,1993,13,455,35,13.3,5.1,5,47,0,8,27,8,0.92,2,5,-3,-0.59,-0.65,3.6,8.1,-4.5,-0.89,-0.76
83,Paul Bernardoni,FRA,GK,Angers,24,1997,13,1170,90,34.2,13.0,13,90,13,0,,0,1.31,19,19,0,0.00,+0.44,15.3,14.5,+0.7,+0.06,+0.23
84,Paul Bernardoni,FRA,GK,Saint-Étienne,24,1997,19,1710,90,50.0,19.0,19,90,19,0,,0,1.05,25,37,-12,-0.63,+0.58,19.9,29.3,-9.4,-0.49,+0.06
85,Juan Bernat,ESP,DF|MF,Paris S-G,28,1993,15,958,64,28.0,10.6,12,76,3,3,15,7,2.33,23,10,+13,+1.22,-0.28,22.2,11.7,+10.5,+0.99,+0.02
86,Dimitry Bertaud,FRA,GK,Montpellier,23,1998,11,833,76,24.4,9.3,9,90,9,2,12,25,0.82,14,20,-6,-0.65,-0.44,12.8,15.1,-2.4,-0.25,+0.17
87,Ugo Bertelli,FRA,MF,Marseille,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
88,Jason Berthomier,FRA,MF,Clermont Foot,31,1990,29,1732,60,50.6,19.2,22,72,2,7,20,1,0.83,19,30,-11,-0.57,+0.49,22.0,24.1,-2.1,-0.11,+0.20
89,Loïc Bessile,TOG,DF,Bordeaux,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
90,Giulian Biancone,FRA,DF|MF,Troyes,21,2000,33,2292,69,67.0,25.5,26,83,18,7,21,0,1.03,27,33,-6,-0.24,+0.56,27.1,33.9,-6.8,-0.27,+0.10
91,José Bica,POR,FW,Lille,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
92,El Bilal Touré,MLI,FW,Reims,19,2001,21,1194,57,34.9,13.3,15,71,2,6,22,0,1.29,17,14,+3,+0.23,+0.39,12.4,16.7,-4.2,-0.32,-0.14
93,Jean-Claude Billong,CMR,DF,Clermont Foot,27,1993,15,980,65,28.7,10.9,10,90,9,5,16,10,0.40,10,28,-18,-1.65,-1.17,11.9,14.5,-2.6,-0.24,-0.04
94,Nathan Bitu Mazala,FRA,DF,Paris S-G,18,2002,1,11,11,0.3,0.1,0,,0,1,11,4,3.00,0,0,0,0.00,-1.43,0.0,0.0,0.0,0.00,-0.97
95,Marco Bizot,NED,GK,Brest,30,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,1.26,49,57,-8,-0.21,,43.4,56.3,-12.8,-0.34,
96,Ludovic Blas,FRA,MF|FW,Nantes,23,1997,35,2961,85,86.6,32.9,35,85,18,0,,0,1.46,48,41,+7,+0.21,+0.21,39.3,44.1,-4.7,-0.14,+0.33
97,Myron Boadu,NED,FW,Monaco,20,2001,31,960,31,28.1,10.7,7,62,0,24,22,1,1.87,18,16,+2,+0.19,-0.65,16.4,13.7,+2.7,+0.26,-0.34
98,Jérôme Boateng,GER,DF,Lyon,32,1988,24,1622,68,47.4,18.0,19,79,9,5,26,4,1.75,33,28,+5,+0.28,-0.22,33.6,29.5,+4.0,+0.22,-0.19
99,Antonin Bobichon,FRA,MF|FW,Angers,25,1995,4,38,10,1.1,0.4,0,,0,4,10,7,1.50,1,1,0,0.00,+0.29,0.5,1.1,-0.6,-1.46,-1.38
100,Quentin Boisgard,FRA,MF|FW,Lorient,24,1997,25,958,38,28.0,10.6,9,66,1,16,23,9,0.76,9,21,-12,-1.13,-0.54,11.7,13.7,-2.0,-0.19,+0.08
101,Baptiste Boit,FRA,DF,Clermont Foot,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
102,Charles Boli,FRA,MF|DF,Lens,22,1998,4,32,8,0.9,0.4,0,,0,4,8,9,0.00,0,0,0,0.00,-0.37,0.3,0.5,-0.2,-0.58,-0.79
103,Calvin Bombo,CTA,MF,Troyes,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
104,Pépé Bonet,FRA,GK,Rennes,18,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
105,Noam Bonnet,FRA,MF,Lyon,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
106,Kayne Bonnevie,FRA,GK,Lyon,20,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,
107,Sven Botman,NED,DF,Lille,21,2000,25,2250,90,65.8,25.0,25,90,25,0,,1,1.60,33,33,0,0.00,0.00,30.8,28.3,+2.5,+0.10,-0.53
108,Denis Bouanga,GAB,FW|MF,Saint-Étienne,26,1994,34,2436,72,71.2,27.1,28,80,12,6,33,0,0.85,33,62,-29,-1.07,-0.52,27.2,44.0,-16.8,-0.62,-0.34
