Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
1,Rúnar Alex Rúnarsson,ISL,GK,Dijon,24,1995,11,9,900,10.0,17,1.70,47,31,63.8,1,2,6,0,0.0,0,0,0,0,
2,Alphonse Areola,FRA,GK,Paris S-G,26,1993,3,3,270,3.0,2,0.67,3,1,33.3,2,0,1,2,66.7,0,0,0,0,
3,Stefan Bajic,FRA,GK,Saint-Étienne,17,2001,1,1,90,1.0,1,1.00,2,1,50.0,0,0,1,0,0.0,0,0,0,0,
4,Walter Benítez,ARG,GK,Nice,26,1993,26,26,2340,26.0,36,1.38,130,95,75.4,9,8,9,4,15.4,6,4,1,1,20.0
5,Paul Bernardoni,FRA,GK,Nîmes,22,1997,25,25,2204,24.5,38,1.55,108,71,68.5,7,4,14,6,24.0,4,4,0,0,0.0
6,Dimitry Bertaud,FRA,GK,Montpellier,21,1998,3,3,196,2.2,3,1.38,5,2,40.0,0,0,3,0,0.0,0,0,0,0,
7,Ludovic Butelle,FRA,GK,Angers,36,1983,26,26,2340,26.0,32,1.23,83,51,65.1,10,6,10,11,42.3,3,3,0,0,0.0
8,Marcin Bułka,POL,GK,Paris S-G,19,1999,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,
9,Matis Carvalho,POR,GK,Montpellier,20,1999,1,0,71,0.8,4,5.07,8,5,50.0,0,0,0,0,,0,0,0,0,
10,Yannis Clementia,MTQ,GK,Nice,22,1997,2,2,180,2.0,2,1.00,7,5,85.7,2,0,0,0,0.0,1,1,0,0,0.0
11,Benoît Costil,FRA,GK,Bordeaux,32,1987,28,28,2520,28.0,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3
12,Paul Delecroix,GNB,GK,Metz,30,1988,2,1,135,1.5,4,2.67,6,2,50.0,0,0,1,0,0.0,1,1,0,0,0.0
13,Lucas Dias,FRA,GK,Nîmes,20,1999,4,3,316,3.5,6,1.71,19,13,68.4,0,2,1,1,33.3,0,0,0,0,
14,Mauro Goicoechea,URU,GK,Toulouse,31,1988,2,2,180,2.0,5,2.50,13,8,61.5,0,0,2,0,0.0,0,0,0,0,
15,Alfred Gomis,SEN,GK,Dijon,25,1993,19,19,1620,18.0,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,0.0
16,Régis Gurtner,FRA,GK,Amiens,32,1986,28,28,2520,28.0,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,0.0
17,Lovre Kalinić,CRO,GK,Toulouse,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,
18,Alban Lafont,FRA,GK,Nantes,20,1999,27,27,2430,27.0,29,1.07,95,64,72.6,11,4,12,10,37.0,6,3,2,1,40.0
19,Gautier Larsonneur,FRA,GK,Brest,22,1997,27,27,2398,26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,0,40.0
20,Benjamin Lecomte,FRA,GK,Monaco,28,1991,28,28,2520,28.0,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0
21,Nicolas Lemaître,FRA,GK,Reims,22,1997,1,1,90,1.0,3,3.00,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0
22,Donovan Léon,GUF,GK,Brest,26,1992,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100.0,1,1,0,0,0.0
23,Anthony Lopes,POR,GK,Lyon,28,1990,26,26,2340,26.0,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0.0
