Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1,Yunis Abdelhamid,MAR,DF,Reims,31,1987,28.0,3,19,5,26.3,0.68,0.18,0.16,0.60,13.3,0,0,0,1.7,1.7,0.09,+1.3,+1.3
2,Mehdi Abeid,ALG,MF,Nantes,26,1992,20.2,1,33,7,21.2,1.63,0.35,0.03,0.14,25.1,3,0,0,1.5,1.5,0.04,-0.5,-0.5
3,Charles Abi,FRA,FW,Saint-Étienne,19,2000,6.9,0,5,0,0.0,0.72,0.00,0.00,,16.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
4,Amine Adli,MAR,MF|FW,Toulouse,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
5,Yacine Adli,FRA,MF,Bordeaux,19,2000,11.3,3,17,6,35.3,1.50,0.53,0.18,0.50,23.8,1,0,0,0.8,0.8,0.04,+2.2,+2.2
6,Nayef Aguerd,MAR,DF,Dijon,23,1996,10.6,1,4,1,25.0,0.38,0.09,0.25,1.00,22.0,1,0,0,0.3,0.3,0.08,+0.7,+0.7
7,Ruben Aguilar,FRA,DF,Monaco,26,1993,11.9,0,6,2,33.3,0.50,0.17,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
8,Jean-Eudes Aholou,CIV,MF,Saint-Étienne,25,1994,7.0,1,10,4,40.0,1.43,0.57,0.10,0.25,17.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3
9,Youssef Aït Bennasser,MAR,MF,Bordeaux,23,1996,6.0,0,2,0,0.0,0.34,0.00,0.00,,30.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
10,Rayan Aït Nouri,ALG,DF,Angers,18,2001,14.2,0,4,0,0.0,0.28,0.00,0.00,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
11,Ludovic Ajorque,FRA,FW,Strasbourg,25,1994,22.9,8,49,21,42.9,2.14,0.92,0.14,0.33,13.4,0,1,1,7.2,6.4,0.13,+0.8,+0.6
12,Marley Aké,FRA,FW|MF,Marseille,18,2001,1.1,0,3,0,0.0,2.73,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
13,Chadrac Akolo,COD,FW|MF,Amiens,24,1995,6.0,2,9,4,44.4,1.49,0.66,0.22,0.50,19.1,0,0,0,1.1,1.1,0.13,+0.9,+0.9
14,Sofiane Alakouch,MAR,DF,Nîmes,21,1998,15.6,0,9,4,44.4,0.58,0.26,0.00,0.00,21.8,0,0,0,0.9,0.9,0.10,-0.9,-0.9
15,Haitam Aleesami,NOR,DF,Amiens,28,1991,21.3,1,2,1,50.0,0.09,0.05,0.50,1.00,12.6,0,0,0,0.4,0.4,0.18,+0.6,+0.6
16,Rúnar Alex Rúnarsson,ISL,GK,Dijon,24,1995,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
17,Rachid Alioui,MAR,FW,Angers,27,1992,17.4,6,58,22,37.9,3.34,1.27,0.10,0.27,20.7,11,0,0,5.2,5.2,0.09,+0.8,+0.8
18,Mickaël Alphonse,GLP,DF,Dijon,30,1989,15.3,0,6,0,0.0,0.39,0.00,0.00,,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
19,Romain Amalfitano,FRA,MF,Dijon,29,1989,18.8,1,11,2,18.2,0.58,0.11,0.09,0.50,26.4,0,0,0,0.4,0.4,0.04,+0.6,+0.6
20,Jordan Amavi,FRA,DF,Marseille,25,1994,24.0,1,16,4,25.0,0.67,0.17,0.06,0.25,21.9,0,0,0,0.7,0.7,0.05,+0.3,+0.3
21,Thierry Ambrose,GLP,FW,Metz,22,1997,6.1,0,23,4,17.4,3.78,0.66,0.00,0.00,20.0,0,0,0,1.2,1.2,0.05,-1.2,-1.2
22,Kelvin Amian,FRA,DF,Toulouse,21,1998,18.1,0,8,3,37.5,0.44,0.17,0.00,0.00,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
23,Joachim Andersen,DEN,DF,Lyon,23,1996,17.0,1,10,1,10.0,0.59,0.06,0.10,1.00,16.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1
24,Benjamin André,FRA,MF,Lille,28,1990,22.8,2,14,3,21.4,0.61,0.13,0.14,0.67,15.8,0,0,0,0.9,0.9,0.07,+1.1,+1.1
25,Victorien Angban,CIV,MF,Metz,22,1996,11.4,0,4,0,0.0,0.35,0.00,0.00,,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
26,Janis Antiste,FRA,MF,Toulouse,16,2002,0.1,0,1,0,0.0,7.50,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.05,0.0,0.0
27,Houssem Aouar,ALG,MF|FW,Lyon,21,1998,21.7,3,46,18,39.1,2.12,0.83,0.07,0.17,20.0,2,0,0,3.7,3.7,0.08,-0.7,-0.7
28,Adil Aouchiche,FRA,MF,Paris S-G,17,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
29,Dennis Appiah,FRA,DF,Nantes,27,1992,17.8,0,1,0,0.0,0.06,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
30,Luiz Araújo,BRA,FW|MF,Lille,23,1996,9.2,2,24,11,45.8,2.61,1.20,0.08,0.18,24.8,0,0,0,1.0,1.0,0.04,+1.0,+1.0
31,Alphonse Areola,FRA,GK,Paris S-G,26,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
32,Youcef Atal,ALG,FW|DF,Nice,23,1996,11.1,1,19,9,47.4,1.70,0.81,0.05,0.11,18.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4
33,Jean-Kévin Augustin,FRA,FW,Monaco,22,1997,3.0,0,7,3,42.9,2.37,1.02,0.00,0.00,13.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
34,Mathias Autret,FRA,MF|FW,Brest,28,1991,13.6,2,27,9,33.3,1.99,0.66,0.07,0.22,22.1,0,0,0,1.8,1.8,0.07,+0.2,+0.2
35,Ludovic Baal,GUF,DF,Brest,33,1986,9.2,0,2,0,0.0,0.22,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
36,Benoît Badiashile,FRA,DF,Monaco,18,2001,15.7,0,10,3,30.0,0.64,0.19,0.00,0.00,14.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7
37,Bastian Badu,FRA,FW,Montpellier,19,2000,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,13.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
38,Stéphane Bahoken,CMR,FW,Angers,27,1992,10.1,4,18,8,44.4,1.79,0.79,0.17,0.38,16.5,0,1,1,3.4,2.6,0.14,+0.6,+0.4
39,Dénys Bain,FRA,DF,Brest,26,1993,14.1,1,3,1,33.3,0.21,0.07,0.33,1.00,6.9,0,0,0,0.7,0.7,0.23,+0.3,+0.3
40,Stefan Bajic,FRA,GK,Saint-Étienne,17,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
41,Tiemoué Bakayoko,FRA,MF,Monaco,24,1994,19.1,1,24,7,29.2,1.26,0.37,0.04,0.14,18.5,0,0,0,2.1,2.1,0.09,-1.1,-1.1
42,Mitchel Bakker,NED,DF,Paris S-G,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
43,Keita Baldé,SEN,FW|MF,Monaco,24,1995,9.5,4,28,13,46.4,2.94,1.36,0.14,0.31,16.1,0,0,0,4.0,4.0,0.14,0.0,0.0
44,Fodé Ballo-Touré,SEN,DF,Monaco,22,1997,18.7,0,5,2,40.0,0.27,0.11,0.00,0.00,13.0,0,0,0,0.9,0.9,0.19,-0.9,-0.9
45,Florent Balmont,FRA,MF,Dijon,39,1980,4.5,0,7,3,42.9,1.57,0.67,0.00,0.00,30.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
46,Abdoulaye Bamba,CIV,DF,Angers,29,1990,6.2,0,1,0,0.0,0.16,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.03,0.0,0.0
47,Jonathan Bamba,CIV,FW|MF,Lille,23,1996,21.5,1,45,23,51.1,2.09,1.07,0.00,0.00,22.6,0,1,3,5.6,3.3,0.07,-4.6,-3.3
48,Danilo Barbosa,BRA,DF|MF,Nice,23,1996,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,19.7,2,0,0,0.5,0.5,0.09,-0.5,-0.5
49,Melvin Bard,FRA,DF,Lyon,18,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
50,Toma Bašić,CRO,MF,Bordeaux,22,1996,11.0,1,17,4,23.5,1.54,0.36,0.06,0.25,26.8,4,0,0,0.8,0.8,0.05,+0.2,+0.2
51,Thomas Basila,FRA,DF,Nantes,20,1999,4.6,0,1,0,0.0,0.22,0.00,0.00,,8.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
52,Gil Bastião Dias,POR,DF|MF,Monaco,22,1996,11.7,0,17,5,29.4,1.45,0.43,0.00,0.00,19.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0
53,Cristian Battocchio,ITA,MF,Brest,27,1992,15.5,3,19,6,31.6,1.23,0.39,0.16,0.50,28.1,4,0,1,1.7,1.0,0.05,+1.3,+2.0
54,Gaëtan Belaud,FRA,DF,Brest,32,1986,6.4,0,3,0,0.0,0.47,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
