,Sweeper AvgDist,Passes AvgLen,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Poss,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
0,-0.012394241955314755,0.0054352229875291366,0.0004442326846274187,-0.0002836532934822173,-0.00031694113784037654,0.0005814401794509596,0.00017973325083417814,0.004690079527856345,8.340843672241809e-05,-0.074272812947711,-0.004606671022759364,-0.0009766992252969384,-0.0003353779365548558,-0.0006413215020626868,1.9962745692228556e-05,0.0004641941807178446,-0.00024346821725454784,0.0026648491008750045,0.01992509302636094,-0.5690065624904851,0.001142423211735584,-0.0024441188314784784,-0.005104125608128278,0.0005717026421871302,0.011135168093464237,0.014624043575457102,-0.08926379265053125,4.157986972776826,-0.0049395618778931005,-0.0048563757398101814,0.008965427998861603,-0.012050060298751067,-0.04390652399189149,-0.032476698828234854,0.07252354742719036,-7.914765897161579,-0.04048658208096004,0.049480260840646884,-0.021906377407638428,1.6253041928136642,-0.3234314189830388,-1.3016997351814625,-0.20175551466831398,0.06660142456865253,-0.036801423667384384,-0.02105734321616704,0.005118247530221692,-0.020862327986470478,0.07252354742687742,-0.021057343209169205,0.0002976239921973819,-0.010082821129186223,0.02320234849442122,0.029527097415969858,3.044160499371631,-0.01979410151217871,-1.109407410629827,-0.001354260895100573,0.0004213866603387517,0.010474579443133056,0.00034445136959354583,-0.0004937018644829982,-0.0068350913256922385,-0.0010639276323348712,0.002540217852305293,0.00553220998371314,-0.0002391835046428037,0.0072142409194023704,-0.021402075354158376,0.050422925654613815,-1.8688000119552435,-5.41163033481451e-05,-0.016225847385769432,-0.001214277103651254,0.00011938921647497436,0.0005768870087039524,-0.0008811946703229309,-0.0009130175078156944,1.9962608604151555e-05,-0.00028365275317834837,-0.02325561535198431,0.11340059497255175,0.023202348492498824,-0.00015450333053923515,0.00017891721712226527,-0.0013582003312291313,-0.007085254657888301,8.77876362890273e-05,-1.248668120745755e-05,-0.05635310698253805,2.1494466968791266e-05,6.245028160236504e-06,0.0006089743519931412,-0.0009666066294687359,0.016520350028095376,-0.0010531017430699396,0.0002747629427895526,0.01038480290270398,-0.0008115380318488574,-0.00034627072136450554,-0.023593466965391555,-0.019119556592101617,-0.011007945806409639,0.018771184463957633,-0.008111610785568768,-0.004393741006821994,-0.0008926000902798048,-0.0015160618891724709,0.003427144503421714,0.008902102585542027,-0.026177293462615797,0.000173038649301056,0.015573478460885415,-2.7353119769202294e-14,-5.3790305543088834e-14,0.00017303864923465945,0.0019034251498532273,-0.10068265316189048,-0.005027914798057781,-0.060234220019239046,0.0007445671222255923,0.8495484421276329,0.0991328351321916,-0.02714753412925075,0.12628036925876945,-7.659636362879021,0.027291076024500364,-0.24133535159656588,-0.1975327952886264,-1.6558245571676322,0.014342042931624874,0.00017303864935210543,-0.07430613615100379,8.72457025324902e-05,0.0019182313653488825,0.001920765605677055,0.0019795926826989135,-0.0001224666099934879,0.07279820423686995,-0.0034339507800947855,-0.0017225527763917448,0.018193296563228482,0.0106849567648927,-0.05048377921238313,-9.369623598542987e-05,1.440632936694497e-05,1.021630544773e-05,-0.000709005490379,-0.00047194987324139515,0.003454459919867814,-0.0010020660980241125,-0.0022305819132037996,-0.00021464466426398404,-0.008415351988189879,0.02388458068807072,-0.044209264428793096,0.009489094199178288,-0.0721128854031726,1.2524363215970957,0.29004500729975835,8.803485462988677,-0.041285486099221266,0.01881497863360678,-0.013747236439258015,-0.024240306527989242,0.20369091195347805,0.027291076026061144,0.11227618755454674,-0.8126135547261776,-0.0034064953364077513,-0.06415130033492392
