Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
39,Kevin Behrens,GER,FW,Union Berlin,31,1991,17.1,49,2.87,39,0,4,0,5,1,8,0.47,5,0,2,0,1,0
40,Stefan Bell,GER,DF,Mainz 05,30,1991,26.6,17,0.64,16,0,0,1,0,0,3,0.11,2,0,0,1,0,0
41,Karim Bellarabi,GER,FW|MF,Leverkusen,32,1990,0.9,4,4.24,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
42,Jude Bellingham,ENG,MF,Dortmund,19,2003,29.9,125,4.18,89,0,16,8,10,2,17,0.57,12,0,3,0,2,0
43,Ramy Bensebaini,ALG,DF,M'Gladbach,27,1995,27.6,37,1.34,25,3,3,5,1,0,5,0.18,3,0,0,1,1,0
44,Mergim Berisha,GER,FW,Augsburg,24,1998,18.7,34,1.82,13,13,3,3,1,1,7,0.37,2,3,2,0,0,0
45,Ermin Bičakčić,BIH,DF,Hoffenheim,32,1990,2.9,1,0.34,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
46,Tom Bischof,GER,MF|FW,Hoffenheim,17,2005,3.5,7,2.00,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0
47,Leonardo Bittencourt,GER,MF|DF,Werder Bremen,28,1993,18.1,40,2.21,25,1,2,1,8,3,3,0.17,2,0,0,0,1,0
48,Janis Blaswich,GER,GK,RB Leipzig,31,1991,26.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
49,Daley Blind,NED,DF|MF,Bayern Munich,32,1990,1.5,4,2.69,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
50,Kevin-Prince Boateng,GHA,MF,Hertha BSC,35,1987,5.2,9,1.73,8,1,0,0,0,0,1,0.19,1,0,0,0,0,0
51,Jean-Paul Boëtius,NED,MF,Hertha BSC,28,1994,11.7,24,2.06,18,1,1,1,2,1,0,0.00,0,0,0,0,0,0
52,Yvandro Borges Sanches,LUX,FW|MF,M'Gladbach,18,2004,0.3,2,6.43,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0
53,Sebastiaan Bornauw,BEL,DF,Wolfsburg,23,1999,21.4,7,0.33,7,0,0,0,0,0,2,0.09,2,0,0,0,0,0
54,Rafael Borré,COL,MF|FW,Eint Frankfurt,26,1995,12.0,32,2.68,24,1,3,2,0,2,3,0.25,2,0,1,0,0,0
55,Julian Brandt,GER,MF|FW,Dortmund,26,1996,26.6,133,4.99,87,32,6,2,5,1,20,0.75,14,3,1,0,2,0
56,Fabian Bredlow,GER,GK,Stuttgart,27,1995,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
57,Josip Brekalo,CRO,MF|FW,Wolfsburg,24,1998,3.0,7,2.32,3,3,0,1,0,0,1,0.33,0,1,0,0,0,0
58,John Brooks,USA,DF,Hoffenheim,29,1993,15.0,3,0.20,2,0,0,1,0,0,2,0.13,1,0,0,1,0,0
59,Moritz Broschinski,GER,FW|MF,Bochum,21,2000,2.4,7,2.94,7,0,0,0,0,0,1,0.42,1,0,0,0,0,0
60,Cédric Brunner,SUI,DF,Schalke 04,28,1994,25.7,37,1.44,22,8,0,3,4,0,1,0.04,0,0,0,0,1,0
61,Jacob Bruun Larsen,DEN,FW,Hoffenheim,23,1998,3.6,12,3.30,11,0,1,0,0,0,0,0.00,0,0,0,0,0,0
62,Lee Buchanan,ENG,DF|FW,Werder Bremen,21,2001,5.2,7,1.34,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
63,Marius Bülter,GER,FW|MF,Schalke 04,29,1993,28.9,91,3.15,62,1,8,9,10,1,5,0.17,3,0,0,1,1,0
64,Delano Burgzorg,NED,FW|MF,Mainz 05,23,1998,2.7,5,1.84,2,1,0,1,1,0,2,0.74,1,1,0,0,0,0
65,Jonathan Burkardt,GER,MF|FW,Mainz 05,22,2000,5.9,20,3.38,10,0,2,5,2,1,3,0.51,2,0,0,1,0,0
66,Oliver Burke,SCO,FW|MF,Werder Bremen,25,1997,3.0,8,2.70,6,0,0,0,2,0,3,1.01,2,0,0,0,1,0
67,Aurélio Buta,POR,DF,Eint Frankfurt,25,1997,14.6,31,2.12,30,1,0,0,0,0,4,0.27,4,0,0,0,0,0
68,Jamie Bynoe-Gittens,ENG,FW|MF,Dortmund,17,2004,5.9,21,3.54,11,0,5,3,2,0,9,1.52,7,0,1,1,0,0
69,Anthony Caci,FRA,DF,Mainz 05,25,1997,22.6,50,2.21,34,11,1,2,2,0,5,0.22,4,0,0,1,0,0
70,Kerim Calhanoglu,GER,DF,Schalke 04,19,2002,0.7,4,5.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
71,Daniel Caligiuri,ITA,DF|MF,Augsburg,34,1988,3.2,10,3.09,3,4,0,0,3,0,1,0.31,0,0,0,0,1,0
72,Emre Can,GER,MF,Dortmund,28,1994,21.1,46,2.18,43,1,0,1,1,0,3,0.14,3,0,0,0,0,0
73,João Cancelo,POR,DF|FW,Bayern Munich,28,1994,11.2,35,3.11,31,0,1,1,2,0,10,0.89,9,0,1,0,0,0
74,Irvin Cardona,FRA,MF|FW,Augsburg,24,1997,3.5,5,1.42,4,0,0,0,1,0,1,0.28,0,0,0,0,1,0
75,Koen Casteels,BEL,GK,Wolfsburg,30,1992,34.0,9,0.26,6,2,0,1,0,0,2,0.06,2,0,0,0,0,0
76,Julian Chabot,GER,DF,Köln,24,1998,20.0,15,0.75,10,0,0,3,1,1,2,0.10,1,0,0,1,0,0
77,Timothy Chandler,USA,DF,Eint Frankfurt,32,1990,1.0,3,3.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
78,Fabio Chiarodia,ITA,DF,Werder Bremen,17,2005,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Oliver Christensen,DEN,GK,Hertha BSC,23,1999,33.0,7,0.21,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0
80,Darko Churlinov,MKD,FW,Stuttgart,22,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
81,Tolga Ciğerci,TUR,MF,Hertha BSC,30,1992,7.5,19,2.54,12,4,1,1,0,1,1,0.13,1,0,0,0,0,0
82,David Čolina,CRO,DF|FW,Augsburg,22,2000,1.8,5,2.69,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0
83,Kingsley Coman,FRA,FW|MF,Bayern Munich,26,1996,15.7,85,5.43,67,1,9,4,4,0,11,0.70,7,0,1,1,2,0
84,Danny da Costa,GER,DF,Mainz 05,29,1993,13.7,32,2.33,23,5,1,2,0,1,4,0.29,2,1,0,0,0,1
85,Soumaïla Coulibaly,FRA,DF,Dortmund,18,2003,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Tanguy Coulibaly,FRA,FW|DF,Stuttgart,21,2001,3.6,13,3.58,8,1,4,0,0,0,1,0.28,0,0,1,0,0,0
87,Nicolas Cozza,FRA,DF,Wolfsburg,23,1999,1.1,1,0.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Moanes Dabbur,ISR,FW,Hoffenheim,30,1992,10.4,38,3.66,30,0,3,3,1,1,6,0.58,4,0,2,0,0,0
89,Finn Dahmen,GER,GK,Mainz 05,24,1998,8.0,3,0.37,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
90,Mahmoud Dahoud,GER,MF,Dortmund,26,1996,3.7,6,1.60,5,0,0,1,0,0,1,0.27,0,0,0,1,0,0
91,Muhammed Damar,GER,MF,Hoffenheim,18,2004,1.8,5,2.83,5,0,0,0,0,0,1,0.57,1,0,0,0,0,0
92,Márton Dárdai,GER,DF|MF,Hertha BSC,20,2002,10.5,10,0.95,9,0,0,0,1,0,1,0.10,1,0,0,0,0,0
93,Vladimír Darida,CZE,MF,Hertha BSC,31,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
94,Alphonso Davies,CAN,DF,Bayern Munich,21,2000,22.7,88,3.88,76,0,9,1,1,1,8,0.35,7,0,1,0,0,0
95,Thomas Delaney,DEN,MF,Hoffenheim,30,1991,3.3,3,0.91,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
96,Kerem Demirbay,GER,MF,Leverkusen,29,1993,17.2,51,2.98,25,21,2,2,1,0,6,0.35,3,3,0,0,0,0
97,Ermedin Demirović,BIH,FW|MF,Augsburg,24,1998,26.3,57,2.17,43,0,4,5,3,2,8,0.30,4,0,0,2,1,1
98,Sepp van den Berg,NED,DF,Schalke 04,20,2001,7.7,3,0.39,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Moussa Diaby,FRA,FW|MF,Leverkusen,23,1999,30.0,110,3.67,74,5,14,14,3,0,16,0.53,10,0,4,0,2,0
100,Abdou Diallo,SEN,DF|MF,RB Leipzig,26,1996,5.3,5,0.94,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Justin Diehl,GER,MF|FW,Köln,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
102,Florian Dietz,GER,FW,Köln,23,1998,4.4,6,1.37,3,1,1,1,0,0,0,0.00,0,0,0,0,0,0
103,Junior Dina Ebimbe,FRA,DF|MF,Eint Frankfurt,21,2000,11.8,17,1.44,12,1,1,3,0,0,1,0.08,1,0,0,0,0,0
104,Eren Dinkçi,GER,FW|MF,Werder Bremen,20,2001,2.6,8,3.12,5,0,2,1,0,0,1,0.39,1,0,0,0,0,0
105,Ritsu Doan,JPN,MF|FW,Freiburg,24,1998,26.9,72,2.68,45,1,10,5,9,2,10,0.37,6,0,1,0,3,0
106,Danilho Doekhi,NED,DF,Union Berlin,24,1998,24.6,21,0.85,19,0,0,0,2,0,3,0.12,2,0,0,0,1,0
107,Kasper Dolberg,DEN,FW|MF,Hoffenheim,24,1997,4.5,8,1.79,6,0,0,0,1,1,1,0.22,1,0,0,0,0,0
108,Niklas Dorsch,GER,MF,Augsburg,24,1998,5.4,8,1.49,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0
109,Dion Drena Beljo,CRO,FW,Augsburg,20,2002,12.5,25,1.99,20,0,0,3,1,1,5,0.40,3,0,0,2,0,0
110,Dominick Drexler,GER,MF|FW,Schalke 04,32,1990,15.2,46,3.03,34,6,2,1,2,1,5,0.33,4,0,1,0,0,0
111,Marvin Ducksch,GER,FW,Werder Bremen,28,1994,31.7,109,3.44,67,30,5,4,3,0,24,0.76,16,4,2,1,1,0
112,Ondrej Duda,SVK,MF,Köln,27,1994,7.7,22,2.88,17,2,2,0,1,0,3,0.39,2,0,1,0,0,0
113,Julien Duranville,BEL,MF,Dortmund,16,2006,0.3,5,15.52,3,0,2,0,0,0,1,3.10,1,0,0,0,0,0
114,Maximilian Eggestein,GER,MF,Freiburg,25,1996,27.2,50,1.84,44,0,1,1,3,1,5,0.18,4,0,0,0,1,0
115,Lilian Egloff,GER,MF|FW,Stuttgart,19,2002,2.7,10,3.75,8,0,0,1,1,0,2,0.75,2,0,0,0,0,0
116,Kingsley Ehizibue,NED,DF,Köln,27,1995,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,Julian Eitschberger,GER,FW,Hertha BSC,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
118,Chidera Ejuke,NGA,FW|MF,Hertha BSC,24,1998,9.9,41,4.16,28,0,9,1,2,1,5,0.51,5,0,0,0,0,0
119,Nico Elvedi,SUI,DF,M'Gladbach,25,1996,31.4,17,0.54,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0
120,Wataru Endo,JPN,MF,Stuttgart,29,1993,32.5,84,2.59,67,0,3,4,7,3,9,0.28,5,0,0,1,2,1
121,Arne Engels,BEL,MF,Augsburg,18,2003,16.0,47,2.94,22,17,1,2,4,1,8,0.50,5,1,1,0,0,1
122,Tjark Ernst,GER,GK,Hertha BSC,19,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
123,Kimberly Ezekwem,GER,DF,Freiburg,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
124,Ralf Fährmann,GER,GK,Schalke 04,33,1988,11.4,4,0.35,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
125,Ohis Felix Uduokhai,GER,DF,Augsburg,24,1997,16.1,13,0.81,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0
126,Edimilson Fernandes,SUI,DF,Mainz 05,26,1996,27.1,36,1.33,18,13,2,2,1,0,5,0.18,1,3,0,1,0,0
127,Kilian Fischer,GER,DF|FW,Wolfsburg,21,2000,5.6,7,1.26,5,0,1,0,1,0,1,0.18,0,0,0,0,1,0
128,Mark Flekken,NED,GK,Freiburg,29,1993,34.0,10,0.29,6,4,0,0,0,0,1,0.03,0,1,0,0,0,0
129,Florian Flick,GER,MF,Schalke 04,22,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
130,Emil Forsberg,SWE,MF|FW,RB Leipzig,30,1991,16.5,39,2.37,28,3,0,4,3,1,7,0.43,5,1,0,0,0,1
131,Philipp Förster,GER,MF,Bochum,27,1995,14.5,44,3.03,25,15,1,1,2,0,8,0.55,3,4,0,0,1,0
132,Timothy Fosu-Mensah,NED,DF,Leverkusen,24,1998,2.1,5,2.36,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Raphael Framberger,GER,DF|FW,Augsburg,26,1995,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Bartol Franjić,CRO,MF,Wolfsburg,22,2000,2.5,3,1.19,2,0,1,0,0,0,2,0.79,1,0,1,0,0,0
135,Oscar Fraulo,DEN,FW|MF,M'Gladbach,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
136,Michael Frey,SUI,FW,Schalke 04,28,1994,9.6,15,1.55,13,0,0,2,0,0,4,0.41,4,0,0,0,0,0
137,Marco Friedl,AUT,DF,Werder Bremen,24,1998,28.8,24,0.83,20,3,1,0,0,0,1,0.03,1,0,0,0,0,0
138,Marvin Friedrich,GER,DF,M'Gladbach,26,1995,13.9,10,0.72,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
139,Jeremie Frimpong,NED,DF|MF,Leverkusen,21,2000,30.1,103,3.42,65,2,20,6,10,0,16,0.53,9,0,5,0,2,0
140,Chris Führich,GER,FW|MF,Stuttgart,24,1998,20.9,79,3.77,52,11,7,6,3,0,9,0.43,7,2,0,0,0,0
141,Angelo Fulgini,FRA,MF,Mainz 05,25,1996,5.8,18,3.09,17,0,0,0,1,0,1,0.17,1,0,0,0,0,0
142,Niclas Füllkrug,GER,FW,Werder Bremen,29,1993,27.5,74,2.69,54,0,3,8,9,0,10,0.36,8,0,0,1,1,0
143,Cristian Gamboa,CRC,DF,Bochum,32,1989,16.4,28,1.71,20,6,1,0,0,1,2,0.12,0,2,0,0,0,0
144,Silvère Ganvoula M'Boussy,CGO,FW|MF,Bochum,26,1996,2.7,11,3.99,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0
145,Dario Gebuhr,GER,DF,Eint Frankfurt,19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
146,Dennis Geiger,GER,MF,Hoffenheim,24,1998,21.7,57,2.63,38,14,2,1,0,2,7,0.32,6,1,0,0,0,0
147,Yannick Gerhardt,GER,MF,Wolfsburg,28,1994,20.7,45,2.17,36,0,0,3,5,1,8,0.39,7,0,0,0,1,0
148,Niko Gießelmann,GER,DF,Union Berlin,30,1991,14.5,47,3.25,22,19,2,2,2,0,7,0.48,3,2,1,1,0,0
149,Rafał Gikiewicz,POL,GK,Augsburg,34,1987,23.0,7,0.30,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0
150,Matthias Ginter,GER,DF,Freiburg,28,1994,34.0,32,0.94,27,0,0,4,1,0,2,0.06,2,0,0,0,0,0
151,Serge Gnabry,GER,FW|MF,Bayern Munich,27,1995,21.6,88,4.08,59,3,10,10,3,3,14,0.65,9,0,3,0,2,0
152,Jacek Góralski,POL,MF,Bochum,29,1992,1.6,3,1.85,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
153,Leon Goretzka,GER,MF,Bayern Munich,27,1995,19.2,49,2.55,36,0,1,10,1,1,6,0.31,2,0,1,3,0,0
154,Mario Götze,GER,MF,Eint Frankfurt,30,1992,30.4,101,3.32,79,13,2,5,1,1,14,0.46,12,0,0,2,0,0
155,Jeffrey Gouweleeuw,NED,DF,Augsburg,31,1991,31.1,35,1.13,24,3,3,4,0,1,3,0.10,1,0,0,2,0,0
156,Ryan Gravenberch,NED,MF,Bayern Munich,20,2002,6.4,25,3.91,22,0,0,3,0,0,1,0.16,1,0,0,0,0,0
157,Michael Gregoritsch,AUT,FW,Freiburg,28,1994,23.9,67,2.80,49,1,2,10,5,0,10,0.42,7,0,0,2,1,0
158,Leo Greiml,AUT,DF,Schalke 04,21,2001,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
159,Vincenzo Grifo,ITA,MF|FW,Freiburg,29,1993,26.8,131,4.90,83,33,3,8,1,3,15,0.56,5,7,0,2,1,0
160,Lennart Grill,GER,GK,Union Berlin,23,1999,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
161,Christian Groß,GER,MF,Werder Bremen,33,1989,21.0,23,1.10,20,0,1,1,0,1,1,0.05,1,0,0,0,0,0
162,Brajan Gruda,GER,MF,Mainz 05,18,2004,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
163,Ilia Gruev,BUL,MF,Werder Bremen,22,2000,17.6,24,1.36,19,4,0,0,1,0,3,0.17,3,0,0,0,0,0
164,Carlos Gruezo,ECU,MF,Augsburg,27,1995,10.7,12,1.12,12,0,0,0,0,0,4,0.37,4,0,0,0,0,0
165,Raphaël Guerreiro,POR,DF|MF,Dortmund,28,1993,25.4,111,4.36,83,17,4,5,1,1,15,0.59,14,1,0,0,0,0
166,Josuha Guilavogui,FRA,DF|MF,Wolfsburg,31,1990,13.1,16,1.22,13,0,0,0,2,1,0,0.00,0,0,0,0,0,0
167,Serhou Guirassy,GUI,FW,Stuttgart,26,1996,18.3,47,2.57,28,0,3,8,8,0,1,0.05,0,0,0,0,1,0
168,Péter Gulácsi,HUN,GK,RB Leipzig,32,1990,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Manuel Gulde,GER,DF,Freiburg,31,1991,7.1,6,0.84,4,0,0,0,0,2,1,0.14,1,0,0,0,0,0
170,Robert Gumny,POL,DF,Augsburg,24,1998,22.4,31,1.38,19,3,0,3,3,3,3,0.13,2,0,0,0,0,1
171,Christian Günter,GER,DF|MF,Freiburg,29,1993,30.5,101,3.31,61,32,4,3,1,0,8,0.26,6,2,0,0,0,0
172,Joško Gvardiol,CRO,DF,RB Leipzig,20,2002,24.1,29,1.20,27,0,1,1,0,0,2,0.08,2,0,0,0,0,0
173,Janik Haberer,GER,MF,Union Berlin,28,1994,24.3,60,2.47,47,0,1,7,4,1,5,0.21,5,0,0,0,0,0
174,Alexander Hack,GER,DF,Mainz 05,28,1993,12.6,11,0.87,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,André Hahn,GER,FW|MF,Augsburg,31,1990,4.3,3,0.69,3,0,0,0,0,0,1,0.23,1,0,0,0,0,0
176,Amadou Haidara,MLI,MF,RB Leipzig,24,1998,15.9,36,2.26,29,0,1,3,2,1,7,0.44,5,0,0,1,1,0
177,Sébastien Haller,CIV,FW,Dortmund,28,1994,13.6,40,2.94,22,0,4,10,4,0,8,0.59,4,0,2,1,1,0
178,Marcel Halstenberg,GER,DF,RB Leipzig,30,1991,17.3,37,2.14,25,7,1,2,1,1,2,0.12,2,0,0,0,0,0
179,Andreas Hanche-Olsen,NOR,DF,Mainz 05,25,1997,16.6,8,0.48,6,0,0,1,0,1,2,0.12,1,0,0,1,0,0
180,Genki Haraguchi,JPN,MF,Stuttgart,31,1991,8.3,22,2.64,19,0,0,0,2,1,2,0.24,2,0,0,0,0,0
181,Genki Haraguchi,JPN,MF,Union Berlin,31,1991,5.5,21,3.79,17,0,1,1,2,0,1,0.18,1,0,0,0,0,0
182,Makoto Hasebe,JPN,DF,Eint Frankfurt,38,1984,14.5,6,0.41,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
183,Thorgan Hazard,BEL,FW|DF,Dortmund,29,1993,5.2,23,4.45,16,4,0,3,0,0,0,0.00,0,0,0,0,0,0
184,Jonas Hector,GER,DF,Köln,32,1990,31.4,74,2.36,49,12,5,1,4,3,6,0.19,4,1,0,0,1,0
185,Dominique Heintz,GER,DF,Bochum,28,1993,8.8,8,0.91,7,0,0,0,0,1,1,0.11,1,0,0,0,0,0
186,Benjamin Henrichs,GER,DF|MF,RB Leipzig,25,1997,24.3,55,2.26,41,1,3,6,4,0,5,0.21,5,0,0,0,0,0
187,Lucas Hernández,FRA,DF,Bayern Munich,26,1996,5.3,4,0.76,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
188,Patrick Herrmann,GER,FW|MF,M'Gladbach,31,1991,1.8,6,3.31,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0
189,Piero Hincapié,ECU,DF,Leverkusen,20,2002,27.3,21,0.77,17,0,1,1,1,1,3,0.11,3,0,0,0,0,0
190,Adam Hložek,CZE,FW|MF,Leverkusen,20,2002,14.3,39,2.73,30,3,1,4,1,0,8,0.56,6,0,0,2,0,0
191,Nicolas Höfler,GER,MF,Freiburg,32,1990,31.3,40,1.28,31,2,0,3,2,2,9,0.29,6,0,0,2,1,0
