Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,Patrick van Aanholt,NED,DF,Crystal Palace,27,1990,36,3195,89,93.4,35.5,36,89,33,0,,2,1.19,44,46,-2,-0.06,-0.06,44.1,46.3,-2.2,-0.06,+0.07
2,Adrián,ESP,GK,West Ham,31,1987,0,,,,,0,,0,0,,38,,,,,,,,,,,
3,Sergio Agüero,ARG,FW,Manchester City,30,1988,33,2459,75,71.9,27.3,31,78,8,2,27,1,2.61,72,15,+57,+2.09,+0.68,58.9,17.7,+41.2,+1.51,-0.22
4,Nathan Aké,NED,DF,Bournemouth,23,1995,38,3411,90,99.7,37.9,38,90,37,0,,0,1.18,56,70,-14,-0.37,-0.37,53.3,57.1,-3.9,-0.10,-0.02
5,Marc Albrighton,ENG,FW|MF,Leicester City,28,1989,27,1625,60,47.5,18.1,18,78,8,9,25,2,1.37,17,17,0,0.00,-0.15,19.9,23.1,-3.2,-0.18,-0.78
6,Toby Alderweireld,BEL,DF,Tottenham,29,1989,34,2922,86,85.4,32.5,33,88,30,1,19,3,1.91,56,31,+25,+0.77,+0.23,46.7,37.0,+9.7,+0.30,+0.64
7,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,29,2462,85,72.0,27.4,27,88,20,2,40,4,2.69,67,14,+53,+1.94,+0.62,58.8,21.2,+37.6,+1.38,+0.69
8,Alisson,BRA,GK,Liverpool,25,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,2.55,89,22,+67,+1.76,,73.7,28.8,+44.9,+1.18,
9,Dele Alli,ENG,MF,Tottenham,22,1996,25,1825,73,53.4,20.3,22,81,10,3,13,0,1.72,32,21,+11,+0.54,-0.42,28.7,22.1,+6.5,+0.32,+0.25
10,Miguel Almirón,PAR,MF,Newcastle Utd,24,1994,10,759,76,22.2,8.4,9,82,4,1,18,0,1.70,11,11,0,0.00,+0.20,11.3,9.2,+2.0,+0.24,+0.80
11,Marcos Alonso,ESP,DF,Chelsea,27,1990,31,2759,89,80.7,30.7,31,89,29,0,,1,1.97,52,28,+24,+0.78,+0.78,48.4,29.3,+19.2,+0.63,+0.21
12,Daniel Amartey,GHA,DF,Leicester City,23,1994,9,641,71,18.7,7.1,7,86,6,2,19,1,1.44,10,9,+1,+0.14,+0.08,7.0,8.2,-1.2,-0.17,-0.50
13,Luke Amos,ENG,MF,Tottenham,21,1997,1,3,3,0.1,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,-0.74,0.0,0.0,0.0,0.00,-0.20
14,Ethan Ampadu,WAL,DF|MF,Chelsea,17,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
15,Felipe Anderson,BRA,MF|FW,West Ham,25,1993,36,3043,85,89.0,33.8,36,85,25,0,,0,1.36,48,49,-1,-0.03,+0.45,43.5,54.6,-11.0,-0.33,+0.45
16,Florin Andone,ROU,FW,Brighton,25,1993,23,881,38,25.8,9.8,8,68,0,15,23,5,0.78,7,14,-7,-0.72,-0.08,8.2,14.4,-6.2,-0.63,-0.01
17,Michail Antonio,JAM,MF|FW,West Ham,28,1990,33,2103,64,61.5,23.4,22,84,15,11,24,2,1.30,29,30,-1,-0.04,+0.09,29.2,41.6,-12.4,-0.53,-0.40
18,Stuart Armstrong,SCO,MF,Southampton,26,1992,29,1432,49,41.9,15.9,16,75,3,13,18,5,0.93,21,26,-5,-0.31,+0.36,17.7,23.9,-6.2,-0.39,-0.30
19,Marko Arnautović,AUT,FW,West Ham,29,1989,28,1990,71,58.2,22.1,24,78,10,4,28,0,1.43,28,33,-5,-0.23,-0.35,27.4,33.4,-6.0,-0.27,+0.25
20,Kepa Arrizabalaga,ESP,GK,Chelsea,23,1994,36,3240,90,94.7,36.0,36,90,36,0,,2,1.89,61,39,+22,+0.61,-0.39,56.4,35.4,+21.1,+0.59,+0.03
21,Harry Arter,IRL,MF,Cardiff City,28,1989,25,1997,80,58.4,22.2,24,83,12,1,0,2,0.88,20,39,-19,-0.86,+0.16,24.8,30.6,-5.7,-0.26,+0.59
22,Christian Atsu,GHA,MF,Newcastle Utd,26,1992,28,1493,53,43.7,16.6,15,85,8,13,17,5,1.14,19,18,+1,+0.06,+0.39,14.5,24.0,-9.5,-0.57,-0.34
23,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,29,1989,36,2726,76,79.7,30.3,30,85,19,6,30,0,1.86,58,42,+16,+0.53,-0.25,50.4,44.3,+6.1,+0.20,+0.24
24,Serge Aurier,CIV,DF,Tottenham,25,1992,8,564,71,16.5,6.3,6,81,4,2,40,11,2.25,12,9,+3,+0.48,-0.31,9.8,7.5,+2.3,+0.37,+0.20
25,Charlie Austin,ENG,FW,Southampton,29,1989,25,983,39,28.7,10.9,11,67,0,14,18,10,0.80,11,17,-6,-0.55,-0.03,12.5,17.0,-4.4,-0.41,-0.27
26,Jordan Ayew,GHA,FW,Crystal Palace,26,1991,20,1181,59,34.5,13.1,14,80,3,6,10,16,1.40,15,13,+2,+0.15,+0.31,14.0,15.5,-1.5,-0.11,-0.07
27,Floyd Ayité,TOG,FW|MF,Fulham,29,1988,16,476,30,13.9,5.3,3,79,1,13,18,11,0.69,3,13,-10,-1.89,-0.76,5.1,10.3,-5.2,-0.99,-0.33
28,César Azpilicueta,ESP,DF,Chelsea,28,1989,38,3402,90,99.5,37.8,38,90,37,0,,0,1.89,63,39,+24,+0.63,+0.63,58.5,36.1,+22.4,+0.59,+1.75
29,Ryan Babel,NED,FW|MF,Fulham,31,1986,16,1251,78,36.6,13.9,15,82,5,1,25,0,0.75,14,26,-12,-0.86,+0.59,17.6,25.5,-7.9,-0.57,+0.22
30,Juninho Bacuna,CUW,MF|DF,Huddersfield,20,1997,21,1412,67,41.3,15.7,16,82,9,5,21,5,0.38,9,37,-28,-1.78,-0.62,11.2,28.4,-17.3,-1.10,-0.43
31,Leandro Bacuna,CUW,MF,Cardiff City,26,1991,11,561,51,16.4,6.2,4,92,4,7,28,3,1.36,7,14,-7,-1.12,-0.24,8.1,9.4,-1.4,-0.22,+0.34
32,Eric Bailly,CIV,DF,Manchester Utd,24,1994,12,638,53,18.7,7.1,8,78,5,4,5,9,2.17,14,13,+1,+0.14,-0.18,10.0,10.4,-0.3,-0.05,-0.41
33,Leighton Baines,ENG,DF,Everton,33,1984,6,375,63,11.0,4.2,5,72,3,1,14,25,1.50,8,6,+2,+0.48,+0.30,4.9,6.2,-1.3,-0.32,-0.48
34,Fabián Balbuena,PAR,DF,West Ham,26,1991,23,2013,88,58.9,22.4,23,88,22,0,,4,1.35,33,32,+1,+0.04,+0.30,30.0,33.9,-3.9,-0.17,+0.49
35,Leon Balogun,NGA,DF,Brighton,30,1988,8,594,74,17.4,6.6,5,91,5,3,47,18,1.25,7,10,-3,-0.45,+0.25,5.9,8.7,-2.7,-0.41,+0.26
36,Sol Bamba,CIV,DF,Cardiff City,33,1985,28,2474,88,72.3,27.5,28,88,27,0,,1,0.89,25,52,-27,-0.98,-0.22,30.2,42.7,-12.5,-0.45,+0.18
37,Phil Bardsley,SCO,DF,Burnley,33,1985,19,1670,88,48.8,18.6,19,88,17,0,,12,1.26,22,27,-5,-0.27,+0.66,23.8,28.0,-4.2,-0.23,+0.47
38,Ross Barkley,ENG,MF,Chelsea,24,1993,27,1245,46,36.4,13.8,13,75,3,14,19,9,2.00,28,13,+15,+1.08,+0.71,23.8,10.9,+12.9,+0.93,+0.54
39,Ashley Barnes,ENG,FW,Burnley,28,1989,37,2388,65,69.8,26.5,26,85,16,11,17,1,1.00,35,41,-6,-0.23,+1.26,34.9,39.2,-4.4,-0.16,+1.00
40,Harvey Barnes,ENG,MF|FW,Leicester City,20,1997,16,1004,63,29.4,11.2,11,79,3,5,27,1,1.25,19,16,+3,+0.27,+0.27,21.0,11.2,+9.8,+0.87,+0.91
41,Antonio Barreca,ITA,DF,Newcastle Utd,23,1995,1,5,5,0.1,0.1,0,,0,1,4,2,0.00,0,0,0,0.00,+0.16,0.0,0.2,-0.2,-2.81,-2.44
42,Michy Batshuayi,BEL,FW,Crystal Palace,24,1993,11,750,68,21.9,8.3,9,79,1,2,19,3,2.00,18,11,+7,+0.84,+1.14,12.4,9.6,+2.8,+0.34,+0.51
43,Jan Bednarek,POL,DF,Southampton,22,1996,25,2151,86,62.9,23.9,24,88,23,1,35,1,1.20,32,37,-5,-0.21,+0.85,28.8,34.1,-5.2,-0.22,-0.01
44,Asmir Begović,BIH,GK,Bournemouth,31,1987,24,2160,90,63.2,24.0,24,90,24,0,,12,1.13,32,47,-15,-0.62,-0.70,32.4,35.7,-3.2,-0.14,-0.09
45,Héctor Bellerín,ESP,DF,Arsenal,23,1995,19,1533,81,44.8,17.0,18,84,15,1,21,0,1.95,36,21,+15,+0.88,+0.55,24.7,20.4,+4.3,+0.25,+0.18
46,Joe Bennett,ENG,DF,Cardiff City,28,1990,30,2639,88,77.2,29.3,30,88,28,0,,7,0.83,25,50,-25,-0.85,+0.30,32.7,49.1,-16.5,-0.56,-0.26
47,Ryan Bennett,ENG,DF,Wolves,28,1990,34,3060,90,89.5,34.0,34,90,34,0,,2,1.65,44,38,+6,+0.18,+1.43,49.5,36.5,+13.0,+0.38,+1.12
48,Josh Benson,ENG,MF,Burnley,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
49,Christian Benteke,BEL,FW,Crystal Palace,27,1990,16,814,51,23.8,9.0,9,80,3,7,14,4,1.25,11,13,-2,-0.22,-0.22,12.5,15.1,-2.6,-0.29,-0.29
50,Jóhann Berg Guðmundsson,ISL,MF,Burnley,27,1990,29,1752,60,51.2,19.5,19,82,13,10,19,2,1.00,24,39,-15,-0.77,-0.34,23.8,33.9,-10.1,-0.52,-0.11
51,Bernard,BRA,FW|MF,Everton,25,1992,34,2116,62,61.9,23.5,25,77,4,9,21,1,1.44,29,19,+10,+0.43,+0.56,28.9,26.6,+2.3,+0.10,-0.02
52,Bernardo,BRA,DF,Brighton,23,1995,22,1752,80,51.2,19.5,19,89,18,3,19,12,1.09,17,29,-12,-0.62,+0.09,16.5,23.6,-7.1,-0.37,+0.54
53,Ryan Bertrand,ENG,DF,Southampton,28,1989,24,2160,90,63.2,24.0,24,90,24,0,,1,0.96,26,42,-16,-0.67,-0.38,32.1,34.2,-2.1,-0.09,+0.34
54,Marcus Bettinelli,ENG,GK,Fulham,26,1992,7,630,90,18.4,7.0,7,90,7,0,,15,0.71,10,20,-10,-1.43,-0.24,7.6,15.4,-7.8,-1.11,-0.50
55,Philip Billing,DEN,MF,Huddersfield,22,1996,27,2188,81,64.0,24.3,25,85,19,2,28,1,0.52,15,43,-28,-1.15,+0.75,17.5,34.2,-16.6,-0.68,+0.45
56,Yves Bissouma,MLI,MF,Brighton,21,1996,28,1774,63,51.9,19.7,17,88,11,11,26,6,0.93,16,32,-16,-0.81,-0.32,16.9,30.8,-13.8,-0.70,-0.16
57,Willy Boly,CIV,DF,Wolves,27,1991,36,3167,88,92.6,35.2,36,88,34,0,,0,1.42,40,41,-1,-0.03,-0.74,47.9,38.0,+9.9,+0.28,+0.23
58,Léo Bonatini,BRA,FW,Wolves,24,1994,7,135,19,3.9,1.5,0,,0,7,18,12,1.43,4,0,+4,+2.67,+2.75,5.1,0.8,+4.2,+2.83,+2.67
59,Gaëtan Bong,CMR,DF,Brighton,30,1988,22,1808,82,52.9,20.1,19,90,19,3,32,16,0.77,18,34,-16,-0.80,-0.29,19.8,38.2,-18.4,-0.91,-0.61
60,Artur Boruc,POL,GK,Bournemouth,38,1980,12,1080,90,31.6,12.0,12,90,12,0,,26,1.25,20,18,+2,+0.17,+0.78,17.5,17.9,-0.4,-0.03,+0.10
61,Robbie Brady,IRL,MF,Burnley,26,1992,16,720,45,21.1,8.0,6,85,2,10,21,5,0.69,8,17,-9,-1.13,-0.66,11.1,13.2,-2.1,-0.26,+0.26
