Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
173,Jon Gorenc Stanković,SVN,MF|DF,Huddersfield,22,1996,7.9,2,0,0,9,12,0,0,9,18,0,0,0,38,19,15,55.9
174,Dan Gosling,ENG,MF,Bournemouth,28,1990,19.3,8,0,0,29,24,2,6,20,23,0,0,0,131,33,37,47.1
175,Karlan Grant,ENG,FW,Huddersfield,20,1997,9.7,0,0,0,8,8,4,9,2,2,1,0,0,38,10,49,16.9
176,Andre Gray,JAM,FW,Watford,27,1991,15.2,2,0,0,12,9,15,8,2,1,0,0,0,22,17,52,24.6
177,Demarai Gray,JAM,FW|MF,Leicester City,22,1996,22.1,2,0,0,14,15,3,52,9,12,0,0,0,99,11,33,25.0
178,Mason Greenwood,ENG,FW,Manchester Utd,16,2001,1.3,0,0,0,0,1,2,1,0,3,0,0,0,5,0,2,0.0
179,Pascal Groß,GER,MF|FW,Brighton,27,1991,20.7,1,0,0,11,13,5,142,13,12,1,1,0,90,18,37,32.7
180,Vicente Guaita,ESP,GK,Crystal Palace,31,1987,19.5,2,0,0,1,6,0,0,0,0,0,1,0,12,6,0,100.0
181,Mattéo Guendouzi,FRA,MF,Arsenal,19,1999,23.9,9,0,0,24,62,0,15,30,26,0,0,0,167,18,24,42.9
182,İlkay Gündoğan,GER,MF,Manchester City,27,1990,23.7,3,0,0,13,23,0,98,28,12,0,0,0,154,24,24,50.0
183,Angus Gunn,SCO,GK,Southampton,22,1996,12.0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,100.0
184,Aron Gunnarsson,ISL,MF,Cardiff City,29,1989,25.2,5,0,0,26,30,0,12,38,29,0,0,0,174,44,33,57.1
185,Florent Hadergjonaj,KVX,DF|MF,Huddersfield,24,1994,20.5,1,0,0,11,19,2,91,21,17,0,1,0,106,22,22,50.0
186,Ben Hamer,ENG,GK,Huddersfield,30,1987,6.1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,100.0
187,Kadeem Harris,ENG,MF,Cardiff City,25,1993,4.2,1,0,0,4,5,1,15,3,5,0,0,0,10,3,8,27.3
188,Joe Hart,ENG,GK,Burnley,31,1987,19.0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,100.0
189,Isaac Hayden,ENG,MF,Newcastle Utd,23,1995,20.7,3,1,0,32,14,0,11,40,43,0,0,0,118,52,40,56.5
190,Eden Hazard,BEL,FW,Chelsea,27,1991,32.5,2,0,0,12,104,11,145,13,9,1,0,0,103,19,31,38.0
191,Rhys Healey,WAL,FW,Cardiff City,23,1994,0.6,0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,50.0
192,Tom Heaton,ENG,GK,Burnley,32,1986,19.0,3,0,0,1,2,0,0,0,0,0,0,0,19,3,0,100.0
193,Jordan Henderson,ENG,MF,Liverpool,28,1990,22.1,2,1,1,26,12,1,38,30,36,0,0,0,168,24,20,54.5
194,Jeff Hendrick,IRL,MF|FW,Burnley,26,1992,22.9,4,0,0,17,13,9,24,12,12,0,1,0,121,17,29,37.0
