Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1,Max Aarons,ENG,DF,Norwich City,21,2000,32.0,0,13,2,15.4,0.41,0.06,0.00,0.00,19.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8
2,Che Adams,SCO,FW,Southampton,25,1996,22.7,7,49,24,49.0,2.16,1.06,0.14,0.29,13.3,0,0,0,7.1,7.1,0.15,-0.1,-0.1
3,Rayan Aït Nouri,ALG,DF|MF,Wolves,20,2001,20.3,1,13,4,30.8,0.64,0.20,0.08,0.25,17.6,0,0,0,0.6,0.6,0.04,+0.4,+0.4
4,Kristoffer Ajer,NOR,DF,Brentford,23,1998,22.2,1,7,1,14.3,0.32,0.05,0.14,1.00,8.8,0,0,0,0.8,0.8,0.11,+0.2,+0.2
5,Nathan Aké,NED,DF,Manchester City,26,1995,10.3,2,5,2,40.0,0.49,0.20,0.40,1.00,7.3,0,0,0,0.7,0.7,0.13,+1.3,+1.3
6,Marc Albrighton,ENG,FW|DF,Leicester City,31,1989,12.6,1,4,1,25.0,0.32,0.08,0.25,1.00,16.3,0,0,0,0.5,0.5,0.12,+0.5,+0.5
7,Thiago Alcántara,ESP,MF,Liverpool,30,1991,17.0,1,25,6,24.0,1.47,0.35,0.04,0.17,19.3,0,0,0,1.9,1.9,0.08,-0.9,-0.9
8,Trent Alexander-Arnold,ENG,DF,Liverpool,22,1998,31.7,2,51,15,29.4,1.61,0.47,0.04,0.13,24.0,8,0,0,2.4,2.4,0.05,-0.4,-0.4
9,Alisson,BRA,GK,Liverpool,28,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
10,Allan,BRA,MF,Everton,30,1991,24.3,0,7,3,42.9,0.29,0.12,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
11,Dele Alli,ENG,MF,Tottenham,25,1996,7.3,1,3,2,66.7,0.41,0.27,0.00,0.00,21.4,0,1,1,1.6,0.8,0.26,-0.6,-0.8
12,Dele Alli,ENG,MF|FW,Everton,25,1996,3.8,0,3,0,0.0,0.80,0.00,0.00,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
13,Miguel Almirón,PAR,MF|FW,Newcastle Utd,27,1994,19.1,1,32,7,21.9,1.68,0.37,0.03,0.14,19.6,0,0,0,1.7,1.7,0.05,-0.7,-0.7
14,Marcos Alonso,ESP,DF,Chelsea,30,1990,24.1,4,43,10,23.3,1.79,0.42,0.09,0.40,18.7,9,0,0,2.8,2.8,0.07,+1.2,+1.2
15,Steven Alzate,COL,MF,Brighton,22,1998,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
16,Daniel Amartey,GHA,DF,Leicester City,26,1994,23.6,0,2,1,50.0,0.08,0.04,0.00,0.00,34.1,0,0,0,0.0,0.0,0.01,0.0,0.0
17,Joachim Andersen,DEN,DF,Crystal Palace,25,1996,32.4,0,8,3,37.5,0.25,0.09,0.00,0.00,15.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7
18,Michail Antonio,JAM,FW,West Ham,31,1990,33.0,10,82,27,32.9,2.48,0.82,0.12,0.37,14.9,0,0,1,10.8,10.2,0.12,-0.8,-0.2
19,Cameron Archer,ENG,FW|MF,Aston Villa,20,2001,0.3,0,1,0,0.0,3.33,0.00,0.00,,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0
20,Alphonse Areola,FRA,GK,West Ham,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
21,Adam Armstrong,ENG,FW,Southampton,24,1997,15.7,2,47,14,29.8,2.99,0.89,0.04,0.14,17.2,0,0,0,4.5,4.5,0.10,-2.5,-2.5
22,Stuart Armstrong,SCO,MF,Southampton,29,1992,16.4,2,38,9,23.7,2.32,0.55,0.05,0.22,20.5,0,0,0,2.5,2.5,0.07,-0.5,-0.5
23,Kepa Arrizabalaga,ESP,GK,Chelsea,26,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
24,Harrison Ashby,SCO,DF,West Ham,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
25,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,32,1989,11.5,4,33,16,48.5,2.86,1.39,0.12,0.25,15.0,0,0,2,5.9,4.2,0.13,-1.9,-0.2
26,Jordan Ayew,GHA,FW,Crystal Palace,29,1991,22.4,3,35,8,22.9,1.56,0.36,0.09,0.38,16.8,1,0,0,3.1,3.1,0.09,-0.1,-0.1
27,Luke Ayling,ENG,DF,Leeds United,29,1991,25.2,2,19,3,15.8,0.75,0.12,0.11,0.67,13.0,0,0,0,1.2,1.2,0.07,+0.8,+0.8
28,César Azpilicueta,ESP,DF,Chelsea,31,1989,23.0,1,11,4,36.4,0.48,0.17,0.09,0.25,14.7,0,0,0,0.9,0.9,0.08,+0.1,+0.1
29,Daniel Bachmann,AUT,GK,Watford,27,1994,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
30,Leon Bailey,JAM,FW|MF,Aston Villa,23,1997,8.5,1,21,8,38.1,2.48,0.95,0.05,0.13,19.4,4,0,0,1.5,1.5,0.07,-0.5,-0.5
31,Eric Bailly,CIV,DF,Manchester Utd,27,1994,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
32,Folarin Balogun,USA,FW,Arsenal,20,2001,0.8,0,3,0,0.0,3.86,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
33,Patrick Bamford,ENG,FW,Leeds United,27,1993,6.2,2,20,5,25.0,3.22,0.81,0.10,0.40,14.0,0,0,0,3.0,3.0,0.15,-1.0,-1.0
34,Shandon Baptiste,GRN,MF,Brentford,23,1998,10.1,1,12,4,33.3,1.19,0.40,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3
35,Ross Barkley,ENG,MF|FW,Chelsea,27,1993,2.0,1,9,4,44.4,4.53,2.01,0.11,0.25,22.3,0,0,0,1.0,1.0,0.11,0.0,0.0
36,Ashley Barnes,ENG,FW,Burnley,31,1989,9.0,1,15,5,33.3,1.67,0.56,0.00,0.00,17.3,0,1,1,2.1,1.4,0.09,-1.1,-1.4
37,Harvey Barnes,ENG,FW|MF,Leicester City,23,1997,23.3,6,66,24,36.4,2.83,1.03,0.09,0.25,16.1,0,0,0,5.6,5.6,0.09,+0.4,+0.4
38,Lewis Bate,ENG,MF,Leeds United,18,2002,1.6,0,1,0,0.0,0.62,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.01,0.0,0.0
39,Mads Bech Sørensen,DEN,DF,Brentford,22,1999,9.3,0,2,0,0.0,0.22,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
40,Jan Bednarek,POL,DF,Southampton,25,1996,29.2,4,19,7,36.8,0.65,0.24,0.21,0.57,8.9,0,0,0,2.2,2.2,0.12,+1.8,+1.8
41,Donny van de Beek,NED,MF,Manchester Utd,24,1997,0.8,1,2,1,50.0,2.40,1.20,0.50,1.00,9.0,0,0,0,0.5,0.5,0.24,+0.5,+0.5
42,Donny van de Beek,NED,MF,Everton,24,1997,5.4,1,5,1,20.0,0.93,0.19,0.20,1.00,20.5,0,0,0,1.1,1.1,0.21,-0.1,-0.1
43,Asmir Begović,BIH,GK,Everton,34,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
