Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Suleiman Abdullahi,NGA,FW|MF,Union Berlin,22,1996,1.7,4,2.29,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
2,David Abraham,ARG,DF,Eint Frankfurt,33,1986,18.8,13,0.69,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0
3,Amir Abrashi,ALB,MF,Freiburg,29,1990,7.4,10,1.35,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0
4,Tyler Adams,USA,MF|DF,RB Leipzig,20,1999,10.6,19,1.79,14,1,0,2,2,0,2,0.19,1,0,0,0,1,0
5,Sargis Adamyan,ARM,FW|MF,Hoffenheim,26,1993,8.3,21,2.53,18,0,0,1,2,0,5,0.60,4,0,0,0,1,0
6,Manuel Akanji,SUI,DF,Dortmund,24,1995,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0
7,Kevin Akpoguma,NGA,DF,Hoffenheim,24,1995,12.7,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
8,David Alaba,AUT,DF,Bayern Munich,27,1992,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0
9,Lucas Alario,ARG,FW,Leverkusen,26,1992,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0
10,Paco Alcácer,ESP,FW,Dortmund,25,1993,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0
11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0
12,Nadiem Amiri,GER,MF|FW,Leverkusen,22,1996,20.6,95,4.60,59,24,5,4,3,0,8,0.39,7,0,0,0,1,0
13,Ethan Ampadu,WAL,DF,RB Leipzig,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
14,Opoku Ampomah,GHA,FW|MF,Düsseldorf,23,1996,5.6,21,3.77,13,0,5,2,1,0,0,0.00,0,0,0,0,0,0
15,Sebastian Andersson,SWE,FW,Union Berlin,28,1991,29.8,58,1.95,44,0,4,5,5,0,8,0.27,1,0,2,4,1,0
16,Robert Andrich,GER,MF,Union Berlin,24,1994,28.6,83,2.90,55,4,5,11,6,2,6,0.21,4,0,0,0,1,1
17,Angeliño,ESP,DF|FW,RB Leipzig,22,1997,12.2,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0
18,Christopher Antwi-Adjei,GHA,MF|FW,Paderborn 07,25,1994,27.4,95,3.46,62,12,7,3,10,1,6,0.22,4,1,1,0,0,0
19,Charles Aránguiz,CHI,MF,Leverkusen,30,1989,23.5,46,1.95,41,1,0,1,2,1,5,0.21,5,0,0,0,0,0
20,Maximilian Arnold,GER,MF,Wolfsburg,25,1994,31.3,137,4.37,55,56,4,10,11,1,14,0.45,5,6,0,2,1,0
21,Santiago Ascacíbar,ARG,MF,Hertha BSC,22,1997,7.0,6,0.85,5,1,0,0,0,0,1,0.14,1,0,0,0,0,0
22,Ludwig Augustinsson,SWE,DF|MF,Werder Bremen,25,1994,10.3,28,2.73,20,6,1,0,1,0,1,0.10,1,0,0,0,0,0
23,Taiwo Awoniyi,NGA,FW|MF,Mainz 05,21,1997,5.4,13,2.43,9,0,4,0,0,0,0,0.00,0,0,0,0,0,0
24,Kaan Ayhan,TUR,DF,Düsseldorf,24,1994,30.3,47,1.55,41,0,0,3,1,2,3,0.10,3,0,0,0,0,0
25,Matthias Bader,GER,DF,Köln,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
