Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1,Abner,BRA,DF,Betis,22,2000,6.7,0,5,1,20.0,0.74,0.15,0.00,0.00,13.6,0,0,0,1.7,1.7,0.34,-1.7,-1.7
2,Álvaro Aceves,ESP,GK,Valladolid,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
3,Marcos Acuña,ARG,DF,Sevilla,30,1991,21.2,3,21,5,23.8,0.99,0.24,0.14,0.60,25.6,1,0,0,1.2,1.2,0.06,+1.8,+1.8
4,Julen Agirrezabala,ESP,GK,Athletic Club,21,2000,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
5,Álvaro Aguado,ESP,MF,Valladolid,26,1996,21.0,1,20,6,30.0,0.95,0.29,0.05,0.17,24.6,1,0,0,1.0,1.0,0.05,0.0,0.0
6,Joseph Aidoo,GHA,DF,Celta Vigo,26,1995,34.7,3,14,3,21.4,0.40,0.09,0.21,1.00,13.2,0,0,0,1.0,1.0,0.07,+2.0,+2.0
7,Sergio Akieme,ESP,DF,Almería,24,1997,25.5,1,23,7,30.4,0.90,0.27,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5
8,Babatunde Akinsola,NGA,FW,Valladolid,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
9,Paul Akouokou,CIV,MF|DF,Betis,24,1997,5.0,0,3,1,33.3,0.60,0.20,0.00,0.00,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
10,David Alaba,AUT,DF,Real Madrid,30,1992,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5,0,0,0.8,0.8,0.06,+0.2,+0.2
11,Ángel Alarcón,ESP,FW,Barcelona,18,2004,0.3,0,1,1,100.0,3.60,3.60,0.00,0.00,,,0,0,,,,,
12,Tomás Alarcón,CHI,MF,Cádiz,23,1999,2.5,0,2,1,50.0,0.81,0.40,0.00,0.00,36.4,0,0,0,0.0,0.0,0.01,0.0,0.0
13,Jordi Alba,ESP,DF,Barcelona,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.50,23.3,0,0,0,0.8,0.8,0.06,+1.2,+1.2
14,Raúl Albiol,ESP,DF,Villarreal,36,1985,23.5,0,2,1,50.0,0.08,0.04,0.00,0.00,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
15,Rubén Alcaraz,ESP,MF,Cádiz,31,1991,22.7,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3,2,3,4.0,1.6,0.05,-1.0,-0.6
16,Omar Alderete,PAR,DF,Getafe,25,1996,22.7,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,0,0.6,0.6,0.04,+0.4,+0.4
17,Iván Alejo,ESP,MF|FW,Cádiz,27,1995,14.6,0,23,6,26.1,1.58,0.41,0.00,0.00,21.3,0,0,0,1.2,1.2,0.05,-1.2,-1.2
18,Carles Aleñá,ESP,MF|FW,Getafe,24,1998,23.5,2,33,10,30.3,1.40,0.42,0.06,0.20,22.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3
19,Alejandro Alfaro,ESP,MF,Elche,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
20,Ángel Algobia,ESP,MF,Getafe,23,1999,12.6,0,7,1,14.3,0.55,0.08,0.00,0.00,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
21,Mohamed Ali Cho,FRA,FW|MF,Real Sociedad,18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8
22,Domingos André Ribeiro Almeida,POR,MF,Valencia,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,+0.6,+0.6
23,Marcos Alonso,ESP,DF,Barcelona,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.50,12.0,0,0,0,0.9,0.9,0.15,+0.1,+0.1
24,Carlos Álvarez,ESP,MF,Sevilla,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
25,Gastón Álvarez,URU,DF,Getafe,22,2000,16.7,2,5,2,40.0,0.30,0.12,0.40,1.00,16.9,0,0,0,0.5,0.5,0.11,+1.5,+1.5
26,Yeray Álvarez,ESP,DF,Athletic Club,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1.00,16.0,0,0,0,0.8,0.8,0.10,+0.2,+0.2
27,Selim Amallah,MAR,MF|FW,Valladolid,25,1996,3.0,2,5,2,40.0,1.69,0.67,0.40,1.00,19.2,1,0,0,0.9,0.9,0.17,+1.1,+1.1
28,Amath,SEN,MF|FW,Mallorca,26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0,0,0,2.7,2.7,0.12,-0.7,-0.7
29,Jordan Amavi,FRA,DF,Getafe,28,1994,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
30,Marcos André,BRA,FW|MF,Valencia,25,1996,5.0,1,17,2,11.8,3.42,0.40,0.06,0.50,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3
31,Fabrizio Angileri,ARG,DF,Getafe,28,1994,6.5,0,3,0,0.0,0.46,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
32,Josep Antoni Gayá,ESP,DF|MF,Mallorca,22,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
33,José Antonio,ESP,MF|DF,Cádiz,18,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
34,Anuar,MAR,MF|FW,Valladolid,27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.00,13.0,0,0,0,0.3,0.3,0.12,+0.7,+0.7
35,Mauro Arambarri,URU,MF,Getafe,26,1995,11.0,0,8,0,0.0,0.73,0.00,0.00,,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2
36,Ronald Araújo,URU,DF,Barcelona,23,1999,20.0,0,18,1,5.6,0.90,0.05,0.00,0.00,13.1,0,0,0,2.1,2.1,0.12,-2.1,-2.1
