Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP
1,Abner,BRA,DF,Betis,22,2000,6.7,252,351,71.8,3886,1578,130,149,87.2,94,134,70.1,16,42,38.1,0,0.1,0.5,-0.1,2,18,3,1,16
2,Álvaro Aceves,ESP,GK,Valladolid,19,2003,0.1,7,8,87.5,151,113,2,2,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
3,Marcos Acuña,ARG,DF,Sevilla,30,1991,21.2,970,1307,74.2,18018,6997,446,499,89.4,380,491,77.4,128,260,49.2,2,4.3,5.7,-2.3,38,71,38,19,102
4,Julen Agirrezabala,ESP,GK,Athletic Club,21,2000,7.5,171,241,71.0,4890,3600,29,29,100.0,91,94,96.8,51,118,43.2,0,0.0,0.0,0.0,0,2,0,0,0
5,Álvaro Aguado,ESP,MF,Valladolid,26,1996,21.0,930,1142,81.4,18906,5096,359,404,88.9,371,429,86.5,174,246,70.7,2,2.2,2.0,-0.2,35,111,11,2,139
6,Joseph Aidoo,GHA,DF,Celta Vigo,26,1995,34.7,1525,1766,86.4,31337,9650,383,439,87.2,974,1050,92.8,163,244,66.8,0,0.1,0.3,-0.1,2,83,4,0,95
7,Sergio Akieme,ESP,DF,Almería,24,1997,25.5,821,1061,77.4,13314,5012,430,485,88.7,315,386,81.6,52,128,40.6,0,2.0,2.2,-2.0,21,43,22,17,58
8,Babatunde Akinsola,NGA,FW,Valladolid,19,2003,0.1,2,2,100.0,41,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
9,Paul Akouokou,CIV,MF|DF,Betis,24,1997,5.0,160,174,92.0,2670,645,71,73,97.3,66,69,95.7,14,18,77.8,0,0.0,0.1,0.0,0,13,1,0,10
10,David Alaba,AUT,DF,Real Madrid,30,1992,20.4,1042,1189,87.6,15258,5475,601,626,96.0,340,388,87.6,53,99,53.5,3,1.1,1.3,+1.9,16,68,9,4,67
11,Ángel Alarcón,ESP,FW,Barcelona,18,2004,0.3,,,,,,,,,,,,,,,0,,,,,,,,
12,Tomás Alarcón,CHI,MF,Cádiz,23,1999,2.5,78,95,82.1,1688,582,28,32,87.5,27,34,79.4,20,25,80.0,0,0.1,0.1,-0.1,2,11,1,0,9
13,Jordi Alba,ESP,DF,Barcelona,33,1989,15.8,1217,1460,83.4,19141,5490,668,728,91.8,441,521,84.6,78,139,56.1,3,6.2,6.7,-3.2,38,120,43,15,141
14,Raúl Albiol,ESP,DF,Villarreal,36,1985,23.5,1303,1472,88.5,28074,10667,321,349,92.0,757,811,93.3,215,287,74.9,0,0.0,0.5,0.0,2,98,5,0,100
15,Rubén Alcaraz,ESP,MF,Cádiz,31,1991,22.7,827,1046,79.1,16517,4831,331,386,85.8,340,388,87.6,138,219,63.0,0,1.3,1.2,-1.3,20,93,16,8,105
16,Omar Alderete,PAR,DF,Getafe,25,1996,22.7,509,877,58.0,11252,5744,153,218,70.2,260,351,74.1,94,268,35.1,1,0.8,1.0,+0.2,5,69,12,0,96
17,Iván Alejo,ESP,MF|FW,Cádiz,27,1995,14.6,219,392,55.9,3409,1108,128,173,74.0,55,111,49.5,24,61,39.3,1,2.4,1.6,-1.4,21,10,24,20,16
18,Carles Aleñá,ESP,MF|FW,Getafe,24,1998,23.5,607,809,75.0,10256,2596,291,346,84.1,211,270,78.1,69,120,57.5,2,1.6,1.8,+0.4,15,71,20,6,87
19,Alejandro Alfaro,ESP,MF,Elche,20,2002,0.2,1,1,100.0,3,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
20,Ángel Algobia,ESP,MF,Getafe,23,1999,12.6,420,521,80.6,7479,1575,179,211,84.8,173,197,87.8,52,82,63.4,0,0.6,0.3,-0.6,5,35,4,4,42
21,Mohamed Ali Cho,FRA,FW|MF,Real Sociedad,18,2004,6.5,108,165,65.5,1506,407,72,82,87.8,27,53,50.9,5,17,29.4,2,1.6,1.6,+0.4,7,6,10,7,8
22,Domingos André Ribeiro Almeida,POR,MF,Valencia,22,2000,28.2,1110,1402,79.2,18396,6030,561,624,89.9,396,485,81.6,110,213,51.6,4,3.4,4.0,+0.6,43,143,43,13,197
23,Marcos Alonso,ESP,DF,Barcelona,31,1990,13.0,896,1005,89.2,16393,5539,360,386,93.3,442,475,93.1,81,117,69.2,0,0.3,0.9,-0.3,6,70,9,4,71
24,Carlos Álvarez,ESP,MF,Sevilla,18,2003,0.1,4,4,100.0,47,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
25,Gastón Álvarez,URU,DF,Getafe,22,2000,16.7,350,579,60.4,5840,3078,176,209,84.2,136,228,59.6,30,103,29.1,0,0.2,0.4,-0.2,4,27,4,3,38
26,Yeray Álvarez,ESP,DF,Athletic Club,27,1995,25.9,1123,1392,80.7,23716,9040,357,404,88.4,596,671,88.8,163,287,56.8,1,1.1,0.8,-0.1,14,137,11,4,152
27,Selim Amallah,MAR,MF|FW,Valladolid,25,1996,3.0,63,83,75.9,1030,268,30,38,78.9,23,30,76.7,6,8,75.0,1,0.3,0.2,+0.7,3,7,2,0,10
28,Amath,SEN,MF|FW,Mallorca,26,1996,13.6,215,299,71.9,2692,708,147,174,84.5,41,64,64.1,9,19,47.4,0,0.8,0.6,-0.8,2,13,5,3,16
29,Jordan Amavi,FRA,DF,Getafe,28,1994,2.2,51,96,53.1,779,372,28,39,71.8,18,36,50.0,3,11,27.3,0,0.0,0.0,0.0,0,2,0,0,5
30,Marcos André,BRA,FW|MF,Valencia,25,1996,5.0,43,64,67.2,631,160,21,32,65.6,18,23,78.3,1,4,25.0,0,0.4,0.2,-0.4,4,4,1,0,7
31,Fabrizio Angileri,ARG,DF,Getafe,28,1994,6.5,153,260,58.8,2800,936,67,87,77.0,65,109,59.6,17,42,40.5,0,0.0,0.1,0.0,0,13,1,0,16
32,Josep Antoni Gayá,ESP,DF|MF,Mallorca,22,2000,1.1,6,7,85.7,96,34,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
33,José Antonio,ESP,MF|DF,Cádiz,18,2004,0.5,8,10,80.0,98,50,6,6,100.0,2,2,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,2,1,0,3
34,Anuar,MAR,MF|FW,Valladolid,27,1995,2.3,30,40,75.0,363,114,18,23,78.3,9,10,90.0,0,0,,0,0.4,0.0,-0.4,4,3,0,0,3
35,Mauro Arambarri,URU,MF,Getafe,26,1995,11.0,326,421,77.4,6549,2050,112,128,87.5,150,177,84.7,58,99,58.6,1,1.5,1.6,-0.5,15,32,4,2,33
36,Ronald Araújo,URU,DF,Barcelona,23,1999,20.0,1139,1287,88.5,21762,7324,406,433,93.8,609,652,93.4,110,174,63.2,2,0.8,0.7,+1.2,6,95,3,1,79
37,Adu Ares,ESP,FW|MF,Athletic Club,20,2001,0.9,42,51,82.4,744,137,23,27,85.2,10,12,83.3,7,8,87.5,0,0.2,0.2,-0.2,3,4,3,3,4
38,Sergio Arribas,ESP,MF|FW,Real Madrid,20,2001,0.2,9,11,81.8,131,35,6,6,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,1,1,1,0,2
39,Roberto Arroyo,ESP,MF,Valladolid,18,2003,0.2,0,5,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
40,Ricard Artero,ESP,MF|FW,Girona,19,2003,1.5,37,47,78.7,431,85,28,32,87.5,5,6,83.3,1,2,50.0,0,0.0,0.1,0.0,0,2,0,0,3
41,Santiago Arzamendia,PAR,DF|MF,Cádiz,24,1998,5.4,150,226,66.4,2442,1025,80,94,85.1,54,73,74.0,11,36,30.6,0,0.5,0.2,-0.5,6,14,3,0,17
42,Sergio Asenjo,ESP,GK,Valladolid,33,1989,10.0,233,353,66.0,7218,5138,33,33,100.0,107,112,95.5,91,203,44.8,0,0.0,0.0,0.0,0,4,0,0,0
43,Marco Asensio,ESP,FW|MF,Real Madrid,26,1996,16.0,650,802,81.0,9900,2248,378,415,91.1,187,222,84.2,56,102,54.9,6,4.9,4.2,+1.1,41,60,26,6,70
44,Iago Aspas,ESP,FW,Celta Vigo,34,1987,31.9,936,1227,76.3,14650,3382,517,625,82.7,275,353,77.9,91,131,69.5,3,5.6,5.4,-2.6,83,90,47,2,162
45,Pierre-Emerick Aubameyang,GAB,FW,Barcelona,33,1989,0.1,3,3,100.0,59,26,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
46,Ludwig Augustinsson,SWE,DF,Mallorca,28,1994,1.5,49,70,70.0,727,274,32,35,91.4,13,23,56.5,2,10,20.0,0,0.0,0.1,0.0,1,1,2,2,5
47,Ezequiel Ávila,ARG,FW|MF,Osasuna,28,1994,19.0,287,526,54.6,5983,1501,131,185,70.8,87,151,57.6,62,139,44.6,2,1.7,2.1,+0.3,18,24,25,14,39
48,Iddrisu Baba,GHA,MF|DF,Mallorca,26,1996,18.9,476,584,81.5,8907,2460,190,212,89.6,221,252,87.7,57,93,61.3,0,0.2,0.3,-0.2,5,42,2,0,47
49,Srđan Babić,SRB,DF,Almería,26,1996,33.3,1172,1373,85.4,23290,8365,382,420,91.0,637,700,91.0,142,223,63.7,0,0.3,0.4,-0.3,7,55,3,1,63
50,Loïc Bade,FRA,DF,Sevilla,22,2000,16.1,735,847,86.8,13873,4762,253,273,92.7,409,445,91.9,64,105,61.0,0,0.1,0.1,-0.1,2,40,0,0,42
51,Édgar Badía,ESP,GK,Elche,30,1992,36.0,791,1072,73.8,24081,17998,102,103,99.0,381,393,96.9,306,570,53.7,0,0.0,0.0,0.0,0,10,0,0,0
52,Alex Baena,ESP,MF|FW,Villarreal,21,2001,21.6,681,859,79.3,11154,3034,340,380,89.5,257,301,85.4,59,100,59.0,2,5.2,3.8,-3.2,31,75,43,3,124
53,Alejandro Balde,ESP,DF,Barcelona,18,2003,27.5,1482,1670,88.7,21525,4340,892,951,93.8,486,536,90.7,71,106,67.0,6,4.9,5.4,+1.1,22,74,22,16,79
