Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,James Abankwah,IRL,DF,Udinese,18,2004,2,63,32,1.8,0.7,1,58,0,1,5,33,0.00,0,0,0,0.00,+0.03,0.4,0.7,-0.3,-0.37,-0.25
2,Oliver Abildgaard,DEN,MF,Hellas Verona,26,1996,13,592,46,17.3,6.6,6,80,5,7,16,5,1.08,2,11,-9,-1.37,-0.76,4.9,9.3,-4.4,-0.67,-0.36
3,Tammy Abraham,ENG,FW,Roma,24,1997,38,2189,58,64.0,24.3,24,77,7,14,24,0,1.66,32,25,+7,+0.29,-0.08,37.7,22.9,+14.8,+0.61,-0.16
4,Christian Acella,ITA,MF,Cremonese,20,2002,1,15,15,0.4,0.2,0,,0,1,15,25,0.00,0,1,-1,-6.00,-5.15,0.0,0.1,-0.1,-0.65,+0.07
5,Francesco Acerbi,ITA,DF,Inter,34,1988,31,2425,78,70.9,26.9,25,90,24,6,31,3,1.94,53,30,+23,+0.85,+0.31,49.5,26.6,+22.9,+0.85,+0.07
6,Marius Adamonis,LTU,GK,Lazio,25,1997,0,,,,,0,,0,0,,38,,,,,,,,,,,
7,Yacine Adli,FRA,MF|FW,Milan,22,2000,6,144,24,4.2,1.6,1,59,0,5,17,32,1.17,2,4,-2,-1.25,-1.88,2.4,2.9,-0.5,-0.33,-0.83
8,Michel Aebischer,SUI,FW|MF,Bologna,25,1997,32,1542,48,45.1,17.1,18,72,5,14,17,6,1.50,23,26,-3,-0.18,-0.51,16.9,21.6,-4.8,-0.28,-0.28
9,Felix Afena-Gyan,GHA,FW|MF,Cremonese,19,2003,23,817,36,23.9,9.1,7,63,1,16,24,11,0.78,9,13,-4,-0.44,+0.56,8.1,12.9,-4.8,-0.52,+0.26
10,Felix Afena-Gyan,GHA,FW,Roma,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
11,Lucien Agoume,FRA,MF,Inter,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
12,Kevin Agudelo,COL,MF|FW,Spezia,23,1998,34,2131,63,62.3,23.7,23,78,6,11,31,2,0.74,20,39,-19,-0.80,+0.04,24.4,38.7,-14.3,-0.60,-0.35
13,Ola Aina,NGA,DF,Torino,25,1996,19,876,46,25.6,9.7,9,75,4,10,20,3,1.53,10,7,+3,+0.31,+0.38,13.7,10.5,+3.2,+0.32,+0.37
14,Emanuel Aiwum,AUT,DF,Cremonese,21,2000,23,1653,72,48.3,18.4,17,87,14,6,29,13,0.61,13,30,-17,-0.93,-0.11,17.4,33.9,-16.5,-0.90,-0.35
15,Ebenezer Akinsanmiro,NGA,MF,Inter,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
16,Jean-Daniel Akpa-Akpro,CIV,MF|FW,Empoli,29,1992,24,1356,57,39.6,15.1,16,72,2,8,26,0,1.29,17,20,-3,-0.20,+0.19,17.3,22.2,-5.0,-0.33,+0.30
