Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
142,Cristian Gamboa,CRC,DF,Bochum,31,1989,19.1,37,1.93,24,7,1,0,3,2,4,0.21,3,1,0,0,0,0
143,Silvère Ganvoula M'Boussy,CGO,FW,Bochum,25,1996,1.7,2,1.18,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
144,Linus Gechter,GER,DF,Hertha BSC,17,2004,8.0,8,1.01,5,0,0,1,0,2,1,0.13,0,0,0,0,0,1
145,Dennis Geiger,GER,MF,Hoffenheim,23,1998,15.3,51,3.33,32,13,0,3,1,2,3,0.20,1,1,0,1,0,0
146,Yannick Gerhardt,GER,MF|DF,Wolfsburg,27,1994,17.5,37,2.12,29,1,0,3,3,1,6,0.34,5,0,0,1,0,0
147,Hamadi Al Ghaddioui,MAR,FW,Stuttgart,30,1990,5.5,12,2.17,11,0,0,1,0,0,3,0.54,3,0,0,0,0,0
148,Niko Gießelmann,GER,DF|FW,Union Berlin,29,1991,23.1,54,2.33,28,18,2,5,1,0,8,0.35,4,2,0,2,0,0
149,Rafał Gikiewicz,POL,GK,Augsburg,33,1987,34.0,9,0.26,6,3,0,0,0,0,1,0.03,1,0,0,0,0,0
150,Daniel Ginczek,GER,MF|FW,Wolfsburg,30,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
151,Matthias Ginter,GER,DF,M'Gladbach,27,1994,26.2,50,1.99,41,1,0,5,2,1,3,0.12,2,0,0,1,0,0
152,Serge Gnabry,GER,FW|DF,Bayern Munich,26,1995,24.3,111,4.57,85,4,5,10,4,3,16,0.66,11,0,3,1,1,0
153,Leon Goretzka,GER,MF,Bayern Munich,26,1995,15.5,68,4.38,57,1,1,6,3,0,9,0.58,8,0,0,0,1,0
154,Jeffrey Gouweleeuw,NED,DF,Augsburg,30,1991,28.6,26,0.91,22,2,0,1,0,1,1,0.03,1,0,0,0,0,0
155,Jens Grahl,GER,GK,Eint Frankfurt,32,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
156,Julian Green,USA,MF,Greuther Fürth,26,1995,11.7,31,2.65,18,7,2,0,3,1,0,0.00,0,0,0,0,0,0
157,Michael Gregoritsch,AUT,FW|MF,Augsburg,27,1994,15.5,20,1.29,16,0,1,2,1,0,1,0.06,0,0,0,1,0,0
158,Sebastian Griesbeck,GER,DF|MF,Greuther Fürth,30,1990,27.1,7,0.26,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
159,Sebastian Griesbeck,GER,MF,Union Berlin,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
160,Vincenzo Grifo,ITA,MF|FW,Freiburg,28,1993,30.8,141,4.57,79,45,3,10,4,0,21,0.68,13,7,0,0,1,0
161,Lennart Grill,GER,GK,Leverkusen,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Florian Grillitsch,AUT,DF|MF,Hoffenheim,25,1995,16.6,38,2.29,33,1,2,1,1,0,4,0.24,4,0,0,0,0,0
163,Carlos Gruezo,ECU,MF,Augsburg,26,1995,10.8,16,1.48,15,0,0,1,0,0,1,0.09,1,0,0,0,0,0
164,Raphaël Guerreiro,POR,DF,Dortmund,27,1993,19.9,59,2.96,40,13,2,4,0,0,11,0.55,9,0,0,2,0,0
165,Josuha Guilavogui,FRA,MF|DF,Wolfsburg,30,1990,10.5,14,1.34,10,0,1,2,0,1,1,0.10,0,0,0,1,0,0
166,Péter Gulácsi,HUN,GK,RB Leipzig,31,1990,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Manuel Gulde,GER,DF,Freiburg,30,1991,13.6,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,Robert Gumny,POL,DF,Augsburg,23,1998,25.2,31,1.23,21,4,1,2,3,0,1,0.04,0,0,0,1,0,0
169,Christian Günter,GER,DF|MF,Freiburg,28,1993,34.0,109,3.21,56,42,2,2,7,0,13,0.38,6,4,0,1,2,0
170,Lasse Günther,GER,DF,Augsburg,18,2003,1.8,1,0.56,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
171,Joško Gvardiol,CRO,DF,RB Leipzig,19,2002,26.8,33,1.23,25,5,1,2,0,0,6,0.22,6,0,0,0,0,0
172,Erling Haaland,NOR,FW,Dortmund,21,2000,21.2,61,2.87,44,0,6,8,3,0,16,0.75,11,0,3,2,0,0
173,Janik Haberer,GER,MF,Freiburg,27,1994,9.1,7,0.77,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
174,Alexander Hack,GER,DF,Mainz 05,27,1993,23.0,27,1.17,22,0,0,3,1,1,4,0.17,3,0,0,1,0,0
175,Robin Hack,GER,FW|MF,Arminia,22,1998,15.2,49,3.24,34,3,2,6,4,0,3,0.20,2,0,0,1,0,0
176,André Hahn,GER,MF|FW,Augsburg,30,1990,23.3,36,1.54,26,0,1,5,3,1,4,0.17,3,0,0,0,1,0
177,Amadou Haidara,MLI,MF,RB Leipzig,23,1998,14.7,31,2.10,27,0,2,1,1,0,4,0.27,3,0,1,0,0,0
178,Marcel Halstenberg,GER,DF,RB Leipzig,29,1991,5.6,8,1.42,6,2,0,0,0,0,1,0.18,0,1,0,0,0,0
179,Genki Haraguchi,JPN,MF,Union Berlin,30,1991,19.5,46,2.36,33,0,3,4,5,1,5,0.26,5,0,0,0,0,0
180,Luis Hartwig,GER,FW,Bochum,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
181,Makoto Hasebe,JPN,DF,Eint Frankfurt,37,1984,13.2,14,1.06,13,0,1,0,0,0,1,0.08,1,0,0,0,0,0
182,Thorgan Hazard,BEL,FW|DF,Dortmund,28,1993,14.9,43,2.89,28,5,5,2,3,0,4,0.27,1,0,2,1,0,0
183,Jonas Hector,GER,DF,Köln,31,1990,28.4,67,2.36,54,7,1,4,0,1,7,0.25,7,0,0,0,0,0
184,Hwang Hee-chan,KOR,FW,RB Leipzig,25,1996,0.5,1,1.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
185,Dominique Heintz,GER,DF,Union Berlin,27,1993,5.2,4,0.77,3,0,0,0,1,0,1,0.19,1,0,0,0,0,0
186,Dominique Heintz,GER,DF,Freiburg,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
187,Benjamin Henrichs,GER,DF,RB Leipzig,24,1997,12.7,23,1.81,19,0,0,1,2,1,5,0.39,3,0,0,1,1,0
188,Lucas Hernández,FRA,DF,Bayern Munich,25,1996,22.6,27,1.20,23,0,1,0,2,1,4,0.18,4,0,0,0,0,0
189,Patrick Herrmann,GER,DF|FW,M'Gladbach,30,1991,8.4,36,4.29,23,9,1,2,1,0,6,0.71,5,1,0,0,0,0
190,Piero Hincapié,ECU,DF,Leverkusen,19,2002,19.5,17,0.87,16,0,0,1,0,0,4,0.21,3,0,0,1,0,0
191,Martin Hinteregger,AUT,DF,Eint Frankfurt,28,1992,24.7,19,0.77,12,0,0,5,1,1,3,0.12,1,0,0,1,1,0
