,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
173,Alejandro Garnacho,ARG,FW|MF,Manchester Utd,2004,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,100.0,22,1,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0,3,20,10,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
174,Dwight Gayle,ENG,FW|DF,Newcastle Utd,1990,0.4,1,0,0,1,0,0,1,1,0,0,0,1,2,0,0,3,7.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,2,1,1,13,16,81.3,104,12,11,12,0,1,0,0,0,0.3,0.1,-0.3,2,1,0,0,0,22,0,0,10,12,3,22,0,0,0,8,34,26,0,1,0,1,0,17,4,0,2,0,4.74,0.0,0.0,0.0,7.3,0,0,0,0.6,0.6,0.28,-0.6,-0.6,2
175,Jean-Philippe Gbamin,CIV,MF,Everton,1995,0.7,1,1,1,0,0,0,2,2,0,0,0,1,2,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,16,22,72.7,207,38,11,13,4,6,0,1,0,0.0,0.0,0.0,0,1,0,0,0,31,1,7,23,1,0,31,3,2,1,15,106,51,1,0,0,2,2,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
177,Joe Gelhardt,ENG,FW|MF,Leeds United,2002,8.3,4,3,1,0,3,2,10,8,9,0,9,0,4,3,0,26,3.14,16,0,4,1,5,0,6,0.72,2,0,2,0,2,0,4,0,0,17,24,5,3,0,3,2,0,0,30,11,21,106,163,65.0,1166,344,58,81,28,46,2,5,2,1.6,1.4,0.4,9,5,10,2,15,274,5,17,123,137,44,274,29,17,12,158,869,463,17,12,11,30,19,199,55,2,23,9,2.77,1.09,0.09,0.22,15.4,0,0,0,3.0,3.0,0.13,-1.0,-1.0,2
178,Anwar El Ghazi,NED,FW|MF,Aston Villa,1995,4.3,4,4,2,2,0,2,7,5,6,0,6,1,5,2,0,11,2.56,8,1,1,0,1,0,2,0.47,2,0,0,0,0,0,2,0,0,8,5,2,14,1,4,0,0,0,20,10,11,84,119,70.6,1091,314,60,70,17,30,3,5,1,0.4,0.4,0.6,5,0,4,3,5,181,4,18,58,110,14,180,10,4,6,114,754,314,13,7,5,22,7,134,38,1,7,2,1.63,0.47,0.0,0.0,22.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3,2
179,Anwar El Ghazi,NED,FW|MF,Everton,1995,0.1,1,1,1,0,0,1,1,0,3,0,3,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,7,9,77.8,80,18,5,5,1,2,0,0,0,0.0,0.0,0.0,0,1,0,0,0,14,0,1,5,8,2,14,1,0,1,6,96,14,2,0,2,1,0,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
180,Saman Ghoddos,IRN,MF|DF,Brentford,1993,6.0,17,10,8,6,3,9,15,6,2,0,2,3,20,16,0,27,4.53,19,0,0,3,3,2,2,0.34,1,0,0,0,1,0,2,0,0,12,10,0,21,3,10,1,0,0,36,11,15,143,216,66.2,2264,747,79,105,50,66,11,32,1,1.2,1.0,-0.2,6,11,11,3,25,296,17,60,125,118,19,296,7,5,2,147,591,337,7,3,1,14,4,159,40,1,8,3,1.34,0.5,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,0.5,0.5,2
182,Morgan Gibbs-White,ENG,DF|FW,Wolves,2000,0.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,2,7,10,70.0,77,26,6,7,1,1,0,1,0,0.0,0.0,0.0,0,2,0,0,2,14,0,4,3,7,3,14,0,0,0,4,6,4,0,0,0,0,0,7,2,0,2,0,20.0,0.0,0.0,0.0,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2
184,Bryan Gil,ESP,FW|MF,Tottenham,2001,1.0,3,0,1,0,2,1,2,1,2,0,2,0,3,0,0,5,4.79,4,0,0,1,0,0,1,0.96,1,0,0,0,0,0,0,0,0,1,4,0,6,0,0,0,0,0,12,0,1,50,64,78.1,660,188,32,36,11,15,3,4,0,0.1,0.2,-0.1,2,0,4,2,7,79,2,10,13,56,3,79,6,4,2,53,350,220,6,4,0,6,2,60,17,0,1,1,0.96,0.96,0.0,0.0,15.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2
187,André Gomes,POR,MF,Everton,1993,6.9,16,4,6,6,4,8,32,24,8,2,6,1,17,7,1,21,3.04,14,0,5,1,1,0,3,0.43,2,0,1,0,0,0,3,0,0,24,8,0,6,1,4,0,0,0,53,8,9,218,282,77.3,3491,1060,116,134,75,89,19,37,1,0.2,0.2,0.8,4,29,4,2,25,376,14,64,211,107,6,376,18,12,6,196,858,445,6,8,1,21,16,224,13,0,14,4,2.04,0.58,0.0,0.0,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,2
188,Toti Gomes,POR,DF,Wolves,1999,4.0,11,7,10,1,0,7,9,2,6,3,3,8,19,15,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,3,1,1,8,7,0,0,0,17,13,10,153,203,75.4,2485,981,75,91,67,79,8,27,0,0.0,0.0,0.0,0,12,0,0,7,255,30,114,126,18,4,255,6,5,1,148,783,474,2,3,1,3,2,153,2,0,1,0,0.25,0.0,0.0,0.0,9.4,0,0,0,0.0,0.0,0.04,0.0,0.0,2
189,Joe Gomez,ENG,DF,Liverpool,1997,3.7,10,6,5,2,3,5,9,4,4,1,3,5,15,6,0,7,1.9,6,0,0,0,1,0,2,0.54,2,0,0,0,0,0,2,0,0,5,2,0,19,5,6,0,0,0,19,10,6,230,292,78.8,4200,1139,103,119,101,126,24,37,1,0.8,0.5,0.2,3,27,3,2,36,332,4,64,168,103,6,332,8,4,4,163,757,338,11,10,2,5,2,206,29,0,1,0,0.27,0.0,0.0,0.0,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,2
190,Charlie Goode,ENG,DF,Brentford,1995,5.0,7,5,5,2,0,4,4,0,4,2,2,2,9,8,0,12,2.4,2,7,1,1,0,1,0,0.0,0,0,0,0,0,0,3,0,0,5,7,0,6,2,5,0,1,0,30,15,8,195,304,64.1,4380,1512,46,66,113,154,36,73,0,1.0,0.7,-1.0,7,17,2,2,18,339,20,114,160,66,10,339,7,5,2,145,755,419,5,3,0,3,1,164,9,0,2,0,0.4,0.0,0.0,0.0,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2
192,Kaide Gordon,ENG,FW,Liverpool,2004,0.1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,100.0,35,0,1,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,4,3,0,7,1,0,1,3,34,14,1,0,0,0,1,6,3,0,1,1,10.0,10.0,0.0,0.0,19.7,0,0,0,0.4,0.4,0.45,-0.4,-0.4,2
193,Dan Gosling,ENG,MF,Watford,1990,1.8,2,1,1,1,0,2,6,4,2,0,2,0,2,3,0,2,1.08,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,14,5,4,55,65,84.6,836,216,31,33,19,22,4,6,0,0.0,0.0,0.0,1,4,0,0,4,83,9,29,38,18,4,83,2,2,0,45,262,102,2,1,1,2,1,50,5,1,2,1,1.08,0.54,0.5,1.0,16.6,0,0,0,0.2,0.2,0.11,0.8,0.8,2
196,Mason Greenwood,ENG,FW|MF,Manchester Utd,2001,14.1,15,9,9,1,5,3,9,6,5,0,5,1,16,6,0,52,3.68,42,0,6,2,2,0,7,0.5,6,0,0,1,0,0,1,0,0,15,16,3,34,1,9,0,0,0,55,4,8,394,501,78.6,6461,1375,204,236,137,162,37,64,1,1.8,1.3,-0.8,17,31,13,3,39,652,6,78,277,310,60,652,52,32,20,425,3069,1586,48,31,23,26,16,509,109,5,48,18,3.4,1.27,0.1,0.28,19.1,0,0,0,4.3,4.3,0.09,0.7,0.7,2
197,Sam Greenwood,ENG,MF|FW,Leeds United,2002,2.6,8,5,0,5,3,4,7,3,3,0,3,2,10,1,0,5,1.91,3,0,0,1,0,1,1,0.38,1,0,0,0,0,0,0,0,0,7,2,2,6,2,5,0,0,0,14,2,3,54,80,67.5,731,134,30,37,18,24,1,10,2,0.2,0.0,1.8,4,5,1,0,5,106,2,14,61,33,6,106,5,2,3,55,252,88,3,2,1,1,0,59,10,0,4,0,1.52,0.0,0.0,0.0,20.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3,2
206,Kortney Hause,ENG,DF,Aston Villa,1995,4.4,3,3,2,0,1,3,4,1,8,5,3,6,9,13,0,2,0.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,2,1,0,6,3,0,1,0,41,20,8,175,222,78.8,3322,1231,65,73,89,101,19,40,0,0.0,0.1,0.0,0,11,0,0,14,266,34,136,119,14,9,266,4,3,1,158,906,517,2,2,1,4,1,151,3,1,2,2,0.45,0.45,0.5,0.5,10.5,0,0,0,0.1,0.1,0.06,0.9,0.9,2
208,Isaac Hayden,ENG,MF|DF,Newcastle Utd,1995,11.1,28,14,11,14,3,12,29,17,17,8,9,14,42,24,0,6,0.54,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,5,0,0,14,8,0,8,14,14,0,0,0,46,19,15,261,341,76.5,4160,911,129,151,99,120,18,34,0,0.0,0.1,0.0,2,20,0,0,15,467,42,179,228,68,10,467,15,9,6,221,849,276,3,8,1,16,8,248,10,1,5,1,0.45,0.09,0.2,1.0,14.1,0,0,0,0.4,0.4,0.08,0.6,0.6,2
211,Jeff Hendrick,IRL,MF,Newcastle Utd,1992,0.8,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,27,29,93.1,489,43,12,13,12,12,3,4,0,0.0,0.0,0.0,1,2,0,0,0,37,1,3,26,8,1,37,1,0,1,22,95,28,1,0,0,2,1,26,1,1,1,1,1.25,1.25,1.0,1.0,28.1,0,0,0,0.1,0.1,0.09,0.9,0.9,2
212,Wayne Hennessey,WAL,GK,Burnley,1987,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1.5,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,41,79,51.9,1981,1872,2,2,6,6,33,69,0,0.2,0.1,-0.2,3,6,0,0,0,84,59,80,4,0,0,84,0,0,0,35,156,74,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
215,Ki-Jana Hoever,NED,DF|MF,Wolves,2002,3.4,10,6,5,5,0,7,12,5,6,0,6,6,16,8,0,3,0.88,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,5,4,1,8,6,6,0,0,0,13,3,2,110,160,68.8,1691,512,54,71,51,68,4,8,0,0.1,0.1,-0.1,1,3,2,1,5,200,9,52,97,51,3,200,7,4,3,86,520,280,9,2,4,2,4,106,22,0,1,0,0.29,0.0,0.0,0.0,17.9,0,0,0,0.0,0.0,0.04,0.0,0.0,2
216,Rob Holding,ENG,DF,Arsenal,1995,9.4,13,9,11,1,1,5,6,1,23,18,5,10,23,42,1,3,0.32,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,1,9,3,0,0,10,9,0,0,0,49,28,22,420,483,87.0,7860,2536,147,160,241,261,29,55,0,0.0,0.0,0.0,0,30,0,0,23,587,84,299,275,15,7,587,1,0,1,331,1150,661,4,1,0,4,3,368,0,1,4,1,0.43,0.11,0.25,1.0,8.4,0,0,0,0.4,0.4,0.09,0.6,0.6,2
218,Callum Hudson-Odoi,ENG,MF|FW,Chelsea,2000,10.7,14,10,5,6,3,8,23,15,8,0,8,2,16,6,1,55,5.15,41,0,6,3,5,0,6,0.56,2,0,2,0,2,0,1,0,0,10,17,4,32,2,10,1,0,0,39,4,8,317,399,79.4,4453,981,203,232,87,109,15,33,2,2.1,1.9,-0.1,25,9,18,4,41,497,8,37,166,303,56,497,26,16,10,344,2593,1577,67,31,30,22,20,400,102,1,18,7,1.68,0.65,0.06,0.14,13.3,0,0,0,2.5,2.5,0.14,-1.5,-1.5,2
219,Will Hughes,ENG,MF,Crystal Palace,1995,11.7,29,14,10,16,3,7,16,9,13,7,6,8,37,10,0,23,1.97,15,3,0,0,2,3,4,0.34,1,1,0,0,1,1,6,0,0,18,17,0,35,8,14,1,1,0,84,11,20,436,537,81.2,7228,1815,206,232,184,205,31,64,1,0.6,0.6,0.4,9,31,6,2,38,653,24,162,358,143,4,653,12,8,4,324,1412,595,5,12,0,15,9,383,7,0,6,0,0.51,0.0,0.0,0.0,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2
221,Adam Idah,IRL,FW|MF,Norwich City,2001,6.9,9,6,2,5,2,2,3,1,4,2,2,3,12,7,0,17,2.45,10,1,2,1,3,0,1,0.14,1,0,0,0,0,0,0,0,0,7,10,10,13,3,6,0,0,0,29,16,27,95,150,63.3,1466,288,53,68,32,46,5,10,1,0.6,0.5,0.4,5,8,5,2,10,232,11,27,92,116,30,232,20,12,8,138,924,245,11,3,3,23,13,163,48,1,14,4,2.02,0.58,0.07,0.25,13.9,0,0,0,2.3,2.3,0.17,-1.3,-1.3,2
222,Kelechi Iheanacho,NGA,FW,Leicester City,1996,14.0,10,7,2,5,3,3,14,11,19,0,19,4,14,10,0,38,2.71,30,1,2,2,1,2,8,0.57,5,0,0,1,0,2,1,0,0,17,11,7,6,4,7,0,0,0,42,16,38,276,361,76.5,3603,768,170,195,66,85,12,24,5,2.5,1.7,2.5,17,22,13,1,37,531,11,46,232,260,50,531,33,16,17,314,1599,677,28,18,11,52,21,396,85,4,31,12,2.21,0.85,0.13,0.33,18.0,0,0,0,3.6,3.6,0.12,0.4,0.4,2
224,Tim Iroegbunam,ENG,MF,Aston Villa,2003,1.0,5,4,2,3,0,1,1,0,0,0,0,2,7,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,4,0,0,0,9,3,0,22,27,81.5,288,155,14,18,8,9,0,0,0,0.0,0.0,0.0,0,3,0,0,4,36,1,7,26,3,1,36,0,0,0,16,109,60,1,0,0,0,0,14,0,0,1,0,0.98,0.0,0.0,0.0,11.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1,2
226,Daniel James,WAL,FW,Manchester Utd,1997,1.4,2,1,0,2,0,0,0,0,2,0,2,0,2,1,0,3,2.14,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,4,1,1,20,34,58.8,193,40,15,19,2,5,0,1,0,0.3,0.0,-0.3,2,1,0,0,3,52,1,2,20,30,8,52,1,0,1,26,214,97,5,2,1,4,3,34,16,0,4,1,2.86,0.71,0.0,0.0,15.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2
237,Curtis Jones,ENG,MF,Liverpool,2001,9.5,11,9,3,6,2,1,10,9,4,0,4,6,17,4,0,28,2.96,17,1,2,3,3,2,3,0.32,2,0,0,1,0,0,0,0,0,11,19,1,6,6,9,0,0,0,54,7,7,538,599,89.8,8198,1811,289,305,204,219,31,44,1,0.6,0.5,0.4,11,53,10,1,58,685,8,85,380,226,17,685,33,25,8,476,2572,1152,25,18,3,17,18,565,54,1,20,7,2.12,0.74,0.05,0.14,23.2,0,0,0,0.9,0.9,0.05,0.1,0.1,2
238,Phil Jones,ENG,DF,Manchester Utd,1992,1.8,5,5,3,1,1,2,3,1,4,4,0,3,8,8,0,1,0.55,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,9,2,0,71,81,87.7,1169,448,33,36,36,37,1,4,0,0.0,0.0,0.0,0,5,0,0,2,101,17,48,50,4,0,101,1,1,0,58,214,103,1,0,0,1,0,63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
241,James Justin,ENG,DF,Leicester City,1998,11.1,22,13,11,8,3,7,15,8,16,4,12,17,39,34,0,17,1.53,16,0,0,0,1,0,2,0.18,2,0,0,0,0,0,0,0,0,7,12,1,15,17,13,0,0,0,62,13,16,540,677,79.8,7701,2669,328,360,166,208,24,57,0,1.0,0.7,-1.0,9,23,7,3,44,798,43,263,357,182,15,798,15,5,10,405,1922,911,23,18,1,5,10,470,52,0,5,1,0.45,0.09,0.0,0.0,11.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,2
242,Mathias Jørgensen,DEN,DF,Brentford,1990,5.8,10,4,3,5,2,7,10,3,6,1,5,10,20,13,0,7,1.22,3,3,0,1,0,0,0,0.0,0,0,0,0,0,0,2,0,0,10,1,0,7,10,4,0,0,0,20,10,9,258,337,76.6,4576,2071,122,141,105,140,29,51,0,0.3,0.2,-0.3,3,14,1,1,18,388,25,153,173,64,5,388,1,0,1,166,766,544,5,3,0,1,3,200,1,1,2,1,0.35,0.17,0.5,1.0,7.8,0,0,0,0.1,0.1,0.06,0.9,0.9,2
243,Ozan Kabak,TUR,DF,Norwich City,2000,10.2,10,5,4,6,0,5,9,4,19,11,8,16,26,26,0,10,0.98,4,0,2,1,3,0,0,0.0,0,0,0,0,0,0,2,0,0,10,10,1,1,16,5,0,2,0,50,22,27,350,431,81.2,6460,2309,127,147,190,213,28,56,0,0.0,0.2,0.0,2,16,1,0,20,532,63,326,201,13,5,532,20,16,4,281,1619,896,9,4,1,4,6,336,0,0,4,2,0.39,0.2,0.0,0.0,14.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,2
244,Christian Kabasele,BEL,DF,Watford,1991,13.3,11,5,10,1,0,7,10,3,20,16,4,14,25,67,1,4,0.3,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,3,0,1,14,5,0,0,0,58,47,12,373,474,78.7,7689,2857,94,112,236,268,41,85,0,0.2,0.1,-0.2,2,19,1,1,21,615,102,376,224,17,11,615,3,1,2,300,1255,555,5,0,0,7,1,336,1,0,7,0,0.53,0.0,0.0,0.0,10.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,2
245,Samuel Kalu,NGA,FW,Watford,1997,2.5,2,2,0,2,0,1,1,0,2,0,2,3,5,3,0,7,2.84,4,0,0,0,2,1,1,0.41,0,0,0,0,1,0,0,0,0,0,4,3,8,3,2,0,0,0,9,0,3,56,69,81.2,771,196,40,44,11,14,3,8,0,0.1,0.1,-0.1,1,3,3,0,8,98,4,16,32,52,6,98,10,4,6,57,307,140,7,5,3,7,5,70,18,0,4,1,1.62,0.41,0.0,0.0,22.3,1,0,0,0.4,0.4,0.1,-0.4,-0.4,2
249,Edo Kayembe,COD,MF,Watford,1998,8.9,21,13,11,9,1,8,16,8,6,1,5,9,30,13,0,16,1.8,13,1,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,4,5,1,8,9,13,0,0,0,77,13,19,374,442,84.6,6881,1938,159,176,166,187,43,59,0,0.3,0.3,-0.3,6,42,1,0,47,531,26,162,311,62,1,531,17,12,5,303,1625,716,9,6,0,10,11,326,8,0,6,0,0.68,0.0,0.0,0.0,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2
253,Caoimhín Kelleher,IRL,GK,Liverpool,1998,2.0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,83,91,91.2,1669,806,21,21,51,51,10,18,0,0.0,0.0,0.0,0,0,0,0,0,95,71,95,0,0,0,95,0,0,0,64,205,126,0,0,0,0,0,58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
254,Kenedy,BRA,DF,Chelsea,1996,0.6,5,2,1,2,2,2,3,1,0,0,0,0,5,0,0,2,3.1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0,1,36,50,72.0,565,139,18,24,15,18,2,5,1,0.6,0.1,0.4,2,2,4,0,5,62,1,13,21,30,4,62,1,1,0,49,253,89,2,2,1,2,3,46,10,0,1,0,1.55,0.0,0.0,0.0,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0,2
255,Jonjoe Kenny,ENG,DF,Everton,1997,11.3,17,7,11,6,0,13,21,8,8,1,7,20,37,31,0,21,1.86,16,2,2,1,0,0,2,0.18,2,0,0,0,0,0,3,1,1,9,6,1,23,20,7,0,0,0,58,9,11,351,478,73.4,5670,2338,185,209,122,166,32,71,1,0.8,0.6,0.2,11,35,10,7,36,583,33,162,280,148,8,583,9,4,5,278,1113,556,9,13,2,8,3,287,25,0,5,0,0.44,0.0,0.0,0.0,23.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2
258,Kristoffer Klaesson,NOR,GK,Leeds United,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,11,81.8,219,164,2,2,5,5,2,4,0,0.0,0.0,0.0,0,0,0,0,0,13,10,13,0,0,0,13,0,0,0,7,45,37,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
260,Robin Koch,GER,MF|DF,Leeds United,1996,17.5,21,13,9,10,2,9,34,25,26,10,16,20,41,44,0,24,1.37,21,1,0,1,1,0,2,0.11,2,0,0,0,0,0,3,0,0,22,10,0,4,20,13,0,0,0,104,45,44,555,718,77.3,10037,3504,224,279,268,326,45,73,0,0.4,0.3,-0.4,5,47,6,0,52,889,118,397,408,88,18,889,8,5,3,376,1538,673,3,7,1,16,6,518,14,0,13,1,0.74,0.06,0.0,0.0,16.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,2
261,Sead Kolašinac,BIH,DF,Arsenal,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,2,0,0,13,16,81.3,215,49,5,6,7,9,0,0,0,0.0,0.0,0.0,0,1,0,0,0,23,2,13,10,0,0,23,0,0,0,12,21,2,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
262,Ibrahima Konaté,FRA,DF,Liverpool,1999,11.0,16,10,9,6,1,7,10,3,13,9,4,16,32,37,1,6,0.55,5,0,0,0,0,1,3,0.27,3,0,0,0,0,0,2,0,0,10,3,0,0,16,10,0,0,0,64,34,19,663,754,87.9,12042,5092,237,257,379,410,38,67,0,0.0,0.2,0.0,0,47,5,0,51,855,69,341,496,20,6,855,3,2,1,497,2286,1467,7,2,0,4,1,581,2,0,4,0,0.36,0.0,0.0,0.0,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2
276,Jamaal Lascelles,ENG,DF,Newcastle Utd,1993,22.9,15,7,9,5,1,4,12,8,38,28,10,22,37,121,1,10,0.44,9,0,0,1,0,0,1,0.04,1,0,0,0,0,0,5,0,0,17,4,0,0,22,7,0,3,2,86,89,31,516,696,74.1,10069,3526,133,184,331,392,43,95,0,0.4,0.5,-0.4,4,20,1,0,18,949,221,624,262,67,52,949,2,1,1,413,1575,687,0,2,1,9,2,483,5,1,17,4,0.74,0.17,0.06,0.25,10.2,0,0,0,0.9,0.9,0.05,0.1,0.1,2
278,Aaron Lennon,ENG,MF|FW,Burnley,1987,17.2,33,17,10,13,10,10,34,24,26,4,22,9,42,14,0,33,1.92,21,0,5,2,5,0,4,0.23,1,0,2,0,1,0,2,0,0,19,20,4,40,9,17,0,1,0,73,7,21,252,382,66.0,3280,783,156,197,65,102,10,28,0,0.5,0.5,-0.5,9,14,4,2,19,542,21,85,222,243,42,542,30,13,17,286,1641,738,38,10,20,25,13,334,77,2,12,4,0.7,0.23,0.17,0.5,20.1,0,0,0,1.1,1.1,0.09,0.9,0.9,2
279,Bernd Leno,GER,GK,Arsenal,1992,4.0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,76,115,66.1,2214,1594,18,18,28,28,29,67,0,0.0,0.0,0.0,0,0,0,0,0,125,100,125,0,0,0,125,0,0,0,61,326,179,0,0,0,0,0,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
280,Jamal Lewis,NIR,DF,Newcastle Utd,1998,2.9,8,6,6,1,1,3,4,1,3,2,1,3,11,8,0,2,0.69,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0,1,0,0,2,2,0,3,3,6,0,0,0,13,1,4,79,104,76.0,1281,448,34,40,38,47,4,10,0,0.0,0.0,0.0,1,3,0,0,7,131,8,54,45,32,1,131,3,0,3,59,251,100,3,0,0,1,7,66,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
