Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Yunis Abdelhamid,MAR,DF,Reims,34,1987,37.0,6,0,0,49,28,2,5,64,50,0,0,0,263,93,51,64.6
2,Himad Abdelli,ALG,MF|FW,Angers,22,1999,23.7,3,0,0,43,31,1,35,28,38,0,0,0,180,18,23,43.9
3,Salis Abdul Samed,GHA,MF,Lens,22,2000,32.2,6,1,0,71,38,0,10,36,26,0,0,1,213,14,17,45.2
4,Laurent Abergel,FRA,MF,Lorient,29,1993,26.0,7,1,1,28,29,0,6,34,52,0,0,0,193,8,15,34.8
5,Matthis Abline,FRA,FW|MF,Auxerre,19,2003,9.0,1,0,0,14,10,5,6,1,2,1,0,0,13,12,30,28.6
6,Matthis Abline,FRA,FW|MF,Rennes,19,2003,1.2,0,0,0,3,5,1,2,2,1,1,0,0,2,1,4,20.0
7,Zakaria Aboukhlal,MAR,FW|MF,Toulouse,22,2000,27.5,4,0,0,41,46,20,29,22,23,0,0,0,130,12,31,27.9
8,Mohamed Achi,FRA,FW,Nantes,20,2002,0.4,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,
9,Martin Adeline,FRA,MF|FW,Reims,18,2003,1.2,2,0,0,5,0,0,0,3,3,0,0,0,11,6,5,54.5
10,Emmanuel Agbadou,CIV,DF,Reims,25,1997,26.5,5,3,0,29,6,0,2,32,49,0,1,1,248,60,36,62.5
11,Lucien Agoume,FRA,MF,Troyes,20,2002,12.2,5,0,0,30,8,1,9,27,25,0,0,0,84,31,18,63.3
12,Ruben Aguilar,FRA,DF,Monaco,29,1993,13.0,3,0,0,15,14,1,39,18,9,0,0,0,80,12,14,46.2
13,Amar Ahmed,SWE,FW,Troyes,18,2004,0.2,0,0,0,1,1,0,0,1,1,0,0,0,2,0,3,0.0
14,Jean-Eudes Aholou,CIV,MF,Strasbourg,28,1994,14.4,4,1,0,39,23,1,5,24,20,0,0,0,91,26,18,59.1
15,Ludovic Ajorque,FRA,FW,Strasbourg,28,1994,8.6,1,0,0,14,8,1,0,2,4,0,0,0,21,50,33,60.2
