Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1,Yunis Abdelhamid,MAR,DF,Reims,34,1987,37.0,1,32,3,9.4,0.86,0.08,0.03,0.33,15.0,0,0,0,2.4,2.4,0.07,-1.4,-1.4
2,Himad Abdelli,ALG,MF|FW,Angers,22,1999,23.7,2,24,7,29.2,1.01,0.29,0.08,0.29,22.4,2,0,0,1.4,1.4,0.06,+0.6,+0.6
3,Salis Abdul Samed,GHA,MF,Lens,22,2000,32.2,1,13,4,30.8,0.40,0.12,0.08,0.25,19.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1
4,Laurent Abergel,FRA,MF,Lorient,29,1993,26.0,0,13,2,15.4,0.50,0.08,0.00,0.00,24.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5
5,Matthis Abline,FRA,FW|MF,Auxerre,19,2003,9.0,2,24,8,33.3,2.68,0.89,0.04,0.13,20.6,0,1,2,3.6,2.0,0.08,-1.6,-1.0
6,Matthis Abline,FRA,FW|MF,Rennes,19,2003,1.2,1,6,2,33.3,5.05,1.68,0.17,0.50,12.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2
7,Zakaria Aboukhlal,MAR,FW|MF,Toulouse,22,2000,27.5,10,83,30,36.1,3.02,1.09,0.12,0.33,15.9,0,0,0,11.5,11.5,0.14,-1.5,-1.5
8,Mohamed Achi,FRA,FW,Nantes,20,2002,0.4,0,1,0,0.0,2.50,0.00,0.00,,26.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
9,Martin Adeline,FRA,MF|FW,Reims,18,2003,1.2,0,1,0,0.0,0.84,0.00,0.00,,25.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
10,Emmanuel Agbadou,CIV,DF,Reims,25,1997,26.5,0,22,3,13.6,0.83,0.11,0.00,0.00,15.8,0,0,0,1.7,1.7,0.08,-1.7,-1.7
11,Lucien Agoume,FRA,MF,Troyes,20,2002,12.2,0,9,3,33.3,0.74,0.25,0.00,0.00,15.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8
12,Ruben Aguilar,FRA,DF,Monaco,29,1993,13.0,0,4,2,50.0,0.31,0.15,0.00,0.00,17.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
13,Amar Ahmed,SWE,FW,Troyes,18,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
14,Jean-Eudes Aholou,CIV,MF,Strasbourg,28,1994,14.4,3,21,8,38.1,1.45,0.55,0.14,0.38,25.0,0,0,0,1.2,1.2,0.06,+1.8,+1.8
15,Ludovic Ajorque,FRA,FW,Strasbourg,28,1994,8.6,1,22,7,31.8,2.57,0.82,0.00,0.00,15.1,1,1,1,3.4,2.6,0.12,-2.4,-2.6
16,Maghnes Akliouche,FRA,MF|FW,Monaco,20,2002,4.5,0,5,2,40.0,1.12,0.45,0.00,0.00,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
17,Doğan Alemdar,TUR,GK,Rennes,19,2002,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
18,Jim Allevinah,GAB,DF|FW,Clermont Foot,27,1995,24.9,1,30,8,26.7,1.20,0.32,0.03,0.13,16.9,0,0,0,2.5,2.5,0.08,-1.5,-1.5
19,Mickaël Alphonse,GLP,DF,Ajaccio,33,1989,15.1,0,10,2,20.0,0.66,0.13,0.00,0.00,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
