Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR
27,Stredair Appuah,FRA,DF|MF,Nantes,18,2004,0.7,43,0,4,21,20,2,43,5,4,80.0,1,20.0,27,361,197,7,6,2,4,2,26,10
28,Taïryk Arconte,FRA,FW,Brest,18,2003,1.4,35,1,4,10,22,5,35,5,3,60.0,2,40.0,22,171,32,1,1,2,4,2,23,8
29,Mohamed El Arouch,FRA,MF,Lyon,18,2004,0.0,4,0,3,1,1,0,4,1,0,0.0,1,100.0,2,34,33,1,0,0,0,0,0,0
30,Lorenz Assignon,TOG,DF,Rennes,22,2000,2.9,200,15,51,110,42,6,200,5,1,20.0,3,60.0,122,727,411,10,7,2,4,2,105,13
31,Youcef Atal,ALG,DF|MF,Nice,26,1996,8.7,632,22,149,295,202,18,632,43,19,44.2,22,51.2,443,2882,1605,38,29,8,10,5,402,63
32,Valentin Atangana Edoa,FRA,MF,Reims,16,2005,1.9,76,5,21,32,24,8,76,5,0,0.0,3,60.0,50,319,135,5,3,2,3,4,45,6
33,Mathias Autret,FRA,MF|FW,Auxerre,31,1991,14.3,722,24,123,366,239,24,721,25,10,40.0,14,56.0,512,2801,950,20,12,3,18,4,471,58
34,Cédric Avinel,GLP,DF,Ajaccio,35,1986,19.9,876,119,508,369,5,2,876,1,0,0.0,0,0.0,576,3235,1495,3,1,0,3,0,508,1
35,Loïc Bade,FRA,DF,Rennes,22,2000,1.0,67,7,35,31,2,2,67,0,0,,0,,51,277,100,0,0,0,0,0,51,0
36,Benoît Badiashile,FRA,DF,Monaco,21,2001,9.3,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114,3,3,1,3,0,349,0
37,Eric Bailly,CIV,DF,Marseille,28,1994,6.0,357,40,159,181,20,10,357,4,2,50.0,2,50.0,218,1355,619,4,2,0,8,3,182,4
38,Dénys Bain,FRA,DF,Auxerre,29,1993,1.4,70,15,42,28,0,0,70,1,1,100.0,0,0.0,48,294,137,0,0,0,0,0,44,0
39,Brandon Baiye,BEL,MF,Clermont Foot,21,2000,0.6,42,5,10,24,8,1,42,1,1,100.0,0,0.0,27,159,54,0,0,0,1,1,24,0
40,Cédric Bakambu,COD,MF,Marseille,31,1991,0.7,33,0,6,15,12,3,33,2,0,0.0,2,100.0,22,135,59,1,3,1,2,1,20,4
41,Thierno Balde,FRA,DF|MF,Troyes,20,2002,23.9,1138,85,395,425,339,34,1138,67,36,53.7,22,32.8,765,5808,2996,66,51,11,38,15,650,118
42,Carlos Baleba,CMR,MF,Lille,18,2004,5.3,384,10,49,256,83,5,384,28,15,53.6,9,32.1,302,1903,1027,16,16,2,12,17,284,12
43,Leonardo Balerdi,ARG,DF,Marseille,23,1999,29.3,1997,223,869,1027,113,16,1997,14,9,64.3,4,28.6,1413,8306,4291,15,19,0,23,3,1232,19
44,Folarin Balogun,USA,FW,Reims,21,2001,33.3,970,16,72,385,525,198,963,87,35,40.2,44,50.6,742,4561,1697,56,27,45,94,74,743,283
45,Abdoulaye Bamba,CIV,DF,Angers,32,1990,15.2,832,52,317,442,81,2,832,9,4,44.4,4,44.4,598,2647,1112,8,5,0,9,4,541,19
46,Jonathan Bamba,CIV,FW,Lille,26,1996,30.9,1803,22,170,799,859,140,1803,99,35,35.4,54,54.5,1438,8683,3476,111,84,29,66,61,1354,345
47,Bradley Barcola,FRA,FW|MF,Lyon,19,2002,16.0,666,10,81,243,355,108,666,80,40,50.0,38,47.5,481,3202,1403,51,30,30,36,8,444,156
48,Melvin Bard,FRA,DF,Nice,21,2000,27.3,1820,93,603,837,409,26,1820,54,23,42.6,25,46.3,1191,6786,3208,61,60,8,23,16,1050,126
49,Ross Barkley,ENG,MF|FW,Nice,28,1993,10.7,606,10,91,296,228,26,606,21,12,57.1,8,38.1,457,2573,1229,30,30,7,12,24,434,46
50,Mickaël Barreto,FRA,MF,Ajaccio,31,1991,14.7,869,18,159,501,227,9,869,49,23,46.9,24,49.0,601,3671,1576,26,30,0,34,19,533,53
51,Cyrille Bayala,BFA,MF,Ajaccio,26,1996,22.3,947,27,161,431,373,45,947,68,25,36.8,38,55.9,620,4019,1631,46,34,14,56,35,541,109
52,Yanis Begraoui,MAR,FW|MF,Toulouse,21,2001,0.7,29,0,7,11,11,2,29,2,1,50.0,1,50.0,22,91,32,1,1,0,6,1,21,3
53,Alexis Beka Beka,FRA,MF|DF,Nice,21,2001,6.1,387,14,82,219,93,5,387,17,8,47.1,8,47.1,295,1911,864,13,12,3,12,8,262,23
54,Jérémie Bela,ANG,DF|MF,Clermont Foot,29,1993,8.3,355,15,72,132,157,15,355,27,9,33.3,14,51.9,240,1600,644,22,14,5,19,8,224,54
55,Reda Belahyane,FRA,MF,Nice,18,2004,2.0,135,3,41,92,9,1,135,5,5,100.0,0,0.0,113,643,318,3,4,1,3,5,97,1
56,Youcef Belaïli,ALG,MF|FW,Ajaccio,30,1992,12.8,631,6,66,320,257,51,625,64,29,45.3,24,37.5,476,3115,1319,32,24,18,42,27,431,68
57,Youcef Belaïli,ALG,FW|MF,Brest,30,1992,4.0,212,2,22,84,110,13,212,15,4,26.7,7,46.7,149,1023,484,16,10,4,16,4,144,31
58,Haris Belkebla,ALG,MF,Brest,28,1994,29.5,1524,58,353,979,214,15,1523,34,11,32.4,15,44.1,1097,5725,2432,19,25,4,37,27,946,37
59,Jean-Ricner Bellegarde,FRA,MF|FW,Strasbourg,24,1998,26.9,1589,30,219,833,569,45,1589,111,57,51.4,32,28.8,1129,8275,4230,104,97,16,64,44,1035,110
60,Jeanöel Belocian,FRA,DF,Rennes,17,2005,5.6,353,24,123,191,41,4,353,4,2,50.0,1,25.0,248,1242,543,8,5,1,4,2,223,21
61,Eliesse Ben Seghir,FRA,FW|MF,Monaco,17,2005,11.7,583,2,38,284,272,40,583,36,14,38.9,14,38.9,459,2968,1211,31,28,8,39,22,440,93
62,Salim Ben Seghir,FRA,MF,Marseille,19,2003,0.0,4,0,0,2,2,0,4,0,0,,0,,3,13,6,0,0,0,1,2,3,0
63,Wissam Ben Yedder,FRA,FW,Monaco,31,1990,23.5,799,0,22,325,458,151,793,51,23,45.1,25,49.0,610,3251,1304,48,32,26,35,32,599,198
64,Nabil Bentaleb,ALG,MF,Angers,27,1994,27.7,2186,70,511,1366,358,15,2184,111,63,56.8,31,27.9,1628,9116,4191,46,62,6,45,37,1471,28
65,Patrick Berg,NOR,MF|FW,Lens,24,1997,0.3,23,0,5,15,3,0,23,1,0,0.0,1,100.0,17,83,29,0,0,0,1,0,16,4
66,Mitchell van Bergen,NED,FW|DF,Reims,22,1999,10.1,437,10,57,158,239,37,437,38,14,36.8,23,60.5,314,2931,1489,51,44,15,24,11,275,89
67,Quentin Bernard,FRA,DF,Auxerre,33,1989,7.0,473,32,152,242,82,2,473,4,1,25.0,1,25.0,324,1567,722,4,15,0,2,1,290,14
68,Paul Bernardoni,FRA,GK,Angers,25,1997,27.0,742,619,739,3,0,0,742,0,0,,0,,446,2140,1346,0,0,0,0,0,247,0
69,Juan Bernat,ESP,DF|MF,Paris S-G,29,1993,18.3,1170,43,286,543,348,64,1170,40,21,52.5,17,42.5,912,4433,1916,24,21,14,7,9,849,143
70,Jason Berthomier,FRA,MF,Clermont Foot,32,1990,0.3,20,0,1,13,6,0,20,0,0,,0,,16,69,20,0,0,0,0,0,17,2
71,El Bilal Touré,MLI,FW,Reims,20,2001,1.0,29,1,3,13,13,3,29,2,1,50.0,1,50.0,13,61,15,0,0,0,1,2,17,1
72,Jean-Claude Billong,CMR,MF,Clermont Foot,28,1993,0.3,35,4,10,24,1,0,35,0,0,,0,,29,158,56,0,0,0,0,0,26,0
73,Veljko Birmančević,SRB,FW|MF,Toulouse,24,1998,4.9,240,7,37,90,116,21,240,22,5,22.7,12,54.5,182,1095,521,21,13,11,13,3,169,50
74,Marco Bizot,NED,GK,Brest,31,1991,37.0,1200,1060,1199,1,0,0,1200,0,0,,0,,749,4022,2027,0,0,0,0,0,472,0
75,Rubén Blanco,ESP,GK,Marseille,27,1995,5.5,216,169,216,0,0,0,216,0,0,,0,,167,888,490,0,0,0,0,0,119,0
76,Ludovic Blas,FRA,MF|FW,Nantes,24,1997,31.3,1627,10,154,785,723,103,1623,172,82,47.7,74,43.0,1235,8989,3850,122,69,39,90,76,1128,248
77,Miha Blažič,SVN,DF,Angers,29,1993,22.0,1346,187,696,640,12,8,1346,1,0,0.0,0,0.0,976,4491,2155,0,0,0,3,0,893,0
78,Joaquín Blázquez,ARG,GK,Brest,21,2001,1.0,32,26,32,0,0,0,32,0,0,,0,,15,104,55,0,0,0,0,0,6,0
79,Myron Boadu,NED,FW,Monaco,21,2001,3.3,98,1,7,39,53,23,98,4,1,25.0,3,75.0,65,336,138,5,1,3,17,7,75,21
80,Jérôme Boateng,GER,DF,Lyon,33,1988,4.8,261,47,138,122,1,0,261,0,0,,0,,180,742,302,0,0,0,0,0,167,0
81,Antonin Bobichon,FRA,MF,Angers,26,1995,0.2,23,0,2,9,13,3,23,0,0,,0,,16,77,48,2,1,0,0,0,15,8
82,Quentin Boisgard,FRA,MF,Lorient,25,1997,2.0,135,2,21,58,58,8,135,4,1,25.0,2,50.0,90,566,263,7,4,1,5,2,84,15
83,Neto Borges,BRA,DF,Clermont Foot,25,1996,31.5,1869,104,566,759,576,69,1869,94,47,50.0,40,42.6,1197,6987,3368,69,57,13,44,21,1050,189
84,Kenji-Van Boto,MAD,DF,Auxerre,26,1996,2.0,83,5,24,40,20,2,83,0,0,,0,,53,356,229,4,5,0,2,0,50,10
85,Kouamé Botué,BFA,FW|MF,Ajaccio,19,2002,2.5,84,1,7,31,49,13,84,5,1,20.0,4,80.0,54,385,132,4,3,3,10,1,57,16
86,Badredine Bouanani,ALG,FW|MF,Nice,17,2004,9.6,498,1,61,203,243,35,498,51,27,52.9,20,39.2,406,3033,1541,47,25,16,23,13,389,98
87,Hicham Boudaoui,ALG,MF,Nice,22,1999,20.8,1511,48,352,880,297,25,1511,67,29,43.3,32,47.8,1166,7025,3098,39,54,7,27,17,1070,55
88,Franci Bouebari,FRA,DF,Strasbourg,18,2003,0.8,36,1,13,12,11,0,36,1,1,100.0,0,0.0,14,46,11,0,0,0,1,2,13,2
89,Sofiane Boufal,MAR,FW|MF,Angers,28,1993,9.3,613,1,43,298,285,38,611,80,39,48.8,36,45.0,499,3394,1573,49,33,17,28,19,488,94
90,Ismaëlben Boura,FRA,DF|FW,Lens,21,2000,1.0,88,5,21,40,27,1,88,6,4,66.7,2,33.3,58,372,159,6,4,1,6,0,50,11
91,Benjamin Bourigeaud,FRA,MF|FW,Rennes,28,1994,34.1,2305,53,274,1149,904,80,2303,33,14,42.4,17,51.5,1716,8088,3068,40,72,4,32,18,1602,250
92,Bilal Brahimi,ALG,FW|MF,Nice,22,2000,8.9,487,1,45,198,250,27,487,34,18,52.9,13,38.2,385,2906,1354,41,23,9,27,12,383,100
93,Lilian Brassier,FRA,DF,Brest,22,1999,34.4,1973,242,951,869,177,28,1973,29,13,44.8,12,41.4,1311,7882,3805,20,22,0,23,15,1145,29
94,Andreas Bruus,DEN,DF|FW,Troyes,23,1999,18.1,777,40,203,302,279,24,777,38,16,42.1,18,47.4,507,3086,1264,47,23,8,23,3,453,117
95,Joe Bryan,ENG,MF|DF,Nice,28,1993,2.0,119,4,27,58,36,5,119,2,0,0.0,2,100.0,82,438,182,2,6,0,3,0,73,16
96,Adam Buksa,POL,FW|MF,Lens,26,1996,1.1,35,0,1,19,15,7,35,0,0,,0,,27,115,25,1,0,1,7,2,29,9
97,Maxime Busi,BEL,DF,Reims,22,1999,11.6,728,41,185,369,180,10,728,25,7,28.0,14,56.0,462,2885,1442,25,21,3,16,5,407,44
98,Marcin Bułka,POL,GK,Nice,22,1999,2.0,70,64,70,0,0,0,70,0,0,,0,,46,210,72,0,0,0,0,0,29,0
99,Rémy Cabella,FRA,MF|FW,Lille,32,1990,28.1,2030,16,162,922,966,136,2030,78,40,51.3,26,33.3,1549,9297,4108,113,92,22,48,35,1477,242
100,Jimmy Cabot,FRA,DF|MF,Lens,28,1994,5.7,432,13,88,162,193,19,432,24,12,50.0,11,45.8,282,2002,887,26,17,8,26,6,247,65
101,Jens Cajuste,SWE,MF,Reims,22,1999,17.0,969,41,223,533,231,40,969,79,39,49.4,30,38.0,728,4226,2387,46,36,10,28,23,663,40
102,Duje Ćaleta-Car,CRO,DF,Marseille,25,1996,0.1,3,1,2,1,0,0,3,0,0,,0,,2,5,3,0,0,0,0,0,2,0
103,Mahdi Camara,FRA,MF,Brest,24,1998,20.2,955,30,193,569,210,36,955,45,24,53.3,16,35.6,633,3726,1596,32,25,2,27,17,550,44
104,Mohamed Camara,MLI,MF,Monaco,22,2000,24.4,1574,44,344,1028,223,6,1574,49,23,46.9,15,30.6,1236,6182,2831,28,29,1,36,26,1105,19
105,Ousmane Camara,GUI,FW|MF,Auxerre,20,2001,0.3,11,0,0,3,8,1,11,1,0,0.0,0,0.0,7,71,35,2,2,0,0,0,5,1
106,Ousmane Camara,FRA,DF,Angers,19,2003,5.8,416,42,190,230,3,1,416,3,2,66.7,1,33.3,336,2207,1358,3,1,0,4,1,307,0
107,Axel Camblan,FRA,FW|MF,Brest,18,2003,0.8,46,0,6,17,24,9,46,4,1,25.0,3,75.0,28,282,81,2,3,1,4,3,30,9
108,Pierrick Capelle,FRA,MF|DF,Angers,35,1987,15.9,898,38,194,485,227,19,898,29,14,48.3,14,48.3,608,3413,1195,16,24,4,34,20,548,40
109,Maxence Caqueret,FRA,MF,Lyon,22,2000,30.7,2162,60,333,1196,654,73,2162,87,41,47.1,38,43.7,1650,8467,3482,46,81,11,70,48,1514,114
110,Irvin Cardona,FRA,FW|MF,Brest,24,1997,2.6,85,2,7,41,37,12,85,5,1,20.0,3,60.0,56,290,92,3,1,2,7,3,57,14
111,Igor Carioca,BRA,DF,Lorient,25,1996,5.1,348,19,115,162,74,8,348,15,6,40.0,7,46.7,227,1269,662,8,13,1,8,1,200,23
112,Matis Carvalho,POR,GK,Montpellier,23,1999,1.5,56,44,56,0,0,0,56,0,0,,0,,32,211,112,0,0,0,0,0,19,0
113,Jean-Charles Castelletto,CMR,DF,Nantes,27,1995,28.5,1650,164,691,876,89,24,1650,18,11,61.1,5,27.8,1112,5790,3067,19,22,0,20,7,959,20
114,Yoann Cathline,FRA,FW|MF,Lorient,20,2002,12.1,548,16,122,169,267,29,548,63,23,36.5,31,49.2,410,2896,1414,46,30,10,38,27,369,106
115,Maximiliano Caufriez,BEL,DF,Clermont Foot,25,1997,24.7,1367,206,688,595,93,14,1367,13,5,38.5,6,46.2,1006,6727,3440,33,35,1,14,7,873,13
116,Fabien Centonze,FRA,DF,Nantes,26,1996,18.8,1217,87,331,564,332,13,1217,66,38,57.6,22,33.3,757,4676,2055,42,39,5,25,11,671,125
117,Florian Chabrolle,FRA,MF,Ajaccio,24,1998,3.7,170,6,20,113,39,0,170,1,0,0.0,1,100.0,121,567,236,1,4,0,5,4,108,8
118,El Chadaille Bitshiabu,FRA,DF,Paris S-G,17,2005,6.5,515,56,214,283,21,2,515,2,1,50.0,1,50.0,428,1642,610,1,3,0,2,2,396,8
119,Fares Chaïbi,ALG,FW|MF,Toulouse,19,2002,26.0,1314,48,194,606,531,86,1314,36,12,33.3,21,58.3,997,5316,2412,71,41,18,54,24,970,212
120,Muhammed Cham,AUT,MF,Clermont Foot,21,2000,21.9,1268,12,148,614,527,61,1266,65,31,47.7,26,40.0,1010,6125,2895,71,74,11,39,56,967,120
121,Gaëtan Charbonnier,FRA,FW|MF,Auxerre,33,1988,2.8,120,5,11,67,43,14,120,4,2,50.0,1,25.0,91,433,139,2,3,0,8,6,92,18
122,Brendan Chardonnet,FRA,DF,Brest,27,1994,27.7,1587,175,836,707,55,27,1587,3,3,100.0,0,0.0,1072,5655,3006,9,5,0,7,4,949,7
123,Xavier Chavalerin,FRA,MF,Troyes,31,1991,27.0,1337,72,427,677,240,38,1337,17,9,52.9,5,29.4,939,4366,1543,18,21,5,24,12,840,49
124,Ivane Chegra,FRA,MF|FW,Ajaccio,18,2004,2.1,67,0,17,30,22,1,67,8,3,37.5,4,50.0,44,355,159,7,2,1,7,5,38,5
125,Rayan Cherki,FRA,MF|FW,Lyon,18,2003,20.8,1364,3,83,552,758,141,1364,157,79,50.3,65,41.4,1145,8325,4182,133,91,61,63,49,1107,260
126,Ilyes Cheti,ALG,DF,Angers,27,1995,2.3,150,14,62,67,22,1,150,2,0,0.0,2,100.0,99,535,205,2,1,0,5,1,79,7
127,Lucas Chevalier,FRA,GK,Lille,20,2001,32.0,1060,832,1057,3,0,0,1060,0,0,,0,,858,4458,2988,0,0,0,1,0,638,0
128,Pedro Chirivella,ESP,MF,Nantes,25,1997,22.5,1494,22,225,1071,206,10,1494,15,8,53.3,6,40.0,1196,5875,2375,15,18,1,5,6,1103,22
129,Joris Chotard,FRA,MF,Montpellier,20,2001,27.3,1339,98,409,765,178,14,1339,26,13,50.0,9,34.6,879,4089,1539,8,15,2,20,12,754,28
130,Yanis Cimignani,FRA,MF|DF,Ajaccio,20,2002,3.1,148,5,23,64,61,2,148,6,2,33.3,4,66.7,91,471,197,3,8,0,4,5,87,17
131,Souleymane Cissé,FRA,DF,Clermont Foot,19,2002,0.4,19,4,11,6,2,1,19,1,0,0.0,1,100.0,13,61,7,0,0,0,1,1,10,1
132,Alexis Claude-Maurice,FRA,FW,Nice,24,1998,0.7,39,4,9,18,12,0,39,0,0,,0,,24,129,34,0,1,0,3,2,25,1
133,Alexis Claude-Maurice,FRA,MF|FW,Lens,24,1998,6.7,332,7,44,168,124,27,332,30,12,40.0,14,46.7,259,1533,580,11,6,7,18,13,263,43
134,Jonathan Clauss,FRA,DF,Marseille,29,1992,28.8,1757,57,326,737,720,114,1757,63,32,50.8,27,42.9,1215,6722,3314,83,51,22,47,16,1081,240
135,Marcus Coco,FRA,FW|MF,Nantes,26,1996,7.1,347,13,74,152,131,22,347,15,7,46.7,8,53.3,232,1445,733,23,9,4,17,11,210,56
136,Alexandre Coeff,FRA,DF,Auxerre,30,1992,6.5,428,62,224,176,31,1,428,2,0,0.0,2,100.0,309,1699,762,3,4,0,3,3,290,9
137,Abdu Conté,POR,DF,Troyes,24,1998,14.6,869,48,285,385,206,19,869,17,2,11.8,14,82.4,591,3294,1623,32,21,6,9,6,542,91
138,Sébastien Corchia,FRA,DF,Nantes,31,1990,8.7,468,27,116,200,162,10,468,11,3,27.3,2,18.2,288,1550,639,21,10,4,14,7,251,65
139,David Pereira da Costa,POR,MF|FW,Lens,21,2001,15.6,906,5,58,441,419,45,906,48,27,56.3,16,33.3,773,5249,2537,61,73,9,32,28,736,133
140,Logan Costa,CPV,DF,Toulouse,21,2001,4.6,280,40,150,119,15,8,280,3,1,33.3,1,33.3,207,1138,632,5,3,1,5,0,186,0
141,Nuno da Costa,CPV,FW|MF,Auxerre,31,1991,22.3,728,20,86,334,324,78,728,109,46,42.2,47,43.1,489,3344,1069,30,18,15,92,40,495,130
142,Benoît Costil,FRA,GK,Auxerre,35,1987,19.0,638,531,635,3,0,0,638,1,1,100.0,0,0.0,377,1899,975,0,0,0,0,0,254,0
143,Mathieu Coutadeur,FRA,MF,Ajaccio,36,1986,21.6,1329,44,260,902,176,4,1329,14,5,35.7,6,42.9,979,4749,2011,20,14,2,19,8,889,22
144,Nicolas Cozza,FRA,DF,Montpellier,23,1999,14.2,747,66,289,329,133,19,747,15,5,33.3,8,53.3,447,2740,1368,20,16,3,18,4,407,34
145,Damien Da Silva,FRA,DF,Lyon,34,1988,3.8,295,17,105,166,25,3,295,2,1,50.0,1,50.0,206,1084,441,2,6,0,2,1,200,1
146,Andréa Dacourt,FRA,MF,Nice,17,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
147,Colin Dagba,FRA,DF|MF,Strasbourg,23,1998,10.6,617,22,148,258,220,20,617,25,11,44.0,12,48.0,402,2384,1286,26,21,5,9,10,361,48
148,Thijs Dallinga,NED,FW,Toulouse,21,2000,26.1,719,24,43,341,341,110,719,24,10,41.7,9,37.5,517,2700,742,23,21,8,40,18,574,174
149,Flavius Daniliuc,AUT,DF,Nice,21,2001,1.0,71,3,23,28,20,1,71,0,0,,0,,45,234,129,2,2,0,1,0,43,3
150,Kévin Danois,FRA,MF,Auxerre,18,2004,0.0,3,0,0,3,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0
151,Kevin Danso,AUT,DF,Lens,23,1998,35.9,2686,246,1036,1566,105,32,2686,37,19,51.4,12,32.4,2008,13114,7379,34,32,1,17,17,1820,2
152,Dante,BRA,DF,Nice,38,1983,36.7,2991,346,1427,1505,75,31,2991,13,8,61.5,5,38.5,2374,11876,6155,12,11,0,15,9,2177,3
153,Achraf Dari,MAR,DF,Brest,23,1999,14.6,846,135,480,356,16,9,846,1,1,100.0,0,0.0,561,2954,1268,3,1,0,4,3,493,1
154,Jonathan David,CAN,FW,Lille,22,2000,35.2,1224,23,87,529,622,214,1213,78,29,37.2,38,48.7,973,5196,1898,67,44,39,87,52,947,297
155,Thibault De Smet,BEL,DF,Reims,24,1998,19.5,1280,68,358,660,276,5,1280,14,5,35.7,8,57.1,813,4432,2019,39,32,1,19,8,723,89
156,Brecht Dejaegere,BEL,MF,Toulouse,31,1991,20.1,879,21,114,478,303,43,879,50,19,38.0,25,50.0,649,3832,1521,36,26,5,35,18,613,96
157,Romain Del Castillo,FRA,MF|FW,Brest,26,1996,15.8,892,6,82,413,416,45,887,70,28,40.0,32,45.7,618,3955,1603,47,36,12,45,29,586,125
158,Thomas Delaine,FRA,DF|MF,Strasbourg,30,1992,11.9,642,28,148,267,239,20,642,27,12,44.4,11,40.7,415,2770,1239,38,27,9,18,5,374,92
159,Sacha Delaye,FRA,FW|MF,Montpellier,20,2002,0.2,19,0,6,9,4,1,19,0,0,,0,,9,30,8,1,0,1,0,0,8,0
160,Andy Delort,ALG,FW,Nice,30,1991,8.7,309,7,21,150,141,37,306,12,4,33.3,7,58.3,224,1093,372,7,7,1,23,9,246,48
161,Andy Delort,ALG,FW,Nantes,30,1991,5.2,193,2,10,78,105,32,193,9,6,66.7,2,22.2,125,532,138,2,2,1,14,8,131,44
162,Karamoko Dembele,SCO,FW|MF,Brest,19,2003,2.0,115,1,8,48,61,10,115,6,2,33.3,2,33.3,90,697,355,7,7,3,7,7,86,26
163,Moussa Dembélé,FRA,FW|MF,Lyon,26,1996,9.7,299,9,24,135,143,50,299,12,4,33.3,8,66.7,200,1043,240,10,4,5,32,16,215,66
