Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Brenden Aaronson,USA,MF|FW,Leeds United,21,2000,26.4,2,0,0,16,55,6,72,5,18,0,0,0,128,8,39,17.0
2,George Abbott,ENG,MF,Tottenham,16,2005,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
3,Che Adams,SCO,FW,Southampton,26,1996,22.1,1,0,0,38,27,14,12,4,13,0,0,0,53,61,103,37.2
4,Tyler Adams,USA,MF,Leeds United,23,1999,24.0,6,1,1,37,21,1,2,35,46,0,0,0,199,25,15,62.5
5,Tosin Adarabioyo,ENG,DF,Fulham,24,1997,23.2,4,0,0,17,5,3,2,26,13,0,0,0,110,59,26,69.4
6,Nayef Aguerd,MAR,DF,West Ham,26,1996,17.7,4,0,0,8,8,2,0,18,18,0,1,0,105,32,31,50.8
7,Naouirou Ahamada,FRA,MF|FW,Crystal Palace,20,2002,1.0,1,0,0,2,0,2,2,0,2,0,0,0,8,0,1,0.0
8,Rayan Aït Nouri,ALG,DF,Wolves,21,2001,12.0,4,0,0,15,11,3,21,9,20,0,1,1,61,14,17,45.2
9,Kristoffer Ajer,NOR,DF,Brentford,24,1998,8.5,0,0,0,5,8,0,6,7,8,0,1,0,36,15,11,57.7
10,Manuel Akanji,SUI,DF,Manchester City,27,1995,25.4,2,0,0,24,12,0,6,16,25,0,0,0,136,23,34,40.4
11,Nathan Aké,NED,DF,Manchester City,27,1995,20.8,2,0,0,12,14,1,15,20,12,0,0,0,96,36,23,61.0
12,Marc Albrighton,ENG,FW|MF,Leicester City,32,1989,2.6,0,0,0,2,2,1,28,1,1,0,0,0,13,1,1,50.0
13,Thiago Alcántara,ESP,MF,Liverpool,31,1991,13.9,2,0,0,18,25,0,3,21,24,0,1,0,111,14,24,36.8
14,Carlos Alcaraz,ARG,MF|FW,Southampton,19,2002,11.4,3,0,0,16,17,2,4,1,5,0,0,0,53,7,27,20.6
15,Trent Alexander-Arnold,ENG,DF,Liverpool,23,1998,32.5,5,0,0,22,6,5,252,43,40,0,0,0,239,20,13,60.6
