Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
14,Philip Ankhrah,GHA,MF,Hellas Verona,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
15,Cristian Ansaldi,ARG,DF|FW,Torino,33,1986,21.6,72,3.33,43,15,5,4,3,2,8,0.37,7,0,1,0,0,0
16,Valentin Antov,BUL,DF,Bologna,19,2000,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
17,Nicolò Armini,ITA,DF,Lazio,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
18,Tolgay Arslan,GER,MF,Udinese,29,1990,20.2,35,1.73,26,1,2,1,4,1,2,0.10,1,0,1,0,0,0
19,Kwadwo Asamoah,GHA,DF|MF,Cagliari,31,1988,2.5,3,1.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
20,Kristoffer Askildsen,NOR,MF,Sampdoria,19,2001,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
21,Emil Audero,ITA,GK,Sampdoria,23,1997,37.0,6,0.16,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0
22,Tommaso Augello,ITA,DF,Sampdoria,25,1994,35.7,56,1.57,49,3,3,1,0,0,5,0.14,5,0,0,0,0,0
23,Kaan Ayhan,TUR,DF,Sassuolo,25,1994,8.8,4,0.45,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
24,Milan Badelj,CRO,MF,Genoa,31,1989,26.8,62,2.32,55,1,0,1,3,2,8,0.30,7,0,0,0,1,0
25,Tiemoué Bakayoko,FRA,MF,Napoli,25,1994,21.8,34,1.56,27,0,0,2,3,2,4,0.18,2,0,0,0,1,1
26,Keita Baldé,SEN,FW,Sampdoria,25,1995,13.3,45,3.38,23,0,6,7,8,1,6,0.45,1,0,1,1,3,0
27,Botond Balogh,HUN,DF,Parma,18,2002,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
28,Mattia Bani,ITA,DF,Genoa,26,1993,10.2,6,0.59,5,0,0,0,0,1,1,0.10,1,0,0,0,0,0
29,Mattia Bani,ITA,DF,Parma,26,1993,12.7,6,0.47,5,0,0,1,0,0,1,0.08,0,0,0,1,0,0
30,Antonín Barák,CZE,MF,Hellas Verona,25,1994,30.7,56,1.84,50,0,4,1,1,0,7,0.23,5,0,2,0,0,0
31,Federico Barba,ITA,DF,Benevento,26,1993,29.5,29,0.98,23,2,0,3,1,0,4,0.14,3,0,0,1,0,0
32,Nicolò Barella,ITA,MF,Inter,23,1997,32.2,105,3.26,97,1,2,3,2,0,14,0.44,13,0,0,1,0,0
33,Antonio Barreca,ITA,DF,Fiorentina,25,1995,0.9,2,2.12,2,0,0,0,0,0,1,1.06,1,0,0,0,0,0
34,Musa Barrow,GAM,FW|MF,Bologna,21,1998,32.5,111,3.42,75,15,9,11,1,0,11,0.34,8,2,0,1,0,0
35,Paolo Bartolomei,ITA,MF,Spezia,30,1989,3.6,9,2.54,8,1,0,0,0,0,2,0.56,2,0,0,0,0,0
36,Daniele Baselli,ITA,MF,Torino,28,1992,4.4,14,3.17,9,4,0,1,0,0,1,0.23,1,0,0,0,0,0
37,Alessandro Bastoni,ITA,DF,Inter,21,1999,32.5,41,1.26,36,0,0,1,2,2,6,0.18,6,0,0,0,0,0
38,Simone Bastoni,ITA,DF,Spezia,23,1996,16.9,48,2.84,28,13,5,2,0,0,8,0.47,4,3,1,0,0,0
39,Bastos,ANG,DF,Lazio,29,1991,0.7,2,2.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
40,Rodrigo Becão,BRA,DF,Udinese,24,1996,30.9,25,0.81,21,0,0,1,1,2,1,0.03,1,0,0,0,0,0
41,Valon Behrami,SUI,MF,Genoa,35,1985,9.9,7,0.71,5,0,0,1,1,0,1,0.10,0,0,0,0,1,0
42,Andrea Belotti,ITA,FW,Torino,26,1993,32.1,123,3.83,56,2,14,17,31,3,16,0.50,6,0,2,3,4,1
43,Ahmad Benali,LBY,MF,Crotone,28,1992,13.5,31,2.30,22,4,2,0,2,1,1,0.07,1,0,0,0,0,0
44,Ismaël Bennacer,ALG,MF,Milan,22,1997,14.7,28,1.90,20,2,1,2,3,0,7,0.47,6,0,0,0,1,0
45,Rodrigo Bentancur,URU,MF,Juventus,23,1997,25.8,69,2.67,53,8,1,1,2,4,11,0.43,10,0,0,0,0,1
46,Alessandro Berardi,ITA,GK,Hellas Verona,29,1991,0.3,1,3.21,0,1,0,0,0,0,1,3.21,0,1,0,0,0,0
47,Domenico Berardi,ITA,FW,Sassuolo,25,1994,27.5,151,5.49,100,15,9,16,8,3,18,0.65,11,2,0,3,1,1
48,Álex Berenguer,ESP,MF,Torino,25,1995,1.5,3,2.06,1,0,1,1,0,0,1,0.69,1,0,0,0,0,0
49,Bartosz Bereszyński,POL,DF,Sampdoria,28,1992,29.0,37,1.28,27,4,2,1,2,1,1,0.03,1,0,0,0,0,0
50,Federico Bernardeschi,ITA,MF|DF,Juventus,26,1994,10.8,43,3.97,23,15,1,1,3,0,5,0.46,5,0,0,0,0,0
51,Marco Bertini,ITA,MF,Lazio,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Daniel Bessa,ITA,MF,Hellas Verona,27,1993,6.8,19,2.79,15,1,1,1,0,1,3,0.44,3,0,0,0,0,0
53,Cristiano Biraghi,ITA,DF,Fiorentina,27,1992,31.1,92,2.95,44,39,1,3,4,1,10,0.32,8,1,0,0,1,0
54,Davide Biraschi,ITA,DF,Genoa,26,1994,10.2,4,0.39,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
55,Jeremie Boga,CIV,FW|MF,Sassuolo,23,1997,19.8,47,2.37,29,2,11,2,3,0,7,0.35,3,0,2,1,1,0
56,Giacomo Bonaventura,ITA,MF,Fiorentina,30,1989,25.1,65,2.60,47,4,3,3,7,1,7,0.28,6,0,0,0,1,0
57,Federico Bonazzoli,ITA,FW,Torino,23,1997,6.3,17,2.71,10,0,2,2,3,0,4,0.64,3,0,0,1,0,0
58,Federico Bonazzoli,ITA,FW,Sampdoria,23,1997,1.5,3,2.06,2,0,1,0,0,0,1,0.69,1,0,0,0,0,0
59,Kevin Bonifazi,ITA,DF,Udinese,24,1996,27.4,15,0.55,11,1,1,1,1,0,1,0.04,1,0,0,0,0,0
60,Leonardo Bonucci,ITA,DF,Juventus,33,1987,22.5,10,0.44,8,1,0,1,0,0,1,0.04,1,0,0,0,0,0
61,Mehdi Bourabia,MAR,MF,Sassuolo,28,1991,5.9,8,1.36,5,0,2,0,1,0,2,0.34,2,0,0,0,0,0
62,Edoardo Bove,ITA,MF,Roma,18,2002,0.1,1,8.18,1,0,0,0,0,0,1,8.18,1,0,0,0,0,0
63,Jayden Braaf,NED,FW,Udinese,17,2002,1.3,4,3.10,2,0,1,1,0,0,1,0.78,0,0,1,0,0,0
64,Gleison Bremer,BRA,DF,Torino,23,1997,32.6,24,0.74,18,0,1,2,1,2,1,0.03,0,0,0,0,1,0
65,Marcelo Brozović,CRO,MF,Inter,27,1992,28.7,98,3.42,73,20,2,1,0,2,11,0.38,8,2,1,0,0,0
66,Gastón Brugman,URU,MF,Parma,27,1992,18.0,57,3.18,41,15,0,1,0,0,6,0.33,5,1,0,0,0,0
67,Juan Brunetta,ARG,FW|MF,Parma,23,1997,5.3,16,3.03,5,5,2,2,2,0,2,0.38,0,2,0,0,0,0
68,Gianluigi Buffon,ITA,GK,Juventus,42,1978,8.0,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
69,Alessandro Buongiorno,ITA,DF,Torino,21,1999,9.5,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
70,Maxime Busi,BEL,DF,Parma,20,1999,13.3,22,1.66,19,0,2,1,0,0,2,0.15,1,0,1,0,0,0
71,Martín Cáceres,URU,DF,Fiorentina,33,1987,24.9,22,0.89,17,3,0,2,0,0,3,0.12,2,0,0,1,0,0
72,Felipe Caicedo,ECU,FW,Lazio,31,1988,10.3,28,2.71,17,1,5,2,2,1,2,0.19,1,0,1,0,0,0
73,Arturo Calabresi,ITA,DF|FW,Bologna,24,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Arturo Calabresi,ITA,DF,Cagliari,24,1996,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Davide Calabria,ITA,DF,Milan,23,1996,29.4,55,1.87,43,6,4,1,1,0,6,0.20,3,2,0,0,1,0
76,Riccardo Calafiori,ITA,DF,Roma,18,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
77,Mattia Caldara,ITA,DF,Atalanta,26,1994,1.2,1,0.81,1,0,0,0,0,0,1,0.81,1,0,0,0,0,0
78,Luca Caldirola,ITA,DF,Benevento,29,1991,17.5,7,0.40,6,0,0,1,0,0,1,0.06,1,0,0,0,0,0
79,Hakan Çalhanoğlu,TUR,MF|FW,Milan,26,1994,29.0,176,6.06,98,55,1,14,8,0,19,0.65,9,8,0,1,1,0
80,Fabrizio Caligara,ITA,MF|FW,Cagliari,20,2000,2.0,5,2.46,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0
81,José Callejón,ESP,FW|MF,Fiorentina,33,1987,7.4,13,1.76,9,1,0,0,2,1,2,0.27,2,0,0,0,0,0
82,Drissa Camara,CIV,MF,Parma,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
83,Antonio Candreva,ITA,MF,Sampdoria,33,1987,27.8,118,4.24,71,30,4,8,4,1,15,0.54,9,3,0,2,1,0
84,Elio Capradossi,ITA,DF,Spezia,24,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
85,Gianluca Caprari,ITA,MF|FW,Benevento,27,1993,20.7,85,4.10,36,18,12,10,7,2,9,0.43,4,4,0,0,0,1
86,Francesco Caputo,ITA,FW,Sassuolo,32,1987,18.9,45,2.39,27,1,3,8,6,0,7,0.37,4,0,0,0,3,0
87,Andrea Carboni,ITA,DF,Cagliari,19,2001,12.1,9,0.75,7,0,0,2,0,0,2,0.17,1,0,0,1,0,0
88,Giuseppe Caso,ITA,DF|FW,Genoa,21,1998,0.6,2,3.33,1,0,0,0,1,0,1,1.67,1,0,0,0,0,0
89,Francesco Cassata,ITA,DF|FW,Genoa,23,1997,2.5,5,1.98,4,1,0,0,0,0,1,0.40,1,0,0,0,0,0
90,Samu Castillejo,ESP,FW,Milan,25,1995,13.1,34,2.59,22,2,1,2,7,0,3,0.23,2,0,0,0,1,0
91,Gaetano Castrovilli,ITA,MF,Fiorentina,23,1997,25.9,61,2.35,47,0,1,0,13,0,10,0.39,8,0,1,0,1,0
92,Danilo Cataldi,ITA,MF,Lazio,25,1994,6.3,16,2.53,13,2,1,0,0,0,1,0.16,1,0,0,0,0,0
93,Federico Ceccherini,ITA,DF,Hellas Verona,28,1992,19.3,17,0.88,14,0,0,2,1,0,2,0.10,1,0,0,1,0,0
94,Federico Ceccherini,ITA,DF,Fiorentina,28,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,Luca Ceppitelli,ITA,DF,Cagliari,30,1989,16.3,9,0.55,8,0,0,0,0,1,2,0.12,2,0,0,0,0,0
96,Alberto Cerri,ITA,FW,Cagliari,24,1996,4.1,20,4.85,12,0,2,4,2,0,1,0.24,0,0,0,1,0,0
97,Julian Chabot,GER,DF,Spezia,22,1998,18.4,13,0.71,9,0,1,2,1,0,1,0.05,1,0,0,0,0,0
98,Giorgio Chiellini,ITA,DF,Juventus,35,1984,15.4,10,0.65,7,0,0,2,1,0,2,0.13,1,0,0,1,0,0
99,Federico Chiesa,ITA,DF,Fiorentina,22,1997,2.7,10,3.77,7,0,2,1,0,0,1,0.38,1,0,0,0,0,0
100,Federico Chiesa,ITA,MF|DF,Juventus,22,1997,24.6,89,3.63,63,6,9,6,3,2,16,0.65,10,0,3,1,1,1
101,Vlad Chiricheș,ROU,DF,Sassuolo,30,1989,20.4,25,1.23,21,0,1,2,1,0,2,0.10,2,0,0,0,0,0
102,Luca Cigarini,ITA,MF,Crotone,34,1986,10.3,41,3.97,25,12,0,1,2,1,3,0.29,2,0,0,0,1,0
103,Antonio Cioffi,ITA,FW,Napoli,17,2002,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Ebrima Colley,GAM,MF|FW,Hellas Verona,20,2000,8.2,23,2.82,17,1,2,1,2,0,0,0.00,0,0,0,0,0,0
105,Omar Colley,GAM,DF,Sampdoria,27,1992,28.8,7,0.24,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Simone Colombi,ITA,GK,Parma,29,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Lorenzo Colombo,ITA,FW,Milan,18,2002,1.0,2,1.89,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
108,Andrea Consigli,ITA,GK,Sassuolo,33,1987,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
109,Andrea Conti,ITA,DF,Milan,26,1994,0.3,3,9.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Andrea Conti,ITA,DF,Parma,26,1994,9.0,12,1.34,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0
111,Alex Cordaz,ITA,GK,Crotone,37,1983,36.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
112,Andreas Cornelius,DEN,FW,Parma,27,1993,21.1,46,2.18,38,0,1,3,3,1,6,0.28,5,0,0,0,1,0
113,Joaquín Correa,ARG,FW,Lazio,25,1994,21.5,92,4.29,60,4,10,8,10,0,15,0.70,6,1,4,2,2,0
114,Félix Correia,POR,MF,Juventus,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Douglas Costa,BRA,MF|FW,Juventus,29,1990,0.5,3,6.43,2,1,0,0,0,0,1,2.14,1,0,0,0,0,0
116,Angelo da Costa Júnior,BRA,GK,Bologna,36,1983,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,Mamadou Coulibaly,SEN,MF,Udinese,21,1999,2.0,7,3.42,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0
118,Alessio Cragno,ITA,GK,Cagliari,26,1994,34.0,4,0.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
119,Gian Crespi,ITA,GK,Crotone,19,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
120,Domenico Criscito,ITA,DF,Genoa,33,1986,19.2,20,1.04,18,1,0,1,0,0,1,0.05,0,0,0,1,0,0
121,Bryan Cristante,ITA,DF|MF,Roma,25,1995,23.9,41,1.79,35,0,1,4,0,1,8,0.35,7,0,0,0,0,1
122,Giovanni Crociata,ITA,DF,Crotone,22,1997,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
123,Juan Cuadrado,COL,DF|MF,Juventus,32,1988,24.2,116,4.80,72,25,9,2,7,1,16,0.66,9,4,1,0,2,0
124,Giuseppe Cuomo,ITA,DF,Crotone,22,1998,8.9,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
125,Patrick Cutrone,ITA,FW,Fiorentina,22,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Wylan Cyprien,FRA,MF,Parma,25,1995,4.6,16,3.52,11,3,0,0,2,0,1,0.22,1,0,0,0,0,0
127,Lennart-Marten Czyborra,GER,DF,Genoa,21,1999,13.0,8,0.61,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
128,Danilo D'Ambrosio,ITA,DF,Inter,31,1988,7.8,9,1.16,5,2,1,1,0,0,0,0.00,0,0,0,0,0,0
129,Bryan Dabo,BFA,MF,Benevento,28,1992,12.4,23,1.85,22,0,0,0,1,0,2,0.16,2,0,0,0,0,0
130,Diogo Dalot,POR,DF,Milan,21,1999,12.1,21,1.73,16,1,2,2,0,0,2,0.17,2,0,0,0,0,0
131,Mikkel Damsgaard,DEN,MF|FW,Sampdoria,20,2000,19.7,59,3.00,44,4,2,4,3,2,9,0.46,6,1,2,0,0,0
132,Danilo,BRA,DF|MF,Juventus,29,1991,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0
133,Andrea Danzi,ITA,DF,Hellas Verona,21,1999,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Ebrima Darboe,GAM,MF,Roma,19,2001,3.6,10,2.78,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Matteo Darmian,ITA,DF,Parma,30,1989,2.3,1,0.43,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
136,Matteo Darmian,ITA,DF,Inter,30,1989,12.9,30,2.33,19,5,1,1,2,2,4,0.31,3,0,0,0,1,0
137,Paweł Dawidowicz,POL,DF,Hellas Verona,25,1995,20.7,15,0.73,8,0,2,4,1,0,0,0.00,0,0,0,0,0,0
138,Sebastien De Maio,FRA,DF,Udinese,33,1987,9.5,7,0.74,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
139,Rodrigo De Paul,ARG,MF,Udinese,26,1994,35.6,180,5.06,104,37,15,9,13,2,18,0.51,12,1,2,2,1,0
140,Mattia De Sciglio,ITA,DF,Juventus,27,1992,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Lorenzo De Silvestri,ITA,DF,Bologna,32,1988,23.8,26,1.09,20,3,0,1,1,1,1,0.04,0,0,0,0,1,0
142,Grégoire Defrel,MTQ,MF|FW,Sassuolo,29,1991,14.8,37,2.49,31,1,1,1,3,0,5,0.34,4,0,0,0,1,0
143,Alessandro Deiola,ITA,MF,Spezia,24,1995,4.0,10,2.49,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0
144,Alessandro Deiola,ITA,MF,Cagliari,24,1995,6.8,13,1.90,10,0,0,3,0,0,1,0.15,1,0,0,0,0,0
145,Lorenzo Del Pinto,ITA,MF,Benevento,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
146,Cristian Dell'Orco,ITA,DF,Spezia,26,1994,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
147,Merih Demiral,TUR,DF,Juventus,22,1998,10.4,9,0.86,6,1,0,2,0,0,1,0.10,0,0,0,1,0,0
148,Diego Demme,GER,MF,Napoli,28,1991,17.7,34,1.92,31,0,0,0,0,3,2,0.11,2,0,0,0,0,0
149,Stefano Denswil,NED,DF,Bologna,27,1993,1.3,2,1.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
150,Fabio Depaoli,ITA,DF,Benevento,23,1997,12.4,15,1.21,9,2,1,3,0,0,1,0.08,0,0,0,1,0,0
151,Fabio Depaoli,ITA,MF,Sampdoria,23,1997,0.9,2,2.34,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
152,Fabio Depaoli,ITA,DF,Atalanta,23,1997,2.1,3,1.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
153,Kastriot Dermaku,ALB,DF|MF,Parma,28,1992,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
154,Kiril Despodov,BUL,FW,Cagliari,23,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
155,Mattia Destro,ITA,FW,Genoa,29,1991,17.8,17,0.95,9,0,4,2,1,1,2,0.11,2,0,0,0,0,0
156,Gerard Deulofeu,ESP,FW|MF,Udinese,26,1994,6.6,20,3.01,15,1,1,0,3,0,4,0.60,2,0,1,0,1,0
157,Jacopo Dezi,ITA,FW|MF,Parma,28,1992,0.9,2,2.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
158,Samuel Di Carmine,ITA,FW,Hellas Verona,31,1988,5.6,14,2.98,8,0,0,2,4,0,2,0.43,1,0,0,1,0,0
159,Samuel Di Carmine,ITA,FW,Crotone,31,1988,5.3,4,0.76,0,0,0,0,4,0,2,0.38,0,0,0,0,2,0
160,Giovanni Di Lorenzo,ITA,DF,Napoli,26,1993,36.0,116,3.22,94,6,7,3,5,1,18,0.50,12,1,2,1,2,0
161,Alessandro Di Pardo,ITA,FW|DF,Juventus,21,1999,0.2,2,12.86,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
162,Giuseppe Di Serio,ITA,FW|MF,Benevento,19,2001,3.2,8,2.47,5,0,0,2,1,0,1,0.31,1,0,0,0,0,0
163,Amad Diallo,CIV,MF,Atalanta,18,2002,0.2,2,12.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
164,Amadou Diambo,GHA,FW,Benevento,19,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
165,Amadou Diawara,GUI,MF,Roma,23,1997,7.3,7,1.10,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0
166,Brahim Díaz,ESP,MF|FW,Milan,20,1999,13.6,48,3.51,29,5,3,3,8,0,10,0.73,7,1,1,0,1,0
167,Daan Dierckx,BEL,DF,Parma,17,2003,5.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,Mitchell Dijks,NED,DF,Bologna,27,1993,16.5,19,1.15,14,2,0,0,1,2,0,0.00,0,0,0,0,0,0
169,Federico Dimarco,ITA,DF,Hellas Verona,22,1997,29.0,117,4.17,51,54,3,5,4,0,6,0.21,5,1,0,0,0,0
170,Koffi Djidji,CIV,DF,Crotone,27,1992,16.9,9,0.53,9,0,0,0,0,0,1,0.06,1,0,0,0,0,0
171,Berat Djimsiti,ALB,DF,Atalanta,27,1993,29.2,40,1.37,32,2,1,5,0,0,7,0.24,4,1,0,2,0,0
172,Nicolás Domínguez,ARG,MF,Bologna,22,1998,13.9,48,3.44,34,1,3,3,3,4,0,0.00,0,0,0,0,0,0
173,Gianluigi Donnarumma,ITA,GK,Milan,21,1999,37.0,8,0.22,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
174,Bartłomiej Drągowski,POL,GK,Fiorentina,22,1997,35.0,4,0.11,2,2,0,0,0,0,2,0.06,1,1,0,0,0,0
175,Denis Drăguș,ROU,FW|MF,Crotone,21,1999,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
176,Radu Drăgușin,ROU,DF,Juventus,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
177,Léo Duarte,BRA,DF,Milan,24,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
178,Alfred Duncan,GHA,MF,Fiorentina,27,1993,1.8,6,3.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
179,Alfred Duncan,GHA,MF,Cagliari,27,1993,11.9,20,1.69,16,2,1,1,0,0,2,0.17,2,0,0,0,0,0
180,Paulo Dybala,ARG,FW,Juventus,26,1993,12.6,70,5.56,42,13,6,5,4,0,3,0.24,2,0,0,1,0,0
181,Edin Džeko,BIH,FW,Roma,34,1986,20.3,64,3.16,46,0,4,7,6,1,8,0.39,6,0,1,0,1,0
182,Steeve-Mike Ebongue,FRA,MF,Genoa,19,2001,0.6,1,1.73,0,0,0,0,0,1,1,1.73,0,0,0,0,0,1
183,Simone Edera,ITA,DF|MF,Torino,23,1997,0.6,3,5.19,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
184,Albin Ekdal,SWE,MF,Sampdoria,31,1989,25.5,26,1.02,19,0,2,2,1,2,1,0.04,1,0,0,0,0,0
185,Elif Elmas,MKD,MF|FW,Napoli,20,1999,8.2,23,2.80,18,0,3,1,1,0,6,0.73,2,0,3,1,0,0
186,Alan Empereur,BRA,DF,Hellas Verona,26,1994,2.4,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
187,Christian Eriksen,DEN,MF,Inter,28,1992,15.4,59,3.83,34,21,0,4,0,0,2,0.13,2,0,0,0,0,0
188,Martin Erlic,CRO,DF,Spezia,22,1998,20.0,7,0.35,7,0,0,0,0,0,2,0.10,2,0,0,0,0,0
189,Gonzalo Escalante,ARG,MF,Lazio,27,1993,8.1,14,1.72,11,0,0,1,1,1,3,0.37,2,0,0,1,0,0
190,Nahuel Estévez,ARG,MF,Spezia,24,1995,19.6,55,2.80,39,10,0,6,0,0,9,0.46,4,2,0,3,0,0
191,Valentin Eysseric,FRA,MF|FW,Fiorentina,28,1992,8.1,20,2.46,15,2,0,2,1,0,1,0.12,0,0,0,1,0,0
192,Nicolò Fagioli,ITA,MF,Juventus,19,2001,0.2,2,8.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
193,Iago Falque,ESP,MF|FW,Benevento,30,1990,4.0,28,7.04,21,2,3,2,0,0,1,0.25,1,0,0,0,0,0
194,Andri Fannar Baldursson,ISL,MF,Bologna,18,2002,2.4,4,1.65,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
195,Paolo Faragò,ITA,DF,Bologna,27,1993,0.3,2,7.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
196,Paolo Faragò,ITA,DF,Cagliari,27,1993,4.1,10,2.44,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
