Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR
35,Marco Asensio,ESP,FW|MF,Real Madrid,24,1996,20.8,1179,17,126,444,617,71,1179,39,29,74.4,10,25.6,761,5310,2520,92,62,16,32,23,935,166
36,Iago Aspas,ESP,FW,Celta Vigo,32,1987,31.8,1559,29,146,699,731,147,1554,85,60,70.6,25,29.4,973,5564,2651,93,48,47,56,27,1231,269
37,Miguel Atienza,ESP,MF,Eibar,21,1999,9.3,424,15,64,262,99,7,424,3,1,33.3,2,66.7,211,938,373,5,5,0,5,5,235,10
38,Ezequiel Ávila,ARG,FW|MF,Osasuna,26,1994,2.2,76,0,9,35,32,5,76,2,0,0.0,2,100.0,37,179,79,1,1,0,1,7,59,9
39,Ramon Azeez,NGA,MF,Granada,27,1992,1.1,43,1,5,28,10,2,43,0,0,,0,,24,64,13,0,0,0,1,1,26,2
40,Carlos Bacca,COL,FW,Villarreal,33,1986,8.7,244,1,20,108,118,38,244,14,5,35.7,9,64.3,139,664,308,11,11,4,20,11,178,52
41,Édgar Badía,ESP,GK,Elche,28,1992,30.0,1228,1117,1226,2,1,1,1228,0,0,,0,,591,2683,1693,1,1,1,1,0,507,0
42,Alex Baena,ESP,MF,Villarreal,19,2001,1.5,74,2,13,27,34,2,74,4,2,50.0,2,50.0,38,220,100,5,4,0,0,2,53,12
43,Miguel Baeza,ESP,MF|FW,Celta Vigo,20,2000,6.0,269,4,61,106,102,19,269,8,2,25.0,6,75.0,142,681,290,9,10,3,15,3,189,26
44,Mikel Balenziaga,ESP,DF,Athletic Club,32,1988,18.8,1106,59,325,555,231,2,1106,15,10,66.7,5,33.3,550,2848,1630,28,15,1,19,10,614,48
45,Barcia,ESP,DF,Granada,19,2000,1.0,48,7,29,16,3,0,48,0,0,,0,,15,103,10,0,0,0,0,0,11,0
46,Enis Bardhi,MKD,MF,Levante,25,1995,18.7,1098,26,206,504,405,35,1098,57,35,61.4,22,38.6,703,3605,1903,44,41,5,42,36,772,117
47,Kike Barja,ESP,MF|FW,Osasuna,23,1997,15.9,697,13,106,294,313,32,697,82,54,65.9,28,34.1,468,3015,1281,46,29,8,55,40,506,143
48,Marc Baró,ESP,DF,Cádiz,20,1999,1.0,28,2,10,10,9,1,28,1,1,100.0,0,0.0,9,71,47,3,1,1,0,0,4,2
49,Antonio Barragán,ESP,DF,Elche,33,1987,24.8,1527,133,691,630,210,11,1527,16,11,68.8,5,31.3,831,3526,1829,34,29,3,15,7,985,63
50,Ander Barrenetxea,ESP,MF|FW,Real Sociedad,18,2001,14.5,612,8,87,251,286,32,612,67,39,58.2,28,41.8,389,2805,1247,37,23,12,50,35,424,106
51,Marc Bartra,ESP,DF,Betis,29,1991,18.8,1173,132,605,530,44,14,1173,8,7,87.5,1,12.5,599,2610,1394,4,9,0,12,1,722,4
52,Álvaro Bastida,ESP,MF,Cádiz,16,2004,0.4,8,0,2,6,0,0,8,0,0,,0,,4,4,4,0,0,0,0,0,6,0
53,Rodrigo Battaglia,ARG,MF,Alavés,29,1991,27.7,1253,84,366,770,129,20,1253,25,18,72.0,7,28.0,717,3705,1663,22,13,0,18,15,765,14
54,Jon Bautista,ESP,FW,Real Sociedad,25,1995,4.1,147,4,9,60,81,23,147,6,4,66.7,2,33.3,81,368,168,5,5,2,16,4,109,26
55,Fran Beltrán,ESP,MF|FW,Celta Vigo,21,1999,15.5,921,40,246,515,162,7,921,11,9,81.8,2,18.2,569,2585,1016,8,16,1,18,13,637,21
56,Sergio Benito,ESP,FW,Valladolid,21,1999,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
57,Karim Benzema,FRA,FW,Real Madrid,32,1987,32.2,1533,31,119,588,837,217,1532,62,39,62.9,23,37.1,857,5094,2603,107,66,46,58,39,1287,256
58,Yuri Berchiche,ESP,DF,Athletic Club,30,1990,18.7,1294,37,280,617,406,40,1294,35,17,48.6,18,51.4,657,4077,2156,55,41,13,24,13,772,105
59,Álex Berenguer,ESP,MF|FW,Athletic Club,25,1995,25.3,1276,27,163,406,730,75,1276,73,35,47.9,38,52.1,640,4115,2105,64,52,21,55,39,821,201
60,Pedro Bigas,ESP,DF,Eibar,29,1990,17.0,807,63,376,375,72,14,807,2,1,50.0,1,50.0,315,1755,919,9,9,0,10,0,347,7
61,Alejandro Blanco,ESP,MF,Valencia,21,1998,6.4,224,10,51,74,99,22,224,12,4,33.3,8,66.7,140,907,404,17,7,5,19,17,148,44
62,Rubén Blanco,ESP,GK,Celta Vigo,25,1995,18.2,697,603,696,1,0,0,697,0,0,,0,,381,1898,972,0,0,0,0,0,352,0
63,Alejandro Blesa,ESP,MF,Levante,18,2002,0.1,12,0,2,9,1,0,12,0,0,,0,,11,74,43,0,0,0,0,0,11,0
64,Yann Bodiger,FRA,MF,Cádiz,25,1995,2.8,130,6,31,72,28,5,130,3,0,0.0,3,100.0,75,454,241,4,4,1,4,6,73,5
65,Yassine Bounou,MAR,GK,Sevilla,29,1991,33.0,1159,1036,1154,5,1,1,1159,1,1,100.0,0,0.0,648,2998,1488,0,0,0,0,0,592,0
66,Lucas Boyé,ARG,FW,Elche,24,1996,29.9,1137,31,112,619,427,95,1137,117,66,56.4,51,43.6,690,3281,1164,43,29,17,163,79,815,117
67,Martin Braithwaite,DEN,FW,Barcelona,29,1991,13.1,391,10,40,131,221,70,390,16,9,56.3,7,43.8,240,1230,539,20,14,14,32,16,310,91
68,Darko Brašanac,SRB,MF,Osasuna,28,1992,10.1,390,14,57,192,144,32,390,6,4,66.7,2,33.3,179,819,411,22,5,8,11,16,233,46
69,Álvaro Bravo,ESP,MF,Granada,22,1998,0.2,12,0,5,5,2,0,12,0,0,,0,,8,44,8,0,0,0,1,1,8,0
70,Claudio Bravo,CHI,GK,Betis,37,1983,20.0,699,590,696,3,0,0,699,3,3,100.0,0,0.0,367,1849,1229,0,0,0,0,0,297,0
71,Yan Brice Eteki,CMR,MF,Granada,22,1997,14.7,480,22,130,292,66,2,480,11,9,81.8,2,18.2,218,832,261,0,1,0,16,8,249,9
72,Juan Brunet,ARG,MF,Granada,22,1998,0.3,10,1,3,3,4,0,10,0,0,,0,,2,7,1,0,1,0,0,0,5,0
73,Ante Budimir,CRO,FW,Osasuna,29,1991,18.1,617,21,54,294,273,90,617,26,13,50.0,13,50.0,300,1229,401,14,15,9,68,34,455,103
74,Esteban Burgos,ARG,DF,Eibar,28,1992,12.3,677,73,317,347,17,12,674,1,1,100.0,0,0.0,308,1668,767,4,0,0,4,2,340,0
75,Burgui,ESP,MF,Alavés,26,1993,0.2,11,0,2,5,4,0,11,0,0,,0,,8,49,33,1,3,0,0,0,8,2
76,Sergio Busquets,ESP,MF,Barcelona,32,1988,28.0,2903,66,480,1831,599,13,2903,9,8,88.9,1,11.1,1752,5980,2947,25,48,1,24,10,2321,29
77,Erick Cabaco,URU,DF,Getafe,25,1995,14.7,609,47,262,316,35,12,609,2,0,0.0,2,100.0,248,1298,697,6,3,0,8,0,241,1
78,Cala,ESP,DF,Cádiz,30,1989,25.2,971,139,503,443,33,20,971,4,4,100.0,0,0.0,425,1868,925,3,4,0,9,2,439,2
79,Jonathan Calleri,ARG,FW,Osasuna,26,1993,17.2,570,10,35,239,307,89,570,40,17,42.5,22,55.0,291,1452,504,20,16,5,60,30,414,97
80,Dani Calvo,ESP,DF,Elche,26,1994,19.8,924,118,572,334,21,13,924,3,2,66.7,1,33.3,482,2428,1307,2,1,0,6,0,579,2
81,José Campaña,ESP,MF,Levante,27,1993,8.3,614,11,107,316,203,14,613,40,23,57.5,17,42.5,368,2071,1032,26,23,4,17,13,431,48
82,Sergio Canales,ESP,MF|FW,Betis,29,1991,27.8,1967,16,209,1046,737,60,1964,43,32,74.4,11,25.6,1279,7483,4000,102,76,10,42,26,1556,127
83,Álex Cantero,ESP,FW,Levante,20,2000,2.6,62,3,4,27,32,8,62,6,4,66.7,2,33.3,42,226,85,5,0,4,8,4,48,13
84,Ander Capa,ESP,DF,Athletic Club,28,1992,23.7,1426,67,370,677,394,31,1426,55,29,52.7,26,47.3,628,4225,2714,66,53,2,23,15,717,100
85,Étienne Capoue,FRA,MF,Villarreal,32,1988,13.2,872,40,238,555,83,3,872,18,12,66.7,6,33.3,474,2068,935,10,11,0,10,8,640,4
86,Isaac Carcelen,ESP,DF,Cádiz,27,1993,28.7,1422,125,545,578,312,8,1422,40,34,85.0,6,15.0,539,2693,1325,31,26,5,27,25,525,43
87,Cárdenas,ESP,GK,Levante,23,1997,8.0,291,235,287,4,0,0,291,0,0,,0,,146,689,439,0,0,0,0,0,112,0
88,Marc Cardona,ESP,FW|DF,Osasuna,25,1995,0.6,31,1,6,19,6,3,31,0,0,,0,,12,50,6,0,0,0,1,0,22,5
89,Diego Carlos,BRA,DF,Sevilla,27,1993,31.0,2136,313,1183,914,45,24,2136,8,8,100.0,0,0.0,1384,5039,2047,5,7,1,8,1,1600,2
90,Juan Carlos,ESP,MF|FW,Huesca,29,1991,3.2,138,1,16,68,55,12,138,8,5,62.5,3,37.5,96,767,303,5,7,1,14,11,105,17
91,Yannick Carrasco,BEL,DF|MF,Atlético Madrid,26,1993,24.2,1333,22,195,466,700,118,1333,120,66,55.0,54,45.0,817,6198,3476,146,85,60,60,51,868,212
92,Sergio Carreira,ESP,DF,Celta Vigo,19,2000,2.9,144,10,48,65,31,4,144,1,0,0.0,1,100.0,72,281,118,0,3,0,2,0,84,14
93,Guido Carrillo,ARG,FW,Elche,29,1991,11.1,417,15,26,233,162,39,417,13,8,61.5,5,38.5,196,757,268,9,14,0,28,11,328,30
94,Dani Carvajal,ESP,DF,Real Madrid,28,1992,10.6,942,44,279,411,259,18,942,14,8,57.1,6,42.9,497,2116,1098,21,15,5,19,3,605,62
95,William Carvalho,POR,MF,Betis,28,1992,13.6,1079,25,180,758,150,12,1079,24,18,75.0,6,25.0,661,2317,1227,10,12,0,15,12,848,19
96,Casemiro,BRA,MF,Real Madrid,28,1992,32.2,2369,122,725,1279,376,59,2369,23,13,56.5,10,43.5,1175,4643,2332,20,28,5,30,28,1601,45
97,Sofian Chakla,MAR,DF,Villarreal,26,1993,0.1,10,1,6,3,1,1,10,0,0,,0,,2,3,0,0,0,0,0,0,5,0
98,Sofian Chakla,MAR,DF,Getafe,26,1993,10.0,342,48,192,143,10,5,342,0,0,,0,,102,518,256,2,2,0,4,1,88,1
99,Chema,ESP,DF|MF,Getafe,28,1992,6.2,224,28,99,115,14,3,224,0,0,,0,,81,394,195,2,1,0,2,0,76,0
100,Denis Cheryshev,RUS,MF,Valencia,29,1990,12.2,464,13,76,180,217,43,464,20,8,40.0,12,60.0,264,1706,862,37,27,12,24,10,315,95
101,Samuel Chukwueze,NGA,MF|FW,Villarreal,21,1999,15.2,728,10,82,239,419,90,728,79,39,49.4,40,50.6,492,4084,2179,84,49,37,46,23,552,177
102,Víctor Chust,ESP,DF,Real Madrid,20,2000,1.1,89,14,57,31,1,0,89,1,0,0.0,1,100.0,42,235,90,0,0,0,1,0,56,0
103,Cifu,ESP,DF,Elche,29,1990,5.0,274,14,92,125,62,2,274,7,2,28.6,5,71.4,130,671,284,9,7,0,6,3,130,16
104,Alberto Cifuentes,ESP,GK,Cádiz,41,1979,2.0,70,49,70,0,0,0,70,0,0,,0,,24,153,93,0,0,0,0,0,18,0
105,Jasper Cillessen,NED,GK,Valencia,31,1989,10.0,349,320,347,2,0,0,349,0,0,,0,,167,884,636,0,0,0,0,0,116,0
106,Carlos Clerc,ESP,DF,Levante,28,1992,30.9,1982,83,622,831,551,33,1982,55,36,65.5,18,32.7,1060,5948,3239,87,55,6,36,17,1160,196
107,Coke,ESP,DF,Levante,33,1987,9.3,566,42,237,235,96,9,566,7,4,57.1,3,42.9,285,1203,589,10,7,3,8,3,331,23
108,Francis Coquelin,FRA,MF,Villarreal,29,1991,8.2,586,21,129,363,103,13,586,15,12,80.0,3,20.0,329,1254,656,10,9,1,6,6,419,20
109,Iñigo Córdoba,ESP,FW|MF,Athletic Club,23,1997,1.1,47,0,10,17,20,2,47,3,2,66.7,1,33.3,19,91,46,1,1,0,2,0,29,7
110,Iñigo Córdoba,ESP,MF,Alavés,23,1997,2.4,108,2,24,45,43,3,108,4,4,100.0,0,0.0,53,210,92,2,3,1,8,4,63,15
111,Ángel Correa,ARG,FW|MF,Atlético Madrid,25,1995,26.6,1218,16,157,489,585,147,1218,90,53,58.9,37,41.1,721,3199,1546,64,32,33,77,57,884,186
112,Rober Correa,ESP,DF,Eibar,27,1992,12.6,769,32,221,371,183,10,769,17,13,76.5,4,23.5,318,1482,717,15,19,0,18,6,320,26
113,Thierry Correia,POR,DF,Valencia,21,1999,23.7,1480,89,522,622,357,13,1480,45,27,60.0,18,40.0,741,3823,2019,48,32,2,20,12,827,94
114,Diego Costa,ESP,FW,Atlético Madrid,31,1988,2.3,94,2,6,40,49,17,93,1,1,100.0,0,0.0,57,228,66,3,5,2,7,6,91,21
115,Jaume Costa,ESP,DF|MF,Villarreal,32,1988,3.9,288,15,85,128,78,4,288,6,3,50.0,3,50.0,151,825,515,9,7,1,3,5,169,20
116,Thibaut Courtois,BEL,GK,Real Madrid,28,1992,38.0,1404,1219,1401,3,0,0,1404,0,0,,0,,804,4413,2274,0,0,0,2,0,743,0
117,Philippe Coutinho,BRA,MF|FW,Barcelona,28,1992,7.3,584,7,36,244,310,38,584,15,11,73.3,4,26.7,387,2308,1257,38,35,15,9,7,506,61
118,Juan Cruz Armada,ESP,DF,Osasuna,28,1992,21.8,1052,67,347,509,200,3,1052,11,8,72.7,3,27.3,396,1988,836,19,19,1,18,8,456,41
119,Sergio Cubero Ezcurra,ESP,MF,Eibar,20,1999,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
120,Cucho,COL,FW|MF,Getafe,21,1999,16.3,712,8,46,280,398,53,712,43,30,69.8,13,30.2,452,2673,1226,51,35,17,63,44,557,98
121,Marc Cucurella,ESP,MF,Getafe,22,1998,36.0,1738,26,215,687,865,86,1738,59,24,40.7,35,59.3,894,4768,2328,77,53,24,83,42,1031,219
122,Patrick Cutrone,ITA,FW,Valencia,22,1998,1.2,31,0,2,18,11,3,31,1,1,100.0,0,0.0,22,76,37,1,1,0,4,0,23,6
123,Moussa Dembélé,FRA,FW,Atlético Madrid,24,1996,1.1,46,0,1,21,25,10,46,2,2,100.0,0,0.0,28,294,93,4,2,2,6,1,38,12
124,Ousmane Dembélé,FRA,FW,Barcelona,23,1997,19.7,1258,6,72,376,830,136,1258,99,63,63.6,36,36.4,921,6842,3716,140,100,62,51,31,1041,288
125,Sergiño Dest,USA,DF|FW,Barcelona,19,2000,21.2,1501,40,300,553,657,77,1501,60,29,48.3,31,51.7,968,4665,2582,74,38,26,34,26,1081,218
126,Deyverson,BRA,FW,Alavés,29,1991,9.7,434,13,52,200,187,29,434,18,9,50.0,9,50.0,195,727,246,5,7,1,32,11,290,48
127,Abdoulay Diaby,MLI,DF,Getafe,29,1991,0.2,17,0,0,3,14,4,17,1,0,0.0,1,100.0,10,94,50,2,1,0,0,1,11,4
128,Mouctar Diakhaby,GUI,DF,Valencia,23,1996,23.1,1220,225,748,435,47,22,1220,9,7,77.8,2,22.2,746,3764,1973,7,7,1,11,1,769,8
129,Víctor Díaz,ESP,DF,Granada,32,1988,9.2,495,57,202,192,106,2,495,5,1,20.0,4,80.0,199,828,341,8,10,0,4,2,193,9
130,Papakouli Diop,SEN,MF,Eibar,34,1986,25.8,1112,56,214,700,206,26,1112,9,7,77.8,2,22.2,496,1963,700,12,9,3,23,13,540,21
131,Djené,TOG,DF,Getafe,28,1991,32.7,1321,146,573,695,80,8,1321,15,13,86.7,2,13.3,563,3230,1548,11,13,3,19,12,469,11
132,Marko Dmitrović,SRB,GK,Eibar,28,1992,34.7,1149,914,1137,8,4,2,1147,1,1,100.0,0,0.0,552,2982,1764,0,0,0,1,0,417,0
133,Jaume Doménech,ESP,GK,Valencia,29,1990,28.0,975,859,968,7,0,0,975,1,1,100.0,0,0.0,425,2361,1492,0,0,0,1,0,345,0
134,Carlos Dominguez,ESP,DF,Celta Vigo,19,2001,4.0,202,47,133,64,7,4,202,0,0,,0,,131,670,360,2,0,1,2,0,130,0
135,John Donald,ESP,DF|MF,Elche,19,2000,0.6,20,1,13,7,0,0,20,0,0,,0,,17,131,52,0,0,0,1,0,19,0
136,Cheick Doukouré,CIV,MF|FW,Levante,27,1992,1.1,57,1,10,36,12,0,57,1,1,100.0,0,0.0,36,142,45,0,1,0,0,2,32,2
137,Idrissa Doumbia,CIV,MF,Huesca,22,1998,8.7,481,22,126,291,69,1,481,13,12,92.3,1,7.7,310,1508,593,8,7,0,11,7,341,4
138,Domingos Duarte,POR,DF,Granada,25,1995,26.3,1165,144,570,564,36,10,1165,2,2,100.0,0,0.0,577,3269,1960,17,10,0,6,4,619,3
139,Óscar Duarte,CRC,DF,Levante,31,1989,22.9,1446,251,816,611,28,15,1446,3,3,100.0,0,0.0,818,3396,1819,6,5,0,5,3,920,3
140,Rubén Duarte,ESP,DF,Alavés,24,1995,28.3,1661,93,542,763,359,12,1661,13,5,38.5,8,61.5,658,2698,1382,27,21,0,16,9,761,54
141,Unai Dufur,ESP,DF,Eibar,21,1999,0.7,51,1,13,25,13,0,51,0,0,,0,,13,50,19,0,0,0,1,0,21,0
142,Hugo Duro,ESP,FW,Real Madrid,20,1999,0.6,12,0,1,3,8,3,12,1,1,100.0,0,0.0,6,20,10,0,0,0,2,0,9,4
143,Aritz Elustondo,ESP,DF,Real Sociedad,26,1994,20.9,1401,114,578,769,64,13,1401,8,4,50.0,4,50.0,896,5468,3621,27,14,1,10,2,918,12
144,Rodrigo Ely,BRA,DF,Alavés,26,1993,5.2,210,32,128,72,11,8,210,1,1,100.0,0,0.0,89,290,94,1,1,0,3,0,99,0
145,Emerson,BRA,DF,Betis,21,1999,33.2,2362,115,636,1018,721,80,2362,47,24,51.1,23,48.9,1184,5814,3265,91,63,19,54,34,1384,186
146,Youssef En-Nesyri,MAR,FW,Sevilla,23,1997,25.7,679,26,64,313,304,138,679,36,15,41.7,21,58.3,320,1511,585,29,14,22,62,23,458,114
147,Sergi Enrich,ESP,FW,Eibar,30,1990,15.6,637,7,41,266,333,94,636,15,7,46.7,8,53.3,284,1105,335,14,9,5,47,18,440,91
148,Aarón Escandell,ESP,GK,Granada,24,1995,5.0,176,133,174,2,0,0,176,0,0,,0,,79,522,309,0,0,0,0,0,49,0
149,Dani Escriche,ESP,FW|MF,Huesca,22,1998,9.5,400,7,53,220,142,24,400,42,16,38.1,26,61.9,220,1530,821,28,23,7,26,14,264,48
150,Sergio Escudero,ESP,DF,Sevilla,30,1989,6.3,451,16,126,223,110,8,451,4,2,50.0,2,50.0,254,1160,578,8,15,0,7,2,296,32
151,Alfonso Espino,URU,DF,Cádiz,28,1992,28.9,1363,93,586,548,250,17,1363,28,16,57.1,12,42.9,506,2606,1191,31,17,4,32,16,516,59
152,Vicente Esquerdo,ESP,MF,Valencia,21,1999,2.6,130,4,39,68,23,2,130,4,2,50.0,2,50.0,58,253,67,0,0,0,4,1,79,3
153,Pervis Estupiñán,ECU,DF,Villarreal,22,1998,13.0,831,43,250,298,289,28,831,21,9,42.9,12,57.1,437,2276,1156,39,27,8,28,18,471,120
154,Xabier Etxeita,ESP,DF,Getafe,32,1987,9.8,406,46,177,211,21,10,406,2,1,50.0,1,50.0,147,854,394,2,2,0,6,0,159,1
155,Edu Expósito,ESP,MF,Eibar,23,1996,27.3,1440,24,183,779,496,45,1438,56,41,73.2,15,26.8,758,3650,1684,45,36,8,46,34,866,81
156,Jokin Ezkieta,ESP,GK,Athletic Club,23,1996,1.0,24,21,24,0,0,0,24,0,0,,0,,14,62,35,0,0,0,0,0,9,0
157,Fali,ESP,DF|MF,Cádiz,26,1993,29.3,995,161,424,484,96,19,995,5,4,80.0,1,20.0,418,1764,859,10,12,2,11,4,470,12
158,Ansu Fati,ESP,FW,Barcelona,17,2002,4.8,270,0,12,86,174,39,270,23,11,47.8,12,52.2,183,1296,700,32,16,21,11,8,226,60
159,Nabil Fekir,FRA,MF|FW,Betis,27,1993,29.1,1669,4,83,723,891,106,1666,117,85,72.6,32,27.4,1053,6519,3165,103,88,39,78,83,1323,182
160,Felipe,BRA,DF,Atlético Madrid,31,1989,22.9,1301,185,669,603,39,24,1301,3,3,100.0,0,0.0,701,3635,1638,5,2,0,3,1,753,3
161,João Félix,POR,FW|MF,Atlético Madrid,20,1999,17.5,865,6,67,429,376,54,863,60,30,50.0,30,50.0,578,3145,1640,49,54,10,40,34,749,94
162,Aitor Fernández,ESP,GK,Levante,29,1991,29.0,990,856,983,7,0,0,990,1,0,0.0,1,100.0,512,2232,1503,0,0,0,1,0,425,0
163,Álex Fernández,ESP,MF,Cádiz,27,1992,21.6,1086,26,194,587,322,16,1084,22,15,68.2,7,31.8,537,2738,1188,26,21,3,33,16,628,43
164,Álvaro Fernández,ESP,GK,Huesca,22,1998,22.0,869,740,862,5,2,2,869,0,0,,0,,415,1898,1180,0,0,0,0,0,416,0
165,Andrés Fernández,ESP,GK,Huesca,33,1986,16.0,602,543,600,2,0,0,602,3,3,100.0,0,0.0,306,1232,769,0,0,0,1,0,280,0
