Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
1,Sabit Abdulai,GHA,MF,Getafe,21,1999,0.7,2,0,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0
2,Marcos Acuña,ARG,DF,Sevilla,28,1991,25.9,62,42,34,20,8,23,41,56.1,18,23,2,21,23,85,30,1
3,Bobby Adekanye,NED,FW|MF,Cádiz,21,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
4,Martin Agirregabiria,ESP,DF|MF,Alavés,24,1996,17.3,32,18,17,12,3,17,33,51.5,16,9,3,6,27,59,36,0
5,Joseph Aidoo,GHA,DF,Celta Vigo,24,1995,14.3,26,17,17,9,0,12,21,57.1,9,7,4,3,25,51,88,1
6,Carlos Akapo,EQG,DF,Cádiz,27,1993,9.6,18,14,14,4,0,10,18,55.6,8,16,3,13,19,37,33,0
7,Paul Akouokou,CIV,MF,Betis,22,1997,4.2,11,8,2,8,1,5,8,62.5,3,3,1,2,6,17,7,0
8,Jony Álamo,ESP,MF,Elche,18,2001,0.8,2,1,1,0,1,0,1,0.0,1,0,0,0,1,3,0,0
9,Jordi Alba,ESP,DF|FW,Barcelona,31,1989,33.6,45,30,22,16,7,24,52,46.2,28,21,2,19,49,94,48,0
10,Raúl Albiol,ESP,DF,Villarreal,34,1985,34.6,22,15,19,3,0,13,18,72.2,5,32,22,10,22,44,146,2
11,Paco Alcácer,ESP,FW,Villarreal,26,1993,17.2,6,3,1,2,3,3,7,42.9,4,8,0,8,9,15,6,0
12,Pedro Alcalá,ESP,DF,Cádiz,31,1989,10.1,8,4,6,2,0,3,5,60.0,2,19,13,6,16,24,50,0
13,Rubén Alcaraz,ESP,MF,Valladolid,29,1991,24.1,54,29,32,21,1,30,80,37.5,50,35,8,27,31,85,28,0
14,Iván Alejo,ESP,MF|FW,Cádiz,25,1995,9.2,14,10,8,4,2,4,23,17.4,19,14,1,13,3,17,10,0
15,Carles Aleñá,ESP,MF,Barcelona,22,1998,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
16,Carles Aleñá,ESP,MF|FW,Getafe,22,1998,15.2,15,10,3,9,3,7,25,28.0,18,14,1,13,2,17,2,0
17,Alfon,ESP,MF,Celta Vigo,21,1999,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
18,Sergio Álvarez,ESP,MF|DF,Eibar,28,1992,17.4,42,25,13,26,3,8,22,36.4,14,22,5,17,22,64,24,2
19,Yeray Álvarez,ESP,DF,Athletic Club,25,1995,21.6,19,12,11,8,0,9,21,42.9,12,12,5,7,53,72,73,0
20,Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,18,2001,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0
21,Jon Ander Garrido,ESP,MF,Cádiz,30,1989,8.9,18,10,8,7,3,10,26,38.5,16,12,4,8,14,32,13,0
22,Marcos André,BRA,FW,Valladolid,23,1996,13.1,8,2,2,2,4,0,8,0.0,8,15,2,13,2,10,9,0
23,Ángel,ESP,GK,Granada,18,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
24,José Ángel,ESP,DF,Eibar,30,1989,10.0,15,8,9,4,2,8,12,66.7,4,7,0,7,13,28,17,1
25,Miguel Ángel Rubio,ESP,DF,Valladolid,22,1998,1.5,0,0,0,0,0,0,0,,0,2,2,0,3,3,11,0
26,José Antonio Miranda,EQG,MF|DF,Getafe,22,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
27,Aritz Arambarri,ESP,DF,Real Sociedad,22,1998,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
28,Mauro Arambarri,URU,MF,Getafe,24,1995,33.1,64,39,22,35,7,23,80,28.8,57,40,5,35,42,106,28,0
29,Néstor Araujo,MEX,DF,Celta Vigo,28,1991,27.0,24,16,14,9,1,7,15,46.7,8,23,18,5,43,67,89,2
30,Ronald Araújo,URU,DF,Barcelona,21,1999,16.8,22,11,12,8,2,9,9,100.0,0,24,15,9,20,42,47,1
31,Anaitz Arbilla,ESP,DF,Eibar,33,1987,31.2,45,26,31,11,3,27,54,50.0,27,36,11,25,69,114,73,1
32,Unai Arietaleanizbeaskoa,ESP,FW|MF,Eibar,21,1999,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
33,Sergio Arribas,ESP,MF|FW,Real Madrid,18,2001,1.5,3,1,2,1,0,1,3,33.3,2,2,0,2,4,7,2,0
34,Sergio Asenjo,ESP,GK,Villarreal,31,1989,36.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,2
35,Marco Asensio,ESP,FW|MF,Real Madrid,24,1996,20.8,12,6,7,4,1,3,24,12.5,21,15,0,15,11,23,10,0
36,Iago Aspas,ESP,FW,Celta Vigo,32,1987,31.8,11,3,2,7,2,2,23,8.7,21,25,2,23,16,27,21,0
37,Miguel Atienza,ESP,MF,Eibar,21,1999,9.3,20,9,5,15,0,8,23,34.8,15,14,1,13,9,29,12,0
38,Ezequiel Ávila,ARG,FW|MF,Osasuna,26,1994,2.2,6,2,3,1,2,2,4,50.0,2,1,0,1,1,7,0,0
39,Ramon Azeez,NGA,MF,Granada,27,1992,1.1,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0
40,Carlos Bacca,COL,FW,Villarreal,33,1986,8.7,9,5,5,3,1,3,5,60.0,2,5,0,5,3,12,2,0
41,Édgar Badía,ESP,GK,Elche,28,1992,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3
42,Alex Baena,ESP,MF,Villarreal,19,2001,1.5,4,3,1,2,1,1,3,33.3,2,1,1,0,1,5,1,0
43,Miguel Baeza,ESP,MF|FW,Celta Vigo,20,2000,6.0,7,6,5,2,0,5,13,38.5,8,3,0,3,3,10,2,0
44,Mikel Balenziaga,ESP,DF,Athletic Club,32,1988,18.8,26,15,11,12,3,9,18,50.0,9,22,7,15,7,33,46,0
45,Barcia,ESP,DF,Granada,19,2000,1.0,1,1,1,0,0,0,0,,0,1,1,0,3,4,9,0
46,Enis Bardhi,MKD,MF,Levante,25,1995,18.7,28,12,8,16,4,10,36,27.8,26,8,2,6,21,49,14,0
47,Kike Barja,ESP,MF|FW,Osasuna,23,1997,15.9,10,5,6,1,3,5,24,20.8,19,10,1,9,16,26,8,0
48,Marc Baró,ESP,DF,Cádiz,20,1999,1.0,2,1,2,0,0,0,2,0.0,2,1,0,1,2,4,2,1
49,Antonio Barragán,ESP,DF,Elche,33,1987,24.8,28,14,21,5,2,12,21,57.1,9,22,8,14,33,61,67,1
50,Ander Barrenetxea,ESP,MF|FW,Real Sociedad,18,2001,14.5,29,19,5,18,6,9,24,37.5,15,20,0,20,6,35,8,0
51,Marc Bartra,ESP,DF,Betis,29,1991,18.8,27,16,18,8,1,12,22,54.5,10,19,5,14,40,67,74,3
52,Álvaro Bastida,ESP,MF,Cádiz,16,2004,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
53,Rodrigo Battaglia,ARG,MF,Alavés,29,1991,27.7,38,16,21,14,3,16,50,32.0,34,30,14,16,29,67,40,1
54,Jon Bautista,ESP,FW,Real Sociedad,25,1995,4.1,5,3,0,2,3,0,3,0.0,3,3,1,2,2,7,4,0
55,Fran Beltrán,ESP,MF|FW,Celta Vigo,21,1999,15.5,30,22,15,12,3,8,24,33.3,16,14,1,13,16,46,24,0
56,Sergio Benito,ESP,FW,Valladolid,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
57,Karim Benzema,FRA,FW,Real Madrid,32,1987,32.2,8,6,4,2,2,5,15,33.3,10,9,2,7,8,16,24,0
58,Yuri Berchiche,ESP,DF,Athletic Club,30,1990,18.7,24,19,14,5,5,10,24,41.7,14,14,0,14,11,35,29,0
59,Álex Berenguer,ESP,MF|FW,Athletic Club,25,1995,25.3,47,31,21,20,6,9,51,17.6,42,48,3,45,18,65,27,0
60,Pedro Bigas,ESP,DF,Eibar,29,1990,17.0,11,9,7,4,0,7,14,50.0,7,12,6,6,23,34,54,0
61,Alejandro Blanco,ESP,MF,Valencia,21,1998,6.4,8,4,4,4,0,3,18,16.7,15,5,0,5,8,16,9,0
62,Rubén Blanco,ESP,GK,Celta Vigo,25,1995,18.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,3
63,Alejandro Blesa,ESP,MF,Levante,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
64,Yann Bodiger,FRA,MF,Cádiz,25,1995,2.8,2,2,1,1,0,1,6,16.7,5,7,3,4,8,10,4,0
65,Yassine Bounou,MAR,GK,Sevilla,29,1991,33.0,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,12,2
66,Lucas Boyé,ARG,FW,Elche,24,1996,29.9,47,31,13,27,7,10,49,20.4,39,37,2,35,19,66,21,0
67,Martin Braithwaite,DEN,FW,Barcelona,29,1991,13.1,8,4,2,3,3,1,6,16.7,5,2,0,2,6,14,7,0
68,Darko Brašanac,SRB,MF,Osasuna,28,1992,10.1,10,6,6,4,0,5,16,31.3,11,8,1,7,7,17,10,0
69,Álvaro Bravo,ESP,MF,Granada,22,1998,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0
70,Claudio Bravo,CHI,GK,Betis,37,1983,20.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,0
71,Yan Brice Eteki,CMR,MF,Granada,22,1997,14.7,23,15,10,12,1,8,19,42.1,11,13,3,10,13,36,16,1
72,Juan Brunet,ARG,MF,Granada,22,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
73,Ante Budimir,CRO,FW,Osasuna,29,1991,18.1,20,12,2,11,7,4,15,26.7,11,17,4,13,2,22,17,1
74,Esteban Burgos,ARG,DF,Eibar,28,1992,12.3,7,6,4,3,0,1,5,20.0,4,8,7,1,23,30,54,2
75,Burgui,ESP,MF,Alavés,26,1993,0.2,3,1,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0
76,Sergio Busquets,ESP,MF,Barcelona,32,1988,28.0,63,35,21,29,13,27,76,35.5,49,27,4,23,53,116,18,2
77,Erick Cabaco,URU,DF,Getafe,25,1995,14.7,24,14,11,12,1,12,22,54.5,10,8,6,2,13,37,51,1
78,Cala,ESP,DF,Cádiz,30,1989,25.2,21,12,15,6,0,11,21,52.4,10,18,8,10,35,56,91,0
79,Jonathan Calleri,ARG,FW,Osasuna,26,1993,17.2,15,6,2,4,9,3,17,17.6,14,18,2,16,1,16,10,1
80,Dani Calvo,ESP,DF,Elche,26,1994,19.8,20,13,13,7,0,7,10,70.0,3,18,12,6,11,31,71,0
81,José Campaña,ESP,MF,Levante,27,1993,8.3,14,6,3,6,5,5,14,35.7,9,2,0,2,13,27,4,0
82,Sergio Canales,ESP,MF|FW,Betis,29,1991,27.8,16,9,9,6,1,3,21,14.3,18,18,0,18,13,29,5,0
83,Álex Cantero,ESP,FW,Levante,20,2000,2.6,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,3,0
84,Ander Capa,ESP,DF,Athletic Club,28,1992,23.7,37,18,22,13,2,18,37,48.6,19,21,8,13,25,62,57,0
85,Étienne Capoue,FRA,MF,Villarreal,32,1988,13.2,20,10,14,6,0,8,18,44.4,10,7,1,6,20,40,23,0
86,Isaac Carcelen,ESP,DF,Cádiz,27,1993,28.7,68,43,36,25,7,33,60,55.0,27,37,12,25,49,117,89,0
87,Cárdenas,ESP,GK,Levante,23,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,5,1
88,Marc Cardona,ESP,FW|DF,Osasuna,25,1995,0.6,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
89,Diego Carlos,BRA,DF,Sevilla,27,1993,31.0,22,13,17,4,1,8,16,50.0,8,35,27,8,31,53,114,1
90,Juan Carlos,ESP,MF|FW,Huesca,29,1991,3.2,5,3,4,1,0,2,15,13.3,13,7,0,7,1,6,1,0
91,Yannick Carrasco,BEL,DF|MF,Atlético Madrid,26,1993,24.2,27,15,14,6,7,15,34,44.1,19,24,0,24,17,44,16,1
92,Sergio Carreira,ESP,DF,Celta Vigo,19,2000,2.9,3,0,2,1,0,1,1,100.0,0,2,0,2,1,4,7,0
93,Guido Carrillo,ARG,FW,Elche,29,1991,11.1,9,8,1,7,1,2,8,25.0,6,2,1,1,4,13,14,0
94,Dani Carvajal,ESP,DF,Real Madrid,28,1992,10.6,27,20,12,10,5,11,20,55.0,9,19,1,18,13,40,27,0
95,William Carvalho,POR,MF,Betis,28,1992,13.6,19,12,7,11,1,5,21,23.8,16,11,3,8,11,30,14,1
96,Casemiro,BRA,MF,Real Madrid,28,1992,32.2,84,49,50,30,4,33,73,45.2,40,50,17,33,70,154,62,0
97,Sofian Chakla,MAR,DF,Villarreal,26,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
98,Sofian Chakla,MAR,DF,Getafe,26,1993,10.0,12,8,10,1,1,5,7,71.4,2,3,2,1,14,26,48,1
99,Chema,ESP,DF|MF,Getafe,28,1992,6.2,11,5,6,5,0,5,7,71.4,2,1,0,1,10,21,23,0
100,Denis Cheryshev,RUS,MF,Valencia,29,1990,12.2,19,15,6,7,6,6,26,23.1,20,15,1,14,12,31,15,0
101,Samuel Chukwueze,NGA,MF|FW,Villarreal,21,1999,15.2,12,7,4,4,4,3,17,17.6,14,8,0,8,10,22,3,0
102,Víctor Chust,ESP,DF,Real Madrid,20,2000,1.1,1,1,0,1,0,0,2,0.0,2,2,2,0,1,2,5,0
103,Cifu,ESP,DF,Elche,29,1990,5.0,10,7,7,3,0,7,13,53.8,6,5,1,4,8,18,10,0
104,Alberto Cifuentes,ESP,GK,Cádiz,41,1979,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
105,Jasper Cillessen,NED,GK,Valencia,31,1989,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
106,Carlos Clerc,ESP,DF,Levante,28,1992,30.9,56,29,33,16,7,22,39,56.4,17,26,4,22,37,93,55,1
107,Coke,ESP,DF,Levante,33,1987,9.3,24,10,14,7,3,14,27,51.9,13,13,1,12,14,38,27,0
108,Francis Coquelin,FRA,MF,Villarreal,29,1991,8.2,19,14,4,12,3,8,19,42.1,11,8,2,6,21,40,11,1
109,Iñigo Córdoba,ESP,FW|MF,Athletic Club,23,1997,1.1,0,0,0,0,0,0,3,0.0,3,4,0,4,2,2,1,0
110,Iñigo Córdoba,ESP,MF,Alavés,23,1997,2.4,6,4,1,3,2,2,10,20.0,8,7,0,7,3,9,2,0
111,Ángel Correa,ARG,FW|MF,Atlético Madrid,25,1995,26.6,38,21,10,23,5,15,45,33.3,30,18,1,17,22,60,16,0
112,Rober Correa,ESP,DF,Eibar,27,1992,12.6,16,9,8,6,2,8,12,66.7,4,9,1,8,20,36,31,0
113,Thierry Correia,POR,DF,Valencia,21,1999,23.7,47,27,32,10,5,21,43,48.8,22,24,6,18,42,89,63,1
