Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,Basit Abdallah,GHA,MF,Benevento,20,1999,0,,,,,0,,0,0,,13,,,,,,,,,,,
2,Gennaro Acampora,ITA,MF|FW,Spezia,26,1994,14,441,32,12.9,4.9,2,90,1,12,22,9,0.86,8,12,-4,-0.82,-0.33,6.1,9.3,-3.2,-0.64,-0.18
3,Francesco Acerbi,ITA,DF,Lazio,32,1988,32,2813,88,82.3,31.3,32,88,30,0,,0,1.88,51,44,+7,+0.22,+0.37,48.6,39.2,+9.3,+0.30,+0.08
4,Enzo Adeagbo,SUI,DF,Lazio,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
5,Bobby Adekanye,NED,FW|MF,Lazio,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
6,Andrea Adorante,ITA,FW,Parma,20,2000,1,10,10,0.3,0.1,0,,0,1,10,5,0.00,0,1,-1,-9.00,-7.87,0.0,0.9,-0.8,-7.55,-7.08
7,Giuseppe Agostino,ITA,GK,Genoa,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
8,Lucien Agoume,FRA,MF,Spezia,18,2002,12,800,67,23.4,8.9,9,84,6,3,13,22,1.08,14,14,0,0.00,+0.69,12.6,16.1,-3.5,-0.39,+0.13
9,Kevin Agudelo,COL,FW,Spezia,21,1998,29,1356,47,39.6,15.1,14,72,4,15,23,8,1.03,26,26,0,0.00,+0.87,19.7,22.7,-3.0,-0.20,+0.48
10,Marley Aké,FRA,FW,Juventus,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
11,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,27,1992,32,1056,33,30.9,11.7,6,83,2,26,22,4,2.00,18,15,+3,+0.26,+0.14,15.0,13.8,+1.2,+0.11,-0.26
12,Fabrizio Alastra,ITA,GK,Parma,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
13,Luis Alberto,ESP,MF,Lazio,27,1992,34,2618,77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,45.6,34.2,+11.4,+0.39,+0.46
14,Marco Alia,ALB,GK,Lazio,20,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,
15,Bruno Alves,POR,DF,Parma,38,1981,19,1632,86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,13.9,29.6,-15.6,-0.86,-0.71
16,Wisdom Amey,ITA,DF,Bologna,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,+1.11,+1.32
17,Bruno Amione,ARG,DF,Hellas Verona,18,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,
18,Sofyan Amrabat,MAR,MF,Fiorentina,23,1996,31,2441,79,71.4,27.1,28,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,33.4,44.0,-10.6,-0.39,+0.16
19,Djavan Anderson,NED,DF,Lazio,25,1995,3,72,24,2.1,0.8,1,45,0,2,14,13,1.00,0,2,-2,-2.50,-2.72,0.4,0.7,-0.3,-0.37,-0.67
20,Nícolas Andrade,BRA,GK,Udinese,32,1988,2,180,90,5.3,2.0,2,90,2,0,,3,1.50,5,5,0,0.00,+0.44,3.9,2.1,+1.8,+0.91,+1.15
21,Davide Angelo Ghislandi,ITA,DF,Atalanta,19,2001,1,5,5,0.1,0.1,0,,0,1,5,5,3.00,0,0,0,0.00,-1.13,0.1,0.0,+0.1,+1.20,+0.31
22,Peter Ankersen,DEN,DF,Genoa,29,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,
23,Philip Ankhrah,GHA,MF,Hellas Verona,17,2002,1,13,13,0.4,0.1,0,,0,1,13,3,1.00,0,0,0,0.00,+0.05,0.1,0.6,-0.5,-3.71,-3.61
24,Ebenezer Annan,GHA,DF,Bologna,17,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
25,Cristian Ansaldi,ARG,DF|FW,Torino,33,1986,31,1947,63,56.9,21.6,20,88,16,11,17,3,1.03,26,38,-12,-0.55,-0.13,30.7,36.9,-6.1,-0.28,+0.07
26,Mirko Antonucci,ITA,FW|MF,Roma,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
27,Valentin Antov,BUL,DF,Bologna,19,2000,5,232,46,6.8,2.6,2,82,1,3,23,13,0.60,1,6,-5,-1.94,-1.69,2.6,5.7,-3.1,-1.19,-1.06
28,Simone Aresti,ITA,GK,Cagliari,34,1986,0,,,,,0,,0,0,,35,,,,,,,,,,,
29,Nicolò Armini,ITA,DF,Lazio,19,2001,1,5,5,0.1,0.1,0,,0,1,5,22,0.00,0,0,0,0.00,-0.16,0.0,0.3,-0.3,-6.19,-6.48
30,Alex Arnofoli,ITA,DF,Bologna,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
31,Tolgay Arslan,GER,MF,Udinese,29,1990,30,1818,61,53.2,20.2,25,69,3,5,19,3,1.20,23,20,+3,+0.15,+1.22,25.7,24.5,+1.3,+0.06,+0.52
32,Federico Artioli,ITA,MF,Sassuolo,19,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
33,Gabriele Artistico,ITA,FW,Parma,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
34,Kwadwo Asamoah,GHA,DF|MF,Cagliari,31,1988,9,224,25,6.5,2.5,1,90,1,8,17,9,1.56,3,2,+1,+0.40,+0.88,5.0,3.8,+1.2,+0.46,+0.91
35,Raúl Asencio,ESP,FW,Genoa,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
36,Kristoffer Askildsen,NOR,MF,Sampdoria,19,2001,6,95,16,2.8,1.1,0,,0,6,16,29,2.17,1,2,-1,-0.95,-0.92,0.7,2.6,-1.8,-1.71,-1.47
37,Joel Asoro,SWE,FW,Genoa,21,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
38,Emil Audero,ITA,GK,Sampdoria,23,1997,37,3330,90,97.4,37.0,37,90,37,0,,1,1.32,49,54,-5,-0.14,-3.14,44.5,55.3,-10.8,-0.29,-0.41
39,Tommaso Augello,ITA,DF,Sampdoria,25,1994,37,3216,87,94.0,35.7,37,87,32,0,,0,1.41,48,49,-1,-0.03,+0.41,43.8,52.1,-8.3,-0.23,+0.80
40,Lorenzo Avogadri,ITA,GK,Sampdoria,18,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
41,Kaan Ayhan,TUR,DF,Sassuolo,25,1994,19,796,42,23.3,8.8,7,82,5,12,19,14,2.05,13,7,+6,+0.68,+0.61,13.8,13.3,+0.5,+0.05,-0.04
42,Milan Badelj,CRO,MF,Genoa,31,1989,30,2408,80,70.4,26.8,29,83,21,1,10,5,1.20,35,35,0,0.00,+0.98,29.7,36.8,-7.1,-0.27,+1.03
43,Tiemoué Bakayoko,FRA,MF,Napoli,25,1994,32,1964,61,57.4,21.8,23,81,8,9,12,3,1.94,51,29,+22,+1.01,-0.41,40.5,26.1,+14.4,+0.66,-0.01
44,Keita Baldé,SEN,FW,Sampdoria,25,1995,25,1197,48,35.0,13.3,12,76,2,13,22,3,1.56,17,20,-3,-0.23,-0.27,17.5,18.7,-1.3,-0.10,+0.28
45,Marco Ballarini,ITA,MF,Udinese,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
46,Botond Balogh,HUN,DF,Parma,18,2002,3,165,55,4.8,1.8,1,90,1,2,38,16,0.33,2,4,-2,-1.09,+0.07,1.1,5.5,-4.4,-2.41,-2.02
47,Abdoul Bane,ITA,DF,Parma,19,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
48,Mattia Bani,ITA,DF,Bologna,26,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
49,Mattia Bani,ITA,DF,Genoa,26,1993,11,921,84,26.9,10.2,10,88,8,1,45,6,0.55,9,16,-7,-0.68,-0.54,8.0,17.5,-9.5,-0.92,-0.48
50,Mattia Bani,ITA,DF,Parma,26,1993,15,1145,76,33.5,12.7,14,81,9,1,13,2,0.40,17,30,-13,-1.02,+0.20,19.3,19.5,-0.2,-0.02,+0.70
51,Antonín Barák,CZE,MF,Hellas Verona,25,1994,34,2765,81,80.8,30.7,32,85,23,2,27,0,1.24,37,41,-4,-0.13,-0.41,37.0,41.3,-4.3,-0.14,-0.17
52,Federico Barba,ITA,DF,Benevento,26,1993,32,2659,83,77.7,29.5,31,85,26,1,16,0,0.84,30,55,-25,-0.85,+0.34,31.7,46.1,-14.4,-0.49,+0.61
53,Nicolò Barella,ITA,MF,Inter,23,1997,36,2896,80,84.7,32.2,32,87,23,4,31,1,2.36,66,31,+35,+1.09,-2.18,60.5,35.1,+25.5,+0.79,-0.73
54,Antonio Barreca,ITA,DF,Fiorentina,25,1995,3,85,28,2.5,0.9,1,58,0,2,14,31,0.33,1,1,0,0.00,+0.32,1.2,1.2,0.0,0.00,+0.45
55,Musa Barrow,GAM,FW|MF,Bologna,21,1998,38,2921,77,85.4,32.5,34,83,18,4,26,0,1.08,45,56,-11,-0.34,+0.20,46.5,55.3,-8.8,-0.27,-0.43
56,Paolo Bartolomei,ITA,MF,Spezia,30,1989,6,320,53,9.4,3.6,3,84,2,3,23,4,0.67,5,10,-5,-1.41,-0.97,2.5,10.8,-8.3,-2.34,-2.04
57,Daniele Baselli,ITA,MF,Torino,28,1992,15,396,26,11.6,4.4,3,64,1,12,17,7,1.13,6,5,+1,+0.23,+0.82,7.6,6.5,+1.1,+0.25,+0.63
58,Salah Basha,EGY,FW,Udinese,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
