Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
15,Steven Alzate,COL,MF,Brighton,22,1998,4.5,0,0,0,6,4,0,0,10,4,0,0,0,39,4,8,33.3
16,Daniel Amartey,GHA,DF,Leicester City,26,1994,23.6,4,0,0,14,8,1,0,21,13,0,0,0,145,33,37,47.1
17,Joachim Andersen,DEN,DF,Crystal Palace,25,1996,32.4,4,0,0,19,8,1,8,37,23,0,0,1,152,56,48,53.8
18,Michail Antonio,JAM,FW,West Ham,31,1990,33.0,8,1,1,50,52,13,63,3,17,0,0,0,90,79,112,41.4
19,Cameron Archer,ENG,FW|MF,Aston Villa,20,2001,0.3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,50.0
20,Alphonse Areola,FRA,GK,West Ham,28,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,Adam Armstrong,ENG,FW,Southampton,24,1997,15.7,1,0,0,13,6,2,18,3,4,1,0,0,36,13,23,36.1
22,Stuart Armstrong,SCO,MF,Southampton,29,1992,16.4,1,0,0,11,20,1,35,8,19,1,0,0,94,3,11,21.4
23,Kepa Arrizabalaga,ESP,GK,Chelsea,26,1994,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
24,Harrison Ashby,SCO,DF,West Ham,19,2001,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
25,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,32,1989,11.5,3,0,0,15,8,10,11,0,5,0,0,0,22,25,28,47.2
26,Jordan Ayew,GHA,FW,Crystal Palace,29,1991,22.4,2,0,0,38,66,2,74,15,30,1,0,0,132,32,58,35.6
27,Luke Ayling,ENG,DF,Leeds United,29,1991,25.2,4,1,0,22,19,2,31,28,42,0,1,0,187,34,50,40.5
28,César Azpilicueta,ESP,DF,Chelsea,31,1989,23.0,3,0,0,25,5,2,47,23,28,0,1,0,110,46,29,61.3
29,Daniel Bachmann,AUT,GK,Watford,27,1994,12.0,0,0,0,1,1,0,0,1,0,0,1,0,10,2,0,100.0
30,Leon Bailey,JAM,FW|MF,Aston Villa,23,1997,8.5,3,0,0,12,11,4,33,1,11,0,0,0,38,10,16,38.5
31,Eric Bailly,CIV,DF,Manchester Utd,27,1994,2.4,1,0,0,2,0,0,0,3,4,0,0,1,10,6,2,75.0
32,Folarin Balogun,USA,FW,Arsenal,20,2001,0.8,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3,25.0
33,Patrick Bamford,ENG,FW,Leeds United,27,1993,6.2,2,0,0,5,5,5,3,2,0,0,0,0,12,5,14,26.3
34,Shandon Baptiste,GRN,MF,Brentford,23,1998,10.1,2,1,1,6,11,1,8,11,4,0,0,0,62,7,18,28.0
35,Ross Barkley,ENG,MF|FW,Chelsea,27,1993,2.0,0,0,0,2,4,0,7,1,0,0,0,0,17,6,2,75.0
36,Ashley Barnes,ENG,FW,Burnley,31,1989,9.0,4,0,0,21,12,9,2,2,2,0,1,0,34,49,65,43.0
37,Harvey Barnes,ENG,FW|MF,Leicester City,23,1997,23.3,2,0,0,19,20,10,45,5,16,0,0,0,93,24,41,36.9
38,Lewis Bate,ENG,MF,Leeds United,18,2002,1.6,0,0,0,3,1,0,0,1,0,0,0,0,8,0,2,0.0
39,Mads Bech Sørensen,DEN,DF,Brentford,22,1999,9.3,3,0,0,8,4,0,10,6,7,0,1,0,41,9,4,69.2
40,Jan Bednarek,POL,DF,Southampton,25,1996,29.2,10,0,0,30,15,1,1,72,15,0,1,1,177,91,38,70.5
41,Donny van de Beek,NED,MF,Manchester Utd,24,1997,0.8,0,0,0,2,2,0,0,2,4,0,0,0,7,1,2,33.3
42,Donny van de Beek,NED,MF,Everton,24,1997,5.4,1,0,0,7,1,0,6,6,7,0,0,0,35,7,5,58.3
43,Asmir Begović,BIH,GK,Everton,34,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,100.0
44,Saïd Benrahma,ALG,FW|MF,West Ham,25,1995,24.1,0,0,0,9,15,9,74,9,17,0,0,0,128,10,19,34.5
45,Rodrigo Bentancur,URU,MF,Tottenham,24,1997,15.1,5,0,0,22,13,0,9,20,18,0,0,0,88,21,18,53.8
46,Christian Benteke,BEL,FW,Crystal Palace,30,1990,12.7,3,0,0,16,16,10,0,2,2,0,0,0,25,85,54,61.2
47,Jóhann Berg Guðmundsson,ISL,MF,Burnley,30,1990,12.2,2,0,0,16,14,3,44,12,6,0,0,0,71,15,20,42.9
48,Steven Bergwijn,NED,FW|MF,Tottenham,23,1997,6.3,1,0,0,9,9,1,8,1,2,0,0,0,22,4,5,44.4
49,Ryan Bertrand,ENG,DF,Leicester City,31,1989,3.7,1,0,0,3,1,0,12,1,5,0,0,0,11,1,8,11.1
50,Mads Bidstrup,DEN,MF,Brentford,20,2001,0.5,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
51,Yves Bissouma,MLI,MF,Brighton,24,1996,23.5,10,0,0,30,19,0,2,50,49,0,1,0,161,16,15,51.6
52,Willy Boly,CIV,DF,Wolves,30,1991,10.0,1,0,0,7,2,1,0,14,19,0,1,0,62,20,20,50.0
53,Jarrod Bowen,ENG,FW,West Ham,24,1996,33.1,6,0,0,25,43,14,141,21,20,2,0,0,151,38,65,36.9
54,Jarrad Branthwaite,ENG,DF,Everton,19,2002,4.3,0,1,0,3,4,0,0,1,1,0,0,0,24,11,5,68.8
55,Armando Broja,ALB,FW,Southampton,19,2001,21.9,2,0,0,29,26,13,8,3,5,1,0,0,81,88,166,34.6
56,Josh Brownhill,ENG,MF,Burnley,25,1995,32.8,10,0,0,39,20,0,53,68,37,0,0,0,198,47,32,59.5
57,Lewis Brunt,ENG,MF,Leicester City,20,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
58,Emi Buendía,ARG,MF|FW,Aston Villa,24,1996,21.1,1,0,0,17,44,3,34,9,18,0,1,0,110,19,35,35.2
59,Dan Burn,ENG,DF,Newcastle Utd,29,1992,16.0,4,0,0,11,6,5,0,20,11,0,0,0,73,68,31,68.7
60,Dan Burn,ENG,DF,Brighton,29,1992,11.4,4,0,0,15,0,0,1,24,12,0,0,0,56,32,21,60.4
61,Jack Butland,ENG,GK,Crystal Palace,28,1993,8.5,0,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3
62,Sam Byram,ENG,DF,Norwich City,27,1993,11.4,3,0,0,12,4,0,9,22,15,0,1,0,57,28,28,50.0
63,Willy Caballero,ARG,GK,Southampton,39,1981,2.0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0
64,Moisés Caicedo,ECU,MF,Brighton,19,2001,7.3,2,0,0,7,11,1,0,10,10,0,0,0,56,9,4,69.2
65,Dominic Calvert-Lewin,ENG,FW,Everton,24,1997,14.3,2,0,0,17,16,4,2,3,8,1,0,0,34,94,93,50.3
66,Chem Campbell,WAL,MF,Wolves,18,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
67,João Cancelo,POR,DF,Manchester City,27,1994,35.9,7,0,0,34,26,2,124,59,54,0,0,0,217,57,51,52.8
68,Sergi Canós,ESP,DF|FW,Brentford,24,1997,23.1,8,1,1,28,15,5,87,22,25,0,0,1,183,9,27,25.0
69,Todd Cantwell,ENG,FW|MF,Norwich City,23,1998,4.9,2,0,0,4,12,2,3,3,13,0,0,0,22,3,4,42.9
70,Matty Cash,POL,DF,Aston Villa,23,1997,37.5,8,0,0,38,38,2,98,49,50,0,1,0,190,42,45,48.3
71,Timothy Castagne,BEL,DF,Leicester City,25,1995,23.6,1,0,0,15,7,1,40,29,31,0,0,0,102,39,38,50.6
72,Jonny Castro,ESP,DF,Wolves,27,1994,11.4,1,0,0,10,16,0,14,13,15,0,0,0,49,11,7,61.1
73,Craig Cathcart,NIR,DF,Watford,32,1989,26.6,3,0,0,13,4,0,4,28,15,0,0,0,127,48,34,58.5
74,Edinson Cavani,URU,FW,Manchester Utd,34,1987,8.5,0,0,0,7,5,6,2,2,1,0,0,0,22,7,17,29.2
75,Kayky Chagas,BRA,FW,Manchester City,18,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
76,Trevoh Chalobah,ENG,DF,Chelsea,22,1999,16.1,2,0,0,19,14,0,4,19,27,0,1,0,74,32,28,53.3
77,Calum Chambers,ENG,DF,Arsenal,26,1995,1.9,0,0,0,2,1,0,3,0,3,0,0,0,14,2,1,66.7
78,Calum Chambers,ENG,DF,Aston Villa,26,1995,9.2,1,0,0,12,2,0,2,5,8,0,0,0,49,26,25,51.0
79,Daniel Chesters,ENG,MF,West Ham,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,Ben Chilwell,ENG,DF,Chelsea,24,1996,6.0,0,0,0,10,15,2,32,4,3,0,1,0,32,7,10,41.2
81,Chiquinho,POR,DF|FW,Wolves,21,2000,2.3,0,0,0,9,8,0,25,2,6,0,0,0,17,4,5,44.4
82,Hamza Choudhury,ENG,DF|MF,Leicester City,23,1997,3.2,1,0,0,4,5,0,0,12,3,0,0,0,15,10,2,83.3
83,Andreas Christensen,DEN,DF,Chelsea,25,1996,16.6,2,0,0,11,7,0,1,29,8,0,0,0,110,48,38,55.8
84,Carney Chukwuemeka,ENG,MF|FW,Aston Villa,17,2003,3.3,0,0,0,3,9,0,0,1,1,0,0,0,16,7,9,43.8
85,Ciaran Clark,IRL,DF,Newcastle Utd,31,1989,11.3,2,1,0,6,5,1,1,13,10,0,1,0,49,26,15,63.4
86,Tom Cleverley,ENG,MF,Watford,31,1989,18.0,2,0,0,28,19,2,54,18,20,0,0,0,81,14,29,32.6
87,Nathaniel Clyne,ENG,DF,Crystal Palace,30,1991,15.0,1,0,0,3,5,0,17,15,10,0,0,0,73,10,7,58.8
88,Conor Coady,ENG,DF,Wolves,28,1993,37.3,4,0,0,20,1,2,2,28,14,0,0,0,162,32,24,57.1
89,Séamus Coleman,IRL,DF,Everton,32,1988,29.5,4,0,0,14,17,2,41,32,36,1,0,1,188,25,23,52.1
90,Nathan Collins,IRL,DF,Burnley,20,2001,18.6,2,1,0,20,12,4,3,24,15,0,2,0,128,57,31,64.8
91,Aaron Connolly,IRL,FW|MF,Brighton,21,2000,1.7,0,0,0,0,6,0,0,0,0,0,0,0,7,2,5,28.6
92,Liam Cooper,SCO,DF,Leeds United,29,1991,20.2,5,0,0,19,9,2,1,43,23,0,1,0,118,82,44,65.1
93,Jack Cork,ENG,MF,Burnley,32,1989,18.6,4,0,0,31,10,1,8,17,6,0,0,0,96,26,21,55.3
94,Maxwel Cornet,CIV,FW|MF,Burnley,24,1996,19.6,2,0,0,20,20,26,55,10,9,2,0,0,81,24,45,34.8
95,Hélder Costa,ANG,MF,Leeds United,27,1994,0.2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0.0
96,Vladimír Coufal,CZE,DF,West Ham,28,1992,24.5,5,1,1,29,15,2,107,22,25,0,1,1,131,33,34,49.3
97,Philippe Coutinho,BRA,MF|FW,Aston Villa,29,1992,14.8,0,0,0,8,20,4,18,7,12,0,0,0,53,5,17,22.7
98,Aaron Cresswell,ENG,DF,West Ham,31,1989,30.3,3,0,0,14,10,2,145,35,18,0,1,0,163,32,24,57.1
99,Charlie Cresswell,ENG,DF,Leeds United,18,2002,1.6,1,0,0,3,0,1,1,2,2,0,0,0,6,6,3,66.7
100,Cucho,COL,FW|MF,Watford,22,1999,12.7,3,0,0,13,12,1,52,5,5,0,0,1,65,31,51,37.8
101,Marc Cucurella,ESP,DF,Brighton,23,1998,34.3,6,0,0,28,30,3,115,30,62,0,0,0,247,40,36,52.6
102,Luke Cundle,ENG,MF,Wolves,19,2002,2.0,0,0,0,3,1,0,2,1,3,0,0,0,12,0,2,0.0
103,Patson Daka,ZAM,FW,Leicester City,22,1998,12.9,2,0,0,17,14,7,1,2,10,0,0,0,29,17,44,27.9
104,Stuart Dallas,NIR,DF|MF,Leeds United,30,1991,32.4,5,0,0,33,30,2,101,57,55,0,1,0,219,32,34,48.5
105,Diogo Dalot,POR,DF,Manchester Utd,22,1999,20.0,4,0,0,18,4,1,58,29,41,0,0,0,151,29,17,63.0
106,Karl Darlow,ENG,GK,Newcastle Utd,30,1990,8.0,1,0,0,1,2,0,0,0,0,0,1,0,5,2,0,100.0
107,Josh Dasilva,ENG,MF|FW,Brentford,22,1998,2.9,0,1,0,4,3,0,4,1,1,0,0,0,23,3,1,75.0
108,Ben Davies,WAL,DF,Tottenham,28,1993,28.2,6,0,0,31,18,5,19,30,21,0,1,0,106,67,52,56.3
109,Tom Davies,ENG,MF,Everton,23,1998,2.6,1,0,0,4,3,0,0,2,1,0,0,0,9,3,2,60.0
110,Keinan Davis,ENG,FW,Aston Villa,23,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
111,Craig Dawson,ENG,DF,West Ham,31,1990,30.6,5,1,0,39,12,1,1,29,17,0,3,0,113,93,55,62.8
112,Kevin De Bruyne,BEL,MF,Manchester City,30,1991,24.5,2,0,0,21,27,4,180,6,16,0,0,0,114,11,18,37.9
113,Troy Deeney,ENG,FW,Watford,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,66.7
114,Liam Delap,ENG,FW,Manchester City,18,2003,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
115,Fabian Delph,ENG,MF,Everton,31,1989,7.4,2,0,0,8,6,0,1,14,15,0,0,0,61,5,4,55.6
116,Leander Dendoncker,BEL,MF,Wolves,26,1995,21.7,4,0,0,13,6,0,5,9,17,0,0,0,107,30,33,47.6
117,Emmanuel Dennis,NGA,FW|MF,Watford,23,1997,28.7,9,1,1,59,40,12,39,15,35,1,0,0,125,45,78,36.6
118,Kiernan Dewsbury-Hall,ENG,MF,Leicester City,22,1998,23.4,4,0,0,20,29,0,86,21,24,0,0,0,155,16,23,41.0
119,Ibrahima Diallo,FRA,MF,Southampton,22,1999,11.4,1,0,0,8,15,0,7,9,11,0,0,0,77,11,12,47.8
120,Rúben Dias,POR,DF,Manchester City,24,1997,26.7,5,0,0,27,9,2,3,23,19,0,0,0,108,50,37,57.5
121,Luis Díaz,COL,FW,Liverpool,24,1997,10.6,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,48.4
122,Eric Dier,ENG,DF,Tottenham,27,1994,34.1,1,0,0,12,9,0,1,27,9,0,0,1,131,70,54,56.5
123,Lucas Digne,FRA,DF,Aston Villa,28,1993,14.1,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,53.5
124,Lucas Digne,FRA,DF,Everton,28,1993,13.0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,60.0
125,Issa Diop,FRA,DF,West Ham,24,1997,10.7,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,48.5
126,Moussa Djenepo,MLI,MF,Southampton,23,1998,5.1,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,10.0
127,Lewis Dobbin,ENG,FW|MF,Everton,18,2003,0.4,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,0.0
128,Matt Doherty,IRL,DF,Tottenham,29,1992,9.7,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,66.7
129,Gabriel Dos Santos,BRA,DF,Arsenal,23,1997,34.0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,58.5
130,Abdoulaye Doucouré,MLI,MF,Everton,28,1993,28.2,6,0,0,39,16,1,11,28,43,0,0,0,213,35,37,48.6
131,Kieran Dowell,ENG,FW|MF,Norwich City,23,1997,10.1,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,22.2
132,Cody Drameh,ENG,DF|MF,Leeds United,19,2001,1.4,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,50.0
133,Martin Dúbravka,SVK,GK,Newcastle Utd,32,1989,26.0,1,0,0,0,6,0,0,0,1,0,0,0,19,4,1,80.0
134,Shane Duffy,IRL,DF,Brighton,29,1992,16.0,7,0,0,15,5,1,1,16,12,0,0,0,68,65,26,71.4
135,Paul Dummett,WAL,DF,Newcastle Utd,29,1991,2.2,2,0,0,3,3,0,3,3,3,0,0,0,5,5,2,71.4
136,Lewis Dunk,ENG,DF,Brighton,29,1991,28.6,3,1,0,9,4,0,3,27,8,0,0,0,170,81,37,68.6
137,Ederson,BRA,GK,Manchester City,27,1993,37.0,3,0,0,1,4,0,0,0,1,0,1,0,43,10,3,76.9
138,Odsonne Édouard,FRA,FW,Crystal Palace,23,1998,17.4,4,0,0,25,6,4,7,0,10,0,0,0,62,38,45,45.8
139,CJ Egan-Riley,ENG,DF,Manchester City,18,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
140,Anthony Elanga,SWE,FW,Manchester Utd,19,2002,13.5,0,0,0,8,22,3,21,9,20,0,0,0,50,24,18,57.1
141,Harvey Elliott,ENG,MF,Liverpool,18,2003,3.8,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,50.0
142,Mohamed Elneny,EGY,MF,Arsenal,29,1992,9.0,1,0,0,5,5,0,0,14,8,0,0,0,51,6,6,50.0
143,Mohamed Elyounoussi,NOR,MF|FW,Southampton,26,1994,22.7,4,0,0,28,18,1,29,12,17,0,0,0,82,38,46,45.2
144,Emerson,BRA,DF|MF,Tottenham,22,1999,25.4,5,0,0,28,45,2,74,22,47,0,0,0,152,33,42,44.0
145,Christian Eriksen,DEN,MF,Brentford,29,1992,10.4,1,0,0,5,3,0,86,9,6,0,0,0,69,5,6,45.5
146,Oghenekaro Etebo,NGA,MF,Watford,25,1995,4.5,3,0,0,8,3,0,2,5,8,0,0,0,31,3,1,75.0
147,Jonny Evans,NIR,DF,Leicester City,33,1988,15.0,3,0,0,15,11,0,3,20,14,0,0,0,105,48,17,73.8
148,Eberechi Eze,ENG,MF|FW,Crystal Palace,23,1998,6.7,1,0,0,5,12,0,27,5,6,0,0,0,38,7,13,35.0
149,Łukasz Fabiański,POL,GK,West Ham,36,1985,37.0,2,0,0,1,7,0,0,0,0,0,1,0,21,11,0,100.0
150,Fabinho,BRA,MF,Liverpool,27,1993,25.7,7,0,0,40,28,0,6,39,25,0,0,0,193,43,24,64.2
151,Kiko Femenía,ESP,DF,Watford,30,1991,23.8,2,0,0,12,13,2,106,37,22,0,0,0,135,12,14,46.2
152,Evan Ferguson,IRL,MF,Brighton,16,2004,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0
153,Nathan Ferguson,ENG,DF,Crystal Palace,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,Bruno Fernandes,POR,MF,Manchester Utd,26,1994,34.6,10,0,0,33,47,3,148,17,28,0,0,0,180,19,30,38.8
155,Álvaro Fernández,ESP,GK,Brentford,23,1998,12.0,0,0,0,0,3,0,0,0,0,0,0,1,18,2,2,50.0
156,Federico Fernández,ARG,DF,Newcastle Utd,32,1989,5.8,0,0,0,1,2,0,1,4,0,0,0,0,24,10,5,66.7
157,Fernandinho,BRA,MF|DF,Manchester City,36,1985,10.7,1,0,0,14,10,0,2,8,10,0,0,0,85,22,15,59.5
158,Roberto Firmino,BRA,FW,Liverpool,29,1991,11.0,3,0,0,7,6,3,8,4,14,0,0,0,53,14,27,34.1
159,Junior Firpo,ESP,DF|MF,Leeds United,24,1996,19.0,11,0,0,39,15,1,26,24,29,0,0,1,89,27,19,58.7
160,Ashley Fletcher,ENG,FW,Watford,25,1995,0.3,0,0,0,1,0,0,1,0,1,0,0,0,2,1,7,12.5
161,Phil Foden,ENG,FW,Manchester City,21,2000,23.6,1,0,0,15,23,14,132,11,8,0,0,0,83,5,27,15.6
162,Wesley Fofana,FRA,DF,Leicester City,20,2000,7.0,2,0,0,7,7,0,0,12,8,0,0,0,43,20,10,66.7
163,Pablo Fornals,ESP,FW|MF,West Ham,25,1996,31.1,4,0,0,24,28,6,87,27,28,1,0,0,182,23,30,43.4
164,Adam Forshaw,ENG,MF,Leeds United,29,1991,17.0,5,0,0,26,15,2,5,19,23,0,0,0,119,11,11,50.0
165,Marcus Forss,FIN,FW|MF,Brentford,22,1999,2.3,0,0,0,3,1,0,1,1,3,0,0,0,4,2,7,22.2
166,Fraser Forster,ENG,GK,Southampton,33,1988,19.0,1,0,0,0,3,0,0,0,0,0,0,0,7,7,0,100.0
167,Ben Foster,ENG,GK,Watford,38,1983,26.0,0,0,0,1,4,0,0,0,0,0,1,0,54,5,3,62.5
168,Tariqe Fosu,GHA,DF,Brentford,25,1995,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0
169,Ryan Fraser,SCO,FW|MF,Newcastle Utd,27,1994,16.3,3,0,0,10,24,2,88,11,3,0,0,0,61,5,22,18.5
170,Fred,BRA,MF,Manchester Utd,28,1993,22.5,5,0,0,31,30,0,3,32,27,1,0,1,197,15,13,53.6
171,Ryan Fredericks,ENG,DF,West Ham,28,1992,3.4,1,0,0,3,1,0,9,4,2,0,0,0,11,3,2,60.0
172,Leo Fuhr Hjelde,NOR,MF|DF,Leeds United,17,2003,1.7,0,0,0,1,0,0,3,4,4,0,0,0,9,3,2,60.0
173,Conor Gallagher,ENG,MF,Crystal Palace,21,2000,31.6,10,0,0,65,65,2,128,29,38,1,0,0,187,23,37,38.3
174,Alejandro Garnacho,ARG,FW|MF,Manchester Utd,17,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
175,Dwight Gayle,ENG,FW|DF,Newcastle Utd,30,1990,0.4,1,0,0,2,2,0,0,1,0,0,0,0,2,1,1,50.0
176,Jean-Philippe Gbamin,CIV,MF,Everton,25,1995,0.7,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,100.0
177,David de Gea,ESP,GK,Manchester Utd,30,1990,38.0,0,0,0,0,1,0,0,0,0,0,0,0,30,8,0,100.0
178,Joe Gelhardt,ENG,FW|MF,Leeds United,19,2002,8.3,4,0,0,17,24,5,3,0,3,2,0,0,30,11,21,34.4
179,Anwar El Ghazi,NED,FW|MF,Aston Villa,26,1995,4.3,2,0,0,8,5,2,14,1,4,0,0,0,20,10,11,47.6
180,Anwar El Ghazi,NED,FW|MF,Everton,26,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0.0
181,Saman Ghoddos,IRN,MF|DF,Brentford,27,1993,6.0,2,0,0,12,10,0,21,3,10,1,0,0,36,11,15,42.3
182,Dimitris Giannoulis,GRE,DF,Norwich City,25,1995,13.0,2,0,0,16,22,0,44,19,21,0,0,0,105,8,7,53.3
183,Morgan Gibbs-White,ENG,DF|FW,Wolves,21,2000,0.1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,2,0.0
184,Ben Gibson,ENG,DF,Norwich City,28,1993,27.7,5,1,1,12,9,0,1,27,16,0,3,0,108,52,39,57.1
185,Bryan Gil,ESP,FW|MF,Tottenham,20,2001,1.0,0,0,0,1,4,0,6,0,0,0,0,0,12,0,1,0.0
186,Billy Gilmour,SCO,MF,Norwich City,20,2001,20.6,2,0,0,28,21,1,98,17,21,0,1,0,124,13,20,39.4
187,Ben Godfrey,ENG,DF,Everton,23,1998,22.5,6,0,0,17,12,0,12,15,32,0,0,0,94,36,43,45.6
188,André Gomes,POR,MF,Everton,28,1993,6.9,3,0,0,24,8,0,6,1,4,0,0,0,53,8,9,47.1
189,Toti Gomes,POR,DF,Wolves,22,1999,4.0,1,0,0,2,3,1,1,8,7,0,0,0,17,13,10,56.5
190,Joe Gomez,ENG,DF,Liverpool,24,1997,3.7,2,0,0,5,2,0,19,5,6,0,0,0,19,10,6,62.5
191,Charlie Goode,ENG,DF,Brentford,25,1995,5.0,3,0,0,5,7,0,6,2,5,0,1,0,30,15,8,65.2
192,Anthony Gordon,ENG,MF|FW,Everton,20,2001,25.4,4,0,0,25,64,8,119,22,32,2,0,0,116,17,38,30.9
193,Kaide Gordon,ENG,FW,Liverpool,16,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
194,Dan Gosling,ENG,MF,Watford,31,1990,1.8,0,0,0,2,5,0,1,0,1,0,0,0,14,5,4,55.6
195,Demarai Gray,JAM,MF|FW,Everton,25,1996,26.0,3,0,0,12,32,3,129,15,19,0,0,0,100,4,31,11.4
196,Jack Grealish,ENG,FW,Manchester City,25,1995,21.3,3,0,0,17,55,5,32,8,17,0,0,0,63,14,28,33.3
197,Mason Greenwood,ENG,FW|MF,Manchester Utd,19,2001,14.1,1,0,0,15,16,3,34,1,9,0,0,0,55,4,8,33.3
198,Sam Greenwood,ENG,MF|FW,Leeds United,19,2002,2.6,0,0,0,7,2,2,6,2,5,0,0,0,14,2,3,40.0
199,Pascal Groß,GER,MF|DF,Brighton,30,1991,22.6,1,0,0,15,6,4,189,18,15,0,0,0,119,15,21,41.7
200,Vicente Guaita,ESP,GK,Crystal Palace,34,1987,29.5,2,0,0,1,2,0,0,1,0,0,1,0,22,8,1,88.9
201,Marc Guéhi,ENG,DF,Crystal Palace,21,2000,35.8,4,0,0,14,34,0,3,30,17,0,1,0,192,68,54,55.7
202,Bruno Guimarães,BRA,MF,Newcastle Utd,23,1997,11.5,4,0,0,13,36,4,12,9,23,0,0,0,81,4,9,30.8
203,İlkay Gündoğan,GER,MF,Manchester City,30,1990,20.6,1,0,0,13,10,2,67,15,9,0,0,0,110,11,12,47.8
