Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Antonio Adán,ESP,GK,Atlético Madrid,31,1987,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Aday,ESP,DF|MF,Girona,30,1987,7.2,2,0,0,6,8,0,50,7,8,0,1,0,24,2,5,28.6
3,Aritz Aduriz,ESP,FW,Athletic Club,37,1981,10.5,5,0,0,28,8,12,6,0,2,0,1,0,17,52,57,47.7
4,Luis Advíncula,PER,DF,Rayo Vallecano,28,1990,26.5,6,2,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1
5,Martin Agirregabiria,ESP,DF,Alavés,22,1996,22.6,4,0,0,24,28,0,42,27,29,0,0,0,116,19,27,41.3
6,Juan Aguilera,ESP,MF,Huesca,32,1985,3.8,1,0,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0
7,Carlos Akapo,EQG,DF,Huesca,25,1993,11.4,2,0,0,16,13,0,7,23,15,0,0,0,54,20,14,58.8
8,Sergio Akieme,ESP,DF,Rayo Vallecano,20,1997,2.0,0,0,0,2,2,0,8,1,3,0,0,1,8,1,5,16.7
9,Jordi Alba,ESP,DF,Barcelona,29,1989,33.2,6,0,0,25,19,9,52,60,22,1,0,0,208,16,37,30.2
10,Pedro Alcalá,ESP,DF,Girona,29,1989,20.8,9,0,0,21,13,2,3,36,23,0,0,0,106,84,46,64.6
11,Rubén Alcaraz,ESP,MF,Valladolid,27,1991,33.1,13,0,0,69,109,1,39,38,54,0,0,0,268,49,66,42.6
12,Álex Alegría,ESP,FW|MF,Rayo Vallecano,25,1992,1.6,0,0,0,7,4,3,0,0,1,0,0,0,4,6,8,42.9
13,Iván Alejo,ESP,MF,Getafe,23,1995,1.6,2,1,0,10,7,0,7,0,0,0,0,0,5,3,3,50.0
14,Carles Aleñá,ESP,MF,Barcelona,20,1998,7.1,2,0,0,9,14,1,3,2,4,0,0,0,38,5,4,55.6
15,Alexander,ARG,FW,Leganés,29,1988,0.1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,
16,Júnior Alonso,PAR,DF|MF,Celta Vigo,25,1993,6.0,2,0,0,6,2,1,12,5,9,0,0,0,33,18,7,72.0
17,Sergio Álvarez,ESP,DF|MF,Eibar,26,1992,11.9,1,0,0,19,6,1,0,17,25,0,0,0,76,35,20,63.6
18,Sergio Álvarez,ESP,GK,Celta Vigo,31,1986,13.0,1,0,0,1,0,0,0,0,0,0,1,0,18,4,0,100.0
19,Yeray Álvarez,ESP,DF,Athletic Club,23,1995,29.0,10,0,0,31,24,0,4,63,30,0,0,0,138,93,66,58.5
20,Ibrahim Amadou,FRA,MF|DF,Sevilla,25,1993,8.5,2,0,0,12,10,1,6,11,20,0,0,0,45,24,16,60.0
21,Jordi Amat,IDN,DF,Rayo Vallecano,26,1992,30.7,9,0,0,47,9,1,0,43,31,0,2,0,147,48,48,50.0
22,Amath,SEN,MF,Getafe,22,1996,11.1,4,0,0,27,21,3,11,10,13,0,0,0,55,12,22,35.3
23,José Ángel,ESP,DF,Eibar,28,1989,33.6,10,0,0,22,17,1,260,41,46,0,1,0,234,49,34,59.0
