Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Antonio Adán,ESP,GK,Atlético Madrid,31,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2,Aday,ESP,DF|MF,Girona,30,1987,7.2,28,3.91,18,6,1,2,1,0,2,0.28,2,0,0,0,0,0
3,Aritz Aduriz,ESP,FW,Athletic Club,37,1981,10.5,19,1.81,14,0,0,3,2,0,1,0.10,1,0,0,0,0,0
4,Luis Advíncula,PER,DF,Rayo Vallecano,28,1990,26.5,50,1.88,33,4,5,1,7,0,11,0.41,6,0,2,0,3,0
5,Martin Agirregabiria,ESP,DF,Alavés,22,1996,22.6,22,0.97,21,0,1,0,0,0,1,0.04,1,0,0,0,0,0
6,Juan Aguilera,ESP,MF,Huesca,32,1985,3.8,6,1.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
7,Carlos Akapo,EQG,DF,Huesca,25,1993,11.4,17,1.51,11,2,2,1,1,0,2,0.18,1,0,0,0,1,0
8,Sergio Akieme,ESP,DF,Rayo Vallecano,20,1997,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
9,Jordi Alba,ESP,DF,Barcelona,29,1989,33.2,84,2.53,76,3,1,0,3,1,13,0.39,12,0,0,0,1,0
10,Pedro Alcalá,ESP,DF,Girona,29,1989,20.8,14,0.67,10,0,0,3,1,0,1,0.05,1,0,0,0,0,0
11,Rubén Alcaraz,ESP,MF,Valladolid,27,1991,33.1,62,1.87,43,4,3,3,8,1,5,0.15,3,0,1,0,1,0
12,Álex Alegría,ESP,FW|MF,Rayo Vallecano,25,1992,1.6,4,2.57,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
13,Iván Alejo,ESP,MF,Getafe,23,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
14,Carles Aleñá,ESP,MF,Barcelona,20,1998,7.1,27,3.82,25,0,0,1,1,0,5,0.71,4,0,0,1,0,0
15,Alexander,ARG,FW,Leganés,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
16,Júnior Alonso,PAR,DF|MF,Celta Vigo,25,1993,6.0,6,1.01,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
17,Sergio Álvarez,ESP,DF|MF,Eibar,26,1992,11.9,5,0.42,5,0,0,0,0,0,1,0.08,1,0,0,0,0,0
18,Sergio Álvarez,ESP,GK,Celta Vigo,31,1986,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
19,Yeray Álvarez,ESP,DF,Athletic Club,23,1995,29.0,10,0.34,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0
