Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR
110,Ángel Correa,ARG,MF|FW,Atlético Madrid,23,1995,21.3,1051,25,146,437,493,100,1051,101,63,62.4,38,37.6,690,4190,2077,71,55,26,64,61,760,151
111,Diego Costa,ESP,FW,Atlético Madrid,29,1988,12.4,422,8,25,185,215,47,422,21,10,47.6,11,52.4,280,1379,419,18,10,12,40,26,362,93
112,Jaume Costa,ESP,DF,Villarreal,30,1988,16.6,1124,60,314,530,291,20,1124,14,10,71.4,4,28.6,566,2661,1635,38,28,2,8,4,681,94
113,David Costas,ESP,DF,Celta Vigo,23,1995,13.0,818,87,428,358,32,6,818,3,1,33.3,2,66.7,475,2248,1136,5,7,1,3,5,552,2
114,Thibaut Courtois,BEL,GK,Real Madrid,26,1992,27.0,897,809,895,1,1,1,897,1,1,100.0,0,0.0,469,2590,1419,0,0,0,0,0,397,0
115,Philippe Coutinho,BRA,FW|MF,Barcelona,26,1992,22.4,1719,8,105,743,887,103,1719,90,51,56.7,39,43.3,1227,7370,3465,101,92,36,42,46,1431,229
116,Sebastián Cristóforo,URU,MF,Getafe,24,1993,5.0,219,6,47,111,63,2,219,10,3,30.0,7,70.0,100,503,207,4,7,1,4,7,113,11
117,Cucho,COL,FW,Huesca,19,1999,23.9,934,19,76,398,478,119,932,75,37,49.3,38,50.7,581,3854,1643,63,48,28,68,49,671,166
118,Marc Cucurella,ESP,MF|FW,Eibar,20,1998,26.2,1258,24,169,484,624,78,1258,40,17,42.5,23,57.5,612,2979,1405,40,33,10,49,25,743,200
119,Iván Cuéllar,ESP,GK,Leganés,34,1984,33.9,1135,872,1121,14,0,0,1135,0,0,,0,,517,4618,2963,0,0,0,1,0,373,0
120,Sergi Darder,ESP,MF,Espanyol,24,1993,30.1,1595,37,276,873,478,44,1595,55,33,60.0,22,40.0,990,5904,2829,53,42,10,45,23,1123,96
121,Moisés Delgado,ESP,DF,Valladolid,24,1994,3.0,137,7,49,58,31,1,137,2,2,100.0,0,0.0,60,294,157,5,2,0,5,1,69,10
122,Ousmane Dembélé,FRA,FW|MF,Barcelona,21,1997,18.5,1212,6,76,434,728,109,1212,111,68,61.3,43,38.7,883,6560,3681,113,109,49,39,44,1013,232
123,Franco Di Santo,ARG,FW,Rayo Vallecano,29,1989,1.9,54,2,5,27,22,4,54,4,1,25.0,3,75.0,21,119,9,1,0,0,4,0,34,9
124,Mouctar Diakhaby,GUI,DF,Valencia,21,1996,17.6,872,143,472,383,23,16,872,7,5,71.4,2,28.6,443,2396,1223,7,2,0,3,2,511,0
125,Brahim Díaz,ESP,FW,Real Madrid,18,1999,4.2,233,0,21,104,109,35,233,34,17,50.0,17,50.0,173,1137,535,17,10,11,18,8,204,49
126,Javier Díaz,ESP,GK,Sevilla,21,1997,1.0,26,24,26,0,0,0,26,0,0,,0,,14,74,39,0,0,0,0,0,12,0
127,Adrián Diéguez,ESP,DF,Huesca,22,1996,8.3,306,44,180,118,11,3,306,7,6,85.7,1,14.3,110,626,286,2,3,0,8,1,117,0
128,Stole Dimitrievski,MKD,GK,Rayo Vallecano,24,1993,21.0,685,624,683,2,0,0,685,0,0,,0,,311,2194,1657,0,0,0,1,0,202,0
129,Papakouli Diop,SEN,MF,Eibar,32,1986,26.1,1394,27,166,903,338,35,1394,21,17,81.0,4,19.0,624,2496,1081,13,22,4,30,12,748,22
130,Djené,TOG,DF,Getafe,26,1991,33.1,1348,181,641,649,76,20,1348,19,16,84.2,3,15.8,500,3162,1543,17,9,2,18,11,414,11
131,Marko Dmitrović,SRB,GK,Eibar,26,1992,24.0,816,630,813,3,0,0,816,0,0,,0,,366,2441,1859,0,1,1,1,0,247,0
132,Jaume Doménech,ESP,GK,Valencia,27,1990,4.0,102,93,102,0,0,0,102,0,0,,0,,40,327,249,0,0,0,0,0,18,0
133,Cheick Doukouré,CIV,MF,Levante,25,1992,3.5,157,4,27,111,21,2,157,3,2,66.7,1,33.3,83,369,130,0,2,0,6,4,97,5
134,Seydou Doumbia,CIV,FW,Girona,30,1987,6.0,141,4,12,58,75,36,141,17,12,70.6,5,29.4,87,553,207,9,10,4,15,15,92,27
135,Óscar Duarte,CRC,DF|MF,Espanyol,29,1989,7.3,406,45,223,175,11,1,406,0,0,,0,,206,1009,508,2,1,0,0,1,246,2
136,Rubén Duarte,ESP,DF,Alavés,22,1995,30.8,1625,138,596,753,287,19,1625,10,5,50.0,5,50.0,602,3184,1533,34,31,1,19,7,667,81
137,Hugo Duro,ESP,MF|FW,Getafe,18,1999,4.6,114,2,16,56,45,11,114,11,5,45.5,6,54.5,62,333,116,3,3,0,8,2,68,18
138,Raphael Dwamena,GHA,FW,Levante,22,1995,2.5,71,3,6,25,41,8,71,6,2,33.3,4,66.7,40,284,128,7,2,0,6,2,54,17
139,Dennis Eckert,GER,FW,Celta Vigo,21,1997,2.4,73,3,5,27,42,16,73,3,0,0.0,3,100.0,36,312,118,2,4,2,4,8,52,17
140,Aritz Elustondo,ESP,DF,Real Sociedad,24,1994,25.0,1541,167,746,659,149,31,1541,19,16,84.2,3,15.8,722,4275,2566,25,14,2,13,3,833,24
141,Gorka Elustondo,ESP,MF|DF,Rayo Vallecano,31,1987,3.2,185,18,61,112,13,2,185,2,1,50.0,1,50.0,88,468,249,4,2,2,4,2,102,1
142,Rodrigo Ely,BRA,DF,Alavés,24,1993,4.8,226,35,132,84,13,10,226,0,0,,0,,68,303,164,0,0,0,3,0,83,2
143,Adri Embarba,ESP,MF|FW,Rayo Vallecano,26,1992,25.4,1210,13,182,442,609,77,1207,100,48,48.0,52,52.0,668,4990,2144,93,57,21,74,49,675,164
144,Emerson,BRA,FW|DF,Betis,19,1999,3.5,248,11,69,91,89,7,248,3,0,0.0,3,100.0,129,632,287,7,6,3,8,1,151,26
145,Youssef En-Nesyri,MAR,FW,Leganés,21,1997,23.4,814,28,76,349,401,113,814,63,27,42.9,36,57.1,446,2531,902,38,22,28,60,54,616,143
146,Sergi Enrich,ESP,FW,Eibar,28,1990,28.7,1207,13,47,493,670,164,1207,14,10,71.4,4,28.6,620,2085,528,14,14,7,69,45,936,210
147,Javier Eraso,ESP,MF|FW,Leganés,28,1990,7.0,286,5,32,140,121,9,286,7,3,42.9,4,57.1,174,705,296,8,7,0,12,13,185,43
148,Gonzalo Escalante,ARG,MF,Eibar,25,1993,19.9,987,27,131,621,244,35,987,30,23,76.7,7,23.3,422,1995,861,14,23,3,24,18,506,35
149,Sergio Escudero,ESP,DF|FW,Sevilla,28,1989,17.2,1176,55,355,509,328,28,1176,20,12,60.0,8,40.0,603,2909,1783,40,30,4,24,11,642,90
150,Bernardo Espinosa,COL,DF,Girona,29,1989,30.3,1748,279,1055,626,72,46,1748,3,3,100.0,0,0.0,807,3010,1310,0,3,0,10,3,1031,6
151,Beñat Etxebarria,ESP,MF,Athletic Club,31,1987,22.6,1425,18,212,886,340,6,1425,15,9,60.0,6,40.0,697,2800,1183,14,17,2,10,23,891,22
152,Xabier Etxeita,ESP,DF,Huesca,30,1987,29.7,1228,185,649,499,87,43,1228,2,1,50.0,1,50.0,495,2756,1826,18,7,0,7,1,594,9
153,Zouhair Feddal,MAR,DF,Betis,29,1989,18.9,1511,146,661,757,102,26,1511,23,18,78.3,5,21.7,878,4573,2797,11,13,0,14,5,1022,5
154,Aitor Fernández,ESP,GK,Levante,27,1991,16.0,507,439,506,1,0,0,507,0,0,,0,,189,1492,1288,0,0,0,0,0,106,0
155,Andrés Fernández,ESP,GK,Villarreal,31,1986,6.0,206,174,205,1,0,0,206,1,0,0.0,1,100.0,94,583,435,0,0,0,0,0,64,0
156,Borja Fernández,ESP,MF|DF,Valladolid,37,1981,9.3,481,40,167,285,34,9,481,1,1,100.0,0,0.0,195,944,450,1,2,1,7,3,267,4
157,Joaquín Fernández,ESP,DF|MF,Valladolid,22,1996,9.3,416,53,214,186,20,9,416,0,0,,0,,194,824,381,1,1,0,2,0,218,1
158,Valery Fernández,ESP,DF|FW,Girona,18,1999,9.9,505,16,144,215,155,11,505,26,19,73.1,7,26.9,248,1773,844,29,17,5,23,10,250,46
159,David Ferreiro,ESP,MF|FW,Huesca,30,1988,25.3,1280,13,177,485,634,64,1280,40,25,62.5,15,37.5,755,5530,2701,114,44,23,49,28,788,225
160,Facundo Ferreyra,ARG,FW,Espanyol,27,1991,2.3,78,4,7,39,33,11,78,0,0,,0,,45,145,63,1,1,0,6,2,52,15
