Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1,Francesco Acerbi,ITA,DF,Lazio,31,1988,35.1,4,0,0,26,41,5,26,42,29,1,0,0,179,56,32,63.6
2,Bobby Adekanye,NED,FW,Lazio,20,1999,2.1,1,0,0,2,3,1,1,2,2,0,0,0,6,1,4,20.0
3,Claud Adjapong,ITA,DF,Hellas Verona,21,1998,2.6,0,0,0,3,2,1,3,3,3,0,0,0,11,3,4,42.9
4,Lucien Agoume,FRA,MF,Inter,17,2002,0.8,1,0,0,1,0,0,2,0,2,0,0,0,6,0,0,
5,Kevin Agudelo,COL,MF|FW,Fiorentina,20,1998,0.7,0,0,0,3,1,0,0,1,1,0,0,0,6,0,2,0.0
6,Kevin Agudelo,COL,MF|FW,Genoa,20,1998,7.4,5,1,1,20,11,1,11,6,14,0,1,0,30,3,6,33.3
7,Emmanuel Agyemang-Badu,GHA,MF,Hellas Verona,28,1990,2.6,2,0,0,7,3,1,1,1,1,0,0,0,10,5,12,29.4
8,Ola Aina,NGA,DF,Torino,22,1996,23.1,8,0,0,25,36,2,62,41,24,0,0,0,130,28,26,51.9
9,Luis Alberto,ESP,MF,Lazio,26,1992,34.6,5,0,0,20,38,0,177,21,30,0,0,0,217,7,14,33.3
10,Enrico Alfonso,ITA,GK,Brescia,31,1988,3.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
11,Allan,BRA,MF,Napoli,28,1991,14.2,3,0,0,30,24,0,13,16,27,0,0,0,87,9,7,56.3
12,Bruno Alves,POR,DF,Parma,37,1981,29.7,4,0,0,24,12,1,13,25,11,0,2,0,116,84,21,80.0
13,Sofyan Amrabat,MAR,MF,Hellas Verona,22,1996,32.4,10,2,0,63,60,0,25,31,36,1,0,0,219,20,42,32.3
14,Djavan Anderson,NED,FW|DF,Lazio,24,1995,1.9,1,0,0,4,1,0,2,3,0,0,0,0,12,1,2,33.3
15,Lorenzo Andrenacci,ITA,GK,Brescia,24,1995,5.9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0
16,Peter Ankersen,DEN,DF,Genoa,28,1990,11.8,2,0,0,9,12,1,22,9,4,0,0,0,57,8,4,66.7
17,Cristian Ansaldi,ARG,DF|MF,Torino,32,1986,19.6,9,0,0,28,30,4,141,14,25,0,0,0,109,9,18,33.3
18,Mirko Antonucci,ITA,FW|MF,Roma,20,1999,0.9,1,0,0,2,1,0,0,2,3,0,0,0,5,0,0,
19,Guilherme Arana,BRA,DF,Atalanta,22,1997,0.9,0,0,0,2,4,0,4,2,4,0,0,0,7,0,0,
20,Nicolò Armini,ITA,DF,Lazio,18,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
21,Kwadwo Asamoah,GHA,DF|FW,Inter,30,1988,7.1,1,0,0,6,6,2,18,9,8,0,0,0,42,4,3,57.1
22,Kristoffer Askildsen,NOR,MF,Sampdoria,18,2001,0.8,2,1,1,4,0,0,0,1,1,0,0,0,3,0,2,0.0
23,Emil Audero,ITA,GK,Sampdoria,22,1997,36.0,1,0,0,0,5,0,0,0,1,0,0,1,32,4,1,80.0
24,Tommaso Augello,ITA,DF,Sampdoria,24,1994,12.6,2,0,0,6,4,1,82,15,9,0,0,0,87,13,5,72.2
25,Florian Ayé,FRA,FW|MF,Brescia,22,1997,15.3,4,1,1,19,22,5,7,4,9,1,0,0,49,44,65,40.4
26,Khouma Babacar,SEN,FW,Lecce,26,1993,15.8,4,0,0,35,32,7,2,3,8,3,0,0,45,35,54,39.3
27,Milan Badelj,CRO,MF,Fiorentina,30,1989,17.6,3,1,1,17,19,0,4,45,17,0,0,0,109,10,13,43.5
28,Marco Ballarini,ITA,MF,Udinese,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
29,Mario Balotelli,ITA,FW,Brescia,28,1990,15.6,6,1,0,32,51,7,8,8,2,0,0,0,40,36,32,52.9
30,Mattia Bani,ITA,DF,Bologna,25,1993,24.5,13,1,1,44,35,1,6,52,28,0,1,0,111,99,70,58.6
31,Antonín Barák,CZE,MF|FW,Udinese,24,1994,2.2,1,0,0,9,4,0,7,0,4,0,0,0,16,4,1,80.0
32,Antonín Barák,CZE,MF,Lecce,24,1994,15.2,0,0,0,12,9,2,20,9,10,0,0,0,74,19,27,41.3
33,Nicolò Barella,ITA,MF,Inter,22,1997,22.4,11,0,0,39,37,2,38,14,21,1,0,0,147,19,23,45.2
34,Antonino Barillà,ITA,MF,Parma,31,1988,18.8,6,0,0,38,22,3,25,17,31,0,0,0,80,17,15,53.1
35,Antonio Barreca,ITA,DF|FW,Genoa,24,1995,12.2,0,0,0,13,4,3,62,1,7,0,0,0,26,8,14,36.4
36,Édgar Barreto,PAR,MF,Sampdoria,35,1984,1.0,0,0,0,1,2,0,0,0,3,0,0,0,3,0,1,0.0
37,Musa Barrow,GAM,FW|MF,Bologna,20,1998,15.0,1,0,0,22,12,2,59,5,13,0,0,0,65,11,22,33.3
38,Musa Barrow,GAM,FW|MF,Atalanta,20,1998,2.1,0,0,0,4,7,1,3,0,1,0,0,0,5,4,10,28.6
39,Daniele Baselli,ITA,MF,Torino,27,1992,14.2,3,0,0,20,14,0,51,25,23,0,0,0,100,9,12,42.9
40,Alessandro Bastoni,ITA,DF,Inter,20,1999,21.3,9,1,1,37,28,0,20,26,17,0,1,0,135,43,25,63.2
41,Bastos,ANG,DF,Lazio,28,1991,8.5,4,0,0,15,6,0,1,13,5,0,1,1,32,11,13,45.8
42,Rodrigo Becão,BRA,DF,Udinese,23,1996,24.6,8,0,0,44,27,1,5,45,25,0,2,0,96,61,23,72.6
43,Asmir Begović,BIH,GK,Milan,32,1987,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,Valon Behrami,SUI,MF,Genoa,34,1985,12.3,4,1,1,36,26,0,1,9,26,0,0,0,70,12,11,52.2
45,Raoul Bellanova,ITA,DF,Atalanta,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
46,Andrea Belotti,ITA,FW,Torino,25,1993,33.4,4,0,0,64,103,22,47,5,16,1,0,1,78,108,107,50.2
47,Marco Benassi,ITA,MF,Fiorentina,24,1994,10.9,1,0,0,23,6,0,19,4,12,0,0,0,51,5,11,31.3
48,Ismaël Bennacer,ALG,MF,Milan,21,1997,27.6,14,0,0,48,36,0,34,54,47,0,2,0,253,16,25,39.0
49,Rodrigo Bentancur,URU,MF,Juventus,22,1997,24.4,9,0,0,53,28,3,52,32,32,1,0,0,159,33,26,55.9
50,Romario Benzar,ROU,DF,Lecce,27,1992,1.1,0,0,0,2,0,0,7,0,2,0,0,0,7,1,1,50.0
51,Domenico Berardi,ITA,FW,Sassuolo,24,1994,27.7,6,1,0,57,64,7,113,33,16,0,0,0,143,17,19,47.2
52,Álex Berenguer,ESP,MF|DF,Torino,24,1995,20.3,4,0,0,28,40,8,69,18,6,0,0,0,106,15,43,25.9
53,Bartosz Bereszyński,POL,DF,Sampdoria,27,1992,26.7,10,0,0,34,21,1,49,35,35,0,0,1,144,35,28,55.6
54,Etrit Berisha,ALB,GK,SPAL,30,1989,26.0,2,0,0,0,5,0,0,1,2,0,0,0,42,7,1,87.5
55,Valon Berisha,KVX,MF,Lazio,26,1993,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0.0
56,Federico Bernardeschi,ITA,MF|FW,Juventus,25,1994,17.5,6,0,0,31,24,5,55,13,5,0,0,0,61,4,2,66.7
57,Andrea Bertolacci,ITA,MF,Sampdoria,28,1991,5.9,3,0,0,8,13,0,3,2,4,1,0,0,32,8,5,61.5
58,Lucas Biglia,ARG,MF,Milan,33,1986,7.6,4,0,0,22,7,0,3,7,7,0,1,0,44,12,7,63.2
59,Cristiano Biraghi,ITA,DF,Inter,26,1992,17.5,3,0,0,22,22,3,138,13,6,0,0,0,66,4,14,22.2
60,Davide Biraschi,ITA,DF,Genoa,25,1994,21.9,3,1,0,29,25,0,39,34,17,1,1,1,113,37,18,67.3
61,Valter Birsa,SVN,MF|FW,Cagliari,32,1986,4.8,1,0,0,6,2,0,23,4,6,0,0,0,32,2,1,66.7
62,Dimitri Bisoli,ITA,MF,Brescia,25,1994,23.9,6,0,0,38,46,6,64,25,35,0,0,0,143,28,37,43.1
63,Birkir Bjarnason,ISL,MF|FW,Brescia,31,1988,8.9,1,0,0,17,18,0,14,5,3,0,0,0,43,7,4,63.6
64,Kevin-Prince Boateng,GHA,FW,Fiorentina,32,1987,6.7,2,0,0,12,21,4,4,1,1,0,0,0,11,20,34,37.0
65,Salvatore Bocchetti,ITA,DF,Hellas Verona,32,1986,3.4,2,0,0,5,2,1,0,17,3,0,0,0,14,16,3,84.2
66,Jeremie Boga,CIV,FW,Sassuolo,22,1997,27.9,0,0,0,14,56,10,24,3,7,1,2,0,95,5,15,25.0
67,Giacomo Bonaventura,ITA,MF|FW,Milan,29,1989,14.9,2,0,0,20,33,4,28,7,9,1,0,0,62,10,15,40.0
68,Federico Bonazzoli,ITA,FW,Sampdoria,22,1997,8.3,1,0,0,17,35,3,10,5,5,0,0,0,40,3,13,18.8
69,Kevin Bonifazi,ITA,DF,Torino,23,1996,2.7,0,0,0,4,1,0,0,5,8,0,0,0,19,6,4,60.0
70,Kevin Bonifazi,ITA,DF,SPAL,23,1996,13.2,2,1,0,12,2,1,4,35,9,0,2,0,100,30,6,83.3
71,Federico Bonini,ITA,DF,Bologna,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
72,Leonardo Bonucci,ITA,DF,Juventus,32,1987,34.2,10,0,0,26,18,0,6,31,17,0,3,0,133,61,50,55.0
73,Fabio Borini,ITA,MF|FW,Hellas Verona,28,1991,9.0,1,1,0,11,26,4,18,13,1,1,0,0,48,13,19,40.6
74,Fabio Borini,ITA,MF,Milan,28,1991,0.8,1,0,0,1,2,0,0,0,2,0,0,0,4,0,0,
75,Mehdi Bourabia,MAR,MF,Sassuolo,27,1991,10.3,7,1,1,27,16,0,7,22,9,0,0,2,81,12,15,44.4
76,Federico Brancolini,ITA,GK,Fiorentina,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
77,Gleison Bremer,BRA,DF,Torino,22,1997,25.2,6,2,2,33,20,2,1,74,36,0,3,0,174,75,64,54.0
78,Marco Brescianini,ITA,MF,Milan,19,2000,0.3,0,0,0,1,0,0,0,2,1,0,0,0,3,1,0,100.0
79,Marcelo Brozović,CRO,MF,Inter,26,1992,30.0,9,0,0,44,20,1,49,46,35,0,0,0,188,21,21,50.0
80,Gastón Brugman,URU,MF,Parma,26,1992,16.2,5,0,0,27,19,0,12,27,24,0,0,0,141,8,4,66.7
81,Gianluigi Buffon,ITA,GK,Juventus,41,1978,9.0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,100.0
82,Fabrizio Cacciatore,ITA,DF,Cagliari,32,1986,12.8,1,1,0,8,8,1,36,16,4,0,1,0,61,11,9,55.0
83,Martín Cáceres,URU,DF,Fiorentina,32,1987,26.2,10,1,1,23,16,0,12,31,31,0,1,0,137,25,26,49.0
84,Felipe Caicedo,ECU,FW,Lazio,30,1988,15.6,7,0,0,27,20,8,0,4,10,3,0,0,37,27,53,33.8
85,Davide Calabria,ITA,DF,Milan,22,1996,18.0,4,2,1,15,22,1,48,21,33,0,0,0,93,11,10,52.4
86,Riccardo Calafiori,ITA,DF,Roma,17,2002,0.7,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,
87,Mattia Caldara,ITA,DF,Atalanta,25,1994,10.7,1,0,0,20,7,1,2,30,11,0,0,0,80,31,16,66.0
88,Marco Calderoni,ITA,DF,Lecce,30,1989,22.9,7,0,0,29,37,2,100,37,25,0,1,0,118,10,15,40.0
89,Hakan Çalhanoğlu,TUR,MF|FW,Milan,25,1994,30.0,6,0,0,38,27,1,151,26,21,0,1,0,156,27,44,38.0
90,José Callejón,ESP,FW|MF,Napoli,32,1987,24.1,2,0,0,13,43,10,170,10,9,0,1,0,88,9,15,37.5
91,Emre Can,GER,MF,Juventus,25,1994,3.2,2,0,0,10,5,0,3,2,7,0,0,0,21,2,0,100.0
92,Antonio Candreva,ITA,DF,Inter,32,1987,22.1,5,0,0,15,20,13,178,14,6,1,0,0,108,5,4,55.6
93,Gianmarco Cangiano,ITA,FW|MF,Bologna,17,2001,0.2,0,0,0,1,1,0,1,1,1,0,0,0,3,1,2,33.3
94,Gianluca Caprari,ITA,FW|MF,Sampdoria,26,1993,7.4,4,1,1,10,13,2,25,7,7,0,0,0,30,0,16,0.0
95,Gianluca Caprari,ITA,FW|MF,Parma,26,1993,6.5,1,0,0,6,16,2,22,4,1,0,0,0,31,2,6,25.0
96,Francesco Caputo,ITA,FW,Sassuolo,31,1987,32.6,3,0,0,24,47,23,9,1,4,0,0,0,60,16,34,32.0
97,Andrea Carboni,ITA,DF,Cagliari,18,2001,4.1,5,2,1,7,2,0,2,7,4,0,1,0,14,7,2,77.8
98,Francesco Cassata,ITA,MF,Genoa,22,1997,16.2,11,2,1,46,26,1,27,11,10,1,0,0,95,12,14,46.2
99,Timothy Castagne,BEL,DF,Atalanta,23,1995,19.7,4,0,0,18,8,5,60,17,20,1,0,0,95,27,19,58.7
100,Samu Castillejo,ESP,FW|MF,Milan,24,1995,13.4,3,1,0,14,21,7,71,24,15,0,0,0,78,14,31,31.1
101,Lucas Castro,ARG,MF,SPAL,30,1989,4.7,0,0,0,8,4,0,3,2,5,0,0,0,18,6,3,66.7
102,Lucas Castro,ARG,MF,Cagliari,30,1989,6.7,2,0,0,15,6,1,20,8,3,0,0,0,34,6,8,42.9
103,Gaetano Castrovilli,ITA,MF,Fiorentina,22,1997,29.7,10,0,0,65,78,0,38,15,31,1,2,0,195,22,44,33.3
104,Danilo Cataldi,ITA,MF,Lazio,24,1994,6.6,3,0,0,5,2,0,35,13,11,0,0,0,60,4,3,57.1
105,Federico Ceccherini,ITA,DF,Fiorentina,27,1992,9.3,3,0,0,9,14,0,0,13,8,0,1,0,59,25,14,64.1
106,Christian Celesia,ITA,DF,Torino,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,Luca Ceppitelli,ITA,DF,Cagliari,29,1989,13.8,5,0,0,8,9,0,4,23,15,0,0,1,46,37,31,54.4
108,Alberto Cerri,ITA,FW,SPAL,23,1996,4.7,1,0,0,8,6,2,2,0,1,0,0,0,6,23,15,60.5
109,Alberto Cerri,ITA,FW,Cagliari,23,1996,2.7,1,0,0,4,4,2,0,2,1,0,1,0,6,26,17,60.5
110,Julian Chabot,GER,DF,Sampdoria,21,1998,6.3,1,1,0,10,6,0,0,15,7,0,0,0,32,16,10,61.5
111,Jhon Chancellor,VEN,DF,Brescia,27,1992,24.9,3,0,0,21,7,3,0,34,14,0,0,1,103,61,41,59.8
112,Giorgio Chiellini,ITA,DF,Juventus,34,1984,2.2,0,0,0,4,2,0,0,1,0,0,0,0,8,4,3,57.1
113,Federico Chiesa,ITA,FW|DF,Fiorentina,21,1997,29.3,7,0,0,54,47,7,53,6,22,2,0,0,107,8,24,25.0
114,Vlad Chiricheș,ROU,DF,Sassuolo,29,1989,7.9,0,0,0,8,3,1,1,11,9,0,0,0,51,16,14,53.3
115,Luca Cigarini,ITA,MF,Cagliari,33,1986,17.8,8,1,1,37,28,0,83,20,20,0,0,0,137,9,10,47.4
116,Thiago Cionek,POL,DF,SPAL,33,1986,24.1,11,0,0,52,54,0,60,46,32,1,1,0,127,42,29,59.2
117,Andrea Cistana,ITA,DF,Brescia,22,1997,20.4,7,1,0,24,14,1,4,33,8,0,2,0,89,47,46,50.5
118,Denilho Cleonise,NED,FW,Genoa,17,2001,0.5,2,0,0,2,1,0,0,1,0,0,0,0,3,0,1,0.0
119,Ebrima Colley,GAM,FW,Atalanta,19,2000,0.9,1,0,0,3,4,0,0,1,1,0,0,0,9,1,1,50.0
120,Omar Colley,GAM,DF,Sampdoria,26,1992,30.8,10,0,0,40,16,2,5,59,26,0,2,0,192,83,51,61.9
121,Simone Colombi,ITA,GK,Parma,28,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
122,Lorenzo Colombo,ITA,FW,Milan,17,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
123,Andrea Consigli,ITA,GK,Sassuolo,32,1987,31.0,1,0,0,1,2,0,0,4,0,0,0,0,40,7,1,87.5
124,Andrea Conti,ITA,DF,Milan,25,1994,19.2,8,0,0,37,22,0,24,43,25,0,1,0,90,12,14,46.2
125,Gabriele Corbo,ITA,DF,Bologna,19,2000,1.4,1,0,0,0,0,0,1,4,1,0,0,0,5,1,1,50.0
126,Andreas Cornelius,DEN,FW,Parma,26,1993,16.6,1,0,0,42,30,3,7,2,4,1,0,0,41,101,59,63.1
127,Joaquín Correa,ARG,FW,Lazio,24,1994,22.2,0,0,0,18,49,7,9,7,7,3,0,0,63,14,33,29.8
128,Douglas Costa,BRA,FW|MF,Juventus,28,1990,8.9,1,0,0,10,10,3,38,5,1,0,0,0,35,1,5,16.7
129,Angelo da Costa Júnior,BRA,GK,Bologna,35,1983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
130,Alessio Cragno,ITA,GK,Cagliari,25,1994,16.0,1,0,0,0,1,0,0,0,0,0,0,0,16,7,0,100.0
131,Domenico Criscito,ITA,DF,Genoa,32,1986,22.8,7,0,0,30,41,0,76,53,33,0,1,0,136,23,19,54.8
132,Bryan Cristante,ITA,MF,Roma,24,1995,18.0,7,1,0,32,5,0,7,22,15,0,1,0,102,19,25,43.2
133,Sebastián Cristóforo,URU,MF,Fiorentina,25,1993,1.0,0,0,0,0,2,0,5,1,5,0,0,0,6,0,2,0.0
134,Juan Cuadrado,COL,DF|FW,Juventus,31,1988,29.5,7,1,0,28,80,3,86,35,43,1,0,0,169,13,23,36.1
135,Jaume Cuéllar,BOL,MF|FW,SPAL,17,2001,0.8,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0.0
136,Felipe Curcio,BRA,DF,Brescia,25,1993,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
137,Patrick Cutrone,ITA,FW,Fiorentina,21,1998,9.3,1,0,0,8,10,11,6,2,2,1,0,0,25,12,35,25.5
138,Lennart-Marten Czyborra,GER,DF,Atalanta,20,1999,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
139,Marco D'Alessandro,ITA,MF|DF,SPAL,28,1991,8.7,0,1,0,3,9,1,28,5,8,0,0,0,34,1,7,12.5
140,Danilo D'Ambrosio,ITA,DF,Inter,30,1988,15.6,6,0,0,35,19,4,17,14,16,0,0,0,83,25,19,56.8
141,Felice D'Amico,ITA,MF,Sampdoria,18,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
142,Jacopo Da Riva,ITA,MF,Atalanta,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,Bryan Dabo,BFA,MF,SPAL,27,1992,12.5,4,0,0,17,22,1,4,9,10,0,0,0,68,11,8,57.9
144,Felipe dal Belo,BRA,DF,SPAL,35,1984,11.1,5,0,0,20,9,1,4,9,6,0,1,0,46,15,8,65.2
145,Christian Dalle Mura,ITA,FW,Fiorentina,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,Danilo,BRA,DF,Juventus,28,1991,16.0,4,1,1,20,14,2,29,26,20,0,1,0,78,18,14,56.3
147,Andrea Danzi,ITA,MF,Hellas Verona,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,Matteo Darmian,ITA,DF,Parma,29,1989,29.8,6,0,0,38,45,3,45,25,42,0,1,0,148,38,35,52.1
149,Paweł Dawidowicz,POL,DF,Hellas Verona,24,1995,7.7,4,2,1,19,8,1,2,12,12,0,2,0,48,24,13,64.9
150,Sebastien De Maio,FRA,DF,Udinese,32,1987,16.7,1,0,0,10,8,3,6,32,11,0,0,0,88,34,37,47.9
151,Rodrigo De Paul,ARG,MF,Udinese,25,1994,31.4,5,1,0,33,76,2,240,29,31,0,0,0,220,1,9,10.0
152,Mattia De Sciglio,ITA,DF,Juventus,26,1992,5.2,1,0,0,0,3,0,8,8,8,0,0,0,28,7,7,50.0
153,Lorenzo De Silvestri,ITA,DF,Torino,31,1988,24.9,2,0,0,34,15,7,81,19,8,0,1,0,89,59,33,64.1
154,Grégoire Defrel,MTQ,FW|MF,Sassuolo,28,1991,10.9,1,0,0,17,12,4,4,3,8,0,0,0,27,10,17,37.0
155,Alessandro Deiola,ITA,MF,Cagliari,23,1995,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
156,Alessandro Deiola,ITA,MF,Lecce,23,1995,8.0,3,0,0,7,8,0,10,8,9,0,0,0,46,3,6,33.3
157,Cristian Dell'Orco,ITA,DF,Lecce,25,1994,11.2,2,1,1,16,10,0,27,16,12,0,0,0,54,18,11,62.1
158,Merih Demiral,TUR,DF,Juventus,21,1998,4.6,1,0,0,5,1,1,1,4,7,0,1,0,14,20,5,80.0
159,Diego Demme,GER,MF,Napoli,27,1991,10.0,6,0,0,25,11,0,3,8,8,0,0,0,55,3,10,23.1
160,Stefano Denswil,NED,DF,Bologna,26,1993,24.9,7,1,1,28,29,1,7,31,28,0,2,1,123,47,39,54.7
161,Fabio Depaoli,ITA,MF|DF,Sampdoria,22,1997,20.6,7,0,0,59,30,3,82,16,28,1,1,0,81,25,51,32.9
162,Kastriot Dermaku,ALB,DF,Parma,27,1992,11.4,2,0,0,18,4,0,1,12,5,0,1,0,40,27,13,67.5
163,Daniele Dessena,ITA,MF,Brescia,32,1987,20.8,7,1,1,26,20,0,19,11,11,2,1,0,98,22,30,42.3
164,Mattia Destro,ITA,FW,Bologna,28,1991,2.1,2,0,0,6,2,1,0,0,2,0,0,0,4,4,15,21.1
165,Mattia Destro,ITA,FW|MF,Genoa,28,1991,1.7,0,0,0,3,2,1,1,0,0,0,0,0,3,4,10,28.6
166,Samuel Di Carmine,ITA,FW|MF,Hellas Verona,30,1988,14.4,3,0,0,33,26,17,10,1,1,2,0,0,13,28,45,38.4
167,Federico Di Francesco,ITA,FW,SPAL,25,1994,12.0,4,0,0,19,30,4,34,3,5,1,0,0,39,7,13,35.0
168,Giovanni Di Lorenzo,ITA,DF,Napoli,25,1993,33.0,5,0,0,32,52,3,60,28,35,0,0,0,148,59,55,51.8
169,Amad Diallo,CIV,FW,Atalanta,17,2002,0.3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,
170,Amadou Diawara,GUI,MF,Roma,22,1997,16.9,4,0,0,28,17,0,2,33,25,0,0,0,119,7,9,43.8
171,Mitchell Dijks,NED,DF,Bologna,26,1993,11.2,4,0,0,21,13,3,28,10,10,0,1,0,51,10,11,47.6
172,Federico Dimarco,ITA,DF,Hellas Verona,21,1997,5.8,1,0,0,9,7,2,57,4,5,0,0,1,44,3,5,37.5
173,Federico Dimarco,ITA,DF,Inter,21,1997,0.3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0.0
174,Koffi Djidji,CIV,DF,Torino,26,1992,9.5,0,0,0,12,2,0,0,15,12,0,1,1,56,13,13,50.0
175,Berat Djimsiti,ALB,DF,Atalanta,26,1993,30.9,5,0,0,32,37,0,3,49,23,0,1,0,199,104,45,69.8
176,Nicolás Domínguez,ARG,MF,Bologna,21,1998,7.8,1,0,0,16,6,0,5,12,14,0,0,0,70,4,9,30.8
177,Giulio Donati,ITA,DF,Lecce,29,1990,19.6,4,0,0,17,29,0,57,25,21,0,0,1,90,12,10,54.5
178,Alfredo Donnarumma,ITA,FW,Brescia,28,1990,18.7,1,0,0,18,34,11,7,5,9,0,0,0,45,12,37,24.5
179,Gianluigi Donnarumma,ITA,GK,Milan,20,1999,35.6,3,0,0,1,4,0,0,3,0,0,0,0,30,7,0,100.0
180,Bartłomiej Drągowski,POL,GK,Fiorentina,21,1997,31.0,1,0,0,1,6,0,0,3,0,0,1,0,40,6,1,85.7
181,Léo Duarte,BRA,DF,Milan,23,1996,4.5,2,0,0,3,2,0,0,3,3,0,0,0,12,7,8,46.7
182,Edgaras Dubickas,LTU,DF,Lecce,21,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
183,Alfred Duncan,GHA,MF,Fiorentina,26,1993,9.9,2,0,0,9,10,0,15,5,9,0,0,0,43,3,9,25.0
184,Alfred Duncan,GHA,MF,Sassuolo,26,1993,9.4,3,0,0,16,13,0,8,9,12,0,1,0,44,7,6,53.8
185,Paulo Dybala,ARG,FW|MF,Juventus,25,1993,23.9,5,0,0,24,54,6,109,13,10,3,0,0,86,2,9,18.2
186,Edin Džeko,BIH,FW,Roma,33,1986,31.7,4,0,0,39,48,16,19,6,11,4,0,0,68,128,77,62.4
187,Blerim Džemaili,SUI,MF,Bologna,33,1986,7.8,2,0,0,11,17,0,4,7,12,0,0,0,57,6,1,85.7
188,Simone Edera,ITA,MF|FW,Torino,22,1997,4.4,4,1,1,13,5,0,12,1,5,1,0,0,10,4,8,33.3
189,Albin Ekdal,SWE,MF,Sampdoria,30,1989,26.5,8,0,0,43,56,0,9,33,25,2,0,0,204,35,27,56.5
190,Elif Elmas,MKD,MF,Napoli,19,1999,12.6,7,0,0,31,16,0,3,11,7,0,0,0,59,1,9,10.0
191,Alan Empereur,BRA,DF,Hellas Verona,25,1994,9.5,3,0,0,18,9,0,2,22,8,0,1,0,44,22,17,56.4
192,Christian Eriksen,DEN,MF,Inter,27,1992,7.8,0,0,0,6,2,0,59,0,6,0,0,0,47,3,4,42.9
193,Sebastiano Esposito,ITA,FW,Inter,17,2002,2.2,2,0,0,7,4,1,7,3,2,0,0,0,5,0,6,0.0
194,Valentin Eysseric,FRA,MF|FW,Hellas Verona,27,1992,3.9,3,0,0,11,3,1,14,1,4,0,0,0,16,8,7,53.3
195,Valentin Eysseric,FRA,FW|MF,Fiorentina,27,1992,0.5,0,0,0,3,0,0,4,0,0,0,0,0,3,1,2,33.3
196,Luca Falbo,ITA,DF,Lazio,19,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
197,Filippo Falco,ITA,FW|MF,Lecce,27,1992,22.4,0,0,0,13,84,7,127,2,7,0,0,0,90,4,17,19.0
198,Wladimiro Falcone,ITA,GK,Sampdoria,24,1995,2.0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,
199,Iago Falque,ESP,FW|MF,Torino,29,1990,1.1,0,0,0,1,0,0,4,0,0,0,0,0,7,0,1,0.0
200,Iago Falque,ESP,MF,Genoa,29,1990,5.8,0,0,0,3,2,3,31,1,3,0,0,0,21,3,7,30.0
201,Andri Fannar Baldursson,ISL,MF,Bologna,17,2002,1.6,0,0,0,4,2,0,2,1,0,0,0,0,8,3,1,75.0
