Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
1,Diego Abbrandini,ITA,GK,Brescia,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
2,Francesco Acerbi,ITA,DF,Lazio,31,1988,36,3162,88,92.5,35.1,36,88,32,0,,1,2.00,74,38,+36,+1.02,+0.68,62.9,46.9,+16.0,+0.45,+0.14
3,Bobby Adekanye,NED,FW,Lazio,20,1999,11,188,17,5.5,2.1,0,,0,11,17,21,1.45,3,5,-2,-0.96,-2.04,5.8,3.4,+2.3,+1.12,+0.72
4,Claud Adjapong,ITA,DF,Hellas Verona,21,1998,5,231,46,6.8,2.6,2,90,2,3,17,26,0.60,5,7,-2,-0.78,-0.72,3.2,4.8,-1.6,-0.62,-0.58
5,Andrea Adorante,ITA,FW,Parma,19,2000,0,,,,,0,,0,0,,9,,,,,,,,,,,
6,Lucien Agoume,FRA,MF,Inter,17,2002,3,68,23,2.0,0.8,0,,0,3,23,21,1.67,3,3,0,0.00,-1.21,3.4,1.7,+1.7,+2.29,+1.56
7,Kevin Agudelo,COL,MF|FW,Fiorentina,20,1998,3,64,21,1.9,0.7,1,54,0,2,5,13,2.00,1,3,-2,-2.81,-2.95,1.1,1.1,0.0,+0.01,-0.11
8,Kevin Agudelo,COL,MF|FW,Genoa,20,1998,10,666,67,19.5,7.4,7,86,4,3,22,5,0.60,8,11,-3,-0.41,+0.35,9.5,12.6,-3.1,-0.42,-0.15
9,Emmanuel Agyemang-Badu,GHA,MF,Hellas Verona,28,1990,10,230,23,6.7,2.6,2,78,1,8,9,9,1.90,4,6,-2,-0.78,-0.73,1.8,4.8,-3.0,-1.16,-1.15
10,Ola Aina,NGA,DF,Torino,22,1996,32,2079,65,60.8,23.1,20,84,12,12,33,5,1.13,35,39,-4,-0.17,+1.03,30.2,34.7,-4.5,-0.19,+0.58
11,Fabrizio Alastra,ITA,GK,Parma,21,1997,0,,,,,0,,0,0,,20,,,,,,,,,,,
12,Luis Alberto,ESP,MF,Lazio,26,1992,36,3113,86,91.0,34.6,36,86,26,0,,0,2.08,75,37,+38,+1.10,+1.39,62.3,44.3,+18.0,+0.52,+0.87
13,Enrico Alfonso,ITA,GK,Brescia,31,1988,4,279,70,8.2,3.1,4,70,3,0,,23,0.75,4,4,0,0.00,+1.26,7.0,2.9,+4.1,+1.34,+2.35
14,Marco Alia,ALB,GK,Lazio,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
15,Allan,BRA,MF,Napoli,28,1991,23,1280,56,37.4,14.2,16,75,8,7,11,5,1.52,20,20,0,0.00,-0.46,20.3,17.9,+2.4,+0.17,-0.44
16,Bruno Alves,POR,DF,Parma,37,1981,33,2671,81,78.1,29.7,31,85,27,2,14,0,1.33,39,44,-5,-0.17,-0.65,35.8,52.6,-16.8,-0.57,-0.68
17,Sofyan Amrabat,MAR,MF,Hellas Verona,22,1996,34,2919,86,85.4,32.4,33,87,22,1,42,0,1.29,40,46,-6,-0.18,-0.54,41.9,44.2,-2.2,-0.07,+0.10
18,Djavan Anderson,NED,FW|DF,Lazio,24,1995,6,167,28,4.9,1.9,2,65,0,4,10,11,1.67,3,3,0,0.00,-1.02,2.0,5.4,-3.4,-1.82,-2.38
19,Nícolas Andrade,BRA,GK,Udinese,31,1988,0,,,,,0,,0,0,,38,,,,,,,,,,,
20,Lorenzo Andrenacci,ITA,GK,Brescia,24,1995,6,531,89,15.5,5.9,5,90,5,1,81,20,0.17,4,16,-12,-2.03,-1.04,6.5,14.0,-7.5,-1.26,-0.52
21,Peter Ankersen,DEN,DF,Genoa,28,1990,19,1063,56,31.1,11.8,11,78,6,8,26,13,1.05,15,18,-3,-0.25,+0.62,13.4,17.2,-3.8,-0.32,-0.03
22,Cristian Ansaldi,ARG,DF|MF,Torino,32,1986,27,1768,65,51.7,19.6,21,78,11,6,23,2,1.00,26,32,-6,-0.31,+0.57,24.1,29.8,-5.8,-0.29,+0.26
23,Mirko Antonucci,ITA,FW|MF,Roma,20,1999,2,82,41,2.4,0.9,0,,0,2,41,16,2.00,2,1,+1,+1.10,+0.42,0.9,0.7,+0.2,+0.22,-0.42
24,Guilherme Arana,BRA,DF,Atalanta,22,1997,4,80,20,2.3,0.9,0,,0,4,20,10,1.25,1,1,0,0.00,-1.35,1.2,1.0,+0.2,+0.26,-0.87
25,Simone Aresti,ITA,GK,Cagliari,33,1986,0,,,,,0,,0,0,,17,,,,,,,,,,,
26,Nicolò Armini,ITA,DF,Lazio,18,2001,1,3,3,0.1,0.0,0,,0,1,3,10,3.00,1,0,+1,+30.00,+29.05,0.8,0.1,+0.7,+21.79,+21.36
27,Kwadwo Asamoah,GHA,DF|FW,Inter,30,1988,8,639,80,18.7,7.1,7,89,6,1,19,15,2.38,15,5,+10,+1.41,+0.28,11.7,6.8,+4.9,+0.69,-0.08
28,Kristoffer Askildsen,NOR,MF,Sampdoria,18,2001,4,76,19,2.2,0.8,0,,0,4,19,9,1.00,1,1,0,0.00,+0.46,1.5,0.8,+0.7,+0.84,+0.98
29,Emil Audero,ITA,GK,Sampdoria,22,1997,36,3240,90,94.7,36.0,36,90,36,0,,2,1.14,46,60,-14,-0.39,+1.11,46.0,50.6,-4.5,-0.13,-0.03
30,Tommaso Augello,ITA,DF,Sampdoria,24,1994,17,1135,67,33.2,12.6,12,88,10,5,16,21,1.18,22,19,+3,+0.24,+1.03,20.7,19.4,+1.3,+0.11,+0.34
31,Giuseppe Aurelio,ITA,DF,Sassuolo,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
32,Lorenzo Avogadri,ITA,GK,Sampdoria,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
33,Florian Ayé,FRA,FW|MF,Brescia,22,1997,22,1380,63,40.4,15.3,15,80,8,7,25,15,0.59,12,27,-15,-0.98,+0.30,14.8,31.7,-17.0,-1.11,-0.48
34,Khouma Babacar,SEN,FW,Lecce,26,1993,25,1422,57,41.6,15.8,17,69,4,8,32,2,0.76,16,33,-17,-1.08,-0.36,21.5,35.7,-14.2,-0.90,-0.15
35,Milan Badelj,CRO,MF,Fiorentina,30,1989,22,1585,72,46.3,17.6,20,79,10,2,5,15,1.05,19,26,-7,-0.40,-0.89,21.3,23.4,-2.1,-0.12,-0.45
36,Mohamed Bahlouli,FRA,MF,Sampdoria,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
37,Marco Ballarini,ITA,MF,Udinese,18,2001,1,1,1,0.0,0.0,0,,0,1,1,11,3.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,0.00,+0.31
38,Botond Balogh,HUN,DF,Parma,17,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
39,Mario Balotelli,ITA,FW,Brescia,28,1990,19,1404,74,41.1,15.6,16,83,10,3,27,0,0.53,14,31,-17,-1.09,+0.12,18.2,26.6,-8.4,-0.54,+0.48
40,Mattia Bani,ITA,DF,Bologna,25,1993,27,2207,82,64.5,24.5,26,84,21,1,26,2,1.26,36,40,-4,-0.16,+0.50,36.8,32.7,+4.0,+0.16,+0.31
41,Antonín Barák,CZE,MF|FW,Udinese,24,1994,8,194,24,5.7,2.2,1,69,0,7,18,13,0.63,0,3,-3,-1.39,-1.08,1.5,4.5,-3.0,-1.38,-1.14
42,Antonín Barák,CZE,MF,Lecce,24,1994,16,1369,86,40.0,15.2,15,90,15,1,19,0,1.19,28,37,-9,-0.59,+0.46,26.7,33.9,-7.2,-0.47,+0.56
43,Nicolò Barella,ITA,MF,Inter,22,1997,27,2013,75,58.9,22.4,23,83,17,4,27,1,2.30,45,21,+24,+1.07,-0.27,40.9,24.1,+16.7,+0.75,-0.02
44,Antonino Barillà,ITA,MF,Parma,31,1988,26,1688,65,49.4,18.8,20,78,9,6,22,8,1.42,28,30,-2,-0.11,-0.16,23.1,30.2,-7.0,-0.38,+0.08
45,Antonio Barreca,ITA,DF|FW,Genoa,24,1995,18,1095,61,32.0,12.2,11,76,4,7,37,14,1.06,13,22,-9,-0.74,-0.08,13.5,20.9,-7.5,-0.61,-0.47
46,Édgar Barreto,PAR,MF,Sampdoria,35,1984,2,90,45,2.6,1.0,1,45,0,1,45,14,0.50,1,2,-1,-1.00,-0.57,1.6,1.8,-0.2,-0.22,-0.10
47,Musa Barrow,GAM,FW|MF,Bologna,20,1998,18,1354,75,39.6,15.0,14,84,10,4,44,1,1.33,21,27,-6,-0.40,-0.09,20.3,23.0,-2.6,-0.17,-0.38
48,Musa Barrow,GAM,FW|MF,Atalanta,20,1998,7,190,27,5.6,2.1,1,56,0,6,22,11,1.43,5,0,+5,+2.37,+1.11,6.7,1.4,+5.3,+2.52,+1.49
49,Daniele Baselli,ITA,MF,Torino,27,1992,16,1278,80,37.4,14.2,16,80,6,0,,2,1.13,16,23,-7,-0.49,+0.14,14.1,24.0,-9.8,-0.69,-0.43
50,Alessandro Bastoni,ITA,DF,Inter,20,1999,25,1921,77,56.2,21.3,21,87,16,4,25,11,2.00,51,23,+28,+1.31,+0.29,41.9,22.8,+19.1,+0.89,+0.31
51,Bastos,ANG,DF,Lazio,28,1991,16,765,48,22.4,8.5,6,83,5,10,27,21,1.69,15,12,+3,+0.35,-0.80,14.7,13.4,+1.3,+0.15,-0.37
52,Rodrigo Becão,BRA,DF,Udinese,23,1996,29,2213,76,64.7,24.6,24,88,21,5,19,6,1.17,23,34,-11,-0.45,-0.22,25.0,38.6,-13.6,-0.55,-0.69
53,Asmir Begović,BIH,GK,Milan,32,1987,2,129,65,3.8,1.4,1,90,1,1,39,17,0.50,2,3,-1,-0.70,-1.19,2.2,3.7,-1.5,-1.03,-1.56
54,Valon Behrami,SUI,MF,Genoa,34,1985,17,1107,65,32.4,12.3,13,76,5,4,30,2,1.12,19,22,-3,-0.24,+0.65,15.6,16.1,-0.4,-0.04,+0.39
55,Raoul Bellanova,ITA,DF,Atalanta,19,2000,1,18,18,0.5,0.2,0,,0,1,18,15,3.00,0,1,-1,-5.00,-6.35,0.4,0.1,+0.4,+1.90,+0.79
56,Andrea Belotti,ITA,FW,Torino,25,1993,36,3008,84,88.0,33.4,34,87,30,2,17,0,0.94,38,60,-22,-0.66,-0.66,39.5,52.8,-13.2,-0.40,+0.21
57,Marco Benassi,ITA,MF,Fiorentina,24,1994,18,980,54,28.7,10.9,10,83,6,8,19,12,1.50,16,12,+4,+0.37,+0.40,13.3,13.6,-0.3,-0.03,-0.22
58,Ismaël Bennacer,ALG,MF,Milan,21,1997,31,2485,80,72.7,27.6,28,86,22,3,23,4,1.81,50,33,+17,+0.62,+0.62,48.5,31.6,+17.0,+0.61,+0.55
59,Rodrigo Bentancur,URU,MF,Juventus,22,1997,30,2196,73,64.2,24.4,25,83,17,5,26,4,2.07,47,27,+20,+0.82,-0.14,49.7,27.8,+21.9,+0.90,+0.59
60,Romario Benzar,ROU,DF,Lecce,27,1992,3,97,32,2.8,1.1,1,58,0,2,20,10,0.00,0,2,-2,-1.86,-1.02,1.2,2.3,-1.1,-0.97,-0.16
61,Alessandro Berardi,ITA,GK,Hellas Verona,28,1991,0,,,,,0,,0,0,,38,,,,,,,,,,,
62,Domenico Berardi,ITA,FW,Sassuolo,24,1994,31,2493,80,72.9,27.7,29,84,17,2,29,1,1.48,53,46,+7,+0.25,+0.35,39.6,46.6,-7.0,-0.25,-0.04
63,Álex Berenguer,ESP,MF|DF,Torino,24,1995,29,1823,63,53.3,20.3,21,79,8,8,21,7,1.10,28,36,-8,-0.39,+0.39,24.6,30.3,-5.8,-0.29,+0.29
64,Bartosz Bereszyński,POL,DF,Sampdoria,27,1992,28,2402,86,70.2,26.7,27,88,23,1,21,2,1.11,31,48,-17,-0.64,-0.64,32.7,43.3,-10.6,-0.40,-0.91
65,Etrit Berisha,ALB,GK,SPAL,30,1989,26,2340,90,68.4,26.0,26,90,26,0,,0,0.69,20,44,-24,-0.92,+1.24,32.0,47.3,-15.3,-0.59,+0.47
66,Valon Berisha,KVX,MF,Lazio,26,1993,3,33,11,1.0,0.4,0,,0,3,11,13,2.00,1,0,+1,+2.73,+1.77,0.5,0.7,-0.2,-0.50,-0.96
67,Federico Bernardeschi,ITA,MF|FW,Juventus,25,1994,29,1571,54,45.9,17.5,19,69,5,10,27,6,2.03,27,24,+3,+0.17,-1.29,33.5,22.6,+10.9,+0.63,-0.12
68,Tommaso Berni,ITA,GK,Inter,36,1983,0,,,0.0,0.0,0,,0,0,,27,3.00,0,1,-1,,,,,,,
69,Andrea Bertolacci,ITA,MF,Sampdoria,28,1991,12,534,45,15.6,5.9,8,60,0,4,13,12,1.33,6,9,-3,-0.51,-0.07,7.0,8.8,-1.8,-0.30,-0.21
70,Pietro Beruatto,ITA,DF,Juventus,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
71,Lucas Biglia,ARG,MF,Milan,33,1986,14,685,49,20.0,7.6,8,77,4,6,11,15,2.14,11,12,-1,-0.13,-0.72,10.1,11.4,-1.3,-0.17,-0.79
72,Cristiano Biraghi,ITA,DF|MF,Fiorentina,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
73,Cristiano Biraghi,ITA,DF,Inter,26,1992,26,1576,61,46.1,17.5,18,82,8,8,14,10,2.27,31,14,+17,+0.97,-0.40,29.4,17.8,+11.6,+0.66,-0.17
74,Davide Biraschi,ITA,DF,Genoa,25,1994,24,1971,82,57.6,21.9,22,87,19,2,31,12,0.96,29,38,-9,-0.41,+0.64,32.3,30.5,+1.8,+0.08,+0.89
75,Valter Birsa,SVN,MF|FW,Cagliari,32,1986,13,430,33,12.6,4.8,4,65,0,9,19,16,0.92,3,6,-3,-0.63,-0.60,5.3,5.5,-0.2,-0.04,+0.47
76,Dimitri Bisoli,ITA,MF,Brescia,25,1994,25,2152,86,62.9,23.9,24,89,21,1,27,0,0.60,20,44,-24,-1.00,+0.42,26.6,40.4,-13.8,-0.58,+0.65
77,Birkir Bjarnason,ISL,MF|FW,Brescia,31,1988,13,798,61,23.3,8.9,9,73,2,4,35,3,0.54,11,25,-14,-1.58,-0.55,8.7,19.4,-10.7,-1.20,-0.50
78,Marco Bleve,ITA,GK,Lecce,23,1995,0,,,,,0,,0,0,,11,,,,,,,,,,,
