Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
29,Holger Badstuber,GER,DF,Stuttgart,29,1989,5.8,12,4,8,4,0,7,8,87.5,1,6,2,4,9,21,21,1
30,Daniel Baier,GER,MF,Augsburg,34,1984,31.3,62,39,21,37,4,24,66,36.4,42,27,8,19,60,122,48,2
31,Leon Bailey,JAM,FW,Leverkusen,20,1997,21.3,15,11,9,2,4,6,20,30.0,14,20,0,20,14,29,11,0
32,Marvin Bakalorz,GER,MF,Hannover 96,28,1989,16.3,18,11,7,9,2,6,36,16.7,30,29,4,25,28,46,47,0
33,Ridle Baku,GER,MF,Mainz 05,20,1998,10.4,18,9,6,9,3,2,7,28.6,5,13,1,12,8,26,9,0
34,Philipp Bargfrede,GER,MF|DF,Werder Bremen,29,1989,12.0,23,15,9,12,2,10,28,35.7,18,35,11,24,34,57,45,1
35,Aymen Barkok,MAR,MF,Düsseldorf,20,1998,5.7,13,6,4,9,0,4,19,21.1,15,8,1,7,4,17,3,0
36,Leandro Barreiro Martins,LUX,MF,Mainz 05,18,2000,1.0,4,4,2,0,2,1,2,50.0,1,0,0,0,2,6,1,0
37,Fin Bartels,GER,MF|FW,Werder Bremen,31,1987,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
38,Robert Bauer,GER,DF,Nürnberg,23,1995,19.1,48,29,32,13,3,20,39,51.3,19,19,5,14,28,76,80,0
39,Oliver Baumann,GER,GK,Hoffenheim,28,1990,33.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,5
40,Timo Baumgartl,GER,DF,Stuttgart,22,1996,18.0,33,23,21,12,0,11,19,57.9,8,31,22,9,26,59,100,0
41,Julian Baumgartlinger,AUT,MF,Leverkusen,30,1988,17.3,52,30,24,20,8,20,45,44.4,25,18,6,12,26,78,21,1
42,Christoph Baumgartner,AUT,MF,Hoffenheim,18,1999,0.9,1,0,0,0,1,1,3,33.3,2,2,0,2,0,1,0,0
43,Noah Joel Sarenren Bazee,NGA,FW|MF,Hannover 96,21,1996,1.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
44,Ihlas Bebou,TOG,MF|FW,Hannover 96,24,1994,11.8,15,9,4,10,1,4,9,44.4,5,18,2,16,9,24,9,0
45,Uffe Bech,DEN,FW,Hannover 96,25,1993,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
46,Andreas Beck,GER,DF,Stuttgart,31,1987,19.7,35,19,17,17,1,11,27,40.7,16,32,6,26,22,57,54,0
47,Hanno Behrens,GER,MF,Nürnberg,28,1990,29.3,46,26,29,17,0,21,47,44.7,26,43,13,30,33,79,49,0
48,Ishak Belfodil,ALG,FW|MF,Hoffenheim,26,1992,20.7,13,10,5,6,2,4,16,25.0,12,6,0,6,3,16,14,0
49,Stefan Bell,GER,DF,Mainz 05,26,1991,25.0,31,20,18,13,0,15,34,44.1,19,31,11,20,54,85,122,1
50,Karim Bellarabi,GER,FW,Leverkusen,28,1990,11.7,13,6,7,4,2,3,19,15.8,16,13,0,13,10,23,8,0
51,Lars Bender,GER,MF|DF,Leverkusen,29,1989,15.1,43,29,20,20,3,18,35,51.4,17,26,4,22,21,64,26,0
52,Sven Bender,GER,DF,Leverkusen,29,1989,22.1,40,25,25,15,0,18,30,60.0,12,31,14,17,52,92,98,0
53,László Bénes,SVK,MF|FW,M'Gladbach,20,1997,0.3,3,1,3,0,0,3,3,100.0,0,1,0,1,0,3,0,0
54,Nabil Bentaleb,ALG,MF,Schalke 04,23,1994,19.9,32,17,8,21,3,4,18,22.2,14,28,8,20,35,67,19,0
55,Jordan Beyer,GER,DF,M'Gladbach,18,2000,8.0,32,18,21,10,1,17,24,70.8,7,12,6,6,11,43,32,0
56,Ermin Bičakčić,BIH,DF,Hoffenheim,28,1990,19.9,32,19,18,11,3,13,22,59.1,9,36,15,21,56,88,79,1
57,Leonardo Bittencourt,GER,MF,Hoffenheim,24,1993,11.9,37,26,9,22,6,8,32,25.0,24,22,1,21,13,50,7,0
58,Pablo de Blasis,ARG,FW,Mainz 05,30,1988,1.0,2,0,0,1,1,2,3,66.7,1,0,0,0,1,3,0,0
59,Danny Blum,GER,MF,Eint Frankfurt,27,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
60,Jérôme Boateng,GER,DF,Bayern Munich,29,1988,18.8,21,15,12,9,0,10,22,45.5,12,8,3,5,25,46,49,0
61,Adam Bodzek,GER,MF|DF,Düsseldorf,32,1985,17.7,44,27,27,16,1,17,43,39.5,26,15,6,9,26,70,39,0
62,Jean-Paul Boëtius,NED,MF,Mainz 05,24,1994,23.6,51,32,21,25,5,16,44,36.4,28,59,2,57,37,88,13,0
63,Robin Bormuth,GER,DF,Düsseldorf,22,1995,6.8,7,4,7,0,0,5,10,50.0,5,6,4,2,10,17,49,1
64,Nassim Boujellab,MAR,MF,Schalke 04,19,1999,4.2,10,4,3,6,1,3,11,27.3,8,6,0,6,2,12,3,0
65,Julian Brandt,GER,MF|FW,Leverkusen,22,1996,29.6,27,16,13,10,4,7,43,16.3,36,27,1,26,17,44,12,1
66,Fabian Bredlow,GER,GK,Nürnberg,23,1995,12.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,4
67,Josip Brekalo,CRO,FW|MF,Wolfsburg,20,1998,15.7,15,7,7,6,2,5,18,27.8,13,15,1,14,12,27,9,1
68,Joshua Brenet,NED,DF,Hoffenheim,24,1994,10.1,20,13,12,5,3,7,13,53.8,6,16,1,15,8,28,19,0
69,John Brooks,USA,DF,Wolfsburg,25,1993,29.0,29,15,18,9,2,13,27,48.1,14,28,13,15,37,66,135,3
70,Daniel Brosinski,GER,DF,Mainz 05,30,1988,24.5,27,16,16,10,1,18,33,54.5,15,30,9,21,26,53,58,0
71,Bruma,POR,MF,RB Leipzig,23,1994,6.1,5,2,3,1,1,1,5,20.0,4,4,0,4,4,9,2,0
72,Jeffrey Bruma,NED,DF,Schalke 04,26,1991,6.9,12,11,8,4,0,6,12,50.0,6,8,2,6,4,16,35,0
73,Jacob Bruun Larsen,DEN,FW,Dortmund,19,1998,14.1,15,9,8,2,5,7,17,41.2,10,15,1,14,13,28,12,0
74,Niko Bungert,GER,DF,Mainz 05,31,1986,3.2,7,5,5,2,0,5,5,100.0,0,7,6,1,4,11,16,0
75,Guido Burgstaller,AUT,FW,Schalke 04,29,1989,17.0,11,9,2,5,4,3,8,37.5,5,5,0,5,2,13,10,0
76,Jonathan Burkardt,GER,FW|MF,Mainz 05,18,2000,2.9,4,4,2,1,1,1,2,50.0,1,2,0,2,3,7,5,0
77,Roman Bürki,SUI,GK,Dortmund,27,1990,32.0,1,0,1,0,0,1,2,50.0,1,1,0,1,2,3,8,4
78,Gaëtan Bussmann,FRA,DF,Mainz 05,27,1991,1.0,2,1,2,0,0,2,5,40.0,3,0,0,0,1,3,2,0
79,Jakub Błaszczykowski,POL,MF,Wolfsburg,32,1985,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
80,Caiuby,BRA,MF|FW,Augsburg,30,1988,11.2,12,10,5,6,1,3,11,27.3,8,16,1,15,5,17,10,0
81,Daniel Caligiuri,ITA,DF|FW,Schalke 04,30,1988,30.6,93,52,55,29,9,44,103,42.7,59,66,10,56,50,143,72,1
82,Jan-Ingwer Callsen-Bracker,GER,DF,Augsburg,33,1984,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
83,Ignacio Camacho,ESP,MF,Wolfsburg,28,1990,6.0,15,9,9,6,0,3,7,42.9,4,7,2,5,18,33,12,0
84,Jonas Carls,GER,FW,Schalke 04,21,1997,1.0,5,2,4,0,1,5,5,100.0,0,0,0,0,1,6,0,0
85,Koen Casteels,BEL,GK,Wolfsburg,26,1992,25.5,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,11,1
86,Gonzalo Castro,GER,MF,Stuttgart,31,1987,18.8,50,28,21,25,4,19,43,44.2,24,23,5,18,29,79,22,1
87,Timothy Chandler,USA,DF,Eint Frankfurt,28,1990,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
88,Per Ciljan Skjelbred,NOR,MF,Hertha BSC,31,1987,11.1,26,18,13,12,1,5,22,22.7,17,10,1,9,20,46,14,0
89,Kingsley Coman,FRA,FW|MF,Bayern Munich,22,1996,15.3,11,6,4,4,3,6,19,31.6,13,20,0,20,5,16,3,0
90,Sergio Córdova,VEN,FW,Augsburg,20,1997,5.9,9,5,3,4,2,2,6,33.3,4,0,0,0,3,12,5,0
91,Danny da Costa,GER,DF|FW,Eint Frankfurt,25,1993,33.7,61,35,29,25,7,18,42,42.9,24,51,9,42,32,93,67,0
92,Mickaël Cuisance,FRA,MF,M'Gladbach,18,1999,3.1,11,6,6,3,2,3,8,37.5,5,3,0,3,5,16,4,0
93,Matheus Cunha,BRA,FW|MF,RB Leipzig,19,1999,9.5,10,6,3,5,2,3,13,23.1,10,13,1,12,4,14,8,0
94,Christoph Daferner,GER,FW,Freiburg,20,1998,0.3,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
95,Mahmoud Dahoud,GER,MF,Dortmund,22,1996,7.7,16,10,4,10,2,3,15,20.0,12,10,0,10,17,33,8,0
96,Leon Dajaku,GER,DF|MF,Stuttgart,17,2001,0.3,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0
97,Kevin Danso,AUT,DF,Augsburg,19,1998,13.9,25,14,21,3,1,11,14,78.6,3,25,17,8,19,44,72,0
98,Palkó Dárdai,HUN,FW|MF,Hertha BSC,19,1999,1.3,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
99,Vladimír Darida,CZE,MF,Hertha BSC,27,1990,4.2,8,5,3,4,1,2,3,66.7,1,5,0,5,8,16,5,0
100,Alphonso Davies,CAN,MF|FW,Bayern Munich,17,2000,0.9,1,1,1,0,0,0,0,,0,2,0,2,2,3,1,0
101,Thomas Delaney,DEN,MF,Dortmund,26,1991,25.4,69,54,28,39,2,19,30,63.3,11,30,9,21,58,127,43,0
102,Kerem Demirbay,GER,MF,Hoffenheim,25,1993,22.4,57,35,20,27,10,11,51,21.6,40,34,10,24,22,79,25,0
103,Diego Demme,GER,MF,RB Leipzig,26,1991,22.8,75,47,24,43,8,33,67,49.3,34,36,3,33,26,101,15,0
104,Franco Di Santo,ARG,MF|FW,Schalke 04,29,1989,2.7,2,1,0,2,0,1,4,25.0,3,3,1,2,1,3,3,0
105,Abdou Diallo,SEN,DF,Dortmund,22,1996,26.4,36,20,20,13,3,11,15,73.3,4,28,15,13,26,62,91,1
106,Daniel Didavi,GER,MF|FW,Stuttgart,28,1990,10.6,21,15,8,10,3,7,20,35.0,13,11,1,10,4,25,5,0
107,Tim Dierßen,GER,MF,Hannover 96,22,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
108,Javairô Dilrosun,NED,FW|MF,Hertha BSC,20,1998,10.0,14,10,7,5,2,3,7,42.9,4,18,2,16,7,21,9,0
109,Giulio Donati,ITA,DF,Mainz 05,28,1990,6.9,9,7,6,3,0,8,10,80.0,2,5,3,2,16,25,24,0
110,Ji Dong-won,KOR,MF|FW,Augsburg,27,1991,9.9,10,6,5,3,2,6,16,37.5,10,13,2,11,8,18,10,0
111,Anastasios Donis,GRE,FW|MF,Stuttgart,21,1996,10.7,15,13,8,4,3,3,11,27.3,8,7,0,7,4,19,0,0
112,Aleksandar Dragović,AUT,DF,Leverkusen,27,1991,14.8,18,12,14,4,0,9,14,64.3,5,15,8,7,25,43,66,0
113,Josip Drmić,SUI,FW,M'Gladbach,25,1992,2.5,2,0,0,2,0,1,2,50.0,1,1,0,1,1,3,0,0
114,Jaroslav Drobný,CZE,GK,Düsseldorf,38,1979,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
115,Marvin Ducksch,GER,FW,Düsseldorf,24,1994,9.1,3,1,0,2,1,1,5,20.0,4,4,0,4,4,7,11,0
116,Ondrej Duda,SVK,MF,Hertha BSC,23,1994,28.5,54,33,13,35,6,15,55,27.3,40,36,4,32,15,69,17,1
117,Johannes Eggestein,GER,FW|MF,Werder Bremen,20,1998,12.4,13,9,7,4,2,5,19,26.3,14,13,0,13,4,17,7,0
118,Maximilian Eggestein,GER,MF,Werder Bremen,21,1996,33.9,68,42,29,34,5,24,54,44.4,30,49,10,39,30,98,69,0
119,Josip Elez,CRO,DF,Hannover 96,24,1994,7.2,8,3,5,3,0,2,11,18.2,9,13,4,9,6,14,27,0
120,Nico Elvedi,SUI,DF,M'Gladbach,21,1996,29.1,41,19,34,7,0,23,33,69.7,10,30,13,17,47,88,135,6
121,Breel Embolo,SUI,FW,Schalke 04,21,1997,14.9,22,17,4,13,5,1,9,11.1,8,11,0,11,4,26,6,0
122,Patrick Erras,GER,MF,Nürnberg,23,1995,13.6,15,10,7,7,1,7,19,36.8,12,24,13,11,23,38,45,0
123,Michael Esser,GER,GK,Hannover 96,30,1987,32.0,3,2,3,0,0,2,5,40.0,3,1,0,1,1,4,15,0
124,Alexander Esswein,GER,MF|FW,Stuttgart,28,1990,13.9,17,11,6,4,7,6,21,28.6,15,17,0,17,12,29,16,0
125,Ewerton,BRA,DF,Nürnberg,29,1989,14.9,24,20,21,3,0,8,14,57.1,6,23,16,7,25,49,108,1
126,Marco Fabián,MEX,FW,Eint Frankfurt,29,1989,0.7,3,2,2,1,0,1,1,100.0,0,0,0,0,3,6,0,0
127,Ralf Fährmann,GER,GK,Schalke 04,29,1988,16.3,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,4
128,Simon Falette,GUI,DF,Eint Frankfurt,26,1992,6.7,9,6,7,1,1,2,6,33.3,4,11,5,6,14,23,32,0
129,Felipe,BRA,DF,Hannover 96,31,1987,12.2,23,15,21,2,0,9,17,52.9,8,17,9,8,35,58,71,0
130,Ohis Felix Uduokhai,GER,DF,Wolfsburg,20,1997,2.7,13,7,7,5,1,9,10,90.0,1,6,2,4,6,19,11,1
131,Gelson Fernandes,SUI,MF,Eint Frankfurt,31,1986,24.7,74,48,33,38,3,23,65,35.4,42,45,9,36,53,127,16,0
132,Oliver Fink,GER,MF,Düsseldorf,36,1982,11.7,38,22,17,17,4,12,38,31.6,26,20,3,17,13,51,19,0
133,Alfreð Finnbogason,ISL,FW,Augsburg,29,1989,14.8,7,3,2,5,0,1,9,11.1,8,6,1,5,3,10,11,0
134,Mark Flekken,NED,GK,Freiburg,25,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
135,Emil Forsberg,SWE,MF|FW,RB Leipzig,26,1991,13.9,12,7,0,12,0,5,16,31.3,11,16,1,15,3,15,6,0
136,Iver Fossum,NOR,MF,Hannover 96,22,1996,5.1,9,5,1,7,1,4,8,50.0,4,8,2,6,7,16,10,0
137,Raphael Framberger,GER,DF|MF,Augsburg,22,1995,6.1,8,6,4,4,0,0,3,0.0,3,10,3,7,11,19,15,1
138,Mike Frantz,GER,MF|FW,Freiburg,31,1986,24.6,34,26,15,15,4,6,20,30.0,14,24,4,20,21,55,32,0
139,Marco Friedl,AUT,DF,Werder Bremen,20,1998,5.3,8,6,4,3,1,3,11,27.3,8,9,6,3,13,21,21,0
140,Alexander Fuchs,GER,MF|FW,Nürnberg,21,1997,7.3,14,12,5,7,2,5,15,33.3,10,9,1,8,5,19,10,0
141,Niclas Füllkrug,GER,FW,Hannover 96,25,1993,12.4,3,0,0,1,2,1,5,20.0,4,10,4,6,1,4,17,0
142,Mijat Gaćinović,SRB,MF,Eint Frankfurt,23,1995,18.1,31,20,7,13,11,11,42,26.2,31,26,1,25,24,55,10,0
143,Jean-Philippe Gbamin,CIV,MF,Mainz 05,22,1995,29.7,51,31,29,15,7,23,51,45.1,28,39,5,34,30,81,32,1
144,Theodor Gebre Selassie,CZE,DF,Werder Bremen,31,1986,31.3,53,38,27,16,10,22,51,43.1,29,33,8,25,69,122,100,0
145,Dennis Geiger,GER,MF,Hoffenheim,20,1998,2.7,2,1,1,1,0,1,6,16.7,5,1,0,1,3,5,1,0
146,Christian Gentner,GER,MF|FW,Stuttgart,32,1985,22.4,61,38,29,26,6,16,50,32.0,34,30,3,27,31,92,41,1
147,Yannick Gerhardt,GER,MF,Wolfsburg,24,1994,27.3,52,34,22,20,10,16,43,37.2,27,35,7,28,30,82,34,0
148,Fabian Giefer,GER,GK,Augsburg,28,1990,4.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,2
149,Niko Gießelmann,GER,DF,Düsseldorf,26,1991,28.8,57,37,38,14,5,26,59,44.1,33,25,6,19,36,93,85,1
150,Daniel Ginczek,GER,FW,Wolfsburg,27,1991,14.2,9,7,4,3,2,5,19,26.3,14,12,2,10,3,12,23,1
151,Matthias Ginter,GER,DF,M'Gladbach,24,1994,26.4,24,14,16,7,1,9,17,52.9,8,31,19,12,17,41,98,1
152,Serge Gnabry,GER,FW|MF,Bayern Munich,23,1995,19.6,36,20,12,13,11,5,30,16.7,25,18,0,18,11,47,3,0
153,Kevin Goden,GER,DF|MF,Nürnberg,19,1999,3.0,4,3,3,1,0,2,7,28.6,5,4,1,3,4,8,11,0
154,Mario Gómez,GER,FW,Stuttgart,33,1985,24.6,19,11,6,10,3,2,12,16.7,10,17,6,11,5,24,33,0
155,Jérôme Gondorf,GER,MF|FW,Freiburg,30,1988,14.4,33,18,12,19,2,14,28,50.0,14,29,5,24,19,52,23,1
156,Nicolás González,ARG,FW|MF,Stuttgart,20,1998,24.0,19,14,3,7,9,9,19,47.4,10,32,2,30,11,30,27,0
157,Leon Goretzka,GER,MF,Bayern Munich,23,1995,22.5,41,22,7,27,7,14,38,36.8,24,25,4,21,26,67,14,1
158,Felix Götze,GER,MF,Augsburg,20,1998,1.4,4,2,2,2,0,3,3,100.0,0,1,0,1,3,7,7,0
159,Mario Götze,GER,FW|MF,Dortmund,26,1992,18.6,26,19,6,11,9,4,25,16.0,21,10,0,10,8,34,4,1
160,Jeffrey Gouweleeuw,NED,DF,Augsburg,27,1991,23.2,42,31,23,19,0,24,39,61.5,15,44,21,23,56,98,71,1
161,Michael Gregoritsch,AUT,MF|FW,Augsburg,24,1994,27.6,22,13,7,9,6,4,28,14.3,24,29,10,19,15,37,58,0
162,Vincenzo Grifo,ITA,MF|FW,Hoffenheim,25,1993,3.7,6,3,2,3,1,0,5,0.0,5,2,1,1,2,8,5,0
163,Vincenzo Grifo,ITA,MF|FW,Freiburg,25,1993,15.9,26,14,11,8,7,14,27,51.9,13,10,1,9,2,28,10,0
164,Florian Grillitsch,AUT,MF,Hoffenheim,22,1995,26.6,77,49,30,38,9,36,80,45.0,44,34,8,26,72,149,56,1
165,Marko Grujić,SRB,MF,Hertha BSC,22,1996,19.8,45,33,17,20,8,13,38,34.2,25,29,6,23,29,74,51,1
166,Raphaël Guerreiro,POR,FW|DF,Dortmund,24,1993,17.0,25,12,11,7,7,12,23,52.2,11,7,1,6,18,43,12,1
167,Josuha Guilavogui,FRA,MF,Wolfsburg,27,1990,17.4,31,16,18,13,0,14,25,56.0,11,17,8,9,43,74,56,2
168,Péter Gulácsi,HUN,GK,RB Leipzig,28,1990,32.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0
169,Manuel Gulde,GER,DF,Freiburg,27,1991,19.0,24,16,18,5,1,12,16,75.0,4,25,13,12,26,50,90,0
170,Christian Günter,GER,DF|MF,Freiburg,25,1993,32.0,38,26,16,16,6,20,43,46.5,23,31,7,24,14,52,55,0
171,Ahmet Gürleyen,GER,DF,Mainz 05,19,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
172,Jonathan de Guzmán,NED,MF,Eint Frankfurt,30,1987,17.4,34,24,11,20,3,13,28,46.4,15,18,2,16,11,45,16,0
173,Janik Haberer,GER,MF|FW,Freiburg,24,1994,26.0,71,47,37,24,10,30,75,40.0,45,31,4,27,36,107,49,0
174,Alexander Hack,GER,DF,Mainz 05,24,1993,11.3,29,13,20,9,0,19,28,67.9,9,26,15,11,41,70,59,2
175,Benjamin Hadžić,BIH,FW|MF,Hannover 96,19,1999,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
176,André Hahn,GER,FW|MF,Augsburg,27,1990,22.8,64,38,22,39,3,22,53,41.5,31,28,2,26,27,91,32,0
177,Amadou Haidara,MLI,MF,RB Leipzig,20,1998,4.2,13,11,4,8,1,8,14,57.1,6,9,1,8,4,17,7,0
178,Achraf Hakimi,MAR,DF,Dortmund,19,1998,19.3,34,19,25,8,1,17,36,47.2,19,27,4,23,29,63,45,2
179,Sébastien Haller,CIV,FW,Eint Frankfurt,24,1994,24.2,24,11,7,10,7,8,21,38.1,13,21,1,20,15,39,23,0
180,Marcel Halstenberg,GER,DF|FW,RB Leipzig,26,1991,26.8,68,44,31,24,13,42,65,64.6,23,27,4,23,38,106,69,0
181,Genki Haraguchi,JPN,MF|DF,Hannover 96,27,1991,23.7,44,26,21,20,3,17,66,25.8,49,34,5,29,21,65,33,0
182,Amine Harit,MAR,MF|FW,Schalke 04,21,1997,12.0,15,8,4,9,2,8,24,33.3,16,11,1,10,9,24,2,0
183,Martin Harnik,AUT,FW|MF,Werder Bremen,31,1987,9.2,12,7,4,3,5,4,15,26.7,11,8,0,8,3,15,10,0
184,Makoto Hasebe,JPN,DF|MF,Eint Frankfurt,34,1984,28.0,52,34,35,17,0,25,42,59.5,17,43,22,21,40,92,101,3
185,Kai Havertz,GER,MF|FW,Leverkusen,19,1999,32.2,26,17,10,11,5,8,32,25.0,24,31,4,27,16,42,29,0
186,Thorgan Hazard,BEL,FW|MF,M'Gladbach,25,1993,31.9,50,33,22,20,8,17,48,35.4,31,35,2,33,27,77,12,0
187,Dominique Heintz,GER,DF,Freiburg,24,1993,33.9,41,21,34,6,1,18,32,56.3,14,45,22,23,45,86,214,0
188,Rouwen Hennings,GER,FW,Düsseldorf,30,1987,20.4,14,10,1,8,5,2,13,15.4,11,16,1,15,4,18,20,0
189,Benjamin Henrichs,GER,DF,Leverkusen,21,1997,0.7,0,0,0,0,0,0,0,,0,2,0,2,3,3,0,0
190,Patrick Herrmann,GER,FW|DF,M'Gladbach,27,1991,12.0,20,14,8,7,5,6,17,35.3,11,6,3,3,6,26,12,0
191,Martin Hinteregger,AUT,DF,Augsburg,25,1992,17.5,48,35,31,16,1,24,35,68.6,11,24,13,11,22,70,68,0
192,Martin Hinteregger,AUT,DF,Eint Frankfurt,25,1992,12.7,34,26,19,12,3,13,28,46.4,15,20,7,13,13,47,51,0
193,Marwin Hitz,SUI,GK,Dortmund,30,1987,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
194,André Hoffmann,GER,DF|MF,Düsseldorf,25,1993,11.7,22,14,12,10,0,9,25,36.0,16,17,12,5,21,43,44,0
195,Nicolas Höfler,GER,MF,Freiburg,28,1990,17.9,45,22,19,22,4,14,36,38.9,22,21,4,17,32,77,41,0
196,Jonas Hofmann,GER,MF,M'Gladbach,26,1992,21.2,37,18,11,19,7,9,37,24.3,28,33,2,31,16,53,14,1
197,Lucas Höler,GER,FW,Freiburg,24,1994,11.2,18,13,6,9,3,4,18,22.2,14,10,1,9,3,21,15,2
198,Gerrit Holtmann,PHI,FW|MF,Mainz 05,23,1995,1.6,2,0,1,0,1,1,2,50.0,1,3,2,1,4,6,1,0
