Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
91,Danny da Costa,GER,DF|FW,Eint Frankfurt,25,1993,33.7,61,1.81,47,6,4,2,2,0,10,0.30,6,2,1,0,1,0
92,Mickaël Cuisance,FRA,MF,M'Gladbach,18,1999,3.1,12,3.87,10,0,2,0,0,0,2,0.65,2,0,0,0,0,0
93,Matheus Cunha,BRA,FW|MF,RB Leipzig,19,1999,9.5,33,3.48,19,0,8,2,4,0,4,0.42,0,0,2,0,2,0
94,Christoph Daferner,GER,FW,Freiburg,20,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,Mahmoud Dahoud,GER,MF,Dortmund,22,1996,7.7,19,2.45,17,0,1,0,1,0,3,0.39,3,0,0,0,0,0
96,Leon Dajaku,GER,DF|MF,Stuttgart,17,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
97,Kevin Danso,AUT,DF,Augsburg,19,1998,13.9,6,0.43,3,1,0,2,0,0,3,0.22,1,0,0,2,0,0
98,Palkó Dárdai,HUN,FW|MF,Hertha BSC,19,1999,1.3,4,3.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Vladimír Darida,CZE,MF,Hertha BSC,27,1990,4.2,12,2.87,12,0,0,0,0,0,1,0.24,1,0,0,0,0,0
100,Alphonso Davies,CAN,MF|FW,Bayern Munich,17,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Thomas Delaney,DEN,MF,Dortmund,26,1991,25.4,42,1.66,33,0,2,3,1,3,10,0.39,7,0,0,3,0,0
102,Kerem Demirbay,GER,MF,Hoffenheim,25,1993,22.4,143,6.38,81,38,10,7,2,5,12,0.54,7,3,1,1,0,0
103,Diego Demme,GER,MF,RB Leipzig,26,1991,22.8,65,2.85,54,6,0,1,4,0,4,0.18,3,0,0,1,0,0
104,Franco Di Santo,ARG,MF|FW,Schalke 04,29,1989,2.7,5,1.84,3,0,0,0,1,1,1,0.37,1,0,0,0,0,0
105,Abdou Diallo,SEN,DF,Dortmund,22,1996,26.4,21,0.79,17,0,0,3,1,0,2,0.08,1,0,0,1,0,0
106,Daniel Didavi,GER,MF|FW,Stuttgart,28,1990,10.6,62,5.84,37,13,3,2,6,1,4,0.38,3,0,1,0,0,0
107,Tim Dierßen,GER,MF,Hannover 96,22,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
108,Javairô Dilrosun,NED,FW|MF,Hertha BSC,20,1998,10.0,35,3.51,23,0,5,2,4,1,5,0.50,4,0,0,1,0,0
109,Giulio Donati,ITA,DF,Mainz 05,28,1990,6.9,20,2.88,15,3,0,0,1,1,2,0.29,1,1,0,0,0,0
110,Ji Dong-won,KOR,MF|FW,Augsburg,27,1991,9.9,33,3.33,23,0,2,2,4,2,4,0.40,2,0,0,1,0,1
111,Anastasios Donis,GRE,FW|MF,Stuttgart,21,1996,10.7,21,1.97,14,0,4,2,0,1,3,0.28,2,0,1,0,0,0
112,Aleksandar Dragović,AUT,DF,Leverkusen,27,1991,14.8,9,0.61,7,0,0,1,1,0,1,0.07,1,0,0,0,0,0
113,Josip Drmić,SUI,FW,M'Gladbach,25,1992,2.5,4,1.62,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
114,Jaroslav Drobný,CZE,GK,Düsseldorf,38,1979,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Marvin Ducksch,GER,FW,Düsseldorf,24,1994,9.1,37,4.05,28,2,0,5,0,2,3,0.33,3,0,0,0,0,0
116,Ondrej Duda,SVK,MF,Hertha BSC,23,1994,28.5,93,3.27,59,14,5,10,4,1,12,0.42,7,1,0,2,1,1
117,Johannes Eggestein,GER,FW|MF,Werder Bremen,20,1998,12.4,30,2.43,20,0,5,3,2,0,7,0.57,4,0,1,2,0,0
118,Maximilian Eggestein,GER,MF,Werder Bremen,21,1996,33.9,90,2.65,76,0,5,4,2,3,9,0.27,7,0,2,0,0,0
119,Josip Elez,CRO,DF,Hannover 96,24,1994,7.2,5,0.69,4,0,1,0,0,0,1,0.14,1,0,0,0,0,0
120,Nico Elvedi,SUI,DF,M'Gladbach,21,1996,29.1,21,0.72,18,1,0,1,0,1,5,0.17,5,0,0,0,0,0
121,Breel Embolo,SUI,FW,Schalke 04,21,1997,14.9,48,3.21,26,0,6,3,13,0,9,0.60,3,0,2,2,2,0
122,Patrick Erras,GER,MF,Nürnberg,23,1995,13.6,20,1.47,19,0,0,1,0,0,2,0.15,1,0,0,1,0,0
123,Michael Esser,GER,GK,Hannover 96,30,1987,32.0,12,0.37,10,2,0,0,0,0,0,0.00,0,0,0,0,0,0
124,Alexander Esswein,GER,MF|FW,Stuttgart,28,1990,13.9,46,3.30,33,2,3,3,4,1,4,0.29,2,0,0,1,1,0
125,Ewerton,BRA,DF,Nürnberg,29,1989,14.9,6,0.40,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
126,Marco Fabián,MEX,FW,Eint Frankfurt,29,1989,0.7,1,1.45,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
127,Ralf Fährmann,GER,GK,Schalke 04,29,1988,16.3,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
128,Simon Falette,GUI,DF,Eint Frankfurt,26,1992,6.7,3,0.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
129,Felipe,BRA,DF,Hannover 96,31,1987,12.2,4,0.33,2,0,0,1,1,0,2,0.16,0,0,0,1,1,0
130,Ohis Felix Uduokhai,GER,DF,Wolfsburg,20,1997,2.7,4,1.48,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
131,Gelson Fernandes,SUI,MF,Eint Frankfurt,31,1986,24.7,13,0.53,11,0,0,0,0,2,1,0.04,1,0,0,0,0,0
132,Oliver Fink,GER,MF,Düsseldorf,36,1982,11.7,26,2.22,17,1,2,1,2,3,4,0.34,2,0,1,0,0,1
133,Alfreð Finnbogason,ISL,FW,Augsburg,29,1989,14.8,39,2.63,32,0,2,2,3,0,6,0.40,3,0,1,0,2,0
134,Mark Flekken,NED,GK,Freiburg,25,1993,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Emil Forsberg,SWE,MF|FW,RB Leipzig,26,1991,13.9,70,5.04,50,10,3,4,3,0,15,1.08,10,1,1,2,1,0
136,Iver Fossum,NOR,MF,Hannover 96,22,1996,5.1,16,3.16,12,4,0,0,0,0,1,0.20,1,0,0,0,0,0
137,Raphael Framberger,GER,DF|MF,Augsburg,22,1995,6.1,13,2.14,8,1,2,0,2,0,0,0.00,0,0,0,0,0,0
138,Mike Frantz,GER,MF|FW,Freiburg,31,1986,24.6,35,1.42,27,1,2,0,4,1,3,0.12,1,0,0,0,1,1
139,Marco Friedl,AUT,DF,Werder Bremen,20,1998,5.3,1,0.19,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
140,Alexander Fuchs,GER,MF|FW,Nürnberg,21,1997,7.3,19,2.61,14,0,1,3,1,0,0,0.00,0,0,0,0,0,0
141,Niclas Füllkrug,GER,FW,Hannover 96,25,1993,12.4,33,2.67,26,0,1,3,3,0,6,0.49,5,0,0,0,1,0
142,Mijat Gaćinović,SRB,MF,Eint Frankfurt,23,1995,18.1,52,2.88,46,2,1,1,2,0,7,0.39,6,0,0,0,1,0
143,Jean-Philippe Gbamin,CIV,MF,Mainz 05,22,1995,29.7,60,2.02,52,1,2,4,0,1,3,0.10,2,0,1,0,0,0
144,Theodor Gebre Selassie,CZE,DF,Werder Bremen,31,1986,31.3,60,1.92,42,4,1,6,4,3,10,0.32,6,0,1,2,1,0
145,Dennis Geiger,GER,MF,Hoffenheim,20,1998,2.7,13,4.76,6,5,0,0,1,1,2,0.73,0,1,0,0,1,0
146,Christian Gentner,GER,MF|FW,Stuttgart,32,1985,22.4,50,2.23,43,0,1,2,3,1,8,0.36,7,0,1,0,0,0
147,Yannick Gerhardt,GER,MF,Wolfsburg,24,1994,27.3,67,2.46,54,1,0,6,6,0,9,0.33,4,0,0,4,1,0
148,Fabian Giefer,GER,GK,Augsburg,28,1990,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Niko Gießelmann,GER,DF,Düsseldorf,26,1991,28.8,66,2.29,41,10,3,6,6,0,9,0.31,5,1,0,1,2,0
150,Daniel Ginczek,GER,FW,Wolfsburg,27,1991,14.2,35,2.47,22,0,6,3,4,0,6,0.42,4,0,1,1,0,0
151,Matthias Ginter,GER,DF,M'Gladbach,24,1994,26.4,31,1.17,21,0,0,8,1,1,2,0.08,1,0,0,1,0,0
152,Serge Gnabry,GER,FW|MF,Bayern Munich,23,1995,19.6,78,3.98,57,1,8,9,2,1,15,0.77,10,0,1,4,0,0
153,Kevin Goden,GER,DF|MF,Nürnberg,19,1999,3.0,2,0.66,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
154,Mario Gómez,GER,FW,Stuttgart,33,1985,24.6,48,1.95,37,0,3,6,0,2,5,0.20,3,0,0,2,0,0
155,Jérôme Gondorf,GER,MF|FW,Freiburg,30,1988,14.4,40,2.78,27,7,2,2,2,0,3,0.21,3,0,0,0,0,0
156,Nicolás González,ARG,FW|MF,Stuttgart,20,1998,24.0,76,3.17,58,0,3,5,9,1,6,0.25,5,0,0,1,0,0
157,Leon Goretzka,GER,MF,Bayern Munich,23,1995,22.5,50,2.23,37,0,2,8,3,0,7,0.31,5,0,0,2,0,0
158,Felix Götze,GER,MF,Augsburg,20,1998,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
159,Mario Götze,GER,FW|MF,Dortmund,26,1992,18.6,72,3.87,60,1,3,3,5,0,8,0.43,8,0,0,0,0,0
160,Jeffrey Gouweleeuw,NED,DF,Augsburg,27,1991,23.2,21,0.90,16,0,1,2,0,2,3,0.13,2,0,0,1,0,0
161,Michael Gregoritsch,AUT,MF|FW,Augsburg,24,1994,27.6,70,2.53,54,1,3,7,4,1,3,0.11,3,0,0,0,0,0
162,Vincenzo Grifo,ITA,MF|FW,Hoffenheim,25,1993,3.7,20,5.37,13,3,1,2,1,0,3,0.81,2,1,0,0,0,0
163,Vincenzo Grifo,ITA,MF|FW,Freiburg,25,1993,15.9,76,4.79,46,12,10,3,4,1,8,0.50,3,2,0,1,2,0
164,Florian Grillitsch,AUT,MF,Hoffenheim,22,1995,26.6,85,3.20,69,2,2,1,6,5,9,0.34,8,0,0,0,1,0
165,Marko Grujić,SRB,MF,Hertha BSC,22,1996,19.8,47,2.38,35,0,4,5,3,0,1,0.05,1,0,0,0,0,0
166,Raphaël Guerreiro,POR,FW|DF,Dortmund,24,1993,17.0,76,4.48,47,18,3,5,2,1,13,0.77,9,3,1,0,0,0
167,Josuha Guilavogui,FRA,MF,Wolfsburg,27,1990,17.4,22,1.26,22,0,0,0,0,0,2,0.11,2,0,0,0,0,0
168,Péter Gulácsi,HUN,GK,RB Leipzig,28,1990,32.5,5,0.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Manuel Gulde,GER,DF,Freiburg,27,1991,19.0,17,0.89,15,0,0,2,0,0,1,0.05,0,0,0,1,0,0
170,Christian Günter,GER,DF|MF,Freiburg,25,1993,32.0,92,2.88,51,27,7,5,2,0,7,0.22,3,2,0,2,0,0
171,Ahmet Gürleyen,GER,DF,Mainz 05,19,1999,0.1,1,6.92,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
172,Jonathan de Guzmán,NED,MF,Eint Frankfurt,30,1987,17.4,55,3.16,25,24,1,3,1,1,9,0.52,6,1,0,1,0,1
173,Janik Haberer,GER,MF|FW,Freiburg,24,1994,26.0,91,3.50,75,0,3,5,6,2,8,0.31,5,0,0,1,2,0
174,Alexander Hack,GER,DF,Mainz 05,24,1993,11.3,19,1.68,13,1,1,3,1,0,2,0.18,0,0,0,2,0,0
175,Benjamin Hadžić,BIH,FW|MF,Hannover 96,19,1999,0.3,1,3.60,1,0,0,0,0,0,1,3.60,1,0,0,0,0,0
176,André Hahn,GER,FW|MF,Augsburg,27,1990,22.8,51,2.24,39,2,0,8,1,1,7,0.31,3,0,0,4,0,0
177,Amadou Haidara,MLI,MF,RB Leipzig,20,1998,4.2,13,3.10,10,0,1,2,0,0,1,0.24,1,0,0,0,0,0
178,Achraf Hakimi,MAR,DF,Dortmund,19,1998,19.3,43,2.22,30,1,0,2,9,1,10,0.52,6,0,0,0,3,1
179,Sébastien Haller,CIV,FW,Eint Frankfurt,24,1994,24.2,72,2.97,53,0,8,8,2,1,16,0.66,12,0,1,3,0,0
180,Marcel Halstenberg,GER,DF|FW,RB Leipzig,26,1991,26.8,93,3.47,51,32,5,2,1,2,16,0.60,11,2,0,0,1,2
181,Genki Haraguchi,JPN,MF|DF,Hannover 96,27,1991,23.7,63,2.66,48,0,7,1,6,1,3,0.13,3,0,0,0,0,0
182,Amine Harit,MAR,MF|FW,Schalke 04,21,1997,12.0,48,3.99,32,0,1,1,12,2,2,0.17,1,0,0,0,1,0
183,Martin Harnik,AUT,FW|MF,Werder Bremen,31,1987,9.2,27,2.93,19,0,2,4,1,1,6,0.65,2,0,2,2,0,0
184,Makoto Hasebe,JPN,DF|MF,Eint Frankfurt,34,1984,28.0,23,0.82,20,2,0,1,0,0,2,0.07,2,0,0,0,0,0
185,Kai Havertz,GER,MF|FW,Leverkusen,19,1999,32.2,127,3.95,96,1,7,8,12,3,18,0.56,16,0,0,1,1,0
186,Thorgan Hazard,BEL,FW|MF,M'Gladbach,25,1993,31.9,144,4.51,89,32,7,7,8,1,15,0.47,12,3,0,0,0,0
187,Dominique Heintz,GER,DF,Freiburg,24,1993,33.9,35,1.03,29,5,0,1,0,0,2,0.06,2,0,0,0,0,0
188,Rouwen Hennings,GER,FW,Düsseldorf,30,1987,20.4,54,2.65,43,0,3,3,5,0,8,0.39,7,0,0,1,0,0
189,Benjamin Henrichs,GER,DF,Leverkusen,21,1997,0.7,2,2.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
