Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR
33,Jaime Báez,URU,DF,Cremonese,27,1995,1.1,62,3,10,37,16,2,62,2,1,50.0,0,0.0,34,197,124,5,3,0,1,0,34,8
34,Nedim Bajrami,ALB,MF|FW,Empoli,23,1999,10.4,457,1,66,185,219,27,457,31,11,35.5,18,58.1,267,1928,816,22,21,10,24,17,304,47
35,Nedim Bajrami,ALB,FW|MF,Sassuolo,23,1999,9.1,451,8,63,150,247,29,451,32,18,56.3,12,37.5,278,1652,739,23,16,12,20,9,295,96
36,Tiemoué Bakayoko,FRA,MF,Milan,27,1994,0.5,30,3,16,12,2,0,30,3,1,33.3,2,66.7,16,96,56,0,1,0,1,1,15,1
37,Tommaso Baldanzi,ITA,MF,Empoli,19,2003,19.7,841,11,109,408,334,46,841,60,23,38.3,30,50.0,548,3500,1772,57,51,14,33,15,600,94
38,Fodé Ballo-Touré,SEN,DF,Milan,25,1997,5.8,352,7,77,168,110,9,352,15,5,33.3,9,60.0,152,762,427,11,7,0,6,6,188,31
39,Lameck Banda,ZAM,FW|MF,Lecce,21,2001,18.2,720,13,75,266,403,74,720,112,48,42.9,48,42.9,505,4583,2236,86,55,38,67,36,509,160
40,Filippo Bandinelli,ITA,MF,Empoli,27,1995,25.1,1333,66,317,658,376,29,1333,42,15,35.7,21,50.0,746,3897,1736,40,41,7,42,30,863,89
41,Antonín Barák,CZE,MF,Hellas Verona,27,1994,0.3,16,0,0,10,6,0,16,2,1,50.0,1,50.0,12,68,25,0,0,0,1,1,11,1
42,Antonín Barák,CZE,MF,Fiorentina,27,1994,20.0,904,19,84,470,362,67,904,39,19,48.7,17,43.6,556,3364,1435,45,31,8,34,28,649,93
43,Andrea Barberis,ITA,MF,Monza,28,1993,3.8,194,6,38,126,31,2,194,0,0,,0,,100,487,253,3,7,1,3,6,137,0
44,Tommaso Barbieri,ITA,DF,Juventus,19,2002,1.2,78,1,28,29,21,2,78,3,1,33.3,1,33.3,40,275,125,5,2,0,5,0,50,4
45,Francesco Bardi,ITA,GK,Bologna,30,1992,1.0,25,23,25,0,0,0,25,0,0,,0,,10,46,35,0,0,0,0,1,7,0
46,Nicolò Barella,ITA,MF,Inter,25,1997,29.0,1892,43,303,962,656,57,1892,70,40,57.1,17,24.3,1253,7327,3430,76,69,10,52,39,1426,162
47,Enzo Barrenechea,ARG,MF,Juventus,21,2001,1.8,138,3,36,90,13,2,138,1,0,0.0,1,100.0,79,343,171,1,1,0,1,1,93,2
48,Musa Barrow,GAM,FW|MF,Bologna,23,1998,21.8,1064,5,122,454,502,46,1064,71,24,33.8,41,57.7,667,4328,1960,68,59,19,50,31,791,141
49,Federico Baschirotto,ITA,DF,Lecce,25,1996,37.0,1823,238,968,771,96,36,1823,5,3,60.0,1,20.0,849,4481,2352,12,4,0,10,2,918,12
50,Toma Bašić,CRO,MF,Lazio,25,1996,5.7,367,12,75,179,115,17,367,8,3,37.5,4,50.0,222,1064,477,14,8,1,13,6,250,29
51,Alberto Basso,ITA,MF,Cremonese,18,2004,0.2,3,0,0,0,3,1,3,0,0,,0,,2,27,11,0,0,0,0,1,3,2
52,Alessandro Bastoni,ITA,DF,Inter,23,1999,24.0,1857,201,796,821,250,30,1857,15,8,53.3,6,40.0,1137,5797,3688,47,31,3,13,6,1310,44
53,Simone Bastoni,ITA,MF|DF,Spezia,25,1996,13.2,749,31,183,306,273,24,749,20,7,35.0,10,50.0,341,1724,853,20,16,2,20,14,401,65
54,Brian Bayeye,,DF,Torino,22,2000,0.7,64,6,29,24,11,3,64,2,2,100.0,0,0.0,23,139,93,3,2,2,3,2,29,5
55,Rodrigo Becão,BRA,DF,Udinese,26,1996,27.6,1667,135,805,701,172,43,1667,10,5,50.0,5,50.0,850,3682,2219,19,15,3,16,2,948,48
56,Julius Beck,DEN,MF,Spezia,17,2005,0.1,8,0,2,5,1,0,8,0,0,,0,,5,27,5,0,0,0,1,1,6,0
57,Raoul Bellanova,ITA,DF,Inter,22,2000,5.5,373,24,115,127,135,13,373,12,7,58.3,2,16.7,230,1762,908,25,12,3,4,5,246,37
58,Andrea Belotti,ITA,FW,Roma,28,1993,12.7,404,7,34,164,210,52,403,33,7,21.2,18,54.5,226,1235,452,21,14,11,34,15,322,94
59,Marco Benassi,ITA,DF,Fiorentina,27,1994,1.0,112,1,25,64,24,3,112,1,0,0.0,0,0.0,81,284,120,0,4,0,1,1,85,6
60,Marco Benassi,ITA,MF,Cremonese,27,1994,11.1,461,20,109,221,136,17,461,9,8,88.9,0,0.0,225,1193,439,10,14,0,12,10,224,30
61,Ismaël Bennacer,ALG,MF,Milan,24,1997,22.3,1666,30,300,1023,369,10,1666,49,27,55.1,13,26.5,985,5133,2012,30,30,4,42,23,1097,52
62,Domenico Berardi,ITA,FW,Sassuolo,27,1994,20.7,1179,17,102,463,628,111,1171,50,22,44.0,20,40.0,766,3818,1586,57,29,31,60,23,905,213
63,Bartosz Bereszyński,POL,DF,Sampdoria,30,1992,13.3,759,48,255,317,198,13,759,15,4,26.7,11,73.3,329,1643,860,20,16,1,12,5,354,40
64,Bartosz Bereszyński,POL,DF,Napoli,30,1992,1.8,124,6,33,60,32,1,124,3,1,33.3,2,66.7,61,342,173,8,7,0,1,1,66,7
65,Marco Bertini,ITA,MF,Lazio,19,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
66,Beto,GNB,FW,Udinese,24,1998,23.7,652,34,49,274,336,130,651,76,32,42.1,40,52.6,364,1825,594,25,15,14,114,43,475,121
67,Matteo Bianchetti,ITA,DF,Cremonese,29,1993,23.7,1169,188,692,447,37,13,1169,3,2,66.7,1,33.3,552,2612,1377,6,2,0,6,3,586,4
68,Alessandro Bianco,ITA,MF,Fiorentina,19,2002,1.7,91,2,18,59,14,1,91,2,0,0.0,0,0.0,49,240,144,4,1,0,2,5,68,2
69,Jaka Bijol,SVN,DF,Udinese,23,1999,30.3,1729,296,1068,612,53,40,1729,5,2,40.0,3,60.0,972,4732,2415,3,7,2,10,4,1032,7
70,Cristiano Biraghi,ITA,DF,Fiorentina,29,1992,28.3,2213,72,534,904,793,26,2212,20,7,35.0,9,45.0,1011,4803,2798,69,51,10,16,6,1214,113
71,Samuele Birindelli,ITA,DF,Monza,23,1999,15.6,957,51,277,372,321,30,957,20,11,55.0,8,40.0,509,3234,1645,55,35,7,24,15,606,121
72,Kristijan Bistrović,CRO,MF,Lecce,24,1998,5.1,168,5,29,84,55,3,168,1,1,100.0,0,0.0,83,378,119,4,1,0,3,5,99,8
73,Alexis Blin,FRA,MF,Lecce,25,1996,26.4,1299,86,352,697,257,33,1299,11,5,45.5,6,54.5,536,2330,1095,13,17,1,34,15,665,32
74,Jeremie Boga,CIV,MF|FW,Atalanta,25,1997,8.7,600,1,43,228,344,37,600,95,48,50.5,33,34.7,418,3673,1904,64,47,20,31,11,489,78
75,Emil Bohinen,NOR,MF,Salernitana,23,1999,9.2,610,36,172,335,110,6,610,18,8,44.4,7,38.9,320,1702,868,12,12,0,10,9,355,16
76,Giacomo Bonaventura,ITA,MF,Fiorentina,32,1989,21.2,1134,14,132,573,456,69,1134,54,23,42.6,19,35.2,707,4208,2260,64,60,10,23,29,804,91
77,Federico Bonazzoli,ITA,FW|MF,Salernitana,25,1997,12.4,487,0,33,269,191,31,487,23,12,52.2,9,39.1,304,1138,435,11,10,3,42,12,378,67
78,Warren Bondo,FRA,MF,Monza,18,2003,0.7,60,0,8,40,13,0,60,4,3,75.0,1,25.0,45,315,147,3,3,0,1,1,51,2
79,Kevin Bonifazi,ITA,DF,Bologna,26,1996,10.0,828,127,448,364,22,4,828,7,5,71.4,2,28.6,549,3188,1823,4,3,0,9,5,613,0
80,Leonardo Bonucci,ITA,DF,Juventus,35,1987,9.8,658,102,326,326,10,7,657,1,1,100.0,0,0.0,405,1630,854,2,2,0,3,1,460,1
81,Erik Botheim,NOR,MF|FW,Salernitana,22,2000,9.6,300,7,38,146,118,23,300,7,2,28.6,4,57.1,166,647,259,11,5,3,19,12,230,61
82,Mehdi Bourabia,MAR,MF,Spezia,30,1991,30.8,1639,98,422,832,409,21,1639,64,28,43.8,32,50.0,810,3731,1777,37,30,5,54,27,956,58
83,Edoardo Bove,ITA,MF,Roma,20,2002,11.0,532,12,107,301,131,20,532,13,5,38.5,4,30.8,263,1015,404,9,9,2,25,17,289,26
84,Jayden Braaf,NED,MF|FW,Hellas Verona,19,2002,3.2,129,1,16,63,54,16,129,24,15,62.5,8,33.3,89,694,294,10,9,5,13,15,91,29
85,Domagoj Bradarić,CRO,DF,Salernitana,22,1999,25.0,1352,50,398,609,368,22,1352,50,17,34.0,28,56.0,706,4295,2396,63,46,8,27,10,744,107
86,Josip Brekalo,CRO,FW|MF,Fiorentina,24,1998,2.5,127,0,10,49,71,8,127,10,6,60.0,2,20.0,82,823,342,11,10,2,7,6,98,31
87,Gleison Bremer,BRA,DF,Juventus,25,1997,29.3,1994,287,1100,827,76,50,1994,7,3,42.9,4,57.1,1146,4727,2297,8,6,0,18,8,1304,4
88,Dylan Bronn,TUN,DF,Salernitana,27,1995,18.7,1196,106,562,590,48,10,1196,11,6,54.5,3,27.3,638,2651,1487,10,6,0,7,2,759,5
89,Marcelo Brozović,CRO,MF,Inter,29,1992,19.7,1696,81,439,987,291,22,1696,27,16,59.3,9,33.3,1085,5728,2296,29,29,7,19,6,1218,35
90,Cristian Buonaiuto,ITA,MF|FW,Cremonese,29,1992,10.9,652,11,62,282,319,49,651,47,20,42.6,23,48.9,395,2208,974,35,29,9,36,28,421,89
91,Alessandro Buongiorno,ITA,DF,Torino,23,1999,30.2,1938,161,860,976,110,33,1938,16,6,37.5,7,43.8,986,4659,2324,13,16,2,33,6,1180,19
92,Leonardo Buta,POR,DF,Udinese,20,2002,0.2,14,0,2,7,5,0,14,0,0,,0,,10,66,43,1,0,0,0,0,12,1
93,Juan Cabal,COL,DF,Hellas Verona,21,2001,4.9,279,29,134,136,16,1,279,4,3,75.0,0,0.0,139,642,358,4,5,0,4,3,141,8
94,Liberato Cacace,NZL,DF,Empoli,21,2000,6.5,525,33,166,243,122,12,525,20,8,40.0,10,50.0,242,1509,814,21,14,4,6,7,292,31
95,Davide Calabria,ITA,DF,Milan,25,1996,18.8,1474,59,414,768,307,16,1474,14,3,21.4,8,57.1,755,3303,1966,26,23,2,14,7,915,80
96,Mattia Caldara,ITA,DF,Spezia,28,1994,13.9,791,145,450,304,46,17,791,5,2,40.0,2,40.0,380,1885,830,5,4,0,9,4,361,4
97,Luca Caldirola,ITA,DF,Monza,31,1991,26.1,1636,219,891,674,75,12,1636,3,1,33.3,1,33.3,978,4803,2623,12,11,0,5,1,1176,13
98,Hakan Çalhanoğlu,TUR,MF,Inter,28,1994,26.3,1942,34,367,1015,581,26,1941,24,8,33.3,10,41.7,1167,5515,2601,46,55,6,32,12,1323,68
99,Mohamed Camara,GUI,MF,Roma,25,1997,7.7,393,10,61,262,81,8,393,13,7,53.8,5,38.5,233,1268,585,13,10,2,11,6,241,14
100,Nicolò Cambiaghi,ITA,FW|MF,Empoli,21,2000,14.3,638,9,87,255,311,56,638,57,22,38.6,20,35.1,442,3746,1603,73,30,23,44,21,464,99
101,Andrea Cambiaso,ITA,DF,Bologna,22,2000,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105
102,Matteo Cancellieri,ITA,FW,Lazio,20,2002,2.8,134,2,20,50,66,16,134,9,3,33.3,4,44.4,88,630,346,15,8,9,13,3,97,33
103,Antonio Candreva,ITA,MF|DF,Salernitana,35,1987,30.3,1802,48,332,783,708,46,1802,34,8,23.5,14,41.2,1093,5695,2245,71,50,10,25,13,1298,171
104,Gianluca Caprari,ITA,MF|FW,Monza,29,1993,27.1,1364,7,128,668,577,103,1363,91,40,44.0,43,47.3,884,5535,2661,100,50,42,79,32,1089,188
105,Francesco Caputo,ITA,FW,Sampdoria,34,1987,12.2,309,4,11,126,172,49,309,9,3,33.3,5,55.6,181,696,192,6,4,7,21,14,243,76
106,Francesco Caputo,ITA,FW,Empoli,34,1987,19.0,478,10,34,207,239,103,476,12,1,8.3,8,66.7,288,1218,449,16,7,7,45,24,395,128
107,Andrea Carboni,ITA,DF,Monza,21,2001,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2
108,Franco Carboni,ITA,DF|FW,Monza,19,2003,0.7,61,2,17,28,21,1,61,7,3,42.9,4,57.1,34,293,169,7,3,1,0,0,36,8
109,Valentin Carboni,ARG,MF|DF,Inter,17,2005,0.3,25,0,4,12,10,1,25,2,1,50.0,1,50.0,16,182,83,2,0,0,2,1,15,3
110,Carlos,BRA,DF,Monza,23,1999,34.3,2073,111,676,917,498,71,2073,61,33,54.1,24,39.3,1032,5925,3073,87,62,15,45,28,1267,151
111,Marco Carnesecchi,ITA,GK,Cremonese,22,2000,27.0,1036,906,1036,0,0,0,1036,0,0,,0,,568,2965,1600,0,0,0,0,0,407,0
112,Nicolò Casale,ITA,DF,Lazio,24,1998,27.1,1803,215,871,917,27,14,1803,3,1,33.3,2,66.7,1102,6813,3784,11,3,0,5,1,1246,3
113,Tommaso Cassandro,ITA,DF,Lecce,22,2000,0.1,8,1,4,3,1,0,8,0,0,,0,,2,5,4,0,0,0,0,0,3,0
114,Michele Castagnetti,ITA,MF,Cremonese,32,1989,15.7,941,33,209,560,184,9,941,12,8,66.7,3,25.0,449,1871,970,14,11,0,15,3,551,10
115,Gaetano Castrovilli,ITA,MF,Fiorentina,25,1997,8.0,324,15,56,148,127,22,324,16,7,43.8,5,31.3,176,1019,467,12,13,0,11,9,200,16
116,Danilo Cataldi,ITA,MF,Lazio,27,1994,21.3,1487,80,370,954,174,0,1487,18,6,33.3,8,44.4,752,2871,1108,8,9,0,7,8,1044,14
117,Pietro Ceccaroni,ITA,DF,Lecce,26,1995,0.5,22,4,9,10,3,1,22,0,0,,0,,7,30,16,0,0,0,0,0,7,1
118,Federico Ceccherini,ITA,DF,Hellas Verona,30,1992,15.7,780,86,308,386,96,15,780,3,2,66.7,1,33.3,368,1928,1123,25,14,2,13,8,409,20
119,Assan Ceesay,GAM,FW,Lecce,28,1994,20.1,642,28,69,270,311,71,641,36,22,61.1,12,33.3,304,1456,590,21,15,8,64,25,417,111
120,Emil Ceide,NOR,FW,Sassuolo,20,2001,5.7,233,1,30,80,124,39,233,25,8,32.0,14,56.0,160,1103,709,37,13,23,15,8,182,47
121,Zeki Çelik,TUR,DF,Roma,25,1997,16.7,1102,43,350,491,276,18,1102,16,6,37.5,10,62.5,522,2709,1444,34,31,6,17,13,604,76
122,Michele Cerofolini,ITA,GK,Fiorentina,23,1999,5.0,202,165,201,1,0,0,202,0,0,,0,,123,615,370,0,0,0,0,0,121,0
123,Federico Chiesa,ITA,DF|MF,Juventus,24,1997,9.5,476,4,56,166,265,49,476,45,24,53.3,19,42.2,293,2176,1193,46,28,16,26,19,331,88
124,Vlad Chiricheș,ROU,DF,Cremonese,32,1989,10.9,554,120,358,194,6,2,554,4,3,75.0,0,0.0,250,1290,664,2,2,0,2,4,280,1
125,Daniel Ciofani,ITA,FW,Cremonese,37,1985,11.8,307,14,25,119,163,51,303,4,0,0.0,4,100.0,152,434,149,5,11,1,24,10,217,36
126,Tio Cipot,SVN,FW|MF,Spezia,19,2003,1.5,83,2,16,32,42,5,83,7,3,42.9,4,57.1,47,311,157,5,4,1,5,6,54,17
127,Patrick Ciurria,ITA,DF|MF,Monza,27,1995,30.6,1604,46,396,694,534,51,1604,54,18,33.3,28,51.9,877,5018,2362,67,48,9,47,16,1062,168
128,Nicolò Cocetta,ITA,DF,Udinese,18,2003,0.4,14,4,8,6,0,0,14,0,0,,0,,6,17,4,0,0,0,0,0,6,0
129,Omar Colley,GAM,DF,Sampdoria,29,1992,15.4,860,107,451,390,20,9,860,2,2,100.0,0,0.0,511,2142,1020,3,1,0,4,2,517,2
130,Lorenzo Colombo,ITA,FW,Lecce,20,2002,16.8,588,6,24,266,304,74,586,37,11,29.7,22,59.5,307,1330,408,14,12,6,79,38,418,119
131,Andrea Colpani,ITA,MF,Monza,23,1999,10.5,538,8,55,267,232,31,538,41,20,48.8,13,31.7,371,2327,1110,31,32,8,22,17,412,69
132,Andrea Consigli,ITA,GK,Sassuolo,35,1987,35.0,1480,1194,1468,11,1,0,1480,0,0,,0,,873,4354,2708,0,0,0,1,0,761,0
133,Andrea Conti,ITA,DF,Sampdoria,28,1994,0.3,11,0,0,8,3,0,11,0,0,,0,,4,10,5,0,0,0,0,1,6,2
134,Diego Coppola,ITA,DF,Hellas Verona,18,2003,13.1,693,66,337,302,61,9,693,4,2,50.0,2,50.0,312,1618,787,9,9,0,8,2,320,8
135,Alex Cordaz,ITA,GK,Inter,39,1983,0.3,21,19,21,0,0,0,21,0,0,,0,,13,42,14,0,0,0,0,0,11,0
136,Joaquín Correa,ARG,FW,Inter,27,1994,10.6,384,2,25,183,183,37,384,32,14,43.8,13,40.6,260,1515,646,19,13,9,29,16,301,61
137,Alessandro Cortinovis,ITA,MF,Hellas Verona,21,2001,0.1,8,0,3,0,5,0,8,0,0,,0,,5,10,4,0,0,0,0,0,5,2
138,Lassana Coulibaly,MLI,MF,Salernitana,26,1996,32.1,1540,86,399,933,245,17,1540,93,48,51.6,39,41.9,917,5811,2571,52,39,7,61,33,962,59
139,Alessio Cragno,ITA,GK,Monza,28,1994,1.0,32,26,32,0,0,0,32,0,0,,0,,19,101,61,0,0,0,0,0,17,0
140,Bryan Cristante,ITA,MF|DF,Roma,27,1995,32.6,1994,99,559,1257,196,39,1993,13,9,69.2,3,23.1,1043,4607,2063,16,13,4,25,11,1290,27
141,Domen Črnigoj,SVN,MF,Salernitana,26,1995,3.3,160,5,36,95,32,6,160,4,2,50.0,2,50.0,64,255,71,2,2,1,13,1,89,9
142,Juan Cuadrado,COL,DF|FW,Juventus,34,1988,23.1,1581,41,400,758,433,50,1581,59,25,42.4,22,37.3,914,4703,2541,48,35,20,35,14,1057,125
143,Mickaël Cuisance,FRA,MF,Sampdoria,22,1999,6.9,290,10,48,138,109,11,290,12,8,66.7,3,25.0,182,950,386,11,14,3,15,16,179,31
144,Marco D'Alessandro,ITA,DF|FW,Monza,31,1991,3.2,141,1,37,55,52,10,141,5,1,20.0,3,60.0,80,713,329,14,4,5,4,5,89,19
145,Danilo D'Ambrosio,ITA,DF,Inter,33,1988,8.1,635,58,303,269,64,12,635,6,1,16.7,3,50.0,424,1843,988,8,7,2,7,2,467,17
146,Luca D'Andrea,ITA,FW,Sassuolo,17,2004,3.5,129,0,17,61,53,12,129,12,4,33.3,6,50.0,81,535,314,11,4,5,11,7,91,29
147,Flavius Daniliuc,AUT,DF,Salernitana,21,2001,24.4,1374,200,757,572,58,16,1374,5,2,40.0,3,60.0,727,3691,1769,14,10,0,14,4,843,5
148,Danilo,BRA,DF,Juventus,31,1991,35.4,2597,271,1054,1304,257,45,2597,23,7,30.4,9,39.1,1380,6329,3479,39,26,1,22,9,1685,43
149,Matteo Darmian,ITA,DF,Inter,32,1989,22.5,1564,94,580,754,241,23,1564,25,9,36.0,9,36.0,914,3627,1984,22,18,4,14,10,1087,96
150,Paweł Dawidowicz,POL,DF,Hellas Verona,27,1995,18.1,1019,91,484,450,96,17,1019,8,1,12.5,4,50.0,463,2270,1282,20,13,1,8,4,498,17
151,Charles De Ketelaere,BEL,MF|FW,Milan,21,2001,12.4,533,10,50,241,252,60,533,59,36,61.0,16,27.1,313,2178,1149,45,26,14,25,30,351,69
152,Manuel De Luca,ITA,FW|MF,Sampdoria,24,1998,0.5,14,0,0,9,5,2,14,0,0,,0,,14,52,7,0,0,0,2,2,14,4
153,Tommaso De Nipoti,ITA,MF,Atalanta,19,2003,0.0,6,0,0,5,2,1,6,1,1,100.0,0,0.0,3,24,23,1,1,0,0,0,3,0
154,Mattia De Sciglio,ITA,DF,Juventus,29,1992,11.6,652,30,190,338,127,4,652,9,2,22.2,3,33.3,343,1610,755,16,12,0,8,7,406,40
155,Lorenzo De Silvestri,ITA,DF,Bologna,34,1988,7.5,484,27,172,237,81,7,484,4,2,50.0,1,25.0,261,1371,800,18,12,0,6,5,289,17
156,Koni De Winter,BEL,DF,Empoli,20,2002,11.4,614,118,405,207,6,0,614,2,1,50.0,1,50.0,347,1854,819,2,1,0,8,3,370,0
157,Grégoire Defrel,MTQ,FW,Sassuolo,31,1991,13.0,362,7,34,175,159,34,362,21,7,33.3,14,66.7,216,1003,331,11,12,2,28,17,254,75
158,Duccio Degl'Innocenti,ITA,MF,Empoli,19,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,10,0,0,0,0,0,0,0,0
159,Merih Demiral,TUR,DF,Atalanta,24,1998,17.1,832,140,495,319,28,14,832,9,2,22.2,5,55.6,348,1662,564,3,5,1,6,2,374,4
160,Diego Demme,GER,MF,Napoli,30,1991,1.6,205,6,30,153,22,0,205,4,2,50.0,1,25.0,143,612,270,3,1,0,3,1,183,1
161,Fabio Depaoli,ITA,DF,Hellas Verona,25,1997,24.1,953,51,238,411,317,35,953,46,11,23.9,27,58.7,408,1989,972,28,14,4,38,18,422,76
162,Fabio Depaoli,ITA,DF|MF,Sampdoria,25,1997,1.5,117,6,28,56,34,3,117,7,3,42.9,2,28.6,73,347,184,2,3,0,2,1,70,6
163,Kastriot Dermaku,ALB,DF,Lecce,30,1992,0.4,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
