Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,James Abankwah,IRL,DF,Udinese,18,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2,Oliver Abildgaard,DEN,MF,Hellas Verona,26,1996,6.6,9,1.37,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
3,Tammy Abraham,ENG,FW,Roma,24,1997,24.3,70,2.88,46,0,7,10,7,0,9,0.37,4,0,1,3,1,0
4,Christian Acella,ITA,MF,Cremonese,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
5,Francesco Acerbi,ITA,DF,Inter,34,1988,26.9,37,1.37,34,1,0,2,0,0,1,0.04,1,0,0,0,0,0
6,Yacine Adli,FRA,MF|FW,Milan,22,2000,1.6,3,1.87,2,1,0,0,0,0,1,0.62,1,0,0,0,0,0
7,Michel Aebischer,SUI,FW|MF,Bologna,25,1997,17.1,35,2.04,25,3,2,2,2,1,3,0.18,1,0,0,1,1,0
8,Felix Afena-Gyan,GHA,FW|MF,Cremonese,19,2003,9.1,15,1.65,10,0,1,4,0,0,1,0.11,0,0,0,1,0,0
9,Kevin Agudelo,COL,MF|FW,Spezia,23,1998,23.7,59,2.49,41,1,9,4,4,0,3,0.13,2,0,0,0,1,0
10,Ola Aina,NGA,DF,Torino,25,1996,9.7,27,2.77,21,2,3,0,1,0,3,0.31,2,0,1,0,0,0
11,Emanuel Aiwum,AUT,DF,Cremonese,21,2000,18.4,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
12,Jean-Daniel Akpa-Akpro,CIV,MF|FW,Empoli,29,1992,15.1,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0
13,Luis Alberto,ESP,MF,Lazio,29,1992,27.1,115,4.24,80,30,0,4,0,1,15,0.55,13,2,0,0,0,0
14,Agustín Álvarez Martínez,URU,FW|MF,Sassuolo,21,2001,4.1,9,2.20,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0
15,Kelvin Amian,FRA,DF,Spezia,24,1998,26.4,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0
16,Bruno Amione,ARG,DF,Hellas Verona,20,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
17,Bruno Amione,ARG,DF,Sampdoria,20,2002,23.2,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0
18,Ethan Ampadu,WAL,DF|MF,Spezia,21,2000,29.3,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0
19,Sofyan Amrabat,MAR,MF,Fiorentina,25,1996,22.2,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1
20,Felipe Anderson,BRA,FW,Lazio,29,1993,32.9,99,3.01,79,1,10,6,3,0,15,0.46,8,0,4,2,1,0
21,Janis Antiste,FRA,FW,Sassuolo,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
22,Marcos Antônio,BRA,MF,Lazio,22,2000,6.6,9,1.37,7,0,1,0,1,0,3,0.46,2,0,1,0,0,0
23,Valentin Antov,BUL,DF,Monza,21,2000,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0
24,Marko Arnautović,AUT,FW,Bologna,33,1989,17.0,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0
25,Tolgay Arslan,GER,MF,Udinese,31,1990,13.5,44,3.28,30,5,3,1,4,1,0,0.00,0,0,0,0,0,0
26,Arthur,BRA,FW,Fiorentina,24,1998,15.9,36,2.26,26,0,2,5,3,0,2,0.13,1,0,0,1,0,0
27,Santiago Ascacíbar,ARG,MF,Cremonese,25,1997,8.1,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0
28,Kristoffer Askildsen,NOR,MF,Lecce,21,2001,8.1,15,1.85,9,4,0,0,2,0,1,0.12,1,0,0,0,0,0
29,Kristjan Asllani,ALB,MF,Inter,20,2002,6.6,22,3.36,11,9,1,0,1,0,1,0.15,1,0,0,0,0,0
30,Emil Audero,ITA,GK,Sampdoria,25,1997,25.0,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
31,Tommaso Augello,ITA,DF,Sampdoria,27,1994,34.0,77,2.26,54,16,2,1,3,1,7,0.21,6,1,0,0,0,0
32,Kaan Ayhan,TUR,DF,Sassuolo,27,1994,6.1,5,0.83,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
33,Jaime Báez,URU,DF,Cremonese,27,1995,1.1,5,4.69,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
34,Nedim Bajrami,ALB,MF|FW,Empoli,23,1999,10.4,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0
35,Nedim Bajrami,ALB,FW|MF,Sassuolo,23,1999,9.1,34,3.74,21,6,4,2,0,1,2,0.22,1,0,0,1,0,0
36,Tiemoué Bakayoko,FRA,MF,Milan,27,1994,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
37,Tommaso Baldanzi,ITA,MF,Empoli,19,2003,19.7,60,3.04,38,2,7,5,8,0,4,0.20,4,0,0,0,0,0
38,Fodé Ballo-Touré,SEN,DF,Milan,25,1997,5.8,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0
39,Lameck Banda,ZAM,FW|MF,Lecce,21,2001,18.2,42,2.31,20,2,13,3,4,0,3,0.17,3,0,0,0,0,0
40,Filippo Bandinelli,ITA,MF,Empoli,27,1995,25.1,61,2.42,51,2,0,2,3,3,2,0.08,2,0,0,0,0,0
41,Antonín Barák,CZE,MF,Hellas Verona,27,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
42,Antonín Barák,CZE,MF,Fiorentina,27,1994,20.0,44,2.20,35,0,4,2,3,0,1,0.05,1,0,0,0,0,0
43,Andrea Barberis,ITA,MF,Monza,28,1993,3.8,10,2.67,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0
44,Tommaso Barbieri,ITA,DF,Juventus,19,2002,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
45,Francesco Bardi,ITA,GK,Bologna,30,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
46,Nicolò Barella,ITA,MF,Inter,25,1997,29.0,121,4.17,103,4,5,2,6,1,13,0.45,11,0,2,0,0,0
47,Enzo Barrenechea,ARG,MF,Juventus,21,2001,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
48,Musa Barrow,GAM,FW|MF,Bologna,23,1998,21.8,71,3.26,44,15,4,5,3,0,10,0.46,7,2,0,1,0,0
49,Federico Baschirotto,ITA,DF,Lecce,25,1996,37.0,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0
50,Toma Bašić,CRO,MF,Lazio,25,1996,5.7,13,2.28,7,0,1,0,5,0,0,0.00,0,0,0,0,0,0
