Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Ignazio Abate,ITA,DF,Milan,31,1986,14.5,23,1.59,23,0,0,0,0,0,1,0.07,1,0,0,0,0,0
2,Francesco Acerbi,ITA,DF,Lazio,30,1988,36.8,31,0.84,27,0,0,1,3,0,2,0.05,1,0,0,1,0,0
3,Afriyie Acquah,GHA,MF,Empoli,26,1992,16.8,44,2.62,34,0,4,4,2,0,1,0.06,1,0,0,0,0,0
4,Claud Adjapong,ITA,MF|FW,Sassuolo,20,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
5,Ali Adnan Kadhim,IRQ,DF,Atalanta,24,1993,1.8,8,4.34,4,2,1,1,0,0,0,0.00,0,0,0,0,0,0
6,Emmanuel Agyemang-Badu,GHA,MF,Udinese,27,1990,1.8,2,1.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
7,Ola Aina,NGA,DF,Torino,21,1996,24.0,57,2.37,37,6,7,1,4,2,5,0.21,3,1,0,0,1,0
8,Luis Alberto,ESP,MF|FW,Lazio,25,1992,22.1,154,6.97,103,34,4,10,2,1,10,0.45,4,4,0,2,0,0
9,Raúl Albiol,ESP,DF,Napoli,32,1985,19.0,20,1.05,20,0,0,0,0,0,2,0.11,2,0,0,0,0,0
10,Allan,BRA,MF,Napoli,27,1991,29.1,88,3.03,75,0,7,2,2,2,10,0.34,9,0,1,0,0,0
11,Bruno Alves,POR,DF,Parma,36,1981,32.5,24,0.74,18,3,1,1,0,1,2,0.06,2,0,0,0,0,0
12,Joachim Andersen,DEN,DF,Sampdoria,22,1996,32.0,27,0.84,23,1,0,2,0,1,3,0.09,3,0,0,0,0,0
13,Marco Andreolli,ITA,DF,Cagliari,32,1986,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
14,Marco Andreolli,ITA,DF,Chievo,32,1986,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
15,Cristian Ansaldi,ARG,DF|MF,Torino,31,1986,20.1,66,3.29,40,10,9,4,2,1,5,0.25,3,0,1,0,0,1
16,Mirco Antenucci,ITA,FW,SPAL,33,1984,23.7,64,2.70,46,0,3,6,7,2,5,0.21,3,0,1,0,1,0
17,Luca Antonelli,ITA,DF,Empoli,31,1987,8.4,11,1.31,8,0,0,1,1,1,2,0.24,2,0,0,0,0,0
18,Mauro Antonio Burruchaga,ARG,MF,Chievo,20,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
19,Joaquín Ardaiz,URU,FW,Frosinone,19,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
20,Lorenzo Ariaudo,ITA,DF,Frosinone,29,1989,18.7,14,0.75,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0
21,Nicolò Armini,ITA,DF,Lazio,17,2001,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
22,Kwadwo Asamoah,GHA,DF,Inter,29,1988,29.7,87,2.93,73,3,5,2,3,1,2,0.07,2,0,0,0,0,0
23,Emil Audero,ITA,GK,Sampdoria,21,1997,36.0,6,0.17,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0
24,Khouma Babacar,SEN,FW,Sassuolo,25,1993,16.5,37,2.24,24,0,2,9,2,0,10,0.60,5,0,0,4,1,0
25,Milan Badelj,CRO,MF,Lazio,29,1989,12.7,32,2.52,26,2,1,0,2,1,2,0.16,1,0,1,0,0,0
26,Tiemoué Bakayoko,FRA,MF,Milan,23,1994,25.6,76,2.97,60,0,5,1,5,5,7,0.27,6,0,0,0,0,1
27,Keita Baldé,SEN,FW,Inter,23,1995,9.9,43,4.35,31,0,6,2,4,0,5,0.51,3,0,2,0,0,0
28,Andrija Balić,CRO,FW|MF,Udinese,20,1997,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
29,Mattia Bani,ITA,DF,Chievo,24,1993,29.0,14,0.48,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0
30,Antonín Barák,CZE,MF|FW,Udinese,23,1994,3.7,5,1.37,4,1,0,0,0,0,1,0.27,0,1,0,0,0,0
31,Federico Barba,ITA,DF,Chievo,24,1993,27.6,25,0.91,19,2,1,2,0,1,1,0.04,1,0,0,0,0,0
32,Francesco Bardi,ITA,GK,Frosinone,26,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
33,Nicolò Barella,ITA,MF,Cagliari,21,1997,34.5,114,3.30,89,7,3,5,7,3,9,0.26,7,0,0,1,0,1
34,Antonino Barillà,ITA,MF,Parma,30,1988,29.1,47,1.62,35,2,1,2,4,3,4,0.14,3,0,1,0,0,0
35,Édgar Barreto,PAR,MF,Sampdoria,34,1984,8.7,18,2.06,16,2,0,0,0,0,3,0.34,3,0,0,0,0,0
36,Musa Barrow,GAM,FW,Atalanta,19,1998,6.7,33,4.94,25,2,1,4,1,0,3,0.45,3,0,0,0,0,0
37,Andrea Barzagli,ITA,DF,Juventus,37,1981,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
38,Daniele Baselli,ITA,MF,Torino,26,1992,26.4,84,3.18,54,20,6,2,0,2,6,0.23,6,0,0,0,0,0
39,Alessandro Bastoni,ITA,DF,Parma,19,1999,18.8,4,0.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
40,Bastos,ANG,DF,Lazio,27,1991,12.7,9,0.71,7,0,2,0,0,0,0,0.00,0,0,0,0,0,0
41,Andrea Beghetto,ITA,DF,Frosinone,23,1994,24.7,81,3.27,63,14,1,1,1,1,8,0.32,5,2,1,0,0,0
42,Valon Behrami,SUI,MF,Udinese,33,1985,15.1,16,1.06,14,0,0,2,0,0,1,0.07,1,0,0,0,0,0
43,Andrea Belotti,ITA,FW,Torino,24,1993,36.7,96,2.62,67,0,3,13,13,0,7,0.19,4,0,0,1,2,0
44,Marco Benassi,ITA,MF,Fiorentina,23,1994,25.4,66,2.60,55,0,2,7,0,2,5,0.20,4,0,0,1,0,0
45,Medhi Benatia,MAR,DF,Juventus,31,1987,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
46,Ismaël Bennacer,ALG,MF,Empoli,20,1997,32.9,74,2.25,54,15,2,0,3,0,11,0.33,8,2,1,0,0,0
47,Rodrigo Bentancur,URU,MF,Juventus,21,1997,22.3,54,2.43,49,0,1,2,0,2,9,0.40,9,0,0,0,0,0
48,Domenico Berardi,ITA,FW|MF,Sassuolo,23,1994,31.9,144,4.51,96,13,12,11,9,3,13,0.41,8,3,0,1,1,0
49,Álex Berenguer,ESP,MF|DF,Torino,23,1995,16.5,72,4.36,45,12,7,2,6,0,8,0.48,4,2,0,0,2,0
50,Bartosz Bereszyński,POL,DF,Sampdoria,26,1992,24.4,33,1.35,31,1,0,0,1,0,4,0.16,4,0,0,0,0,0
51,Etrit Berisha,ALB,GK,Atalanta,29,1989,18.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Valon Berisha,KVX,MF|FW,Lazio,25,1993,2.2,7,3.18,5,1,0,0,1,0,1,0.45,0,0,0,0,1,0
53,Federico Bernardeschi,ITA,MF|FW,Juventus,24,1994,16.4,86,5.25,52,15,6,8,5,0,5,0.31,3,2,0,0,0,0
54,Daniel Bessa,ITA,MF,Genoa,25,1993,27.1,88,3.25,68,10,2,3,2,3,7,0.26,4,1,0,1,1,0
55,Jonathan Biabiany,FRA,FW,Parma,30,1988,11.9,24,2.02,17,1,3,0,3,0,0,0.00,0,0,0,0,0,0
56,Lucas Biglia,ARG,MF,Milan,32,1986,12.4,27,2.18,21,2,0,1,1,2,2,0.16,2,0,0,0,0,0
57,Cristiano Biraghi,ITA,DF,Fiorentina,25,1992,35.5,100,2.82,72,23,1,3,0,1,7,0.20,6,0,1,0,0,0
58,Davide Biraschi,ITA,DF,Genoa,24,1994,31.6,43,1.36,25,3,4,1,6,4,4,0.13,4,0,0,0,0,0
59,Valter Birsa,SVN,MF|FW,Cagliari,31,1986,3.9,14,3.58,5,6,1,1,0,1,0,0.00,0,0,0,0,0,0
60,Valter Birsa,SVN,MF|FW,Chievo,31,1986,12.2,49,4.01,33,10,3,2,1,0,4,0.33,3,1,0,0,0,0
61,Kevin-Prince Boateng,GHA,FW,Sassuolo,31,1987,10.4,29,2.78,26,0,0,1,2,0,4,0.38,3,0,0,1,0,0
62,Jeremie Boga,CIV,FW|MF,Sassuolo,21,1997,16.0,41,2.56,24,0,9,3,5,0,4,0.25,2,0,1,1,0,0
