Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Francesco Acerbi,ITA,DF,Lazio,31,1988,35.1,37,1.05,34,0,0,2,1,0,5,0.14,5,0,0,0,0,0
2,Bobby Adekanye,NED,FW,Lazio,20,1999,2.1,7,3.35,4,0,0,1,2,0,0,0.00,0,0,0,0,0,0
3,Claud Adjapong,ITA,DF,Hellas Verona,21,1998,2.6,1,0.39,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
4,Lucien Agoume,FRA,MF,Inter,17,2002,0.8,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0
5,Kevin Agudelo,COL,MF|FW,Fiorentina,20,1998,0.7,7,9.84,4,0,3,0,0,0,1,1.41,1,0,0,0,0,0
6,Kevin Agudelo,COL,MF|FW,Genoa,20,1998,7.4,32,4.33,24,0,5,0,1,2,2,0.27,1,0,0,0,0,1
7,Emmanuel Agyemang-Badu,GHA,MF,Hellas Verona,28,1990,2.6,4,1.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
8,Ola Aina,NGA,DF,Torino,22,1996,23.1,55,2.38,31,12,4,1,7,0,6,0.26,3,1,0,0,2,0
9,Luis Alberto,ESP,MF,Lazio,26,1992,34.6,225,6.50,149,40,17,14,1,4,29,0.84,23,2,0,1,1,2
10,Enrico Alfonso,ITA,GK,Brescia,31,1988,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
11,Allan,BRA,MF,Napoli,28,1991,14.2,46,3.23,41,0,4,0,0,1,4,0.28,3,0,1,0,0,0
12,Bruno Alves,POR,DF,Parma,37,1981,29.7,26,0.88,19,1,0,4,0,2,0,0.00,0,0,0,0,0,0
13,Sofyan Amrabat,MAR,MF,Hellas Verona,22,1996,32.4,81,2.50,72,1,4,0,3,1,7,0.22,6,0,0,0,1,0
14,Djavan Anderson,NED,FW|DF,Lazio,24,1995,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
15,Lorenzo Andrenacci,ITA,GK,Brescia,24,1995,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
16,Peter Ankersen,DEN,DF,Genoa,28,1990,11.8,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0
17,Cristian Ansaldi,ARG,DF|MF,Torino,32,1986,19.6,59,3.00,46,3,4,3,2,1,8,0.41,6,0,2,0,0,0
18,Mirko Antonucci,ITA,FW|MF,Roma,20,1999,0.9,3,3.29,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0
19,Guilherme Arana,BRA,DF,Atalanta,22,1997,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
20,Nicolò Armini,ITA,DF,Lazio,18,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
21,Kwadwo Asamoah,GHA,DF|FW,Inter,30,1988,7.1,20,2.82,17,0,2,0,0,1,4,0.56,3,0,1,0,0,0
22,Kristoffer Askildsen,NOR,MF,Sampdoria,18,2001,0.8,6,7.11,3,0,2,0,0,1,0,0.00,0,0,0,0,0,0
23,Emil Audero,ITA,GK,Sampdoria,22,1997,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
24,Tommaso Augello,ITA,DF,Sampdoria,24,1994,12.6,44,3.49,39,3,2,0,0,0,5,0.40,5,0,0,0,0,0
25,Florian Ayé,FRA,FW|MF,Brescia,22,1997,15.3,36,2.35,22,1,2,7,4,0,2,0.13,1,0,0,0,1,0
26,Khouma Babacar,SEN,FW,Lecce,26,1993,15.8,44,2.78,27,0,4,5,7,1,5,0.32,0,0,1,1,3,0
27,Milan Badelj,CRO,MF,Fiorentina,30,1989,17.6,47,2.67,39,2,2,0,2,2,1,0.06,1,0,0,0,0,0
28,Marco Ballarini,ITA,MF,Udinese,18,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
29,Mario Balotelli,ITA,FW,Brescia,28,1990,15.6,36,2.31,18,0,2,7,9,0,1,0.06,1,0,0,0,0,0
30,Mattia Bani,ITA,DF,Bologna,25,1993,24.5,11,0.45,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0
31,Antonín Barák,CZE,MF|FW,Udinese,24,1994,2.2,8,3.71,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
32,Antonín Barák,CZE,MF,Lecce,24,1994,15.2,47,3.09,41,0,1,3,2,0,5,0.33,4,0,1,0,0,0
33,Nicolò Barella,ITA,MF,Inter,22,1997,22.4,61,2.73,50,1,3,2,5,0,5,0.22,4,0,0,0,1,0
34,Antonino Barillà,ITA,MF,Parma,31,1988,18.8,23,1.23,17,2,0,2,2,0,3,0.16,3,0,0,0,0,0
35,Antonio Barreca,ITA,DF|FW,Genoa,24,1995,12.2,15,1.23,11,2,1,1,0,0,1,0.08,1,0,0,0,0,0
36,Édgar Barreto,PAR,MF,Sampdoria,35,1984,1.0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
37,Musa Barrow,GAM,FW|MF,Bologna,20,1998,15.0,80,5.32,52,8,12,6,2,0,10,0.66,5,0,4,1,0,0
38,Musa Barrow,GAM,FW|MF,Atalanta,20,1998,2.1,9,4.26,4,0,1,3,1,0,2,0.95,2,0,0,0,0,0
39,Daniele Baselli,ITA,MF,Torino,27,1992,14.2,41,2.89,25,14,0,1,0,1,4,0.28,2,1,0,1,0,0
40,Alessandro Bastoni,ITA,DF,Inter,20,1999,21.3,36,1.69,29,1,2,3,0,1,2,0.09,2,0,0,0,0,0
41,Bastos,ANG,DF,Lazio,28,1991,8.5,7,0.82,3,0,3,0,1,0,0,0.00,0,0,0,0,0,0
42,Rodrigo Becão,BRA,DF,Udinese,23,1996,24.6,9,0.37,7,0,0,1,0,1,1,0.04,0,0,0,1,0,0
43,Asmir Begović,BIH,GK,Milan,32,1987,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
44,Valon Behrami,SUI,MF,Genoa,34,1985,12.3,14,1.14,9,0,0,1,3,1,0,0.00,0,0,0,0,0,0
45,Raoul Bellanova,ITA,DF,Atalanta,19,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
46,Andrea Belotti,ITA,FW,Torino,25,1993,33.4,98,2.93,62,1,8,9,18,0,9,0.27,5,0,0,3,1,0
47,Marco Benassi,ITA,MF,Fiorentina,24,1994,10.9,26,2.39,21,0,0,4,1,0,2,0.18,1,0,0,1,0,0
48,Ismaël Bennacer,ALG,MF,Milan,21,1997,27.6,76,2.75,59,9,2,0,4,2,6,0.22,4,0,0,0,1,1
49,Rodrigo Bentancur,URU,MF,Juventus,22,1997,24.4,82,3.36,60,15,3,0,4,0,11,0.45,5,3,2,0,1,0
50,Romario Benzar,ROU,DF,Lecce,27,1992,1.1,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
51,Domenico Berardi,ITA,FW,Sassuolo,24,1994,27.7,119,4.30,77,13,4,14,10,1,13,0.47,10,0,0,2,1,0
52,Álex Berenguer,ESP,MF|DF,Torino,24,1995,20.3,85,4.20,49,13,10,6,6,1,8,0.39,5,1,2,0,0,0
53,Bartosz Bereszyński,POL,DF,Sampdoria,27,1992,26.7,40,1.50,31,6,1,0,2,0,2,0.07,2,0,0,0,0,0
54,Etrit Berisha,ALB,GK,SPAL,30,1989,26.0,4,0.15,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
55,Valon Berisha,KVX,MF,Lazio,26,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
56,Federico Bernardeschi,ITA,MF|FW,Juventus,25,1994,17.5,66,3.78,45,9,3,3,6,0,2,0.11,2,0,0,0,0,0
57,Andrea Bertolacci,ITA,MF,Sampdoria,28,1991,5.9,15,2.53,11,0,1,1,2,0,0,0.00,0,0,0,0,0,0
58,Lucas Biglia,ARG,MF,Milan,33,1986,7.6,12,1.58,10,2,0,0,0,0,1,0.13,1,0,0,0,0,0
59,Cristiano Biraghi,ITA,DF,Inter,26,1992,17.5,58,3.31,36,15,3,0,4,0,11,0.63,9,1,1,0,0,0
60,Davide Biraschi,ITA,DF,Genoa,25,1994,21.9,26,1.19,18,2,1,2,3,0,3,0.14,2,1,0,0,0,0
61,Valter Birsa,SVN,MF|FW,Cagliari,32,1986,4.8,22,4.60,13,9,0,0,0,0,0,0.00,0,0,0,0,0,0
62,Dimitri Bisoli,ITA,MF,Brescia,25,1994,23.9,47,1.97,35,0,4,3,4,1,3,0.13,2,0,0,0,1,0
63,Birkir Bjarnason,ISL,MF|FW,Brescia,31,1988,8.9,15,1.69,12,0,0,2,1,0,3,0.34,2,0,0,1,0,0
64,Kevin-Prince Boateng,GHA,FW,Fiorentina,32,1987,6.7,21,3.16,19,0,0,0,2,0,2,0.30,2,0,0,0,0,0
65,Salvatore Bocchetti,ITA,DF,Hellas Verona,32,1986,3.4,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
66,Jeremie Boga,CIV,FW,Sassuolo,22,1997,27.9,102,3.65,58,0,27,5,12,0,12,0.43,4,0,6,1,1,0
67,Giacomo Bonaventura,ITA,MF|FW,Milan,29,1989,14.9,78,5.26,53,1,8,9,7,0,13,0.88,7,0,1,2,3,0
68,Federico Bonazzoli,ITA,FW,Sampdoria,22,1997,8.3,37,4.48,21,1,2,6,5,2,3,0.36,2,0,0,1,0,0
69,Kevin Bonifazi,ITA,DF,Torino,23,1996,2.7,1,0.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
70,Kevin Bonifazi,ITA,DF,SPAL,23,1996,13.2,5,0.38,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0
71,Federico Bonini,ITA,DF,Bologna,17,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
72,Leonardo Bonucci,ITA,DF,Juventus,32,1987,34.2,33,0.96,31,0,0,2,0,0,3,0.09,3,0,0,0,0,0
73,Fabio Borini,ITA,MF|FW,Hellas Verona,28,1991,9.0,29,3.23,14,2,5,5,2,1,3,0.33,0,0,1,0,1,1
74,Fabio Borini,ITA,MF,Milan,28,1991,0.8,2,2.57,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
75,Mehdi Bourabia,MAR,MF,Sassuolo,27,1991,10.3,25,2.43,22,0,1,0,1,1,6,0.58,6,0,0,0,0,0
76,Federico Brancolini,ITA,GK,Fiorentina,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
77,Gleison Bremer,BRA,DF,Torino,22,1997,25.2,19,0.75,14,0,0,1,2,2,0,0.00,0,0,0,0,0,0
78,Marco Brescianini,ITA,MF,Milan,19,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Marcelo Brozović,CRO,MF,Inter,26,1992,30.0,107,3.56,91,5,2,8,0,1,14,0.47,14,0,0,0,0,0
80,Gastón Brugman,URU,MF,Parma,26,1992,16.2,32,1.98,24,2,2,0,2,2,3,0.19,3,0,0,0,0,0
81,Gianluigi Buffon,ITA,GK,Juventus,41,1978,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
82,Fabrizio Cacciatore,ITA,DF,Cagliari,32,1986,12.8,20,1.56,17,3,0,0,0,0,3,0.23,3,0,0,0,0,0
83,Martín Cáceres,URU,DF,Fiorentina,32,1987,26.2,33,1.26,22,5,0,5,1,0,1,0.04,0,0,0,1,0,0
84,Felipe Caicedo,ECU,FW,Lazio,30,1988,15.6,44,2.82,37,0,3,1,3,0,8,0.51,4,0,1,0,3,0
85,Davide Calabria,ITA,DF,Milan,22,1996,18.0,33,1.83,24,6,1,0,1,1,6,0.33,4,2,0,0,0,0
86,Riccardo Calafiori,ITA,DF,Roma,17,2002,0.7,1,1.53,0,0,0,0,1,0,1,1.53,0,0,0,0,1,0
87,Mattia Caldara,ITA,DF,Atalanta,25,1994,10.7,4,0.38,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0
88,Marco Calderoni,ITA,DF,Lecce,30,1989,22.9,41,1.79,30,7,1,2,1,0,4,0.17,2,1,0,1,0,0
89,Hakan Çalhanoğlu,TUR,MF|FW,Milan,25,1994,30.0,142,4.73,106,19,5,6,3,3,15,0.50,11,1,1,2,0,0
90,José Callejón,ESP,FW|MF,Napoli,32,1987,24.1,114,4.72,77,26,0,4,7,0,9,0.37,7,1,0,1,0,0
91,Emre Can,GER,MF,Juventus,25,1994,3.2,8,2.54,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0
92,Antonio Candreva,ITA,DF,Inter,32,1987,22.1,89,4.02,65,13,3,5,3,0,12,0.54,8,2,0,2,0,0
93,Gianmarco Cangiano,ITA,FW|MF,Bologna,17,2001,0.2,2,8.57,0,0,1,0,1,0,0,0.00,0,0,0,0,0,0
94,Gianluca Caprari,ITA,FW|MF,Sampdoria,26,1993,7.4,29,3.91,20,1,2,3,3,0,2,0.27,1,0,0,1,0,0
95,Gianluca Caprari,ITA,FW|MF,Parma,26,1993,6.5,30,4.58,20,2,4,3,1,0,2,0.31,2,0,0,0,0,0
96,Francesco Caputo,ITA,FW,Sassuolo,31,1987,32.6,100,3.07,84,0,5,4,7,0,16,0.49,10,0,3,1,2,0
97,Andrea Carboni,ITA,DF,Cagliari,18,2001,4.1,3,0.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Francesco Cassata,ITA,MF,Genoa,22,1997,16.2,32,1.98,29,0,0,0,3,0,3,0.19,3,0,0,0,0,0
99,Timothy Castagne,BEL,DF,Atalanta,23,1995,19.7,47,2.39,41,1,0,2,3,0,8,0.41,6,0,0,1,1,0
100,Samu Castillejo,ESP,FW|MF,Milan,24,1995,13.4,68,5.06,44,12,6,2,3,1,7,0.52,4,1,0,1,1,0
101,Lucas Castro,ARG,MF,SPAL,30,1989,4.7,16,3.39,15,0,0,0,1,0,1,0.21,0,0,0,0,1,0
102,Lucas Castro,ARG,MF,Cagliari,30,1989,6.7,16,2.38,12,1,1,0,0,2,1,0.15,1,0,0,0,0,0
103,Gaetano Castrovilli,ITA,MF,Fiorentina,22,1997,29.7,113,3.80,82,3,10,4,13,1,8,0.27,6,1,0,0,1,0
104,Danilo Cataldi,ITA,MF,Lazio,24,1994,6.6,31,4.71,23,6,1,1,0,0,2,0.30,2,0,0,0,0,0
