Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
113,Josip Drmić,SUI,FW,M'Gladbach,25,1992,2.5,0,0,0,4,0,0,3,1,0,0,0,0,9,4,6,40.0
114,Jaroslav Drobný,CZE,GK,Düsseldorf,38,1979,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
115,Marvin Ducksch,GER,FW,Düsseldorf,24,1994,9.1,1,0,0,3,8,4,24,4,1,0,0,0,29,24,23,51.1
116,Ondrej Duda,SVK,MF,Hertha BSC,23,1994,28.5,7,0,0,77,45,6,51,15,33,0,0,0,167,31,53,36.9
117,Johannes Eggestein,GER,FW|MF,Werder Bremen,20,1998,12.4,0,0,0,15,14,1,17,4,9,0,0,0,72,15,38,28.3
118,Maximilian Eggestein,GER,MF,Werder Bremen,21,1996,33.9,4,0,0,37,40,0,37,30,42,0,0,0,213,42,50,45.7
119,Josip Elez,CRO,DF,Hannover 96,24,1994,7.2,1,0,0,6,2,0,3,6,3,0,0,0,36,10,11,47.6
120,Nico Elvedi,SUI,DF,M'Gladbach,21,1996,29.1,1,0,0,17,14,1,1,47,19,0,0,0,157,80,53,60.2
121,Breel Embolo,SUI,FW,Schalke 04,21,1997,14.9,4,0,0,30,31,8,6,4,17,2,0,0,46,29,48,37.7
122,Patrick Erras,GER,MF,Nürnberg,23,1995,13.6,1,0,0,9,3,0,0,23,10,0,1,0,51,46,22,67.6
123,Michael Esser,GER,GK,Hannover 96,30,1987,32.0,3,0,0,0,6,0,0,1,2,0,0,0,53,10,2,83.3
124,Alexander Esswein,GER,MF|FW,Stuttgart,28,1990,13.9,3,0,0,18,17,10,58,12,11,0,0,0,51,15,28,34.9
125,Ewerton,BRA,DF,Nürnberg,29,1989,14.9,2,0,0,17,2,1,0,25,20,0,0,1,81,58,24,70.7
126,Marco Fabián,MEX,FW,Eint Frankfurt,29,1989,0.7,0,0,0,1,1,0,1,3,2,0,0,0,4,0,1,0.0
127,Ralf Fährmann,GER,GK,Schalke 04,29,1988,16.3,0,0,0,0,0,0,0,2,0,0,0,0,15,7,0,100.0
128,Simon Falette,GUI,DF,Eint Frankfurt,26,1992,6.7,0,0,0,5,4,1,1,14,6,0,0,0,27,19,3,86.4
129,Felipe,BRA,DF,Hannover 96,31,1987,12.2,5,1,1,18,17,0,1,35,15,0,1,0,52,30,25,54.5
130,Ohis Felix Uduokhai,GER,DF,Wolfsburg,20,1997,2.7,2,0,0,8,5,0,5,6,7,0,0,0,6,8,3,72.7
131,Gelson Fernandes,SUI,MF,Eint Frankfurt,31,1986,24.7,10,1,1,56,6,0,1,53,48,0,0,0,143,34,48,41.5
132,Oliver Fink,GER,MF,Düsseldorf,36,1982,11.7,4,0,0,25,19,3,10,13,22,0,0,0,78,70,78,47.3
133,Alfreð Finnbogason,ISL,FW,Augsburg,29,1989,14.8,2,0,0,34,9,22,4,3,3,1,0,0,32,22,34,39.3
134,Mark Flekken,NED,GK,Freiburg,25,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
135,Emil Forsberg,SWE,MF|FW,RB Leipzig,26,1991,13.9,0,0,0,7,24,3,49,3,7,0,0,0,67,8,10,44.4
136,Iver Fossum,NOR,MF,Hannover 96,22,1996,5.1,0,0,0,1,3,0,27,7,5,0,0,0,28,1,11,8.3
137,Raphael Framberger,GER,DF|MF,Augsburg,22,1995,6.1,2,0,0,6,8,0,25,11,6,0,0,0,32,8,4,66.7
138,Mike Frantz,GER,MF|FW,Freiburg,31,1986,24.6,2,0,0,20,35,5,44,21,26,1,0,0,68,48,47,50.5
139,Marco Friedl,AUT,DF,Werder Bremen,20,1998,5.3,3,0,0,8,5,0,2,13,6,0,1,0,19,8,4,66.7
140,Alexander Fuchs,GER,MF|FW,Nürnberg,21,1997,7.3,3,0,0,14,11,0,4,5,12,0,0,0,34,3,9,25.0
141,Niclas Füllkrug,GER,FW,Hannover 96,25,1993,12.4,1,0,0,20,14,5,6,1,0,1,0,0,23,65,72,47.4
142,Mijat Gaćinović,SRB,MF,Eint Frankfurt,23,1995,18.1,3,0,0,20,41,2,25,24,20,1,0,0,116,11,29,27.5
143,Jean-Philippe Gbamin,CIV,MF,Mainz 05,22,1995,29.7,3,0,0,38,27,1,26,30,31,0,1,0,226,51,38,57.3
144,Theodor Gebre Selassie,CZE,DF,Werder Bremen,31,1986,31.3,2,0,0,33,32,3,39,69,38,1,0,0,123,104,80,56.5
145,Dennis Geiger,GER,MF,Hoffenheim,20,1998,2.7,1,0,0,5,6,0,7,3,1,1,0,0,12,2,10,16.7
146,Christian Gentner,GER,MF|FW,Stuttgart,32,1985,22.4,3,0,0,29,31,3,36,31,38,0,0,1,130,36,33,52.2
147,Yannick Gerhardt,GER,MF,Wolfsburg,24,1994,27.3,2,0,0,28,41,5,51,30,34,1,0,0,127,25,43,36.8
148,Fabian Giefer,GER,GK,Augsburg,28,1990,4.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
149,Niko Gießelmann,GER,DF,Düsseldorf,26,1991,28.8,2,0,0,26,34,4,77,36,37,1,0,0,143,49,31,61.3
150,Daniel Ginczek,GER,FW,Wolfsburg,27,1991,14.2,4,0,0,14,14,4,18,3,7,0,0,0,45,26,33,44.1
151,Matthias Ginter,GER,DF,M'Gladbach,24,1994,26.4,2,0,0,12,15,2,9,17,14,0,0,0,115,67,44,60.4
152,Serge Gnabry,GER,FW|MF,Bayern Munich,23,1995,19.6,0,0,0,25,15,12,32,11,20,0,0,0,94,7,17,29.2
153,Kevin Goden,GER,DF|MF,Nürnberg,19,1999,3.0,1,0,0,2,0,0,3,4,3,0,0,0,15,7,5,58.3
154,Mario Gómez,GER,FW,Stuttgart,33,1985,24.6,4,1,1,32,22,13,5,5,11,0,0,0,55,90,82,52.3
155,Jérôme Gondorf,GER,MF|FW,Freiburg,30,1988,14.4,3,0,0,29,25,2,51,19,18,0,0,0,89,18,25,41.9
156,Nicolás González,ARG,FW|MF,Stuttgart,20,1998,24.0,2,1,0,28,48,10,45,11,14,0,0,0,82,115,97,54.2
157,Leon Goretzka,GER,MF,Bayern Munich,23,1995,22.5,3,0,0,28,20,0,8,26,22,0,0,1,131,37,49,43.0
158,Felix Götze,GER,MF,Augsburg,20,1998,1.4,0,0,0,1,1,0,1,3,2,0,0,0,9,2,5,28.6
159,Mario Götze,GER,FW|MF,Dortmund,26,1992,18.6,0,0,0,20,26,12,27,8,19,0,0,0,72,8,31,20.5
160,Jeffrey Gouweleeuw,NED,DF,Augsburg,27,1991,23.2,4,0,0,21,9,0,5,56,31,0,0,0,171,45,38,54.2
161,Michael Gregoritsch,AUT,MF|FW,Augsburg,24,1994,27.6,4,0,0,27,28,15,16,15,13,0,0,0,109,91,90,50.3
162,Vincenzo Grifo,ITA,MF|FW,Hoffenheim,25,1993,3.7,0,0,0,5,2,1,26,2,3,0,0,0,23,2,2,50.0
163,Vincenzo Grifo,ITA,MF|FW,Freiburg,25,1993,15.9,1,0,0,8,17,9,65,2,14,1,0,0,91,3,10,23.1
164,Florian Grillitsch,AUT,MF,Hoffenheim,22,1995,26.6,8,0,0,41,47,0,14,72,49,0,1,0,213,46,49,48.4
165,Marko Grujić,SRB,MF,Hertha BSC,22,1996,19.8,5,0,0,44,22,0,8,29,33,0,1,0,129,69,36,65.7
166,Raphaël Guerreiro,POR,FW|DF,Dortmund,24,1993,17.0,2,0,0,10,21,3,65,18,12,0,0,0,92,6,20,23.1
167,Josuha Guilavogui,FRA,MF,Wolfsburg,27,1990,17.4,5,0,0,24,8,0,4,43,16,0,0,0,158,29,20,59.2
168,Péter Gulácsi,HUN,GK,RB Leipzig,28,1990,32.5,0,0,0,0,2,0,0,0,0,0,0,0,60,7,0,100.0
169,Manuel Gulde,GER,DF,Freiburg,27,1991,19.0,3,0,0,10,20,1,0,26,16,0,0,0,59,32,26,55.2
170,Christian Günter,GER,DF|MF,Freiburg,25,1993,32.0,4,1,1,28,25,5,188,14,26,0,0,0,137,10,26,27.8
171,Ahmet Gürleyen,GER,DF,Mainz 05,19,1999,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50.0
172,Jonathan de Guzmán,NED,MF,Eint Frankfurt,30,1987,17.4,4,0,0,18,17,2,108,11,24,0,0,0,120,24,19,55.8
173,Janik Haberer,GER,MF|FW,Freiburg,24,1994,26.0,5,1,1,46,47,3,19,36,47,0,0,0,197,52,55,48.6
174,Alexander Hack,GER,DF,Mainz 05,24,1993,11.3,1,0,0,13,8,0,2,41,13,0,1,0,80,44,30,59.5
175,Benjamin Hadžić,BIH,FW|MF,Hannover 96,19,1999,0.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0
176,André Hahn,GER,FW|MF,Augsburg,27,1990,22.8,7,0,0,67,20,22,82,27,38,0,0,0,108,54,65,45.4
177,Amadou Haidara,MLI,MF,RB Leipzig,20,1998,4.2,1,0,0,8,4,1,5,4,11,0,0,0,20,10,9,52.6
178,Achraf Hakimi,MAR,DF,Dortmund,19,1998,19.3,4,0,0,14,36,0,46,29,19,0,0,0,137,15,18,45.5
179,Sébastien Haller,CIV,FW,Eint Frankfurt,24,1994,24.2,3,0,0,42,43,20,6,15,11,0,0,0,87,196,136,59.0
180,Marcel Halstenberg,GER,DF|FW,RB Leipzig,26,1991,26.8,2,0,0,24,21,2,149,38,44,1,0,0,162,71,35,67.0
181,Genki Haraguchi,JPN,MF|DF,Hannover 96,27,1991,23.7,1,0,0,32,35,1,37,21,26,0,1,0,118,27,30,47.4
182,Amine Harit,MAR,MF|FW,Schalke 04,21,1997,12.0,1,0,0,9,50,1,3,9,8,1,0,0,68,7,15,31.8
183,Martin Harnik,AUT,FW|MF,Werder Bremen,31,1987,9.2,2,0,0,16,6,8,10,3,7,0,0,0,41,22,42,34.4
184,Makoto Hasebe,JPN,DF|MF,Eint Frankfurt,34,1984,28.0,4,0,0,17,30,0,2,40,34,0,0,0,236,31,39,44.3
185,Kai Havertz,GER,MF|FW,Leverkusen,19,1999,32.2,2,0,0,24,52,4,23,16,17,0,0,0,160,55,62,47.0
186,Thorgan Hazard,BEL,FW|MF,M'Gladbach,25,1993,31.9,1,0,0,27,61,17,183,27,33,0,1,0,176,21,73,22.3
187,Dominique Heintz,GER,DF,Freiburg,24,1993,33.9,5,0,0,30,11,2,12,45,21,0,3,0,165,61,51,54.5
188,Rouwen Hennings,GER,FW,Düsseldorf,30,1987,20.4,3,0,0,22,22,7,4,4,10,0,1,0,42,52,76,40.6
189,Benjamin Henrichs,GER,DF,Leverkusen,21,1997,0.7,1,0,0,3,1,0,2,3,0,0,1,0,5,0,0,
