Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Luis Abram,PER,DF,Granada,25,1996,6.2,3,0.48,1,0,0,2,0,0,1,0.16,0,0,0,1,0,0
2,Marcos Acuña,ARG,DF,Sevilla,29,1991,25.1,75,2.99,48,19,2,3,3,0,3,0.12,1,2,0,0,0,0
3,Martin Agirregabiria,ESP,DF,Alavés,25,1996,18.0,32,1.78,25,3,2,0,2,0,3,0.17,2,0,1,0,0,0
4,Julen Agirrezabala,ESP,GK,Athletic Club,20,2000,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
5,Sergio Agüero,ARG,FW,Barcelona,33,1988,1.7,3,1.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
6,Álvaro Aguirre,ESP,FW,Rayo Vallecano,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
7,Joseph Aidoo,GHA,DF,Celta Vigo,25,1995,29.3,16,0.55,15,0,0,1,0,0,2,0.07,2,0,0,0,0,0
8,Carlos Akapo,EQG,DF,Cádiz,28,1993,20.5,26,1.27,17,4,1,1,3,0,1,0.05,1,0,0,0,0,0
9,Ilias Akhomach,ESP,FW,Barcelona,17,2004,1.4,9,6.53,5,0,1,1,2,0,0,0.00,0,0,0,0,0,0
10,Paul Akouokou,CIV,MF,Betis,23,1997,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
11,David Alaba,AUT,DF,Real Madrid,29,1992,29.4,45,1.53,37,2,1,4,0,1,8,0.27,7,0,0,1,0,0
12,Tomás Alarcón,CHI,MF,Cádiz,22,1999,15.8,28,1.77,14,12,1,0,0,1,2,0.13,0,2,0,0,0,0
