Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
1,Ismael Aaneba,FRA,DF,Strasbourg,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
2,Yunis Abdelhamid,MAR,DF,Reims,32,1987,32.1,59,37,36,23,0,26,42,61.9,16,34,15,19,61,120,132,0
3,Mehdi Abeid,ALG,MF,Nantes,27,1992,14.7,34,19,16,14,4,15,30,50.0,15,9,2,7,20,54,10,0
4,Laurent Abergel,FRA,MF,Lorient,27,1993,32.9,145,84,64,69,12,54,162,33.3,108,64,6,58,46,191,12,0
5,Charles Abi,FRA,FW|MF,Saint-Étienne,20,2000,10.1,8,2,5,0,3,3,12,25.0,9,6,2,4,4,12,5,0
6,Matthis Abline,FRA,FW,Rennes,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Pape Abou Cissé,SEN,DF,Saint-Étienne,24,1995,14.0,15,13,10,5,0,6,10,60.0,4,7,4,3,27,42,87,0
8,Yacine Adli,FRA,MF,Bordeaux,20,2000,26.9,74,37,30,33,11,35,92,38.0,57,27,2,25,39,113,17,2
9,Nayef Aguerd,MAR,DF,Rennes,24,1996,35.0,37,30,28,9,0,21,33,63.6,12,34,22,12,47,84,102,0
10,Ruben Aguilar,FRA,DF|MF,Monaco,27,1993,24.7,63,37,32,21,10,32,52,61.5,20,30,3,27,47,110,43,1
11,Matteo Ahlinvi,BEN,MF,Nîmes,21,1999,10.0,26,20,10,14,2,11,39,28.2,28,6,0,6,2,28,8,0
12,Jean-Eudes Aholou,CIV,MF,Strasbourg,26,1994,23.8,46,25,18,25,3,19,48,39.6,29,17,5,12,53,99,32,0
13,Jean-Eudes Aholou,CIV,MF,Monaco,26,1994,0.4,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,1,0
14,Rayan Aït Nouri,ALG,DF,Angers,19,2001,2.1,3,2,1,2,0,3,5,60.0,2,2,1,1,4,7,1,0
15,Ludovic Ajorque,FRA,FW,Strasbourg,26,1994,33.0,30,18,6,18,6,7,31,22.6,24,14,5,9,11,41,54,0
