Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def
1,Ismael Aaneba,FRA,DF,Strasbourg,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2,Yunis Abdelhamid,MAR,DF,Reims,32,1987,32.1,17,0.53,15,0,0,2,0,0,0,0.00,0,0,0,0,0,0
3,Mehdi Abeid,ALG,MF,Nantes,27,1992,14.7,31,2.11,18,5,3,1,2,2,1,0.07,1,0,0,0,0,0
4,Laurent Abergel,FRA,MF,Lorient,27,1993,32.9,59,1.79,45,0,3,6,4,1,9,0.27,6,0,1,1,1,0
5,Charles Abi,FRA,FW|MF,Saint-Étienne,20,2000,10.1,14,1.38,11,0,2,0,1,0,3,0.30,2,0,1,0,0,0
6,Matthis Abline,FRA,FW,Rennes,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
7,Pape Abou Cissé,SEN,DF,Saint-Étienne,24,1995,14.0,9,0.64,5,1,0,2,1,0,0,0.00,0,0,0,0,0,0
8,Yacine Adli,FRA,MF,Bordeaux,20,2000,26.9,104,3.87,78,10,8,2,3,3,10,0.37,7,1,0,1,1,0
9,Nayef Aguerd,MAR,DF,Rennes,24,1996,35.0,20,0.57,17,0,0,3,0,0,1,0.03,1,0,0,0,0,0
10,Ruben Aguilar,FRA,DF|MF,Monaco,27,1993,24.7,78,3.15,56,10,2,1,7,2,7,0.28,4,1,1,0,1,0
11,Matteo Ahlinvi,BEN,MF,Nîmes,21,1999,10.0,12,1.20,9,0,0,0,2,1,0,0.00,0,0,0,0,0,0
12,Jean-Eudes Aholou,CIV,MF,Strasbourg,26,1994,23.8,33,1.38,25,0,1,2,3,2,4,0.17,2,0,0,1,0,1
13,Jean-Eudes Aholou,CIV,MF,Monaco,26,1994,0.4,1,2.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
14,Rayan Aït Nouri,ALG,DF,Angers,19,2001,2.1,10,4.84,8,0,2,0,0,0,2,0.97,1,0,1,0,0,0
15,Ludovic Ajorque,FRA,FW,Strasbourg,26,1994,33.0,77,2.34,55,0,1,12,9,0,8,0.24,4,0,1,1,2,0
16,Marley Aké,FRA,FW,Marseille,19,2001,1.6,2,1.23,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0
17,Sofiane Alakouch,MAR,DF,Nîmes,22,1998,16.7,21,1.25,14,2,2,0,3,0,3,0.18,2,0,0,0,1,0
